command,text,name,focus,image,name2,jp_text,jp_name
name,感染者什么时候是我们的同胞？我们的同胞只有萨卡兹人。,萨卡兹雇佣兵,,,,感染者がいつ我々の同胞だったか？我々の同胞はサカズ人だけだ。,サカズ傭兵
character,,avg_npc_042,,,,,
name,你们加入整合运动的时候一定不是这么说的。,迷迭香,,,,統合運動に加わった時は、そんなことは言っていなかったでしょう。,ローズマリー
name,背叛，伤害亲人，欺骗别人的情感......,迷迭香,,,,裏切り、親しい人を傷つけ、他人の感情を騙す……,ローズマリー
name,可恶。,迷迭香,,,,許せない。,ローズマリー
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
playsound,,,,,,,
blocker,,,,,,,
camerashake,,,,,,,
delay,,,,,,,
character,,avg_npc_053,,,,,
name,当心那些武器！闪开！,萨卡兹雇佣兵,,,,あの武器に気をつけろ！避けろ！,サカズ傭兵
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
playsound,,,,,,,
blocker,,,,,,,
camerashake,,,,,,,
delay,,,,,,,
character,,char_002_amiya_1#7,,,,,
name,停下，迷迭香......！,阿米娅,,,,止まってください、ローズマリー……！,アーミヤ
character,,avg_npc_042,,,,,
name,啊，阿米娅。,迷迭香,,,,ああ、アーミヤ。,ローズマリー
character,,avg_npc_042,2,,char_002_amiya_1#7,,
name,Raidian刚才发报，凯尔希医生发给我们最后的消息，是让我们当心特殊感染者......,阿米娅,,,,レイディアンが先ほど通信を送ってきました。ケルシー博士からの最後のメッセージは、特殊感染者に注意するように、とのことです……。,アーミヤ
name,它们可能是龙门那些特殊感染者的变体，我们不知道他们会不会进一步传染其他人！,阿米娅,,,,それらはロドスの特殊感染者の変異体かもしれません。彼らが他の人にさらに感染させるかどうか、私たちは分かりません！,アーミヤ
name,萨卡兹战士们，听我说！,阿米娅,,,,サカズの戦士たち、聞いてください！,アーミヤ
name,有一些......深度感染了的萨卡兹人，他们正在催化其他感染者！,阿米娅,,,,一部の……深く感染したサカズ人が、他の感染者を促進しています！,アーミヤ
name,我们必须让其他感染者撤出他们所在的区域......你们的这个街区还有其他幸存的感染者，他们完全是非战斗人员！,阿米娅,,,,他の感染者をその地域から撤退させなければなりません……この地区には他にも生存している感染者がいますが、彼らは完全に非戦闘員です！,アーミヤ
name,即使我们不从这里通行，我也希望各位分派人手，保证其他感染者的安全！,阿米娅,,,,私たちがここを通らなくても、皆さんが人員を割いて他の感染者の安全を確保していただきたいのです！,アーミヤ
character,,avg_npc_042,1,,char_002_amiya_1#7,,
name,不可能的。他们不会这么做。没有良心。,迷迭香,,,,ありえません。彼らはそんなことはしません。良心がありません。,ローズマリー
character,,avg_npc_053,,,,,
name,......,萨卡兹雇佣兵,,,,……,
name,我们......我们看到了。我们是自己走出来的。,萨卡兹雇佣兵,,,,私たち……私たちは見ました。自分たちでここから出てきました。,サカズ傭兵
name,我们不能退后。如果他们往这里来......我们得做掉他们。不能让更多萨卡兹人感染。,萨卡兹雇佣兵,,,,私たちは退けません。彼らがここに来るなら……私たちはやっつけなければなりません。もっと多くのサカズ人を感染させることは許されません。,サカズ傭兵
character,,avg_npc_042,,,,,
name,你也可能会被感染。,迷迭香,,,,あなたも感染してしまうかもしれません。,ローズマリー
character,,avg_npc_053,,,,,
name,无所谓。,萨卡兹雇佣兵,,,,かまいません。,サカズ傭兵
character,,avg_npc_042,,,,,
name,你也想变成那样？那些被法术操控的怪物，你变成那样也无所谓？,迷迭香,,,,あなたもああなりたいの？魔術に操られたあの怪物たち。ああなっても構わないのですか？,ローズマリー
character,,avg_npc_053,,,,,
name,被当做怪物的时候，还少吗？,萨卡兹雇佣兵,,,,怪物扱いされるのはこれまで少なかったですか？,サカズ傭兵
character,,avg_npc_042,,,,,
name,......唔，嗯......啊。,迷迭香,,,,……うん、うん……あ。,ローズマリー
character,,avg_npc_053,,,,,
name,这座城市已经完了。我们迟早也会变成那个样子。但是，如果我们消灭了他们，那一切好说，还有人能活下去。,萨卡兹雇佣兵,,,,この街はもう終わりです。私たちも遅かれ早かれそうなってしまいます。でも、私たちが彼らを殲滅すれば、まだ話は別で、生き残る者もいます。,サカズ傭兵
character,,avg_npc_042,,,,,
name,只要塔露拉不死，这个城市就会被毁灭的。,迷迭香,,,,タルラが死なない限り、この街は滅びます。,ローズマリー
character,,avg_npc_053,,,,,
name,如果W杀不掉她，你们就也杀不掉。,萨卡兹雇佣兵,,,,もしWが彼女を殺せなければ、あなたたちにも殺せません。,サカズ傭兵
name,不站在赢的人这里，就赢不了；打仗，赢不了就死。,萨卡兹雇佣兵,,,,勝つ側に立たなければ、勝てません。戦いでは、勝てなければ死ぬのです。,サカズ傭兵
character,,avg_npc_042,,,,,
name,可你要是再伤害别的感染者的话，你在这里就会死了。,迷迭香,,,,でも、もし他の感染者を傷つけ続けるなら、ここであなたは死にますよ。,ローズマリー
character,,avg_npc_053,,,,,
name,死了又怎么样呢？变成梅菲斯特的牧群那样又怎么样呢......？,萨卡兹雇佣兵,,,,死んだってどうだと言うんですか？メフィストの群れのようになったって、どうなんです……？,サカズ傭兵
name,梅菲斯特也是只怪物。我们杀其他的感染者，是因为我们都是怪物。,萨卡兹雇佣兵,,,,メフィストも怪物です。私たちが他の感染者を殺すのは、私たち自身も怪物だからです。,サカズ傭兵
name,我们只是不想萨卡兹受更多苦，但说到底，受苦又怎么样？,萨卡兹雇佣兵,,,,私たちはただサカズにもっと苦しみが及ぶのを望んでいないだけです。でも結局のところ、苦しむのもどうでもいいことかもしれません。,サカズ傭兵
name,你离开这里，走到哪，他们会正眼看你？,萨卡兹雇佣兵,,,,ここを出てどこへ行っても、彼らはあなたをまともに見てくれますか？,サカズ傭兵
name,你是感染者，你会不知道你的下场？,萨卡兹雇佣兵,,,,あなたは感染者です。自分の末路を知らないわけがないでしょう？,サカズ傭兵
name,你当然知道。你只要走出你这个小小的队伍，你就会死。,萨卡兹雇佣兵,,,,当然知っています。あなたがこの小さなチームを離れたら、死ぬのです。,サカズ傭兵
name,你会被人鄙夷，会被人掐着脖子，用皮鞭抽打，被吊死。,萨卡兹雇佣兵,,,,人に軽蔑され、首を絞められ、ムチで打たれ、絞首刑にされるでしょう。,サカズ傭兵
name,或者你被赶出城市，流浪，然后饿死，被野兽咬死。,萨卡兹雇佣兵,,,,または街から追い出され、さすらい、飢え死にし、獣に噛み殺されるでしょう。,サカズ傭兵
name,你活不下去。,萨卡兹雇佣兵,,,,あなたは生きられません。,サカズ傭兵
name,以及，你没有尊严。,萨卡兹雇佣兵,,,,そして、あなたには尊厳がありません。,サカズ傭兵
character,,avg_npc_042,,,,,
name,......你懂什么。,迷迭香,,,,……あなたには何もわかっていません。,ローズマリー
character,,char_002_amiya_1#7,,,,,
name,战士......,阿米娅,,,,戦士……,アーミヤ
name,告诉我，你不是在为了塔露拉而战。,阿米娅,,,,教えてください、あなたはタルラのために戦っているのではありませんね。,アーミヤ
character,,avg_npc_053,,,,,
name,她......很强。跟着她，更多人活下来的概率更大。,萨卡兹雇佣兵,,,,彼女は……強い。彼女に従えば、より多くの人が生き残る可能性が大きい。,サカズ傭兵
name,我们不介意再多杀几个。,萨卡兹雇佣兵,,,,私たちはあと何人か殺すことは気にしません。,サカズ傭兵
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
playsound,,,,,,,
blocker,,,,,,,
camerashake,,,,,,,
character,,avg_npc_042,,,,,
name,滚开。下一次就把你切开。,迷迭香,,,,どいて。次はあなたを切り裂きますよ。,ローズマリー
character,,avg_npc_053,,,,,
name,菲林，如果想从这里过去，那就杀了我们......,萨卡兹雇佣兵,,,,フェリン、ここを通りたければ俺たちを殺せ……,サカズ傭兵
name,我们也不想看着同胞变成那副样子。你杀得掉我们的话。哈哈。,萨卡兹雇佣兵,,,,俺たちも仲間があんな姿になるのは見たくない。お前に俺たちが倒せるのか。ははっ。,サカズ傭兵
character,,avg_npc_042,,,,,
name,你们真是最没救的人。,迷迭香,,,,あなたたちは本当に手の施しようがない人たちですね。,ローズマリー
character,,,,,,,
dialog,,,,,,,
playsound,,,,,,,
camerashake,,,,,,,
delay,,,,,,,
character,,avg_npc_053,,,,,
name,什么......什么？,萨卡兹雇佣兵,,,,な……何だと？,サカズ傭兵
character,,avg_npc_042,,,,,
name,那是......什么声音？,迷迭香,,,,あれは……何の音？,ローズマリー
character,,char_002_amiya_1#7,,,,,
name,糟糕......！,阿米娅,,,,まずい……ございます！,アーミヤ
name,我们所在的街区已经靠近指挥塔用以关闭各个入口的封闭区块了......指挥塔里的整合运动可能想要升起整个封闭层，封堵住进入指挥塔的入口！,阿米娅,,,,私たちのいる街区は指揮塔の入り口を閉じるための封鎖区画に近づいています……指揮塔内の統合運動は封鎖層全体を上げて、指揮塔への入口を封鎖しようとしているのかもしれません！,アーミヤ
name,时间快来不及了！,阿米娅,,,,時間がもうありません！,アーミヤ
character,,avg_npc_042,,,,,
name,......,迷迭香,,,,……,
name,萨卡兹。再给你们最后一次机会，不想残废的话，就撤走。,迷迭香,,,,サカズよ。これが最後のチャンスだ。身を滅ぼしたくなければ、撤退しなさい。,ローズマリー
character,,avg_npc_053,,,,,
name,......嘻，哈哈。,萨卡兹雇佣兵,,,,……へっ、ははっ。,サカズ傭兵
character,,avg_npc_042,,,,,
name,阿米娅。,迷迭香,,,,アーミヤ。,ローズマリー
character,,char_002_amiya_1#7,,,,,
name,......,阿米娅,,,,……,
name,我来吧。,阿米娅,,,,私が行きます。,アーミヤ
character,,avg_npc_053,,,,,
name,卡特斯。哈。你能做什么？,萨卡兹雇佣兵,,,,カータス。はっ。お前に何ができる？,サカズ傭兵
name,黑色的线条......？那是——,萨卡兹雇佣兵,,,,黒い線……？それは――,サカズ傭兵
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
background,,,,bg_chercen_2,,,
blocker,,,,,,,
character,,char_002_amiya_1#7,,,,,
name,哈，哈。唔......,阿米娅,,,,はっ、はっ。うぅ……,アーミヤ
name,情况......怎么样了？,阿米娅,,,,状況は……どうなっていますか？,アーミヤ
character,,,,,,,
name,已经镇压了所有失去意识的萨卡兹雇佣兵。,迷迭香小队成员,,,,意識を失ったサカズ傭兵は全員制圧しました。,ローズマリー小隊のメンバー
character,,char_002_amiya_1#7,,,,,
name,那，那就好，嗯......有其他感染者......吗？,阿米娅,,,,そ、そうですか、ええと……他に感染者は……いますか？,アーミヤ
character,,,,,,,
name,也不知道是好消息还是坏消息。侦察干员稍稍看了一下。这个街区到处都是。而且大多......很惨。应该是被集中关押的被动感染者。,迷迭香小队成员,,,,良い知らせなのか悪い知らせなのかわかりません。偵察オペレーターが少し確認しました。この街区には至る所にいて、しかもほとんどが……ひどい状態です。おそらく集中的に監禁された受動感染者だと思われます。,ローズマリーチームメンバー
character,,char_002_amiya_1#7,,,,,
name,前往封闭层的......通道......呢？,阿米娅,,,,封鎖層へ通じる……通路は……？,アーミヤ
character,,,,,,,
name,这里是通向工程通道的，应该能直接进入结构性操控区域，把他们远程面板骇了，他们一点办法也没有。,迷迭香小队成员,,,,ここは工学通路へ通じていて、構造制御区域に直接入れるはずです。彼らの遠隔パネルをハッキングすれば、彼らは何もできません。,ローズマリーチームメンバー
name,另外的那些正面通道，侦察干员已经发现了至少四处战场，都是游击队和其他整合运动......,迷迭香小队成员,,,,他の正面通路は、偵察オペレーターが少なくとも4か所の戦場を確認しました。全てゲリラ隊や他の統合運動です……,ローズマリーチームメンバー
character,,char_002_amiya_1#7,,,,,
name,看来战况很激烈......,阿米娅,,,,戦況は激しいようですね……,アーミヤ
character,,,,,,,
name,游击队虽然强，但那些塔露拉派的整合运动有地利优势，背后又还有萨卡兹雇佣兵。一时半会儿打不进去。,迷迭香小队成员,,,,ゲリラ隊は強いですが、あのタルラ派の統合運動は地の利があり、背後にはサカズの傭兵もいます。一朝一夕には攻略できません。,ローズマリーチームメンバー
name,没事，阿米娅。队长，我们工程小组偷摸着进去，把整个封闭层的能源供给给切了。,迷迭香小队成员,,,,大丈夫です、アーミヤ。隊長、我々エンジニアチームはこっそり入り込んで、封鎖層のエネルギー供給を全て遮断します。,ローズマリーチームメンバー
character,,avg_npc_042,,,,,
name,能做到吗？,迷迭香,,,,できるんですか？,ローズマリー
character,,,,,,,
name,一定能。,迷迭香小队成员,,,,絶対にできます。,ローズマリーチームメンバー
character,,char_002_amiya_1#7,,,,,
name,这太冒险了。,阿米娅,,,,それはあまりにも危険です。,アーミヤ
character,,,,,,,
name,进核心城本来就很冒险了。,迷迭香小队成员,,,,コアシティに潜入すること自体が既に危険なのです。,ローズマリーチームメンバー
character,,avg_npc_042,,,,,
name,这样没问题吗？,迷迭香,,,,これで大丈夫なんですか？,ローズマリー
character,,,,,,,
name,我们去了。,迷迭香小队成员,,,,行きます。,ローズマリーチームメンバー
character,,avg_npc_042,,,,,
name,那个，那个！,迷迭香,,,,あの、あの！,ローズマリー
name,要当心。嗯......要当心。,迷迭香,,,,気をつけて。ええ……気をつけてください。,ローズマリー
character,,,,,,,
name,我们可是精英干员迷迭香的队员。放一万个心！,迷迭香小队成员,,,,我々はエリートオペレーター、ローズマリーの隊員です。安心してください！,ローズマリーチームメンバー
character,,char_002_amiya_1#4,,,,,
name,......把自己的安全放在第一位。,阿米娅,,,,……自分の安全を第一に考えてくださいませ。,アーミヤ
character,,,,,,,
name,要是真的，阿米娅你就不会用刚才那个法术了！,迷迭香小队成员,,,,本当ならアーミヤ、あなたはさっきの魔法は使わなかったはずです！,ローズマリーチームメンバー
character,,char_002_amiya_1#4,,,,,
name,啊......,阿米娅,,,,あ……,アーミヤ
character,,,,,,,
name,工程小组，出发，动作快！,迷迭香小队成员,,,,エンジニアチーム、出発、動きを速く！,ローズマリーチームメンバー
character,,avg_npc_042,,,,,
name,......他们走了。,迷迭香,,,,……彼らは行きました。,ローズマリー
name,唔。阿米娅。你不该把体力花在这里的。那边应该我来处理。,迷迭香,,,,うん。アーミヤ。ここで体力を使うべきではありません。あちらは私が対処するべきです。,ローズマリー
character,,char_002_amiya_1,,,,,
name,......这样可以少让迷迭香去造成伤害。,阿米娅,,,,……これでローズマリーの負担が少しは軽くなります。,アーミヤ
character,,avg_npc_042,,,,,
name,罗德岛不希望我这么做吗？,迷迭香,,,,ロドスは私にこれを望んでいませんか？,ローズマリー
character,,char_002_amiya_1,,,,,
name,不。只是......如果可以的话，我们当然不想这么做。,阿米娅,,,,いいえ。ただ……可能であれば、私たちはもちろんそうしたくはありません。,アーミヤ
name,而且我花费的只是体力，迷迭香花费的却是......意识。,阿米娅,,,,そして私が使うのは体力だけですが、ローズマリーが使うのは……意識なのです。,アーミヤ
character,,avg_npc_042,,,,,
name,我没什么所谓的。,迷迭香,,,,私は気にしません。,ローズマリー
character,,char_002_amiya_1,,,,,
name,可是......我们有所谓。,阿米娅,,,,でも……私たちには主義があります。,阿米娅
character,,,,,,,
name,阿米娅！这个小哥想和你说两句话。,沁,,,,アーミヤ！この青年が君にちょっと話したいそうです。,沁
character,,char_002_amiya_1,,,,,
name,啊......,阿米娅,,,,あ……,
name,......整合运动的，感染者朋友。可以这么叫你吗？,阿米娅,,,,……統合運動の、感染者の方。そう呼んでもよろしいでしょうか？,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,随便吧。都随便了。我们......都完了。我是想问你要去哪。,整合运动成员,,,,どうでもいいさ。もうどうにでもなってる。俺たちは……終わりなんだ。君にこれから行く場所を聞きたくて。,統合運動メンバー
name,我们......能不能跟你去。我们没地方可去了。萨卡兹会杀我们，我们也不想再和同胞战斗了，游击队也一定会杀了我们的。,整合运动成员,,,,俺たち……一緒に行ってもいいか？行く場所がない。サカズには殺されるし、同胞とも戦いたくない。ゲリラにも殺されるだろう。,統合運動メンバー
character,,char_002_amiya_1,1,,char_1002_nsabr_2,,
name,为什么你们会这么觉得？,阿米娅,,,,なぜそう思うのですか？,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,他们难道不是什么人都可以杀吗？我听到他们有时候会说，要杀了其他感染者，就因为他们做错了些什么！,整合运动成员,,,,彼らは誰でも殺せるんじゃないか？時々他の感染者を殺すと言っているのを聞く。彼らが間違ったことをしたからだと！,統合運動メンバー
character,,char_002_amiya_1,1,,char_1002_nsabr_2,,
name,......我不清楚。也许他们会这么做，也许他们不会。,阿米娅,,,,……私ははっきりとはわかりません。もしかしたらそうするかもしれませんし、しないかもしれません。,阿米娅
name,我想，要看他们真正的作为，才会得到事实，而不是道听途说。,阿米娅,,,,彼らの本当の行動を見て事実を知るべきで、噂で判断すべきではありません。,阿米娅
name,不过我们也不会赶你们去他们那里的。你们害怕他们，他们做的事情就不会适合你们。,阿米娅,,,,ですが私たちはあなたたちを彼らのもとへ追いやることはしません。怖いのであれば彼らのやることはあなたたちには向いていません。,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,所以我想问......想问你们要去哪里。,整合运动成员,,,,だから聞きたい……君たちはどこへ行くのか。,統合運動メンバー
character,,char_002_amiya_1,1,,char_1002_nsabr_2,,
name,——我们要去核心指挥塔。,阿米娅,,,,――私たちはコア指揮塔へ向かいます。,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,......你们疯了？,整合运动成员,,,,……お前たち狂ってるのか？,統合運動メンバー
character,,char_002_amiya_1,1,,char_1002_nsabr_2,,
name,唔。,阿米娅,,,,うん。,阿米娅
name,当我们要阻止这场动乱，就一定要去指挥塔。,阿米娅,,,,この混乱を止めるには指揮塔へ行かねばなりません。,阿米娅
name,能麻烦你一件事吗，感染者朋友？,阿米娅,,,,お願いがあるのですが、感染者の方？,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,杀人就，就免了。,整合运动成员,,,,殺人は、やめてくれ。,統合運動メンバー
character,,char_002_amiya_1,1,,char_1002_nsabr_2,,
name,不是的。我希望你们......能够保护这个街区的被动感染者。,阿米娅,,,,違います。あなたたちに……この区画の受動的な感染者を守ってほしいと思います。,阿米娅
name,当心，他们可能会恨你们......恨你们那身制服。,阿米娅,,,,注意してください。彼らはあなたたちを憎むかもしれません……あなたたちの制服を憎むでしょう。,阿米娅
character,,char_002_amiya_1,2,,char_1002_nsabr_2,,
name,那我们怎么办？,整合运动成员,,,,じゃあどうすればいい？,統合運動メンバー
character,,char_002_amiya_1#4,,,,,
name,我觉得有两种选择，一是，脱下制服，不再当整合运动......,阿米娅,,,,私は二つの選択肢があると思います。一つは制服を脱ぎ、もう統合運動でなくなること……,阿米娅
name,另一种是，穿着制服，但做该做的事。,阿米娅,,,,もう一つは、制服を着たままで、すべきことを行うことです。,阿米娅
name,一种简单，一种很难，不过我想......这应该是你们自己来选的事情。,阿米娅,,,,一つは簡単で、一つは難しいですが……これはあなたたち自身で選ぶべきことだと思います。,阿米娅
stopmusic,,,,,,,
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
background,,,,bg_topout,,,
blocker,,,,,,,
character,,,,,,,
dialog,,,,,,,
playmusic,,,,,,,
,指挥塔入口,,,,,指揮塔入口,
character,,avg_npc_058,,,,,
name,可恨！这些懦夫打算封闭指挥塔的入口，启动封闭层！,盾卫,,,,憎たらしい！これらの臆病者たちは指揮塔の入口を封鎖し、封鎖層を起動しようとしている！,シールドガード
name,还没打进去吗？,盾卫,,,,まだ突破できていないのか？,シールドガード
character,,avg_npc_016,,,,,
name,萨卡兹雇佣兵正在固守整个封闭区块的入口！我们不断遭到其他感染者的骚扰，没办法集中注意力！,幻影弩手,,,,サカズの傭兵が封鎖区域の入口を固守しています！我々は他の感染者の妨害を受け続けており、注意を集中できません！,ファントムボウマン
character,,avg_npc_058,,,,,
name,你再说一遍，你叫我和罗德岛合作？,盾卫,,,,もう一度言え、お前は俺にロドスと協力しろと言うのか？,シールドガード
character,,avg_npc_059,,,,,
name,没错！,罗德岛近卫干员？,,,,その通りです！,ロドス近衛隊員？
name,如果罗德岛不值得相信，那么这座城市里的任何人你都不用再考虑了。,罗德岛近卫干员？,,,,もしロドスが信頼に値しないなら、この街の誰も考慮に入れる必要はありません。,ロドス近衛隊員？
name,哪怕是陈腐的规则，他们也会遵守。,罗德岛近卫干员？,,,,古臭いルールであっても、彼らはそれを守ります。,ロドス近衛隊員？
character,,avg_npc_058,1,,avg_npc_059,,
name,就算他们还欠着大尉的命？,盾卫,,,,彼らはまだキャプテンに恩があるのか？,シールドガード
character,,avg_npc_058,2,,avg_npc_059,,
name,如果我们都死在这里，谁来继承爱国者的精神？,罗德岛近卫干员？,,,,もし私たちがここで死んだら、誰がパトリオットの精神を継承するのですか？,ロドス近衛隊員？
name,我们有力量，而罗德岛有知识，至少凯尔希非常擅长这些，我认为应该和大尉差不多，你也看到了，连大尉也认同她！,罗德岛近卫干员？,,,,我々には力があり、ロドスは知識を持っています。少なくともケルシーは非常にそれに長けていて、キャプテンと同等だと思います。あなたも見た通り、キャプテンも彼女を認めています！,ロドス近衛隊員？
name,封闭层正在逐渐升抬。做决定吧，我们的时间不多！,罗德岛近卫干员？,,,,封鎖層は徐々に上昇しています。決断してください、時間がありません！,ロドス近衛隊員？
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
background,,,,bg_perimeter,,,
blocker,,,,,,,
character,,,,,,,
dialog,,,,,,,
character,,avg_npc_059,,,,,
name,大概就是这样。我已经和他们这么说了，所以，阿米娅......,罗德岛近卫干员？,,,,大体そんなところです。私は彼らにそう伝えました、ですから、アーミヤ……,ロドス近衛隊員？
name,我也不是想让你同意这件事。我只是想这可能会好一些？,罗德岛近卫干员？,,,,私はあなたにこれを同意してほしいわけではありません。ただ、これが少しは良くなるかもしれないと思ったのです？,ロドス近衛隊員？
name,让所有人的损伤都小一些......,罗德岛近卫干员？,,,,皆の損害が少しでも減るように……,ロドス近衛隊員？
name,......我不太理解。我只是......,罗德岛近卫干员？,,,,……よく分かりません。私はただ……,ロドス近衛隊員？
character,,char_002_amiya_1,,,,,
name,没关系，Guard，你的提议是合理的。只是我们......我们不会像盾卫一样行事。,阿米娅,,,,大丈夫です、ガードさん、あなたの提案は合理的です。ただ、私たちは……私たちはシールドガードのようには行動しません。,アーミヤ
name,我们对感染者没有处理权，也不会采取那些......惩戒性的手段。,阿米娅,,,,私たちは感染者に対して処罰する権利はなく、そのような……懲罰的な手段は取りません。,アーミヤ
name,他们是不是快到了？,阿米娅,,,,彼らはもうすぐですか？,アーミヤ
character,,avg_npc_059,,,,,
name,应该吧。,罗德岛近卫干员？,,,,そうでしょうね。,ロドス近衛隊員？
name,......阿米娅，我越来越想不清楚了。,罗德岛近卫干员？,,,,……アーミヤ、私にはますます分からなくなってきました。,ロドス近衛隊員？
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
background,,,,bg_topout,,,
blocker,,,,,,,
character,,avg_npc_042,,,,,
name,......,迷迭香,,,,……,
character,,avg_npc_042,2,,avg_npc_058,,
name,——菲林。我找你们的领袖。,盾卫,,,,——フェリン。お前たちのリーダーを呼べ。,シールドガード
character,,avg_npc_042,1,,avg_npc_058,,
name,想要报复的话，是该现在吗？,迷迭香,,,,復讐したいなら、今がその時ですか？,ローズマリー
character,,avg_npc_042,2,,avg_npc_058,,
name,别以为自己会点法术就可以尝试激怒我，白毛猫！,盾卫,,,,魔法を使えるからって俺を怒らせようとするな、白猫！,シールドガード
character,,avg_npc_042,1,,avg_npc_058,,
name,我不喜欢你。,迷迭香,,,,私はあなたが好きではありません。,ローズマリー
