command,text_orig,name,focus,image,name2,index,text,jp_text,jp_name,text_match
name,如果记忆和情感可以被伪造，那科西切是否真的存在？,塔露拉？,,,,33,如果记忆和情感可以被伪造，那科西切是否真的存在？,記憶と感情が偽造できるなら、コシチェは本当に存在するのか？,タルラ？,True
name,如果科西切不存在，这说明了什么？,塔露拉？,,,,34,如果科西切不存在，这说明了什么？,もしコシチェが存在しないなら、それは何を意味するのか？,タルラ？,True
character,,avg_npc_087#3,,,,35,,,avg_npc_087#3,True
name,这一切都和现在的你无关，科西切。,阿米娅,,,,36,这一切都和现在的你无关，科西切。,これらすべては今のあなたには関係ありません、コシチェ。,アーミヤ,True
name,我们现在要打败你，不是因为你经历了什么，而是因为你做了些什么。,阿米娅,,,,37,我们现在要打败你，不是因为你经历了什么，而是因为你做了些什么。,私たちが今あなたを倒すのは、あなたが何を経験したかではなく、何をしたかです。,アーミヤ,True
name,不能让你再这样伤害这片大地上的其他人了。无论你有多少原因，但这就像陈长官说的那样......,阿米娅,,,,38,不能让你再这样伤害这片大地上的其他人了。无论你有多少原因，但这就像陈长官说的那样......,もうこれ以上、この大地の他の人たちを傷つけさせるわけにはいきません。どんな理由があろうと、チェン長官が言ったように……,アーミヤ,True
name,我们不在乎。,阿米娅,,,,39,我们不在乎。,私たちは気にしません。,アーミヤ,True
name,无论你是科西切，还是塔露拉。,阿米娅,,,,40,无论你是科西切，还是塔露拉。,あなたがコシチェであろうとタルラであろうと。,アーミヤ,True
character,,char_010_chen_1#2,,,,41,,,char_010_chen_1#2,True
name,......从我姐姐的身体里滚出去。,陈,,,,42,......从我姐姐的身体里滚出去。,……私の姉の身体から出て行け。,チェン,True
name,......我本想这么说，但这似乎是在给你找理由。如果有理由，也等到你能活着上了法庭再说。,陈,,,,43,......我本想这么说，但这似乎是在给你找理由。如果有理由，也等到你能活着上了法庭再说。,……そう言おうと思ったが、それはお前に理由を与えることになる。理由があるなら、お前が生きて法廷に立てるようになってから言え。,チェン,True
name,阿米娅，拿好你的剑，我们要上了！,陈,,,,44,阿米娅，拿好你的剑，我们要上了！,アーミヤ、剣をしっかり持て、行くぞ！,チェン,True
character,,char_011_talula_1,,,,45,,,char_011_talula_1,True
name,你们是不是......被我现在的法术展现出的力量......迷惑了？,塔露拉？,,,,46,你们是不是......被我现在的法术展现出的力量......迷惑了？,あなたたちは……私の今の魔法が示す力に惑わされているのか？,タルラ？,True
name,我再重述一遍。这座城里能杀我的人已经死了。除了爱国者，切尔诺伯格核心城中没人能杀我。,塔露拉？,,,,47,我再重述一遍。这座城里能杀我的人已经死了。除了爱国者，切尔诺伯格核心城中没人能杀我。,もう一度言おう。この街で私を殺せる者は既に死んでいる。パトリオットを除けば、チェルノボーグの核心都市に私を殺せる者はいない。,タルラ？,True
name,冻原的冰雪噩梦，霜星，也死在了龙门，正如我所规划的那样。,塔露拉？,,,,48,冻原的冰雪噩梦，霜星，也死在了龙门，正如我所规划的那样。,凍原の氷雪の悪夢、霜星も、私が計画したとおりに龍門で死んだ。,タルラ？,True
name,即使你们用着这两把剑......你们也不可能与他们并称。,塔露拉？,,,,49,即使你们用着这两把剑......你们也不可能与他们并称。,たとえあなたたちがこの二振りの剣を使っても……彼らと肩を並べることは不可能だ。,タルラ？,True
name,我让你们产生太多错觉了。,塔露拉？,,,,50,我让你们产生太多错觉了。,私は皆さんにあまりにも多くの錯覚を与えてしまいました。,タルラ？,True
name,假若这具身体并不愿意，我是什么事都做不成的。,塔露拉？,,,,51,假若这具身体并不愿意，我是什么事都做不成的。,もしこの身体が望まなければ、私は何一つ成し遂げることができません。,タルラ？,True
name,可是现在，我的身躯究竟是在克制什么？我不能理解。,塔露拉？,,,,52,可是现在，我的身躯究竟是在克制什么？我不能理解。,しかし今、私の肉体は一体何を抑えているのでしょうか？理解できません。,タルラ？,True
name,我将令其解放，正如我曾解放过的所有毁灭。,塔露拉？,,,,53,我将令其解放，正如我曾解放过的所有毁灭。,私はそれを解放します。かつてすべての破壊を解放したように。,タルラ？,True
dialog,,,,,,54,,,,True
playsound,,,,,,55,,,,True
playsound,,,,,,56,,,,True
camerashake,,,,,,57,,,,True
,德拉克将手伸向长剑。她的手指顺着剑锋滑下，血液被涂抹在剑身各处。,,,,,58,德拉克将手伸向长剑。她的手指顺着剑锋滑下，血液被涂抹在剑身各处。,ドラッグが手を長剣に伸ばした。彼女の指が剣先に沿って滑り、血液が剣身のあちこちに塗られた。,,True
,她发出笑声。,,,,,59,她发出笑声。,彼女は笑い声をあげた。,,True
character,,,,,,60,,,,True
,陈想说话，她的身体却拒绝了。有什么在她的脖颈间流动。,,,,,61,陈想说话，她的身体却拒绝了。有什么在她的脖颈间流动。,チェンは話そうとしたが、彼女の身体はそれを拒んだ。何かが彼女の首筋で流れている。,,True
,阿米娅对她以手势示意，将图景传入她的脑海，陈意识到，这的确是个法术。,,,,,62,阿米娅对她以手势示意，将图景传入她的脑海，陈意识到，这的确是个法术。,アーミヤは手振りで彼女に示し、映像を彼女の脳裏に伝えた。チェンはこれが確かに呪術であることに気づいた。,,True
,只要陈开口说话，她唇边的温度就会陡然增高，钻进她的食道，焚烧她的内脏。,,,,,63,只要陈开口说话，她唇边的温度就会陡然增高，钻进她的食道，焚烧她的内脏。,チェンが口を開けば、唇の周りの温度が急激に上がり、食道に入り込み、内臓を焼き尽くすのだ。,,True
,阿米娅转头怒视塔露拉，但这个法术已经起效。德拉克的声音在滚烫的空气中翻腾在她们耳边，但阿米娅和陈却被迫在法术中沉默。,,,,,64,阿米娅转头怒视塔露拉，但这个法术已经起效。德拉克的声音在滚烫的空气中翻腾在她们耳边，但阿米娅和陈却被迫在法术中沉默。,アーミヤはタルラを睨みつけたが、この呪術はすでに効果を発していた。ドラッグの声が熱せられた空気の中で彼女たちの耳元に響き渡ったが、アーミヤとチェンは呪術の中で沈黙を強いられた。,,True
,陈感觉自己的肺部已经千疮百孔，呼吸已经如同受刑。,,,,,65,陈感觉自己的肺部已经千疮百孔，呼吸已经如同受刑。,チェンは自分の肺が穴だらけになり、呼吸することがまるで拷問のように感じられた。,,True
,德拉克法术似乎有意地区分了人为的表达和无意识的生理行为，陈认定即使塔露拉本人也不能令这个法术在所有概念上都起效。,,,,,66,德拉克法术似乎有意地区分了人为的表达和无意识的生理行为，陈认定即使塔露拉本人也不能令这个法术在所有概念上都起效。,ドラッグの呪術は意図的に人為的な表現と無意識の生理的行動を区別しているようで、チェンはタルラ本人でさえもこの呪術がすべての概念に効果を及ぼせないと確信した。,,True
,所以塔露拉选择了口腔。红龙只是不想让两人说话。,,,,,67,所以塔露拉选择了口腔。红龙只是不想让两人说话。,だからタルラは口腔を選んだ。レッドドラゴンはただ二人に話をさせたくなかったのだ。,,True
,陈咬紧牙关。,,,,,68,陈咬紧牙关。,チェンは歯を食いしばった。,,True
,温度还在不断升高。随着时间流逝，这一切终将到达顶点，而陈与阿米娅也将死去。她们毕竟无法切开覆盖在她们身上的灼热天空。,,,,,69,温度还在不断升高。随着时间流逝，这一切终将到达顶点，而陈与阿米娅也将死去。她们毕竟无法切开覆盖在她们身上的灼热天空。,温度はまだ上昇し続けている。時間が経つにつれて、すべては頂点に達し、チェンとアーミヤは死ぬだろう。彼女たちは結局、覆い被さる灼熱の空を切り裂くことはできないのだ。,,True
name,众多生命在我面前消散，我因此伤悲，却只得前行。因我知晓，我所服务的伟大国度，渴求鲜血，渴求死亡，渴求谦卑。,塔露拉？,,,,70,众多生命在我面前消散，我因此伤悲，却只得前行。因我知晓，我所服务的伟大国度，渴求鲜血，渴求死亡，渴求谦卑。,多くの命が私の前で消えゆき、私はそれを悲しむが、ただ前に進むしかない。なぜなら知っているからだ、私が仕える偉大な国は血を渇望し、死を渇望し、謙遜を渇望していることを。,タルラ？,True
name,它先消失，而后得重现；它先崩解，而后得重建；它先暴卒，而后得重生。,塔露拉？,,,,71,它先消失，而后得重现；它先崩解，而后得重建；它先暴卒，而后得重生。,それはまず消え、そして再び現れる。それはまず崩壊し、その後再建される。それはまず突然死に、そして生まれ変わる。,タルラ？,True
name,“我行过盐碱的平原，流血的山壑，也不曾遭害。”,塔露拉？,,,,72,“我行过盐碱的平原，流血的山壑，也不曾遭害。”,「私は塩性の平原も流血の峡谷も歩んだが、害は受けなかった。」,タルラ？,True
name,“因他的剑，他的疆土，他的仆臣，都拱卫我。”,塔露拉？,,,,73,“因他的剑，他的疆土，他的仆臣，都拱卫我。”,「彼の剣も、彼の領土も、彼の家臣たちも、すべて私を守ってくれている。」,タルラ？,True
dialog,,,,,,74,,,,True
blocker,,,,,,75,,,,True
character,,,,,,76,,,,True
background,,,,bg_uptown_2,,77,,,,True
blocker,,,,,,78,,,,True
playsound,,,,,,79,,,,True
camerashake,,,,,,80,,,,True
blocker,,,,,,81,,,,True
blocker,,,,,,82,,,,True
delay,,,,,,83,,,,True
character,,avg_npc_034,,,,84,,,avg_npc_034,True
delay,,,,,,85,,,,True
name,咳，咳......用手指就能使赤霄的剑术，你现在连实剑都不用拿在手里了吗？,鼠王,,,,86,咳，咳......用手指就能使赤霄的剑术，你现在连实剑都不用拿在手里了吗？,咳、咳……指先だけで赤霄の剣術を使えるだと、今は実剣すら手に持たなくなったのか？,ネズミ王,True
dialog,,,,,,87,,,,True
character,,,,,,88,,,,True
character,,char_2005_weiyw_1#4,,,,89,,,char_2005_weiyw_1#4,True
delay,,,,,,90,,,,True
name,你太老了，老东西。老得连该做什么都忘了，更别说想拦下我。,魏彦吾,,,,91,你太老了，老东西。老得连该做什么都忘了，更别说想拦下我。,お前はもう歳をとりすぎた、老いぼれ。何をすべきかすら忘れてしまい、ましてや俺を止めることなど夢のまた夢だ。,ウェイ・イェンウー,True
name,你的法术纵然高绝，但你顾虑甚多，所以你太容易失手了。,魏彦吾,,,,92,你的法术纵然高绝，但你顾虑甚多，所以你太容易失手了。,お前の呪術は確かに高妙だが、考えすぎるせいで手が滑りやすい。,ウェイ・イェンウー,True
name,你为什么还要拦在我面前？你想用你的命拖住我，这是为什么？,魏彦吾,,,,93,你为什么还要拦在我面前？你想用你的命拖住我，这是为什么？,なぜまだ俺の前に立ちはだかる？自分の命を使ってでも俺を引き留めたいのはなぜだ？,ウェイ・イェンウー,True
character,,char_2005_weiyw_1#3,,,,94,,,char_2005_weiyw_1#3,True
name,别让自己也后悔！,魏彦吾,,,,95,别让自己也后悔！,自分まで後悔するな！,ウェイ・イェンウー,True
character,,char_2005_weiyw_1#3,2,,avg_npc_034,96,,,char_2005_weiyw_1#3,True
name,你做下的让自己后悔的事还少吗，魏彦吾？,鼠王,,,,97,你做下的让自己后悔的事还少吗，魏彦吾？,自分で後悔することをまだそんなにしていないのか、ウェイ・イェンウー？,ネズミ王,True
character,,char_2005_weiyw_1#4,1,,avg_npc_034,98,,,char_2005_weiyw_1#4,True
name,难道让陈晖洁再手足相残一次？让科西切再如愿一次？！,魏彦吾,,,,99,难道让陈晖洁再手足相残一次？让科西切再如愿一次？！,またチェン・ホイジェを兄弟で争わせるのか？コシチェをまた望み通りにさせるのか？！,ウェイ・イェンウー,True
character,,char_2005_weiyw_1#4,2,,avg_npc_034,100,,,char_2005_weiyw_1#4,True
name,我们的时代已经过去了，魏彦吾！,鼠王,,,,101,我们的时代已经过去了，魏彦吾！,私たちの時代はもう終わったのだ、魏彦吾！,鼠王,True
character,,char_2005_weiyw_1#3,1,,avg_npc_034,102,,,char_2005_weiyw_1#3,True
name,你是想说她们不该重蹈我们覆辙，我又何尝不是这么想的？,魏彦吾,,,,103,你是想说她们不该重蹈我们覆辙，我又何尝不是这么想的？,お前は彼女たちが私たちの過ちを繰り返すべきでないと言いたいのだろうが、私もまったく同じ考えだ。,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,avg_npc_034,104,,,char_2005_weiyw_1#3,True
name,你培养她，固守这座城，看着人们生生死死，她走了，之后的事情你又何必强加给她？,鼠王,,,,105,你培养她，固守这座城，看着人们生生死死，她走了，之后的事情你又何必强加给她？,お前は彼女を育て、この城を固守し、人々の生き死にを見てきた。彼女は去った。ならばその後のことをなぜ彼女に背負わせる必要がある？,鼠王,True
character,,char_2005_weiyw_1#3,1,,avg_npc_034,106,,,char_2005_weiyw_1#3,True
name,你相信一群感染者和一个青年警官就能成事？,魏彦吾,,,,107,你相信一群感染者和一个青年警官就能成事？,お前は感染者の群れと一人の若い警官が物事を成し遂げられると信じているのか？,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,avg_npc_034,108,,,char_2005_weiyw_1#3,True
name,我相信即使你去了也只能坏事。,鼠王,,,,109,我相信即使你去了也只能坏事。,私はお前が行っても良からぬことしか起こらないと信じる。,鼠王,True
character,,char_2005_weiyw_1#4,1,,avg_npc_034,110,,,char_2005_weiyw_1#4,True
name,舸瑞，我杀人，犹豫过吗？,魏彦吾,,,,111,舸瑞，我杀人，犹豫过吗？,舸瑞（ガレイ）、私は人を殺すとき躊躇したことがあるか？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,avg_npc_034,112,,,char_2005_weiyw_1#4,True
name,那你可犹豫过太多次了。,鼠王,,,,113,那你可犹豫过太多次了。,それならお前はあまりにも多く躊躇しすぎたのだ。,鼠王,True
character,,char_2005_weiyw_1#4,1,,avg_npc_034,114,,,char_2005_weiyw_1#4,True
name,......你......,魏彦吾,,,,115,......你......,……お前……,魏彦吾,True
name,你想拦我到什么时候？,魏彦吾,,,,116,你想拦我到什么时候？,いつまで俺の行く手を阻もうというのだ？,魏彦吾,True
character,,char_2005_weiyw_1#4,2,,avg_npc_034#7,117,,,char_2005_weiyw_1#4,True
name,拦到我死——,鼠王,,,,118,拦到我死——,俺が死ぬまで——,鼠王,True
name,——或者拦到核心城被停下。,鼠王,,,,119,——或者拦到核心城被停下。,——またはコアシティが止まるまで。,鼠王,True
name,不管停下它的是影卫还是乌萨斯，是晖洁还是感染者。,鼠王,,,,120,不管停下它的是影卫还是乌萨斯，是晖洁还是感染者。,止めるのが影衛（シルエットガード）であろうとウサスであろうと、ホイジェか感染者であろうと関係ない。,鼠王,True
name,在它停下之前，你一步也走不出。,鼠王,,,,121,在它停下之前，你一步也走不出。,それが止まるまでは、お前は一歩も踏み出せない。,鼠王,True
character,,char_2005_weiyw_1#3,1,,avg_npc_034#7,122,,,char_2005_weiyw_1#3,True
name,林舸瑞！不要挑战我！,魏彦吾,,,,123,林舸瑞！不要挑战我！,林舸瑞（リン・ガレイ）！俺に挑むな！,魏彦吾,True
character,,char_2005_weiyw_1#3,2,,avg_npc_034#7,124,,,char_2005_weiyw_1#3,True
name,......动手吧，魏彦吾！如果要我看着你像二少爷一样自己送死，不如叫我先死还舒坦些！,鼠王,,,,125,......动手吧，魏彦吾！如果要我看着你像二少爷一样自己送死，不如叫我先死还舒坦些！,……かかってこい、魏彦吾！俺がお前が二少爺（若旦那）のように自分の死を招くのを見ているくらいなら、先に俺を死なせたほうが気楽だ！,鼠王,True
character,,char_2005_weiyw_1#4,,,,126,,,char_2005_weiyw_1#4,True
name,你！,魏彦吾,,,,127,你！,お前！,魏彦吾,True
dialog,,,,,,128,,,,True
blocker,,,,,,129,,,,True
character,,,,,,130,,,,True
background,,,,bg_topout,,131,,,,True
blocker,,,,,,132,,,,True
character,,avg_npc_058,,,,133,,,avg_npc_058,True
name,他们到处都是！,盾卫,,,,134,他们到处都是！,奴らは至る所にいる！,盾衛,True
name,不要后退！往前进！往前进！把他们推出去！把他们赶出去！！,盾卫,,,,135,不要后退！往前进！往前进！把他们推出去！把他们赶出去！！,後退するな！前に進め！前に進め！奴らを押し出せ！追い払え！！,盾衛,True
name,菲林，你还能撑多久？,盾卫,,,,136,菲林，你还能撑多久？,フェリン、どれくらいもつ？,盾衛,True
character,,avg_npc_042,,,,137,,,avg_npc_042,True
name,......,迷迭香,,,,138,......,……,ローズマリー,True
name,要么我们赢了战斗结束，要么我会死去。,迷迭香,,,,139,要么我们赢了战斗结束，要么我会死去。,戦いに勝つか、それとも私が死ぬかのどちらかです。,ローズマリー,True
name,他们谁也别想抓到阿米娅......谁也别想干扰她的战斗。,迷迭香,,,,140,他们谁也别想抓到阿米娅......谁也别想干扰她的战斗。,誰にもアーミヤを捕まえさせない……誰にも彼女の戦いを邪魔させません。,ローズマリー,True
name,哪怕塔露拉死掉，这些人也不会散的。你们的队伍还要多少时间才能重新调动起来？,迷迭香,,,,141,哪怕塔露拉死掉，这些人也不会散的。你们的队伍还要多少时间才能重新调动起来？,たとえタルラが死んでも、連中は散らばらない。皆さんの部隊は再編成にあとどれくらいかかりますか？,ローズマリー,True
character,,avg_npc_058,,,,142,,,avg_npc_058,True
name,你是说整座城的游击队和追寻爱国者的感染者？,盾卫,,,,143,你是说整座城的游击队和追寻爱国者的感染者？,あの、城全体のゲリラ隊とパトリオットを追う感染者のことですか？,盾衛,True
character,,avg_npc_042,,,,144,,,avg_npc_042,True
name,对。,迷迭香,,,,145,对。,はい。,ローズマリー,True
character,,avg_npc_058,,,,146,,,avg_npc_058,True
name,至少一个小时。,盾卫,,,,147,至少一个小时。,少なくとも一時間だ。,盾衛,True
character,,avg_npc_042,,,,148,,,avg_npc_042,True
name,那我们就再活一个小时。,迷迭香,,,,149,那我们就再活一个小时。,では私たちはあと一時間生き延びましょう。,ローズマリー,True
name,我跟你们走。走！,迷迭香,,,,150,我跟你们走。走！,私は皆さんと一緒に行きます。行きましょう！,ローズマリー,True
character,,avg_npc_058,,,,151,,,avg_npc_058,True
name,好！菲林，好！,盾卫,,,,152,好！菲林，好！,よし！フェリン、よし！,シールドガード,True
name,游击队......不，博卓卡斯替的战士，受压迫者的战士！前进！向前走！,盾卫,,,,153,游击队......不，博卓卡斯替的战士，受压迫者的战士！前进！向前走！,ゲリラ隊……いや、ボドゥカスティの戦士、虐げられた者たちの戦士！進め！前へ進め！,シールドガード,True
character,,avg_npc_042,,,,154,,,avg_npc_042,True
name,向前走！,迷迭香,,,,155,向前走！,前へ進みましょう！,ローズマリー,True
dialog,,,,,,156,,,,True
blocker,,,,,,157,,,,True
character,,,,,,158,,,,True
background,,,,bg_topburning,,159,,,,True
blocker,,,,,,160,,,,True
delay,,,,,,161,,,,True
character,,char_011_talula_1,,,,162,,,char_011_talula_1,True
delay,,,,,,163,,,,True
name,这场战争的双方，你们认为是谁？,塔露拉？,,,,164,这场战争的双方，你们认为是谁？,この戦争の双方、あなたたちは誰だと思いますか？,タルラ？,True
name,你们认为是感染者与非感染者。你们认为是正义与非正义。,塔露拉？,,,,165,你们认为是感染者与非感染者。你们认为是正义与非正义。,あなたたちは感染者と非感染者だと思っています。正義と非正義だと。,タルラ？,True
name,错了，错了。,塔露拉？,,,,166,错了，错了。,違います、違います。,タルラ？,True
name,这就是你们无法战胜我的原因。,塔露拉？,,,,167,这就是你们无法战胜我的原因。,それがあなたたちが私に勝てない理由です。,タルラ？,True
name,这场战争的双方，一方是几个为了个人目的胡乱抛洒情感......却连战争是何意义都不甚了解的摇摆者。,塔露拉？,,,,168,这场战争的双方，一方是几个为了个人目的胡乱抛洒情感......却连战争是何意义都不甚了解的摇摆者。,この戦争の一方は、個人的な目的のために感情をむやみに振り撒く……しかし戦争の意味すらよく理解していない揺れ動く者たちです。,タルラ？,True
name,而另一方，是乌萨斯正在受苦......这片大地上正因众人短视而痛苦的人民。,塔露拉？,,,,169,而另一方，是乌萨斯正在受苦......这片大地上正因众人短视而痛苦的人民。,もう一方は、ウーサスが苦しんでいる……この大地で皆の短視眼のせいで苦しむ人々です。,タルラ？,True
name,不在乎？你没有不在乎的资格。你又怎么清楚我们对一片土地的热爱能有多深？,塔露拉？,,,,170,不在乎？你没有不在乎的资格。你又怎么清楚我们对一片土地的热爱能有多深？,どうでもいい？そんな資格はありません。私たちがこの土地にどれほど深い愛情を持っているか、どうしてわかるのですか？,タルラ？,True
name,那些为了这个国家奋战的战士，那些在战场上洒下热血的人，无论他们把谁当作敌人，我都爱他们！,塔露拉？,,,,171,那些为了这个国家奋战的战士，那些在战场上洒下热血的人，无论他们把谁当作敌人，我都爱他们！,この国のために戦う戦士たち、戦場で熱い血を流す人たち、彼らが誰を敵と見なそうと、私は彼らを愛しています！,タルラ？,True
name,他们把生命交给了他们的信仰，哪怕他们因为偏见和短视一时反对乌萨斯也无妨。,塔露拉？,,,,172,他们把生命交给了他们的信仰，哪怕他们因为偏见和短视一时反对乌萨斯也无妨。,彼らは命をその信念に捧げています。偏見や短視眼のために一時的にウーサスに反対することがあってもかまいません。,タルラ？,True
name,因为这片土地始终爱着他们。,塔露拉？,,,,173,因为这片土地始终爱着他们。,なぜなら、この土地は常に彼らを愛しているからです。,タルラ？,True
name,而那些脑满肠肥的达官贵人，嘲笑着奉献者和牺牲者的市民百姓，我也爱他们。,塔露拉？,,,,174,而那些脑满肠肥的达官贵人，嘲笑着奉献者和牺牲者的市民百姓，我也爱他们。,そして、肥え太った高官貴族たちが、献身者や犠牲者の市民を嘲笑っていても、私は彼らをも愛しています。,タルラ？,True
name,我对他们的爱不会因为他们的所作所为有一丝减少！因为爱是相同的，是等价的，是普通的。,塔露拉？,,,,175,我对他们的爱不会因为他们的所作所为有一丝减少！因为爱是相同的，是等价的，是普通的。,彼らの行いによって私の愛が少しも減ることはありません！愛は同じで、等価で、普通なのです。,タルラ？,True
name,那些没被矿石病感染却为感染者而战的人，那些被矿石病感染却不肯就此作罢的人，我都爱他们！！,塔露拉？,,,,176,那些没被矿石病感染却为感染者而战的人，那些被矿石病感染却不肯就此作罢的人，我都爱他们！！,鉱石病に感染していなくても感染者のために戦う人、感染しているのにそれを諦めない人、私は彼らをすべて愛しています！！,タルラ？,True
name,他们追逐生命的样子，比那些无所事事的虚度人生的废物，要强上千万倍！,塔露拉？,,,,177,他们追逐生命的样子，比那些无所事事的虚度人生的废物，要强上千万倍！,彼らが生命を追い求める姿は、何もせず人生を無駄にするクズよりも何千万倍も素晴らしいです！,タルラ？,True
name,但我爱着乌萨斯的所有人。无论他们是强壮还是孱弱，是仁慈还是暴虐，是节制还是贪婪。,塔露拉？,,,,178,但我爱着乌萨斯的所有人。无论他们是强壮还是孱弱，是仁慈还是暴虐，是节制还是贪婪。,私はウーサスのすべての人を愛しています。彼らが強くとも弱くとも、慈悲深くとも残酷とも、節制的であれ貪欲であれ。,タルラ？,True
name,对于乌萨斯来说，生命都是相同的，我们都是乌萨斯的沙粒。 ​​​​,塔露拉？,,,,179,对于乌萨斯来说，生命都是相同的，我们都是乌萨斯的沙粒。 ​​​​,ウーサスにとって命は皆同じであり、私たちはみなウーサスの砂粒です。,タルラ？,True
name,有些人天生值得活得更好！但他们不能，他们也不会这么选。,塔露拉？,,,,180,有些人天生值得活得更好！但他们不能，他们也不会这么选。,生まれながらにしてよりよく生きるに値する人もいます！でも彼らはそれができず、そう選びもしません。,タルラ？,True
name,因为命运是盲目的，他们应该要遭受到这些没有理由的折磨，这令他们茁壮成长。,塔露拉？,,,,181,因为命运是盲目的，他们应该要遭受到这些没有理由的折磨，这令他们茁壮成长。,運命は盲目であり、彼らは理由なき苦難を受けるべきで、それが彼らを強く成長させるのです。,タルラ？,True
name,有些人必须受到惩罚。,塔露拉？,,,,182,有些人必须受到惩罚。,罰せられるべき者もいます。,タルラ？,True
name,但他们不能，因为他们的生命依然重要，只有他们活着，才能让河流流动，让事物迁移，让规划实施，直至他们被溺死，直至伟大被重新铸就。,塔露拉？,,,,183,但他们不能，因为他们的生命依然重要，只有他们活着，才能让河流流动，让事物迁移，让规划实施，直至他们被溺死，直至伟大被重新铸就。,しかし彼らは許されません、なぜなら彼らの命は依然として重要であり、彼らが生きている限り、川は流れ、物事は動き、計画は実行され、彼らが水死し、偉大さが再び築かれるまで続くのです。,タルラ？,True
name,我爱他们所有人。,塔露拉？,,,,184,我爱他们所有人。,私は彼らすべてを愛しています。,タルラ？,True
