command,text,name,option_number,option_value,references,image,values,jp_text,jp_name
name,我们停下切尔诺伯格，感染者就不会因此过得更坏。,凯尔希,0,,,,,チェルノボーグを止めれば、感染者たちはそれ以上悪化しません。,ケルシー
name,给你的女儿一个机会，查德。让她有机会再见见她的父亲。,凯尔希,0,,,,,あなたの娘さんにチャンスをあげてください、チャド。彼女にもう一度父親に会う機会を。,ケルシー
character,,avg_npc_090,0,,,,,,
name,......,查德,0,,,,,……,
name,都听你的，医生。,查德,0,,,,,ドクター、あなたの言う通りにします。,チャド
dialog,,,0,,,,,,
blocker,,,0,,,,,,
character,,,0,,,,,,
background,,,0,,,bg_graduatecore,,,
blocker,,,0,,,,,,
delay,,,0,,,,,,
decision,你只是在哄骗他。,,1,1,,,1,あなたは彼を甘やかしているだけです。,
predicate,,,0,,1,,,,
character,,char_003_kalts_1,0,,,,,,
name,我说的可能是假话，我不觉得这片大地会轻易变好，感染者们重回他们曾经生活的概率微乎其微。,凯尔希,0,,,,,私の言うことは嘘かもしれません。この大地が簡単に良くなるとは思えませんし、感染者たちがかつての生活に戻る可能性は極めて低いです。,ケルシー
name,但是我说的也可能是真话。,凯尔希,0,,,,,しかし、私の言うことは本当かもしれません。,ケルシー
name,假设我们现在离开了，他就不会再有机会见到他的女儿，无论他的家人和他本人会不会在接下来的其他什么事故里丧生。,凯尔希,0,,,,,もし今去れば、彼はもう娘に会う機会を失い、彼の家族や彼自身がこれからの何かの事故で亡くなろうとも関係ありません。,ケルシー
name,假使我们无力解决我们现下遭遇的事件，更宽泛的学术研究就只会停留在理论层面。,凯尔希,0,,,,,私たちが今直面している問題を解決できなければ、より広範な学術研究は理論のまま終わってしまいます。,ケルシー
name,实施者成功的实践为我们提供了继续实践的资格。,凯尔希,0,,,,,実践者が成功した経験は、私たちに続ける資格を与えてくれます。,ケルシー
name,再多的感染者制度改革家，只需一次失败，这种资格将永久性地失效，我们也不会再有取回它的机会。,凯尔希,0,,,,,感染者制度の改革者が何人いようとも、一度の失敗でその資格は永遠に失われ、取り戻す機会はありません。,ケルシー
name,如果需要一个恰当的喻体，我会使用“生命”这个概念。,凯尔希,0,,,,,適切なたとえが必要なら、私は「生命」という概念を使います。,ケルシー
name,......每一次重大行动的成功都如同我们生命的延续，而失败则意味着死亡。,凯尔希,0,,,,,…重大な行動の成功は私たちの生命の継続のようなもので、失敗は死を意味します。,ケルシー
name,科学里没有起死回生这个概念。,凯尔希,0,,,,,科学には「よみがえり」という概念は存在しません。,ケルシー
name,我们只有一次机会去挽救自己的生命。我们会遭遇许多灾厄，每一次意外都会毁了自身，对于我们个人如此，对于罗德岛也如此。,凯尔希,0,,,,,私たちは自分の命を救う機会は一回だけです。多くの災厄に遭遇し、どんな事故も自身を破壊します。個人にとっても、ロドスにとっても同じです。,ケルシー
name,像切尔诺伯格事件这样的灾难，我们还会遇到许多次。但只要我们有一次没能解决这个问题，我们就会死。,凯尔希,0,,,,,チェルノボーグ事件のような災害は何度も起こるでしょう。しかし、一度でも解決できなければ、私たちは死にます。,ケルシー
name,一方面，我们要在疾病追上我们大多数人前，阻止疾病；另一方面，我们要在风暴里拯救自己。,凯尔希,0,,,,,一方で、病が私たちの多くを追い越す前に止めなければなりません。もう一方で、嵐の中で自分自身を救うのです。,ケルシー
name,我不会过分标榜罗德岛的作用。只是，现在，这里，只有我们能处理这个问题。,凯尔希,0,,,,,私はロドスの役割を過剰に評価はしません。ただ今ここで、この問題を扱えるのは私たちだけです。,ケルシー
name,绝大多数人都只有一次生命。一旦失去了，就是永远的失去。,凯尔希,0,,,,,ほとんどの人は一度きりの命しか持ちません。一度失えば、永遠の損失です。,ケルシー
decision,还有人有许多次生命？,,1,1,,,1,誰かは何度も命を持っているのですか？,
predicate,,,0,,1,,,,
name,啊，我不是这个意思。我的意思是，有的人甚至从来没拥有过自己的生命。,凯尔希,0,,,,,ああ、そういう意味ではありません。私が言いたいのは、命を持ったことすらない人もいるということです。,ケルシー
name,很多人从出生开始就没有沾染过正常的事物，扭曲的土地只有扭曲的收成。,凯尔希,0,,,,,多くの人は生まれてから正常なものに触れず、歪んだ土地では歪んだ収穫しか得られません。,ケルシー
name,恶意汇聚在切尔诺伯格，正是因为有的恶意从未被遏止。,凯尔希,0,,,,,悪意はチェルノボーグに集まり、それは一度も抑制されなかったからです。,ケルシー
name,恶意，事实上，恶意的链条不会自行消失。,凯尔希,0,,,,,悪意、実際には悪意の連鎖は自然には消えません。,ケルシー
name,一次破坏，一次谋杀，起因可能只是出自一丝渴望，在法律触及不到的土地上，野蛮自我生长，形成了独有的规律。,凯尔希,0,,,,,一度の破壊、一度の殺人は、一瞬の欲望から起こるかもしれません。法が届かない土地で野蛮が自己成長し、独自の法則を形成します。,ケルシー
name,而这种规律比城邦的法律强上万分，因为它无法被毁灭。,凯尔希,0,,,,,その法則は都市の法律よりも何千倍も強く、それは破壊されません。,ケルシー
name,它就是暴力。我们血管中流淌的暴力，来自我们的生命中未遭文明驯化的部分。,凯尔希,0,,,,,それこそが暴力です。私たちの血管を流れる暴力は、文明に馴化されていない生命の一部から来ています。,ケルシー
dialog,,,0,,,,,,
name,听。,凯尔希,0,,,,,聞いてください。,ケルシー
name,你听见那......,凯尔希,0,,,,,あの音が聞こえますか……,ケルシー
name,......歌声......？,凯尔希,0,,,,,……歌声でしょうか……？,ケルシー
name,奇怪，我理应不会被源石技艺带来的任何错觉干扰。,凯尔希,0,,,,,おかしい、私は源石技術による錯覚に惑わされるはずはありません。,ケルシー
name,干员们，加装防护设备！,凯尔希,0,,,,,オペレーターの皆さん、防護装備を装着してください！,ケルシー
name,"博士 ,可能有一些不好的事情正在发生。",凯尔希,0,,,,,ドクター、何か良くないことが起きているかもしれません。,ケルシー
name,虽然我们已经能从一路上的乱象得出同样的结论，但我们要面对的事情可能会比我们预想的更糟。,凯尔希,0,,,,,私たちはこれまでの混乱から同じ結論に達していますが、私たちが直面することは予想以上に悪いかもしれません。,ケルシー
decision,一直如此。,,1,1,,,1,いつもそうです。,
predicate,,,0,,1,,,,
name,也不至于理所当然。,凯尔希,0,,,,,それが当然というわけでもありません。,ケルシー
name,也许我们和这座城市都被诅咒了。但只要是诅咒，就能被解开。,凯尔希,0,,,,,おそらく私たちも、この街も呪われているのでしょう。しかし、呪いであれば解くことができます。,ケルシー
name,种下恶的种子就会开出恶的花朵，结下恶的苦果。如果我们用善意浇灌一片土地，那这片土地，哪怕不会好到哪里去......不管怎样，也不会沦落至斯，被这种惨状所淹没。,凯尔希,0,,,,,悪の種を蒔けば悪の花が咲き、悪の苦い実を結びます。もし私たちが善意で土地を潤せば、その土地はたとえ大きくは良くならなくても……いずれにせよ、ここまで惨状に陥ることはありません。,ケルシー
name,可惜......,凯尔希,0,,,,,残念ながら……,ケルシー
name,......,凯尔希,0,,,,,……,
character,,,0,,,,,,
,你顺着凯尔希的视线望去。,,0,,,,,あなたはケルシーの視線の先を見ました。,
name,......,？？？,0,,,,,……,
character,,char_003_kalts_1,0,,,,,,
name,可惜，据我所知，邪恶往往会诞生更大的恶，而善良的人大多没能善终。,凯尔希,0,,,,,残念ながら、私の知る限り、悪はさらなる悪を生み出し、善良な人々は多くは幸せに終わらないのです。,ケルシー
name,我不能让你再去推动另一场噩梦，感染者。,凯尔希,0,,,,,私はあなたに、もう一度悪夢を推し進めさせるわけにはいきません、感染者。,ケルシー
dialog,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,,,,
