command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,name,time,widgetID,style,fadestyle,offsetx,block,name2,focus,options,values,references,a,r,g,b,x,y,xScale,yScale,option_number,index,text,jp_text,jp_name,text_match
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,0,17,,,,False
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#1,1,,,,,,,,,,,,0,18,,,,False
name,博士——,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,19,博士——,ドクター――,ウェイ・イェンウー,True
name,有一张错综复杂的无形巨网，覆盖了整片大地。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,20,有一张错综复杂的无形巨网，覆盖了整片大地。,複雑に絡み合う無形の巨大な網が、土地全体を覆っています。,ウェイ・イェンウー,True
name,没有任何一个城邦能和这片大地脱开干系、在阴谋诡局中独善其身，何况是夹在数个庞然巨物之间的这里。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,21,没有任何一个城邦能和这片大地脱开干系、在阴谋诡局中独善其身，何况是夹在数个庞然巨物之间的这里。,どのシティもこの大地と切り離せず、陰謀渦巻く中で独り良くすることなどできません。ましてや何体もの巨大勢力に挟まれたここではなおさらです。,ウェイ・イェンウー,True
name,你也许意识到了，也许没有。但至少，我是必须要考虑这些问题的那个人。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,22,你也许意识到了，也许没有。但至少，我是必须要考虑这些问题的那个人。,あなたは気づいているかもしれませんし、いないかもしれません。でも少なくとも、こうしたことを考えるのは私の役目です。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#7,2,,,,,,,,,,,,0,23,,,,False
name,如果魏长官想要任务更顺利地执行，本就应该和我们分享信息。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,24,如果魏长官想要任务更顺利地执行，本就应该和我们分享信息。,もしウェイ長官が任務をより円滑に進めたいなら、私たちと情報を共有するべきです。,アーミヤ,True
name,至少必要的那些，我该知道。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,25,至少必要的那些，我该知道。,少なくとも必要なことは、私が知るべきです。,アーミヤ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#7,1,,,,,,,,,,,,0,26,,,,False
name,再次向你道歉，阿米娅小姐。我的位置迫使我不能把情报全盘披露。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,27,再次向你道歉，阿米娅小姐。我的位置迫使我不能把情报全盘披露。,改めて謝ります、アーミヤさん。私の立場では情報を全部開示できません。,ウェイ・イェンウー,True
name,如果你处在我的位置上，你也会做出相同的选择。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,28,如果你处在我的位置上，你也会做出相同的选择。,もしあなたが私の立場なら、同じ選択をするでしょう。,ウェイ・イェンウー,True
name,切城废城的行动不甚圆满，但至少你们取得了相应的战果。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,29,切城废城的行动不甚圆满，但至少你们取得了相应的战果。,廃都攻略は完璧ではありませんでしたが、少なくとも相応の戦果を得ました。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,2,,,,,,,,,,,,0,30,,,,False
name,你让我们吸引整合运动的注意力。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,31,你让我们吸引整合运动的注意力。,あなたは私たちに統合運動の注目を集めさせました。,コーラル,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,1,,,,,,,,,,,,0,32,,,,False
name,错了，龙门近卫局本也与你们一起。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,33,错了，龙门近卫局本也与你们一起。,違います、龍門近衛局も元からあなたたちと共にあります。,ウェイ・イェンウー,True
decision,你利用我们所有人做诱饵。,,,,,,,,,,,,,,,,,,,,,,你利用我们所有人做诱饵。,1,,,,,,,,,,1,34,你利用我们所有人做诱饵。,あなたは私たち全てを囮に利用したのです。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,35,,,,False
name,哦？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,36,哦？,おや？,ウェイ・イェンウー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,38,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,,,,False
charactercutin,,,,,,,,,,,,,,,,1,,,,true,,,,,,,,,,,,,,0,40,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,true,,,,,,0,,,,,,,,0,43,,,,False
name,这一切他早就勾画好了。,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,0,44,这一切他早就勾画好了。,すべては彼がずっと前から描いていた筋書きです。,ケルシー,True
name,时间越长，渗透越深，他要当机立断。,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,0,45,时间越长，渗透越深，他要当机立断。,時間が経ち浸透が深まるほど、彼は断固たる決断を下すでしょう。,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,47,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,true,,,,,,0,,,,,,,,0,49,,,,False
decision,在最关键的时刻、在整合运动最躁动的时刻,,,,,,,,,,,,,,,,,,,,,,在最关键的时刻、在整合运动最躁动的时刻,1,,,,,,,,,,1,50,在最关键的时刻、在整合运动最躁动的时刻,最も重要な瞬間に、統合運動が最も騒がしくなるときに,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,51,,,,False
decision,让罗德岛去吸引他们。,,,,,,,,,,,,,,,,,,,,,,让罗德岛去吸引他们。,1,,,,,,,,,,1,52,让罗德岛去吸引他们。,ロドスに彼らの注意を惹かせる。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,53,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,55,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,,,,False
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,true,,,,,,0,,,,,,,,0,58,,,,False
name,顺便让整合运动觉得近卫局孤身在外——,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,0,59,顺便让整合运动觉得近卫局孤身在外——,ついでに統合運動に近衛局を孤立無援だと思わせる――,ケルシー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,61,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,,,,False
blocker,,,,,,,,,0.5,,,,,,,,,,,true,,,,,,0,,,,,,,,0,63,,,,False
decision,——让他们的领袖觉得龙门内部空虚。,,,,,,,,,,,,,,,,,,,,,,——让他们的领袖觉得龙门内部空虚。,1,,,,,,,,,,1,64,——让他们的领袖觉得龙门内部空虚。,――彼らのリーダーに龍門内部が空虚だと思わせる。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,65,,,,False
charactercutin,,,,,,200,,,0.5,,,,,char_2005_weiyw_1,,1,cutin,horiz_expand_center,-300,true,,,,,,,,,,,,,,0,66,,,,False
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,2,,,,,,,,,,,,0,67,,,,False
name,哈，说得好，博士！长官，你当然需要我们拖住整合运动，越多越好，对吗？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,68,哈，说得好，博士！长官，你当然需要我们拖住整合运动，越多越好，对吗？,はっ、いいですねドクター！長官、当然私たちに統合運動を引きつけてくれ、できるだけ多く、ですよね？,コーラル,True
name,看到龙门是这种情况，潜伏的整合运动肯定觉得自己有机会。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,69,看到龙门是这种情况，潜伏的整合运动肯定觉得自己有机会。,龍門がこんな状態だと、潜伏する統合運動は絶対にチャンスだと思います。,コーラル,True
name,从藏身处倾巢而出的整合运动，等着他们的，啧啧，竟然是龙门不知道从哪里搬出来的精兵良将。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,70,从藏身处倾巢而出的整合运动，等着他们的，啧啧，竟然是龙门不知道从哪里搬出来的精兵良将。,潜伏していた統合運動が一斉に動き出すと、チッチッ、龍門がどこからか連れてきた精鋭兵たちが待ち構えています。,コーラル,True
name,你们龙门是从什么时候开始隐藏实力的？是不是切尔诺伯格事件发生的那一天，你就在准备这些了？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,71,你们龙门是从什么时候开始隐藏实力的？是不是切尔诺伯格事件发生的那一天，你就在准备这些了？,龍門はいつから実力を隠していたの？チェルノボーグ事件のあの日から、準備していたの？,コーラル,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,1,,,,,,,,,,,,0,72,,,,False
name,龙门保证了你们的安全，也促使你们回到了你们足以发挥价值的位置。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,73,龙门保证了你们的安全，也促使你们回到了你们足以发挥价值的位置。,龍門は皆の安全を保障し、活躍できる位置に戻すことを促しました。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,2,,,,,,,,,,,,0,74,,,,False
name,你把阿米娅丢在废城，让整合运动那么多人围攻我们罗德岛，也是你讲的这个什么位置？,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,75,你把阿米娅丢在废城，让整合运动那么多人围攻我们罗德岛，也是你讲的这个什么位置？,アーミヤを廃都に置き去りにして、統合運動に大量に包囲されるロドスに、そんな位置があるって言うんですか？,コーラル,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,1,,,,,,,,,,,,0,76,,,,False
name,我只是希望罗德岛能理解我们必须共同面对的艰难处境。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,77,我只是希望罗德岛能理解我们必须共同面对的艰难处境。,私はただ、ロドスに私たちが共に困難な状況に立ち向かわなければならないことを理解してほしいだけです。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#1,2,,,,,,,,,,,,0,78,,,,False
name,"煌小姐，博士,不必了。",,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,79,"煌小姐，博士,不必了。",コーラルさん、ドクター、それはもう結構です。,アーミヤ,True
name,诗怀雅小姐和我们一起击退了整合运动的追兵，龙门没有放弃我们。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,80,诗怀雅小姐和我们一起击退了整合运动的追兵，龙门没有放弃我们。,シュヴァルツさんが共に統合運動の追跡者を撃退してくれました。龍門は私たちを見捨てていません。,アーミヤ,True
name,（我们没有证据。）,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,81,（我们没有证据。）,（私たちには証拠がありません。）,アーミヤ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_017_homura_3#1,2,,,,,,,,,,,,0,82,,,,False
name,嘁。,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,,,,0,83,嘁。,ちっ。,コーラル,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#1,1,,,,,,,,,,,,0,84,,,,False
name,我们的合约依旧有效。无论中途发生了什么，只有结果才能让我满意。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,85,我们的合约依旧有效。无论中途发生了什么，只有结果才能让我满意。,私たちの契約はまだ有効です。途中で何があろうと、結果だけが私を満足させます。,ウェイ・イェンウー,True
name,无论中途发生了什么。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,86,无论中途发生了什么。,途中で何が起ころうとも。,ウェイ・イェンウー,True
name,罗德岛的博士，上次我们见面时，我用同样的方式表达过同样的意思。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,87,罗德岛的博士，上次我们见面时，我用同样的方式表达过同样的意思。,ロドスのドクター、前回会った時と同じ表現をしました。,ウェイ・イェンウー,True
name,你的选择不多。但至少你可以选择消灭敌人的方式。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,88,你的选择不多。但至少你可以选择消灭敌人的方式。,選択肢は多くないが、少なくとも敵を倒す方法は選べる。,ウェイ・イェンウー,True
decision,我不信你和你的鬼话。,,,,,,,,,,,,,,,,,,,,,,我不信你和你的鬼话。;......;没有人会在被愚弄了之后依然笑脸迎人的。,1;2;3,,,,,,,,,,3,89,我不信你和你的鬼话。,あなたとあなたの嘘を信じません。,,True
decision,......,,,,,,,,,,,,,,,,,,,,,,我不信你和你的鬼话。;......;没有人会在被愚弄了之后依然笑脸迎人的。,1;2;3,,,,,,,,,,3,90,......,……,,True
decision,没有人会在被愚弄了之后依然笑脸迎人的。,,,,,,,,,,,,,,,,,,,,,,我不信你和你的鬼话。;......;没有人会在被愚弄了之后依然笑脸迎人的。,1;2;3,,,,,,,,,,3,91,没有人会在被愚弄了之后依然笑脸迎人的。,騙された後に笑顔を見せる人はいません。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,92,,,,False
name,那当然好。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,93,那当然好。,それはもちろん良いことです。,ウェイ・イェンウー,True
name,我们都该保持警醒，大敌当前时不该有人松懈。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,94,我们都该保持警醒，大敌当前时不该有人松懈。,皆が警戒を怠らず、強敵の前では油断してはいけません。,ウェイ・イェンウー,True
name,你的戒备心能促使你规避陷阱。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,95,你的戒备心能促使你规避陷阱。,あなたの警戒心は罠を避ける助けとなる。,ウェイ・イェンウー,True
name,听我一言，博士——,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,96,听我一言，博士——,ひと言聞いてください、ドクター――,ウェイ・イェンウー,True
name,——我们虽然还不是朋友，却至少还不是敌人。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,97,——我们虽然还不是朋友，却至少还不是敌人。,――まだ友達とは言えなくても、少なくとも敵ではありません。,ウェイ・イェンウー,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,98,,,,False
name,沉默以对吗。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,99,沉默以对吗。,沈黙で返しますか。,ウェイ・イェンウー,True
name,优秀的判断。你在掩藏你的缺点，也在发挥你的优势。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,100,优秀的判断。你在掩藏你的缺点，也在发挥你的优势。,優れた判断です。欠点を隠し、長所を活かしていますね。,ウェイ・イェンウー,True
name,罗德岛是强大的合作伙伴，我在这次事件中已经认可了这一点。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,101,罗德岛是强大的合作伙伴，我在这次事件中已经认可了这一点。,ロドスは強力なパートナーだと、今回の件で認めました。,ウェイ・イェンウー,True
name,前提是，我们确实还是伙伴关系，而不是非法感染者与地方当局。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,102,前提是，我们确实还是伙伴关系，而不是非法感染者与地方当局。,前提として、我々は本当にパートナーであり、違法感染者と地方当局ではないということ。,ウェイ・イェンウー,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0,103,,,,False
name,我无意愚弄任何人。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,104,我无意愚弄任何人。,誰も欺くつもりはありません。,ウェイ・イェンウー,True
name,啊，客观结果上，我可能确实愚弄了整合运动。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,105,啊，客观结果上，我可能确实愚弄了整合运动。,ああ、結果的に言えば、確かに統合運動を騙したかもしれません。,ウェイ・イェンウー,True
name,但这一切都是无法被证明的。整合运动可能同样也握住了我们的把柄。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,106,但这一切都是无法被证明的。整合运动可能同样也握住了我们的把柄。,しかしこれらは証明できません。統合運動もまた我々の弱みを掴んでいるかもしれません。,ウェイ・イェンウー,True
name,我们只能在他们有足够能力认清我们的策略之前，掐灭他们。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,107,我们只能在他们有足够能力认清我们的策略之前，掐灭他们。,彼らが我々の策略を把握する前に叩き潰さなければなりません。,ウェイ・イェンウー,True
name,这个目标是否能让你找到一点动力？,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,108,这个目标是否能让你找到一点动力？,この目標は、あなたの励みになりますか？,ウェイ・イェンウー,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
name,阿米娅小姐，博士，你们和龙门之间的合作并未结束。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,110,阿米娅小姐，博士，你们和龙门之间的合作并未结束。,アーミヤさん、ドクター、あなたたちと龍門の協力はまだ終わっていません。,ウェイ・イェンウー,True
name,反攻的号角已经吹响，整合运动将见识龙门的广大、善谋与团结。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,111,反攻的号角已经吹响，整合运动将见识龙门的广大、善谋与团结。,反撃の号令は既に鳴らされ、統合運動は龍門の広大さ、策謀と団結を知るでしょう。,ウェイ・イェンウー,True
name,如果可能的话，我也想看到罗德岛的专业、果敢与勇猛。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,112,如果可能的话，我也想看到罗德岛的专业、果敢与勇猛。,可能なら、ロドスの専門性、果敢さ、勇猛さも見たいです。,ウェイ・イェンウー,True
name,一刻钟之后，陈警官会继续协同你们作战。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,113,一刻钟之后，陈警官会继续协同你们作战。,15分後、陳警官が引き続き皆と協力して戦うでしょう。,ウェイ・イェンウー,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#7,2,,,,,,,,,,,,0,114,,,,False
name,魏先生，不要忘记自己说过的话。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,115,魏先生，不要忘记自己说过的话。,ウェイさん、ご自身の言葉を忘れないでくださいね。,アーミヤ,True
name,罗德岛不会忘记。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,116,罗德岛不会忘记。,ロドスは忘れません。,アーミヤ,True
character,,,,,,,,,,,,,,char_empty,,,,,,,char_002_amiya_1#7,1,,,,,,,,,,,,0,117,,,,False
name,自然。,,,,,,,,,,,,,魏彦吾,,,,,,,,,,,,,,,,,,,,0,118,自然。,もちろんです。,ウェイ・イェンウー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,0,120,,,,False
charactercutin,,,,,,,,,0.5,,,,,,,1,,,,true,,,,,,,,,,,,,,0,121,,,,False
character,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,,,,0,122,,,,False
name,煌，博士，我们走。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,123,煌，博士，我们走。,コーラル、ドクター、行きましょう。,アーミヤ,True
name,啊，对了陈长官，星熊警官呢？我为什么没在这看见她，她......没事吧？,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,124,啊，对了陈长官，星熊警官呢？我为什么没在这看见她，她......没事吧？,あ、そういえば陳長官、星熊警官は？なんでここにいないの？彼女……大丈夫でしょうか？,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,char_010_chen_1#1,2,,,,,,,,,,,,0,125,,,,False
name,星熊她受了点伤，但没什么大碍。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,126,星熊她受了点伤，但没什么大碍。,星熊は少し怪我をしたが、大事には至っていません。,チェン,True
character,,,,,,,,,,,,,,char_002_amiya_1#2,,,,,,,char_010_chen_1#1,1,,,,,,,,,,,,0,127,,,,False
name,这样啊......我知道了。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,128,这样啊......我知道了。,そうですか……わかりました。,アーミヤ,True
name,陈长官，罗德岛也可以帮你检查一下伤势，做一些应急处理。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,129,陈长官，罗德岛也可以帮你检查一下伤势，做一些应急处理。,陳長官、ロドスでも傷の確認や応急処置が可能です。,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#2,,,,,,,char_010_chen_1#1,2,,,,,,,,,,,,0,130,,,,False
name,不用了。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,131,不用了。,結構です。,チェン,True
character,,,,,,,,,,,,,,char_002_amiya_1#2,,,,,,,char_010_chen_1#1,1,,,,,,,,,,,,0,132,,,,False
name,不用有什么顾忌，罗德岛的医疗检查是全程保密的。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,133,不用有什么顾忌，罗德岛的医疗检查是全程保密的。,遠慮なさらずに、ロドスの医療検査はすべて秘密保持されています。,アーミヤ,True
character,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,char_010_chen_1#1,2,,,,,,,,,,,,0,134,,,,False
name,我简单处理一下就行。,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,135,我简单处理一下就行。,簡単に処置するだけです。,チェン,True
character,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,char_010_chen_1#1,1,,,,,,,,,,,,0,136,,,,False
name,嗯......我就不勉强陈长官了，如果你这么坚持的话。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,137,嗯......我就不勉强陈长官了，如果你这么坚持的话。,うん……陳長官、それなら無理強いはしません。そうおっしゃるなら。,アーミヤ,True
name,那，陈长官，一会儿见。,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,,,,0,138,那，陈长官，一会儿见。,それでは、陳長官、のちほど。,アーミヤ,True
character,,,,,,,,,,,,,,char_010_chen_1#1,,,,,,,,,,,,,,,,,,,,0,139,,,,False
name,......,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,0,140,......,……,チェン,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,,,,False
blocker,,,,,,,,,3,,,,,,,,,,,true,,,,,,1,0,0,0,,,,,0,142,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,,,,False
background,,,,,bg_lungmen_o,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,,,,False
blocker,,,,,,,,,3,,,,,,,,,,,true,,,,,,0,,,,,,,,0,145,,,,False
name,05:00 A.M.   天气/晴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,05:00 A.M.   天气/晴,05:00 午前　天気／晴れ,,True
