command,text_orig,key,is_skippable,fit_mode,intro,volume,crossfade,delay,time,name,screenadapt,image,width,height,fadetime,name2,focus,a,r,g,b,block,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,趁这个机会，我要去罗德岛做个免费的身体检查，然后再回去。,,,,,,,,,能天使,,,,,,,,,,,,,,,,0,107,趁这个机会，我要去罗德岛做个免费的身体检查，然后再回去。,この機会に、ロドスでタダの健康診断受けてから戻ろうっと。,エクシア,True
character,,,,,,,,,,char_106_franka_1,,,,,,,,,,,,,,,,0,108,,,,False
name,我们的任务也差不多结束了。接下来......,,,,,,,,,芙兰卡,,,,,,,,,,,,,,,,0,109,我们的任务也差不多结束了。接下来......,私たちの任務もほぼ終わったし、次は……,フランカ,True
name,阿米娅，博士。,,,,,,,,,芙兰卡,,,,,,,,,,,,,,,,0,110,阿米娅，博士。,アーミヤ、ドクター。,フランカ,True
character,,,,,,,,,,char_106_franka_1,,,,,,,-1,,,,,,,,,0,111,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,——？;......,1;2,,2,112,......,……,null,True
decision,——？,,,,,,,,,,,,,,,,,,,,,,——？;......,1;2,,2,113,——？,——？,null,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1;2,0,114,,,,False
character,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,0,115,,,,False
name,我在听。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,116,我在听。,聞いてます。,アーミヤ,True
character,,,,,,,,,,char_106_franka_1,,,,,,char_103_angel_1,0,,,,,,,,,0,117,,,,False
name,——,,,,,,,,,芙兰卡&能天使,,,,,,,,,,,,,,,,0,118,——,——,フランカ＆エクシア,True
name,加油~&Cheer up !,,,,,,,,,芙兰卡&能天使,,,,,,,,,,,,,,,,0,119,加油~&Cheer up !,頑張ってね～＆Cheer up!,フランカ＆エクシア,True
character,,,,,,,,,,char_002_amiya_1#6,,,,,,,,,,,,,,,,0,120,,,,False
name,啊......啊？,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,121,啊......啊？,あ……あれ？,アーミヤ,True
character,,,,,,,,,,char_107_liskam_1,,,,,,char_102_texas_1,1,,,,,,,,,0,122,,,,False
name,汇报结束之后，我们会立即返回。,,,,,,,,,雷蛇,,,,,,,,,,,,,,,,0,123,汇报结束之后，我们会立即返回。,報告が終わったら、すぐ戻ります。,レイズ,True
character,,,,,,,,,,char_107_liskam_1,,,,,,char_102_texas_1,2,,,,,,,,,0,124,,,,False
name,无论如何，之后的生活，还要继续。,,,,,,,,,德克萨斯,,,,,,,,,,,,,,,,0,125,无论如何，之后的生活，还要继续。,どんなことがあっても、これからも生活は続くから。,テキサス,True
name,阿米娅，保重。,,,,,,,,,德克萨斯,,,,,,,,,,,,,,,,0,126,阿米娅，保重。,アーミヤ、体に気を付けて。,テキサス,True
character,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,0,127,,,,False
name,大家......我......,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,128,大家......我......,みんな……私は……,アーミヤ,True
character,,,,,,,,,,char_002_amiya_1#2,,,,,,,,,,,,,,,,0,129,,,,False
name,......好。请多保重。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,130,......好。请多保重。,……はい。皆さんも、お体に気を付けてください。,アーミヤ,True
name,下次再见。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,131,下次再见。,また会いましょう。,アーミヤ,True
blocker,,,,,,,,,,,,,,,1,,,1,0,0,0,true,,,,0,132,,,,False
character,,,,,,,,,,,,,,,0,,,,,,,,,,,0,133,,,,False
blocker,,,,,,,,,,,,,,,1,,,0,,,,true,,,,0,134,,,,False
delay,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0,135,,,,False
character,,,,,,,,,,char_002_amiya_1,,,,,,,,,,,,,,,,0,136,,,,False
name,......,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,137,......,……,アーミヤ,True
name,博士。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,138,博士。,ドクター。,アーミヤ,True
character,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,0,139,,,,False
name,我得再去龙门外围的贫民区看看。应该能帮上忙。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,140,我得再去龙门外围的贫民区看看。应该能帮上忙。,私、もう一度龍門外縁のスラムを見に行きます。きっと力になれるはずです。,アーミヤ,True
character,,,,,,,,,,char_002_amiya_1#7,,,,,,,-1,,,,,,,,,0,141,,,,False
decision,一个人去不要紧吗？,,,,,,,,,,,,,,,,,,,,,,一个人去不要紧吗？;会不会很危险......;阿米娅，我陪你吧？,1;2;3,,3,142,一个人去不要紧吗？,一人で大丈夫？,null,True
decision,会不会很危险......,,,,,,,,,,,,,,,,,,,,,,一个人去不要紧吗？;会不会很危险......;阿米娅，我陪你吧？,1;2;3,,3,143,会不会很危险......,危なくないかな……,null,True
decision,阿米娅，我陪你吧？,,,,,,,,,,,,,,,,,,,,,,一个人去不要紧吗？;会不会很危险......;阿米娅，我陪你吧？,1;2;3,,3,144,阿米娅，我陪你吧？,アーミヤ、私も一緒に行こうか？,null,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,145,,,,False
character,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,,,,,0,146,,,,False
name,没事的，博士。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,147,没事的，博士。,大丈夫です、ドクター。,アーミヤ,True
name,隶属罗德岛的干员，红，正在龙门执行其他任务。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,148,隶属罗德岛的干员，红，正在龙门执行其他任务。,ロドス所属のオペレーター、紅さんが龍門で別の任務をこなしていますから。,アーミヤ,True
name,她很厉害的！,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,149,她很厉害的！,彼女はとても優秀なんです！,アーミヤ,True
name,有她在，你可以放心。,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,150,有她在，你可以放心。,紅さんがいるので、安心してください。,アーミヤ,True
delay,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0,151,,,,False
blocker,,,,,,,,,,,,,,,,,,,,,,true,,,,0,152,,,,False
