command,text_orig,key,is_skippable,fit_mode,image,width,height,screenadapt,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,block,a,r,g,b,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,widgetID,style,fadestyle,offsetx,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,你觉得你是什么，殉道者吗？,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,你觉得你是什么，殉道者吗？,自分のことを何だと思っている？殉教者か？,陳,True
name,你死后没人会纪念你。受死和受尊重是两回事，这取决于你的所作所为，而不是死法。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,你死后没人会纪念你。受死和受尊重是两回事，这取决于你的所作所为，而不是死法。,お前の死を誰も覚えてはいない。命を落とすことと尊敬されることは別問題だ。行動次第であって、死に様ではない。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,False
name,我当然想和有价值的敌人博弈，然后有价值地死去。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,我当然想和有价值的敌人博弈，然后有价值地死去。,価値ある敵と戦い、価値ある死を望んでいるのは当然だ。,メフィスト,True
name,看来你是没法帮我达成愿望了。你会一败涂地，长官。现在轮到我来指出你的处境了。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,看来你是没法帮我达成愿望了。你会一败涂地，长官。现在轮到我来指出你的处境了。,残念ながら、あなたは私の願いを叶えられそうにない。あなたは惨敗するだろう、長官。今度は私の番だ。あなたの立場を指摘しよう。,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,,,,False
name,你的自信建立在切尔诺伯格的陨落之上。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,你的自信建立在切尔诺伯格的陨落之上。,お前の自信はチェルノボーグの陥落に基づいている。,陳,True
name,但这里不是切尔诺伯格，不是乌萨斯人无情的恶土。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,但这里不是切尔诺伯格，不是乌萨斯人无情的恶土。,しかし、ここはチェルノボーグではない。ウーサス人の無情な闇の地でもない。,陳,True
name,强韧的龙门不会在你这种小卒手中陷落。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,强韧的龙门不会在你这种小卒手中陷落。,強靭なロドスは、お前のような下っ端に陥落はしない。,陳,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,char_1507_Mephisto_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,,,,False
name,说得很好。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,说得很好。,よく言った。,メフィスト,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,,False
name,浮士德。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,浮士德。,ファウスト。,メフィスト,True
character,,,,,,,,,,,,,,,char_1508_Faust_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,,,,False
name,我知道。,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,我知道。,わかっている。,ファウスト,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,32,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,33,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,35,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,36,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0,0,0,0,,,,,,,,,,,,,,,,0,37,,,,False
character,,,,,,,,,,,,,,,char_010_chen_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,39,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,41,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,42,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,,,,False
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,,,,False
name,【咆哮】,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,【咆哮】,【吠え声】,メフィストの護衛,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,,,,False
name,斩击？不，不可能！这难道是......法术？！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,斩击？不，不可能！这难道是......法术？！,斬撃？いや、ありえない！これは……魔術か？！,メフィスト,True
character,,,,,,,,,,,,,,,char_1508_Faust_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,,,,False
name,向后退。,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,向后退。,下がれ。,ファウスト,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,,,False
name,呃......怎么会？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,呃......怎么会？,うっ……どういうことだ？,メフィスト,True
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,,,,False
camerashake,,,,,,,,,,,,,,,,,,2,8,6,30,20,true,false,,,,,,,,,,,,,,,,,,,,0,53,,,,False
name,【痛苦的呻吟】,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,【痛苦的呻吟】,【苦痛のうめき】,メフィストの護衛,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,,,,False
name,别害怕！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,别害怕！,怖がるな！,メフィスト,True
name,不会痛的，不要害怕。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,不会痛的，不要害怕。,痛くない、怖がらなくていい。,メフィスト,True
character,,,,,,,,,,,,,,,avg_npc_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,,,,False
name,【呻吟】,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,【呻吟】,【うめき】,メフィストの護衛,True
name,......,,,,,,,,,,,,,,梅菲斯特的护卫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,......,……,メフィストの護衛,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,,,,False
name,呼。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,呼。,ふう。,陳,True
name,（太远了。想再向前挪步又相当困难，消耗战对我不利。）,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,（太远了。想再向前挪步又相当困难，消耗战对我不利。）,（遠すぎる。さらに前に出るのはかなり困難で、この消耗戦は不利だ。）,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,,,,False
name,真是强大的技巧。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,真是强大的技巧。,実に強力な技だ。,メフィスト,True
name,你的法术提前触爆了浮士德的攻击，甚至洞穿了我布设的阵型，划痕从第一位护卫颈间一直蔓延到我面前。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,你的法术提前触爆了浮士德的攻击，甚至洞穿了我布设的阵型，划痕从第一位护卫颈间一直蔓延到我面前。,お前の魔術は先にファウストの攻撃を発動させ、私の陣形を貫通した。傷は第一護衛の首筋から私の前まで伸びている。,メフィスト,True
name,再让你上前几步，我一定会被你撕成两段。就连浮士德也没法阻止你。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,再让你上前几步，我一定会被你撕成两段。就连浮士德也没法阻止你。,あと数歩近づかれたら、私は裂かれていただろう。ファウストでもお前を止められなかった。,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,,,,False
name,下一次你就没这么幸运了。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,下一次你就没这么幸运了。,次はそうはうまくいかないぞ。,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,,,,False
name,很可惜，你无能为力。你的秘密已经曝光了，长官。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,很可惜，你无能为力。你的秘密已经曝光了，长官。,残念だが、お前は無力だ。お前の秘密はすでに露見している、長官。,メフィスト,True
name,拙劣的戏法一般只表演一次，因为表演完毕后，它们不会剩下什么秘密。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,拙劣的戏法一般只表演一次，因为表演完毕后，它们不会剩下什么秘密。,下手な芸は大抵一度きりだ。終われば何の秘密も残らないからな。,メフィスト,True
name,我们之间的距离超出了你法术的范围，不是吗？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,我们之间的距离超出了你法术的范围，不是吗？,俺たちの間の距離はお前の魔術の範囲を超えているだろう？,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,,,,False
name,天台只有这点大小。你没几步可退。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,天台只有这点大小。你没几步可退。,屋上はこんなに狭い。お前は数歩も退けない。,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,,,,False
name,可你又能向前几步呢？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,可你又能向前几步呢？,しかしお前も前に何歩進める？,メフィスト,True
name,浮士德，让她见识一下什么叫真正的魔术。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,浮士德，让她见识一下什么叫真正的魔术。,ファウスト、彼女に本物の魔術を見せてやれ。,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,,,,False
name,你的位置我一清二楚。暴露了的狙击手是没有......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,你的位置我一清二楚。暴露了的狙击手是没有......,お前の位置は明確だ。露呈した狙撃手に有利なことは……,陳,True
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,81,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,83,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,84,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,85,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,86,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,88,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,,,,False
name,你......,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,你......,お前……,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,,,,False
name,真厉害啊，陈长官。无论是什么弩弹你都能切碎吗？而我和刚才一样，根本什么都没看清。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,真厉害啊，陈长官。无论是什么弩弹你都能切碎吗？而我和刚才一样，根本什么都没看清。,すごいな、陳長官。どんな矢弩弾でも切り砕けるのか？俺はさっきと同じで、何一つ見えていない。,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,,,,False
name,——,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,——,——,陳,True
name,狙击手，我同时遭到了来自你和三点钟方向的狙击，但那个方向没有任何敌人。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,狙击手，我同时遭到了来自你和三点钟方向的狙击，但那个方向没有任何敌人。,狙撃手、お前と三時方向から同時に狙撃を受けたが、その方向に敵は一人もいない。,陳,True
name,你不可能是那种术师。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,你不可能是那种术师。,お前はそんな術師じゃありえない。,陳,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,,,,False
character,,,,,,,,,1,,,,,,char_1508_Faust_1#1,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,0,99,,,,False
delay,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,,,,False
name,不用费尽心思去猜了，长官，你猜不到。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,不用费尽心思去猜了，长官，你猜不到。,あれこれ考えても無駄だ、長官。お前にはわからない。,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,,,,False
name,呿。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,呿。,ちっ。,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,,,,False
name,接下来，你能截住几发弩弹？十发？四十发？百发？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,接下来，你能截住几发弩弹？十发？四十发？百发？,次は何発の矢弩弾を受け止められる？10発か？40発か？100発か？,メフィスト,True
name,但是，碎片呢？冲击呢？弩弹里蕴含的源石技艺呢？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,但是，碎片呢？冲击呢？弩弹里蕴含的源石技艺呢？,でも、破片はどうだ？衝撃は？矢弩に込められた源石技術は？,メフィスト,True
name,难道这些你也能全部截住吗？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,难道这些你也能全部截住吗？,それらを全て受け止められるのか？,メフィスト,True
character,,,,,,,,,,,,,,,char_010_chen_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
name,废话。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,废话。,無駄話だ。,陳,True
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,,,,False
name,那就再来！,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,那就再来！,ならば、もっと来い！,メフィスト,True
image,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,116,,,,False
image,,,,,avg_5_7_chen_2,,,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,,,,False
imagetween,,,,,,,,,,,,,,,,,,0.01,,,,,,true,,,,,0,0,30,30,1,1,1.6,1.6,,,,,,,,0,118,,,,False
blocker,,,,,,,,,0.1,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,119,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,120,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,122,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,123,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,,,,False
image,,,,,avg_5_7_chen_2,,,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,,,,False
imagetween,,,,,,,,,,,,,,,,,,0.01,,,,,,true,,,,,0,0,-30,-60,1,1,1.2,1.2,,,,,,,,0,126,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,127,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,129,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,1,0,0,,,,,,,,,,,,,,,,0,130,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,,,,False
image,,,,,avg_5_7_chen_2,,,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,False
camerashake,,,,,,,,,,,,,,,,,,3,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,133,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,134,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,136,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,,,,False
name,长官，我知道你是什么。我的源石技艺只对感染者有效果。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,长官，我知道你是什么。我的源石技艺只对感染者有效果。,長官、お前が何者かはわかっている。俺の源石技術は感染者にしか効かない。,メフィスト,True
name,我不在乎。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,我不在乎。,私は気にしない。,陳,True
name,你知道你只会成为他们的棋子，然后被他们随手丢弃吗？,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,你知道你只会成为他们的棋子，然后被他们随手丢弃吗？,お前はただ彼らの駒となり、その後は使い捨てにされるだけだとわかっているのか？,メフィスト,True
name,这句话，我原封不动地还给你。,,,,,,,,,,,,,,陈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,这句话，我原封不动地还给你。,その言葉、お前に返す。,陳,True
background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,144,,,,False
playsound,,$d_sp_chixiaobadao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,1,0,0,,,,,,,,,,,,,,,,0,146,,,,False
blocker,,,,,,,,,0.25,,,,,,,,,,,,,,,true,0,0,0,0,,,,,,,,,,,,,,,,0,147,,,,False
camerashake,,,,,,,,,,,,,,,,,,1,8,6,30,90,true,false,,,,,,,,,,,,,,,,,,,,0,148,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,0,149,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
blocker,,,,,,,,,0.02,,,,,,,,,,,,,,,true,0,0,0,0,,,,,,,,,,,,,,,,0,151,,,,False
delay,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
image,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,1,0,0,0,,,,,,,,,,,,,,,,0,154,,,,False
background,,,,,bg_rooftop,1,1,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,155,,,,False
blocker,,,,,,,,,1,,,,,,,,,,,,,,,true,0,,,,,,,,,,,,,,,,,,,0,156,,,,False
character,,,,,,,,,,,,,,,char_1507_Mephisto_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,,,,False
name,我们会给你机会，龙门却不会。,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,我们会给你机会，龙门却不会。,俺たちはお前にチャンスを与えるが、ロドスはそうしない。,メフィスト,True
character,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,,,,False
