command,text,name,image,jp_text,jp_name
name,别妄想能有一个不惨烈的胜利。,爱国者,,惨烈でない勝利など望むな。,パトリオット
character,,avg_npc_078,,,
name,也许如此。,塔露拉,,そうかもしれません。,タルラ
character,,avg_npc_078#4,,,
name,但我不会去牺牲别人。,塔露拉,,でも、他の人を犠牲にはしません。,タルラ
character,,avg_npc_025_1#3,,,
name,你准备好承担巨大的痛苦了吗？,爱国者,,巨大な苦しみに耐える覚悟はできていますか？,パトリオット
character,,avg_npc_078#4,,,
name,我没有准备。因为我们必定受苦。,塔露拉,,準備はできていません。私たちは必ず苦しむのですから。,タルラ
character,,avg_npc_025_1#3,,,
name,你企盼所有人都善良？,爱国者,,あなたは全ての人が善良であることを望むのですか？,パトリオット
character,,avg_npc_078#4,,,
name,我只是相信自私和残忍不会是乌萨斯人的天性。,塔露拉,,私はただ、利己的で残酷なのがウーサス人の本性ではないと信じています。,タルラ
character,,avg_npc_025_1#3,,,
name,也许有一天，你会遭遇真正的邪恶。,爱国者,,いつか本物の邪悪に出会うかもしれません。,パトリオット
character,,avg_npc_078#4,,,
name,我想我已经见过了。,塔露拉,,私はもう見たことがあると思います。,タルラ
character,,avg_npc_025_1#3,,,
name,但愿如此。,爱国者,,そうであってほしい。,パトリオット
character,,avg_npc_078,,,
name,如果有战士曾向他的队伍和他的同胞宣誓效忠，最后却因一己之利而背叛，那这种行为，我自己就会发布惩处名单。,塔露拉,,もし戦士が自分の部隊や仲間に忠誠を誓いながら、自己の利益のために裏切ったなら、その行為については私自身が処罰リストを公表します。,タルラ
name,但与我们还未同心的另一群感染者，我们有什么理由去对他们发动一场屠杀，一场征服？我们的敌人不在此处。,塔露拉,,しかし、私たちとまだ同じ心を持たぬもう一群の感染者に対し、なぜ虐殺や征服を仕掛ける理由があるのですか？私たちの敵はここにはいません。,タルラ
character,,avg_npc_025_1#3,,,
name,——,爱国者,,——,パトリオット
name,塔露拉！,爱国者,,タルラ！,パトリオット
character,,avg_npc_078,,,
name,呃......！,塔露拉,,あっ……！,タルラ
name,您说。,塔露拉,,おっしゃってください。,タルラ
character,,avg_npc_025_1#3,,,
name,我曾尊敬过许多人，大多不因他们强大，而只因他们正直。,爱国者,,私は多くの人を尊敬しました。それは彼らが強いからではなく、ただ正直だからです。,パトリオット
name,——望汝如是。,爱国者,,——あなたもそうあってほしい。,パトリオット
character,,avg_npc_078#2,,,
name,......谨记教诲，先生。,塔露拉,,……教えを胸に刻みます、先生。,タルラ
character,,avg_npc_078,,,
name,佩特洛娃，霜星的位置呢？,塔露拉,,ペトロワ、フロストスターの位置は？,タルラ
character,,avg_npc_037#2,,,
name,......还在山坳口那。她说要守住据点直到我们成功夺下城市。,佩特洛娃,,……まだ峠の入り口にいます。彼女は拠点を守って、私たちが街を奪取するまで持ちこたえると言っています。,ペトロワ
character,,avg_npc_078,,,
name,我们去和他们合流吧。我得当面向她道歉。,塔露拉,,私たちは彼らと合流しましょう。私から直接彼女に謝らなければなりません。,タルラ
character,,avg_npc_058,,,
name,所以......就这样了吗，大尉？,盾卫,,ですから……これで終わりですか、大尉？,シールドガード
character,,avg_npc_025_1#3,,,
name,至少还有三支本地驻军在附近。我们要将他们各个击破，才能把资源送出来。,爱国者,,少なくとも三つの地元駐屯軍が近くにいます。私たちは彼らを一つずつ撃破して、資源を運び出さなければなりません。,パトリオット
name,从结果来说她做的没错。移动城市不可能向前走。,爱国者,,結局のところ、彼女のやり方は間違っていません。移動都市は前進できません。,パトリオット
dialog,,,,,
blocker,,,,,
character,,,,,
background,,,bg_snow_2,,
blocker,,,,,
character,,avg_npc_084,,,
name,啊，塔露拉姐姐！,伊诺,,ああ、タルラお姉さん！,イノ
name,......,伊诺,,......,イノ
name,你心情不好吗，塔露拉姐姐？,伊诺,,ご機嫌がよくないのですか、タルラお姉さん？,イノ
character,,avg_npc_078#2,,,
name,没有。,塔露拉,,ありません。,タルラ
character,,avg_npc_078,,,
name,......伊诺，萨沙。,塔露拉,,......イノ、サシャ。,タルラ
name,你们还想叫你们原本的名字吗？,塔露拉,,あなたたちはまだ元の名前で呼ばれたいですか？,タルラ
character,,avg_npc_085,,,
name,......为什么这么问？,萨沙,,......なぜそう聞くのですか？,サシャ
character,,avg_npc_078,,,
name,我们行走在外，有一个保护自己的名字比较好。,塔露拉,,私たちは外の世界を歩くとき、自分を守る名前を持つほうがいいのです。,タルラ
name,有的时候，如果自己不选名字，就只能一直被别人叫他们取的名字了。,塔露拉,,時には、自分で名前を選ばなければ、ずっと他人に付けられた名前で呼ばれ続けるのです。,タルラ
character,,avg_npc_085,,,
name,可是你没有换过名字。,萨沙,,でもあなたは名前を変えたことがありません。,サシャ
character,,avg_npc_078,,,
name,因为我不想。,塔露拉,,それは私が望まないからです。,タルラ
character,,avg_npc_085,,,
name,为什么？这和你刚才说的不一样。,萨沙,,なぜですか？それは先ほど言ったことと違います。,サシャ
character,,avg_npc_078#2,,,
name,因为......因为我想成为一个表里如一的人。,塔露拉,,なぜなら……私は一貫した人間でありたいからです。,タルラ
character,,avg_npc_085,,,
name,所以你现在想的和做的不是一回事。,萨沙,,つまり、今あなたが思っていることと行動は一致していないのですね。,サシャ
character,,avg_npc_084,,,
name,萨沙！,伊诺,,サシャ！,イノ
character,,avg_npc_078#2,,,
name,很可能，没错。,塔露拉,,それは十分ありえます。,タルラ
name,所以我要坚持这个名字。只不过，对于所有人来说，这个名字没有意义。,塔露拉,,だから私はこの名前に固執するのです。ただ、すべての人にとってこの名前は意味を持ちません。,タルラ
name,因为我是谁对于大家来说并不重要。这个名字只对我自己重要。,塔露拉,,私が誰であるかは皆にとって重要ではありません。この名前は私自身にだけ重要なのです。,タルラ
character,,avg_npc_085,,,
name,那我到底该叫你什么？你这么说，我不知道该怎么叫你了。,萨沙,,では、一体あなたを何と呼べばいいのですか？そう言われると、どう呼べばいいのかわかりません。,サシャ
character,,avg_npc_078,,,
name,——,塔露拉,,——,
name,萨沙，我这么对你说吧。,塔露拉,,サシャ、こう言わせてください。,タルラ
name,我只是个反抗者，只是个普通的人。,塔露拉,,私はただの反抗者であり、普通の人間にすぎません。,タルラ
name,名字？不重要，任何人都不该记得我的名字，这个名字不该成为符号，也不能有别的力量。它只是我的名字，也只是个名字。,塔露拉,,名前？重要ではありません。誰も私の名前を覚えてはいけません。この名前は記号にもなってはならず、他の力を持つこともできません。ただの名前であり、名前に過ぎません。,タルラ
name,如果你想的话，只是现在，你可以叫我塔露拉。叫这个名字，可以让我回头，但也就只是这样了。,塔露拉,,もしあなたが望むなら、今だけでも私をタルラと呼んでください。この名前を呼ぶことで私が振り返ることはできますが、それだけのことです。,タルラ
character,,avg_npc_085,,,
name,塔露拉。,萨沙,,タルラ。,サシャ
character,,avg_npc_078#2,,,
name,伊诺也可以这么叫。,塔露拉,,イノもそう呼んでいいです。,タルラ
name,有些话可能对你们还太早......但我还是想说给你听，萨沙。,塔露拉,,まだあなたたちには早すぎるかもしれませんが……それでも言いたいのです、サシャ。,タルラ
character,,avg_npc_085,,,
name,你说吧。,萨沙,,お話しください。,サシャ
character,,avg_npc_078#2,,,
name,我希望你叫我塔露拉，是因为把我当做朋友。当做志同道合的朋友。,塔露拉,,私のことをタルラと呼んでほしいのは、私を友達として見てくれているからです。志を同じくする友達としてです。,タルラ
name,即使我死了，你也会记得这个名字，但不是因为我在我的一生里做了什么事。,塔露拉,,たとえ私が死んでも、あなたはこの名前を覚えているでしょう。でもそれは私が生涯で何か特別なことをしたからではありません。,タルラ
name,我只希望你记得我与你共处时的那些事。我希望你记得的塔露拉是一个朋友。,塔露拉,,私はただ、私とあなたが共に過ごした時間のことを覚えていてほしいのです。あなたが覚えているタルラは友達であってほしい。,タルラ
character,,avg_npc_085,,,
name,可你在杀坏人。你在和他们战斗。,萨沙,,でもあなたは悪人を殺している。あなたは彼らと戦っているのです。,サシャ
character,,avg_npc_078,,,
name,战斗的那个人我不想她有任何名字。因为我们每一个人都在战斗，我们所有人都是斗士。,塔露拉,,戦っているあの人に私は名前なんてつけたくない。なぜなら私たち一人ひとりが戦っていて、私たち全員が戦士だからです。,タルラ
name,不要低头跟着斗士的脚步去走。不要！,塔露拉,,うつむいて戦士の後をついていってはいけません。絶対に！,タルラ
name,不是所有人都是爱国者，我们每个人都会犯错。你要抬起头，看他走向哪里，而不是他们有着怎样的头衔，你闭着眼紧跟在身后。,塔露拉,,誰もが愛国者ではなく、私たちは誰もが間違いを犯します。あなたは顔を上げて、彼がどこへ向かうかを見るべきであって、肩書きだけを見て目を閉じて後ろをついていってはいけません。,タルラ
name,你记得的是你的朋友的名字。是和你朝夕共处的人的名字。,塔露拉,,あなたが覚えているのはあなたの友達の名前です。日々共に過ごす人の名前です。,タルラ
name,是给你喂特别辣的糖还咬着牙笑的霜星，是给你烧奇奇怪怪的蔬菜杂烩的老师，是绝不会放弃训练你的爱国者。,塔露拉,,あなたに特別に辛いお菓子を食べさせて歯をくいしばりながら笑うフロストスター、奇妙な野菜のごった煮を作ってくれる先生、決して訓練を諦めない愛国者です。,タルラ
name,朋友，而不是斗士。,塔露拉,,友達であって、戦士ではありません。,タルラ
name,我们所有斗士都没有名字。,塔露拉,,私たち全ての戦士には名前はありません。,タルラ
character,,avg_npc_084,,,
name,......塔露拉姐姐，我不懂。,伊诺,,……タルラお姉さん、私はわかりません。,イノー
character,,avg_npc_078,,,
name,嗯......我希望作为你的朋友，让你信任我，而不是让你因为我的身份信任我。,塔露拉,,うん……私はあなたの友達として、私の身分のせいではなく、私を信頼してほしいのです。,タルラ
name,就像所有我的朋友们一样。,塔露拉,,私の全ての友達のように。,タルラ
dialog,,,,,
blocker,,,,,
image,,,,,
