command,text,name,option_number,option_value,references,focus,image,values,name2,jp_text,jp_name
name,嗯，你背着的怎么是......梅菲斯特？他没有......,塔露拉,0,,,,,,,ええと、背負っているのは……メフィストですか？彼は……,タルラ
name,......,塔露拉,0,,,,,,,……,タルラ
name,浮士德是不是为了救他牺牲了自己？,塔露拉,0,,,,,,,ファウストは彼を救うために自分を犠牲にしたのではないですか？,タルラ
character,,avg_npc_016,0,,,1,,,char_011_talula_1,,
name,......确实如此，领袖。浮士德不顾自己的命，用法术掩盖了我们所有人的踪迹，把逃出来的机会......让给了我们。,幻影弩手,0,,,,,,,……その通りです、リーダー。ファウストは自分の命を顧みず、魔術で私たち全員の痕跡を消し、脱出の機会を私たちに与えてくれました。,ファントムアーチャー
character,,avg_npc_016,0,,,2,,,char_011_talula_1,,
name,哦？,塔露拉,0,,,,,,,あら？,タルラ
name,......,塔露拉,0,,,,,,,……,
name,幻影弩手们，整合运动的同胞们......我们会永远怀念浮士德。,塔露拉,0,,,,,,,ファントムアーチャーの皆さん、統合運動の仲間たち……私たちはファウストを永遠に追悼します。,タルラ
name,扶他下去吧。梅菲斯特也许需要一点时间去休息。,塔露拉,0,,,,,,,彼を降ろしてください。メフィストは少し休む時間が必要かもしれません。,タルラ
name,我会让战士们领你们去现在的驻地。,塔露拉,0,,,,,,,戦士たちにあなた方を現在の駐屯地へ案内させます。,タルラ
character,,avg_npc_016,0,,,1,,,char_011_talula_1,,
name,还有，领袖......我们很早就失去了弑君者的消息，我们不确定她的下落。,幻影弩手,0,,,,,,,それから、リーダー……私たちはずっと前に王殺しの者の消息を失い、彼女の所在がわかりません。,ファントムアーチャー
name,至于......雪怪小队，以及霜星小姐，他们都......都......,幻影弩手,0,,,,,,,それから……スノーゴーレム隊やシュインスターさんは、彼らは……みんな……,ファントムアーチャー
character,,char_011_talula_1,0,,,,,,,,
name,——,塔露拉,0,,,,,,,――,タルラ
name,真是无比令人沉痛的消息。,塔露拉,0,,,,,,,非常に痛ましい知らせです。,タルラ
name,请允许我......独处一小会儿。,塔露拉,0,,,,,,,少しの間、一人で過ごさせてください。,タルラ
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
background,,,0,,,,bg_perimeter,,,,
playsound,,,0,,,,,,,,
blocker,,,0,,,,,,,,
delay,,,0,,,,,,,,
character,,char_011_talula_1,0,,,,,,,,
name,......,塔露拉,0,,,,,,,……,
name,萨卡兹。不要让他们和任何城内的整合运动成员接触。,塔露拉,0,,,,,,,サカズ。彼らを城内の統合運動メンバーと接触させてはいけません。,タルラ
character,,avg_npc_053,0,,,,,,,,
name,做到哪一步？,萨卡兹战士,0,,,,,,,どこまで進めましょうか？,サカズ戦士
character,,char_011_talula_1,0,,,,,,,,
name,最后一步。永远不要。,塔露拉,0,,,,,,,最後の一歩まで。絶対にさせないでください。,タルラ
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
background,,,0,,,,bg_black,,,,
blocker,,,0,,,,,,,,
character,,char_011_talula_1,0,,,,,,,,
delay,,,0,,,,,,,,
name,是刻意隐瞒，还是钻研得出了成果？他的小队竟然知道我不了解的信息。,塔露拉,0,,,,,,,意図的に隠していたのか、それとも研究の成果か？彼の小隊は私が知らない情報を知っている。,タルラ
name,也许......是在战斗中有了成长。这样的法术已经超乎寻常，而他对我守口如瓶。,塔露拉,0,,,,,,,もしかすると……戦いの中で成長したのかもしれません。このような魔術は常識を超えていますし、彼は私に対して口を閉ざしています。,タルラ
name,......沉默寡言竟然成了伪装的外皮。本以为存活的会是浮士德。,塔露拉,0,,,,,,,……無口なことが偽装の皮だったとは。生き残るのはファウストだと思っていました。,タルラ
name,如果是这样，那也就不奇怪了。,塔露拉,0,,,,,,,そうであれば、それも不思議ではありません。,タルラ
stopmusic,,,0,,,,,,,,
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
background,,,0,,,,bg_cherbefore_1,,,,
cameraeffect,,,0,,,,,,,,
blocker,,,0,,,,,,,,
playmusic,,,0,,,,,,,,
name,......你是谁？,？？？,0,,,,,,,……あなたは誰？,？？？
,我是谁？,,0,,,,,,,私は誰？,
name,你想做什么？,？？？,0,,,,,,,何をしたいのですか？,？？？
,我想做什么......？,,0,,,,,,,私は何がしたいのだろう……？,
name,加入......你们？为了自己去斗争？,？？？,0,,,,,,,加入……あなたたち？自分のために戦うのですか？,？？？
,斗争......？,,0,,,,,,,闘争……？,
name,呵，崇高的乌萨斯人啊。,塔露拉,0,,,,,,,ふふ、崇高なるウルサス人よ。,タルラ
name,原本你们才是应该走到最后的人。,塔露拉,0,,,,,,,本来、最後まで歩むべきはあなたたちでした。,タルラ
dialog,,,0,,,,,,,,
stopmusic,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
cameraeffect,,,0,,,,,,,,
background,,,0,,,,bg_cherunder,,,,
blocker,,,0,,,,,,,,
playmusic,,,0,,,,,,,,
character,,char_002_amiya_1,0,,,,,,,,
delay,,,0,,,,,,,,
name,核心城似乎恢复速度了，停驻的时间不长。,阿米娅,0,,,,,,,コアシティは回復の速度が上がったようです。滞在時間は長くありませんでした。,アーミヤ
name,往好的方向想，整合运动应该还是接收了一部分从龙门迁移出来的感染者。希望如此......,阿米娅,0,,,,,,,良い方向に考えれば、統合運動はドラゴンゲートから移動してきた感染者の一部を受け入れたはずです。そうであることを願っています……。,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,但我们也可能被迫改变策略。,凯尔希,0,,,,,,,しかし、私たちは戦略を変えざるを得ないかもしれません。,ケルシー
name,可预见的是，核心城还会在路途中停留几次，直到敌人的指挥官不再打算掩盖自己的动机，拒绝感染者难民为止。,凯尔希,0,,,,,,,予見できるのは、コアシティが道中で何度か停留し、敵の指揮官がもはや自分の動機を隠すつもりがなく、感染者難民を拒否するまで止まることです。,ケルシー
name,如果魏彦吾选择类似的时机展开进攻，敌人会改变现有防卫力量的布置，我们很可能会因此暴露位置，成为众矢之的。,凯尔希,0,,,,,,,もしウェイ・イェンウが同様のタイミングで攻撃を開始すれば、敵は既存の防衛配置を変え、私たちは位置を露呈し矢面に立つ可能性があります。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1,,
name,希望那个协定起码能让文月小姐把魏长官拖上一会儿......,阿米娅,0,,,,,,,あの協定がせめて文月さんに魏長官をしばらく引き止めることができることを願っています……。,アーミヤ
name,嗯......我们已经相当接近核心城的中央区了。,阿米娅,0,,,,,,,ええ……私たちはすでにコアシティの中心区にかなり近づいています。,アーミヤ
name,大量在地下与地面上穿行的通道，似乎原本是核心城的资源输送系统的一部分。天灾过后，所有工业设施都停止了运作。,阿米娅,0,,,,,,,地下と地上を行き来する大量の通路は、元々コアシティの資源輸送システムの一部だったようです。天災の後、すべての工業施設は停止しました。,アーミヤ
name,在这种情况下，核心城居然还能运作，甚至移动......这和凯尔希医生说的地下设施有关吗？,阿米娅,0,,,,,,,この状況でコアシティがまだ稼働し、さらには移動もしている……これはケルシードクターが言っていた地下施設に関係がありますか？,アーミヤ
name,无论如何，穿梭通道为我们提供了良好的隐蔽。在这个接近中央区的仓储区域内，敌人的守卫数量已经增加了近一倍......,阿米娅,0,,,,,,,とにかく、この通路は私たちに良い隠れ蓑を提供してくれます。中心区に近いこの倉庫エリアでは、敵の警備数がほぼ倍増しています……。,アーミヤ
name,进入核心城以来，我们还没有遭遇太多火力冲突。但在踏入中央区之后，我们与整合运动摩擦、甚至交战的次数，应该会急剧增加。,阿米娅,0,,,,,,,コアシティに入ってから火力衝突はあまりありませんでしたが、中心区に踏み入った後は、統合運動との摩擦や交戦が劇的に増えるでしょう。,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,侦察小队与行动小队已经先我们一步到位。迄今为止都很顺利。,凯尔希,0,,,,,,,偵察部隊と行動部隊はすでに私たちより先に到着しました。これまでのところ順調です。,ケルシー
decision,我们怎么只有三支小队共同行动？,,1,1,,,,1,,なぜ私たちの行動は三つの部隊だけなのでしょうか？,
predicate,,,0,,1,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,侦察小队和特别行动小队有他们各自的任务。,凯尔希,0,,,,,,,偵察部隊と特別行動部隊にはそれぞれの任務があります。,ケルシー
name,作为罗德岛的通讯专家之一，Raidian在这次行动中领导侦察小队。,凯尔希,0,,,,,,,ロドスの通信専門家の一人として、レイディアンがこの作戦で偵察部隊を率いています。,ケルシー
name,依靠Raidian，侦察小队在核心城作战中发挥着通讯中继点的作用。,凯尔希,0,,,,,,,レイディアンのおかげで、偵察部隊はコアシティの作戦で通信中継点の役割を果たしています。,ケルシー
name,即使在这里，我们也能与其他队伍交流，这全部仰赖这支小队的努力。,凯尔希,0,,,,,,,ここにいても他の隊と連絡を取ることができるのも、この部隊の努力のおかげです。,ケルシー
decision,我没看见他们......,,1,1,,,,1,,彼らを見かけません……。,
predicate,,,0,,1,,,,,,
name,侦察小队从来都独来独往。,凯尔希,0,,,,,,,偵察部隊は常に単独行動です。,ケルシー
name,Outcast，Raidian，以及在切城营救行动中英勇牺牲的Scout——,凯尔希,0,,,,,,,アウトキャスト、レイディアン、そして切城救出作戦で勇敢に散ったスカウト——。,ケルシー
name,担任侦察小队队长的精英干员们，担负着独自领导一支小队，发现危机，报告危机，以及尝试独自处理危机的职责。,凯尔希,0,,,,,,,偵察部隊長を務めるエリートオペレーターたちは、単独で部隊を率い、危機を発見し報告し、そして独自に処理する責務を負っています。,ケルシー
name,Raidian不像刚才提到的另两位精英干员那样擅长战斗，但在影响战局的层面上，却可以称作是在罗德岛屈指可数的人才。,凯尔希,0,,,,,,,レイディアンは前述の2名のエリートオペレーターほど戦闘が得意ではありませんが、戦局に影響を与える点ではロドス有数の才能です。,ケルシー
name,这一次的攻击任务由我们这三支队伍承担，Raidian不必再承担繁重的战斗事务。,凯尔希,0,,,,,,,今回の攻撃任務はこの三部隊で担いますので、レイディアンは重い戦闘業務を負う必要はありません。,ケルシー
name,至于特别小队，他们的任务与正面作战无关。,凯尔希,0,,,,,,,特別部隊の任務は正面戦闘とは関係ありません。,ケルシー
decision,和我说说。,,3,1,,,,1;2;3,,話してください。,
decision,......,,3,2,,,,1;2;3,,……,
decision,所以你不准备告诉我？,,3,3,,,,1;2;3,,つまり、教えるつもりはないのですね？,
predicate,,,0,,1;2;3,,,,,,
name,知道有其必要即可。更多细节你之后自然会明白。,凯尔希,0,,,,,,,必要なことを知っていれば十分です。詳細は後で自然と理解できるでしょう。,ケルシー
name,不同的小队是战略计划链条上不同的环节，稳固的结构输出稳定的结果。,凯尔希,0,,,,,,,異なる部隊は戦略計画の連鎖における異なる環節であり、堅固な構造が安定した結果を生み出します。,ケルシー
name,相应的，强韧的敌手也一样有着错综复杂的根部，它会从各个不同的层面吸取养分，砍掉枝条对他们并无威胁。,凯尔希,0,,,,,,,同様に、強靭な敵も複雑な根を持ち、あらゆる層から栄養を吸収しており、枝を切っても脅威にはなりません。,ケルシー
name,我们要做的是在暗处引燃敌人根基。,凯尔希,0,,,,,,,我々がすべきことは暗闇で敵の根を燃やすことです。,ケルシー
decision,啊？你说什么？,,3,1,,,,1;2;3,,え？なんとおっしゃいましたか？,
decision,......,,3,2,,,,1;2;3,,……,
decision,我似乎明白了。,,3,3,,,,1;2;3,,なんとなく分かりました。,
predicate,,,0,,1;2;3,,,,,,
name,呵。理应不存在你不能理解的事情......,凯尔希,0,,,,,,,ふふ。あなたに理解できないことはあってはならない……。,ケルシー
name,“博士”。,凯尔希,0,,,,,,,「ドクター」。,ケルシー
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
stopmusic,,,0,,,,,,,,
delay,,,0,,,,,,,,
character,,avg_npc_042,0,,,,,,,,
delay,,,0,,,,,,,,
name,等一等。,迷迭香,0,,,,,,,ちょっと待ってください。,ローズマリー
name,远处有几个很模糊的感觉。,迷迭香,0,,,,,,,遠くにいくつかぼんやりした感覚があります。,ローズマリー
name,很整齐，流向没有变化，没有相互冲突。,迷迭香,0,,,,,,,とても整然としていて、流れは変わらず、互いに衝突もしていません。,ローズマリー
name,......很硬。在移动。,迷迭香,0,,,,,,,……硬いです。動いています。,ローズマリー
playmusic,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
name,整合运动的......守卫部队。先避开他们，寻找其他可以通过的道路......,阿米娅,0,,,,,,,統合運動の……警備部隊です。まずは彼らを避けて、通れる他の道を探しましょう……。,アーミヤ
name,事不宜迟。,阿米娅,0,,,,,,,急ぎましょう。,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,——阿米娅。,凯尔希,0,,,,,,,—アーミヤ。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1,,
name,医生？,阿米娅,0,,,,,,,ドクター？,アーミヤ
character,,char_003_kalts_1,0,,,1,,,char_002_amiya_1,,
name,慎重。你没有感受到吗？,凯尔希,0,,,,,,,慎重に。感じませんでしたか？,ケルシー
character,,char_003_kalts_1,0,,,,,,,,
name,诸位干员......戴上防护装置。,凯尔希,0,,,,,,,オペレーターの皆さん……防護装備を装着してください。,ケルシー
character,,char_002_amiya_1#7,0,,,,,,,,
name,......难道......迷迭香？你有察觉到什么异常吗？,阿米娅,0,,,,,,,……まさか……ローズマリー、何か異常を感じていますか？,アーミヤ
character,,char_002_amiya_1#7,0,,,2,,,avg_npc_042,,
name,唔？......没有吧。我想。,迷迭香,0,,,,,,,うーん？……ないと思います。,ローズマリー
character,,char_003_kalts_1,0,,,,,,,,
name,那不是迷迭香源石技艺作用的范畴。,凯尔希,0,,,,,,,それはローズマリーの源石技術の範囲外です。,ケルシー
name,不要完全依赖情感，阿米娅。知觉不仅能摸索到感情，手指划过发丝，第一感觉不应该是留恋或者喜悦。表象。,凯尔希,0,,,,,,,感情に完全に頼らないで、アーミヤ。知覚は単に感情を探るだけではありません。指が髪をなでるとき、最初の感覚は未練でも喜びでもないはずです。表象です。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1,,
name,表象......？,阿米娅,0,,,,,,,表象……？,アーミヤ
character,,char_003_kalts_1,0,,,1,,,char_002_amiya_1,,
name,阿米娅，你可以从深色的内里回到表象。只有你才能。,凯尔希,0,,,,,,,アーミヤ、あなたは暗い内側から表象に戻ることができます。あなただけがそれが可能です。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1,,
name,那我就按医生说的，试一试。,阿米娅,0,,,,,,,ではドクターの言う通りに、試してみます。,アーミヤ
dialog,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
delay,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
name,唔......好像有一丝......能量。空气中弥漫着一种气味，像是......,阿米娅,0,,,,,,,ううん……一筋の……エネルギーがあるようです。空気にはある匂いが漂っています、それは……。,アーミヤ
name,......尸体？,阿米娅,0,,,,,,,……死体のような？,アーミヤ
name,不，这不是现实的尸体，难道......不。啊？为什么......,阿米娅,0,,,,,,,いいえ、これは現実の死体ではありません。まさか……いや。あれ？なぜでしょう……,アーミヤ
name,......是萨卡兹。是萨卡兹的源石技艺。蕴含死亡气味的......仪......式？,阿米娅,0,,,,,,,……これはサカズです。サカズの源石技術です。死の気配を含んだ……儀……式かもしれません？,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,成型后自运行的古老仪式。,凯尔希,0,,,,,,,成型後に自動で動く古代の儀式です。,ケルシー
name,——这不是现代的法术，更不属于现代战术。,凯尔希,0,,,,,,,——これは現代の魔術ではなく、ましてや現代戦術に属するものではありません。,ケルシー
decision,萨卡兹的法术很不同？,,1,1,,,,1,,サカズの魔術はとても異なりますか？,
predicate,,,0,,1,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
name,是的。这很不一般。现在的萨卡兹人没法推动这种法术的运行。,阿米娅,0,,,,,,,はい。これは非常に特別なものです。現在のサカズたちはこのような魔術を操作できません。,アーミヤ
name,我明白凯尔希医生的意思。我想，这不是在现代成型的源石技艺理论的产物。这是古老的萨卡兹仪式。,阿米娅,0,,,,,,,私はケルシードクターの意図を理解しています。これは現代で形成された源石技術理論の産物ではなく、古代のサカズの儀式だと思います。,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,敌人可能是最“纯正”的萨卡兹。这种现代国家不可能使用的技术，只在古老的萨卡兹与散漫的萨尔贡古人间流传。,凯尔希,0,,,,,,,敵は最も「純正な」サカズの可能性があります。このような現代国家では使用不可能な技術は、古代のサカズと散漫なサルゴンの古代人の間でのみ伝わっています。,ケルシー
character,,char_002_amiya_1#7,0,,,,,,,,
name,......这是依托于矿石病感染，以及施术者对源石的异样理解来施行的仪式。,阿米娅,0,,,,,,,……これは鉱石病の感染と、施術者の源石に対する異様な理解に基づいて行われる儀式です。,アーミヤ
name,杂乱的能量正自源石核心处向外渗透、漫溢出去，笼罩在这个街区。,阿米娅,0,,,,,,,混沌としたエネルギーが源石の核から外へ浸透し、溢れ出してこの地区を覆っています。,アーミヤ
name,难以想像仪式源头高浓度的法术漩涡会对生物产生多大影响。,阿米娅,0,,,,,,,儀式の源となる高濃度の魔術渦が生物にどれほどの影響を及ぼすか想像しがたいです。,アーミヤ
name,无论是对自己还是对敌人......生命活动的迹象都会被能量波逐渐曳离。,阿米娅,0,,,,,,,自分自身や敵に対しても……生命活動の兆候がエネルギー波によって徐々に引き離されます。,アーミヤ
name,这并不符合现代战术的需求，带来的损失有时候会比可能取得的战果还大。,阿米娅,0,,,,,,,これは現代の戦術のニーズに合わず、被る損失は時に得られる戦果より大きくなります。,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,“食人”。,凯尔希,0,,,,,,,「食人」です。,ケルシー
name,这个说法耸人听闻，只是，这个仪式确实被这样称呼过。,凯尔希,0,,,,,,,この呼称は衝撃的ですが、この儀式は確かにそう呼ばれていました。,ケルシー
name,参照它可怖的杀伤力和不谙内情者将之称为“巫术”的行为，把发生装置叫作祭坛，也不奇怪。,凯尔希,0,,,,,,,その恐ろしい殺傷力と内情を知らない者が「呪術」と呼ぶ行為を参考に、起動装置を祭壇と呼ぶのも不思議ではありません。,ケルシー
character,,char_002_amiya_1#7,0,,,,,,,,
name,我......我不觉得普通的萨卡兹雇佣兵能使用这种法术。,阿米娅,0,,,,,,,私……私は普通のサカズ傭兵がこのような魔術を使えるとは思いません。,アーミヤ
name,只有在卡兹戴尔汲取法术知识和战争经验的人，才有可能成功施行这种仪式，实施者甚至不用是个术师。,阿米娅,0,,,,,,,カズデールで魔術知識と戦争経験を積んだ者だけが、この儀式を成功させる可能性があり、実施者は必ずしも術師である必要はありません。,アーミヤ
name,但他......他只会是卡兹戴尔的萨卡兹，而不是流浪在大地各处的萨卡兹后裔。,阿米娅,0,,,,,,,ですが彼は……彼はカズデールのサカズであり、地をさまようサカズの子孫ではありません。,アーミヤ
name,......凯尔希医生，第二套防护装置，是不是设计来抵消这种萨卡兹法术的影响的？,阿米娅,0,,,,,,,……ケルシードクター、第2の防護装置は、このようなサカズの魔術の影響を打ち消すために設計されたのですか？,アーミヤ
character,,char_003_kalts_1,0,,,1,,,char_002_amiya_1#7,,
name,不完全是。仪式蕴含的能量远超我们设计所能承受的最大限度。,凯尔希,0,,,,,,,完全ではありません。この儀式に含まれるエネルギーは我々の設計限界をはるかに超えています。,ケルシー
name,正是在这片遭天灾洗劫的城市上，这种仪式才能顺利运行。,凯尔希,0,,,,,,,まさにこの天災で荒廃した都市でこそ、この儀式は円滑に機能します。,ケルシー
name,我们的防护不能抵消敌人仪式的影响，这个法术的威力与它的古老程度无法分割。,凯尔希,0,,,,,,,我々の防護は敵の儀式の影響を打ち消すことはできません。この魔術の威力はその古さと切り離せません。,ケルシー
name,我们只能稍微削减它的杀伤力，在扫清整片区域后破坏它。,凯尔希,0,,,,,,,我々はわずかにその殺傷力を削減し、区域を掃討した後に破壊するしかありません。,ケルシー
name,萨卡兹的仪式往往不只是在挑战一种现代技术。,凯尔希,0,,,,,,,サカズの儀式はしばしば単なる現代技術への挑戦ではありません。,ケルシー
name,它几乎是要重新挑战这片大地上的其它文明，就像历史上萨卡兹们谋划过的一样。,凯尔希,0,,,,,,,それはほぼこの大地にある他の文明への再挑戦であり、歴史上サカズが企てたことと同様です。,ケルシー
decision,这是个比喻。,,1,1,,,,1,,これは比喩です。,
predicate,,,0,,1,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,是。但萨卡兹的历史不是比喻。,凯尔希,0,,,,,,,はい。しかしサカズの歴史は比喩ではありません。,ケルシー
name,守卫切尔诺伯格核心城不只是普通的整合运动，这点我已经和你讨论过了。,凯尔希,0,,,,,,,チェルノバーグ中心都市の防衛は単なる普通の統合運動ではないことは、すでにあなたと話しました。,ケルシー
name,也许整合运动确实依靠“神经网络”中的各个“中枢”来进行大规模的整体运作。,凯尔希,0,,,,,,,統合運動は確かに「神経ネットワーク」のそれぞれの「中枢」によって大規模な連携運営を行っているかもしれません。,ケルシー
name,但是在如今这种纯粹的推进战略中，整合运动将一反常态。,凯尔希,0,,,,,,,しかし現在のこの純粋な進攻戦略では、統合運動は異常な行動を取るでしょう。,ケルシー
name,想想看，如果是不擅长对抗感染者的士兵，不知道如何与萨卡兹战斗的现代武装进入了核心城......,凯尔希,0,,,,,,,考えてみてください、感染者に対抗するのが不得手な兵士、サカズと戦う方法を知らない現代兵器が中心都市に入ったら……,ケルシー
name,他们将在这里惨败。,凯尔希,0,,,,,,,彼らはここで惨敗するでしょう。,ケルシー
character,,char_002_amiya_1#7,0,,,,,,,,
name,......明白。,阿米娅,0,,,,,,,……分かりました。,アーミヤ
name,那么......我想一想......,阿米娅,0,,,,,,,それでは……少し考えさせてください……,アーミヤ
name,......博士，凯尔希医生。,阿米娅,0,,,,,,,……ドクター、ケルシードクター。,アーミヤ
name,敌人施行萨卡兹法术的位置，一定是重要据点，或是交通要道的枢纽处。,阿米娅,0,,,,,,,敵がサカズの魔術を行う場所は、必ず重要な拠点か交通の要衝です。,アーミヤ
name,他们比我们更熟悉这片区域，所有我们可通行的路径，他们会比我们更早发现......他们的布防一定早于我们的行动。,阿米娅,0,,,,,,,彼らは私たちよりこの地域に詳しく、通れる全ての道を私たちより早く見つけ……布陣は私たちの行動よりも早いはずです。,アーミヤ
name,我们拥有的唯一优势，就是情报。我们已经了解了敌人的分布，敌人却对我们一无所知。,阿米娅,0,,,,,,,私たちの唯一の利点は情報です。敵の配置は把握していますが、敵は私たちのことを何も知りません。,アーミヤ
name,......所以我们要迅速击溃据守在这片区域里的敌人。用时越少，我们越安全。不要让他们有联系其他守卫的机会。,阿米娅,0,,,,,,,……だからこそ、この地域に拠点を置く敵を迅速に撃破しなければなりません。時間が短ければ短いほど安全です。彼らに他の守備隊と連絡を取る隙を与えてはいけません。,アーミヤ
name,放弃伏击敌人的想法。我们不能在这里浪费过多时间。,阿米娅,0,,,,,,,敵を待ち伏せする考えは諦めてください。ここで時間を浪費するわけにはいきません。,アーミヤ
character,,char_003_kalts_1,0,,,1,,,char_002_amiya_1#7,,
name,可以，我会帮助你们进行突袭。,凯尔希,0,,,,,,,分かりました、私は皆さんの奇襲を支援します。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1,,
name,唔，嗯......我想......,阿米娅,0,,,,,,,うーん、ええと……私、考えています……,アーミヤ
name,医生，你看，我想，如果是......,阿米娅,0,,,,,,,ドクター、見てください、私、もし……,アーミヤ
character,,char_003_kalts_1,0,,,,,,,,
name,——好的。,凯尔希,0,,,,,,,——わかりました。,ケルシー
name,如果你们不需要我的协助，博士。,凯尔希,0,,,,,,,もし私の支援が不要なら、ドクター。,ケルシー
decision,嗯？,,3,1,,,,1;2;3,,え？,
decision,......,,3,2,,,,1;2;3,,……,
decision,有什么我能帮上忙的？,,3,3,,,,1;2;3,,何か私にできることはありますか？,
predicate,,,0,,1;2;3,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,请你帮助阿米娅指挥。,凯尔希,0,,,,,,,アーミヤの指揮をサポートしてください。,ケルシー
name,战况就由你们自己判断。,凯尔希,0,,,,,,,戦況はあなたたち自身で判断してください。,ケルシー
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1#7,,
