command,text,name,option_number,option_value,references,image,values,jp_text,jp_name
character,,avg_npc_090,0,,,,,,
name,做什么？！你们要......要离开阵地？！,罗德岛干员,0,,,,,何を？！君たちは……陣地を離れるつもりか？！,ロドスオペレーター
character,,avg_npc_058,0,,,,,,
name,罗德岛的，看清楚！,盾卫,0,,,,,ロドスの者たちよ、よく見ろ！,盾衛
name,我们就是战争的阵地！我们在哪里，阵线就在哪里！前进！,盾卫,0,,,,,我々こそが戦争の陣地だ！我々のいる場所こそが前線だ！前進！,盾衛
character,,char_1002_nsabr_1,0,,,,,,
name,这样不行的，我们的队伍跟不上！,整合运动成员,0,,,,,こんなことじゃ駄目だ、我々の隊列がついていけない！,統合運動メンバー
character,,avg_npc_058,0,,,,,,
name,我们会顶住，找机会做掉他们，你们就能跟上！,盾卫,0,,,,,我々が持ちこたえ、チャンスを見つけて彼らを仕留める、お前たちも追いつけるはずだ！,盾衛
character,,avg_npc_059,0,,,,,,
name,幻影弩手们，做得到吗？,罗德岛近卫干员？,0,,,,,ファントムクロスボウたち、できるか？,ロドス近衛オペレーター？
character,,avg_npc_016,0,,,,,,
name,......,幻影弩手,0,,,,,……,ファントムクロスボウ
name,没了队长，我们没什么优势。,幻影弩手,0,,,,,隊長がいなければ、我々には利点がほとんどありません。,ファントムクロスボウ
character,,avg_npc_058,0,,,,,,
name,但你们可以做到！,盾卫,0,,,,,だがお前たちならできる！,盾衛
character,,avg_npc_016,0,,,,,,
name,对。,幻影弩手,0,,,,,はい。,ファントムクロスボウ
name,浮士德队长为了我们连命都可以不要。,幻影弩手,0,,,,,フォイエルシュタット隊長は我々のために命すら惜しまない。,ファントムクロスボウ
name,......如果那个罗德岛的兔子真的可以为队长报仇，那我们的命也确实不算什么！,幻影弩手,0,,,,,……あのロドスのウサギが本当に隊長の仇を討てるなら、我々の命など確かに些細なものだ！,ファントムクロスボウ
character,,avg_npc_042,0,,,,,,
name,不。,迷迭香,0,,,,,いいえ。,ローズマリー
name,不用这样的。,迷迭香,0,,,,,そんなことはしなくていいです。,ローズマリー
character,,avg_npc_016,0,,,,,,
name,啊......罗德岛的......,幻影弩手,0,,,,,ああ……ロドスの……,ファントムクロスボウ
character,,avg_npc_042,0,,,,,,
name,直接轰炸他们的阵地，是吗？,迷迭香,0,,,,,直接彼らの陣地を爆撃するのですね？,ローズマリー
playsound,,,0,,,,,,
name,Raidian，收到信息的话，帮我干扰他们的通讯。,迷迭香,0,,,,,レイディアン、情報を受け取ったら、彼らの通信を妨害して。,ローズマリー
name,一瞬间里让他们的耳机都爆炸就好了。啊，嗯，声音大一点，不是真的爆炸。,迷迭香,0,,,,,一瞬で彼らのイヤホンを爆発させるだけでいい。ああ、うん、ちょっと大きめの音で、本当の爆発じゃないよ。,ローズマリー
name,当然把他们的耳朵炸掉也是可以的。,迷迭香,0,,,,,もちろん、彼らの耳を吹き飛ばすのも構いません。,ローズマリー
name,好的，五秒是吗。,迷迭香,0,,,,,はい、5秒ですね。,ローズマリー
name,四秒，幻影弩手们，准备。,迷迭香,0,,,,,4秒、ファントムクロスボウたち、準備して。,ローズマリー
character,,avg_npc_016,0,,,,,,
name,什么？！,幻影弩手,0,,,,,何？！,ファントムクロスボウ
character,,avg_npc_042,0,,,,,,
name,三秒。Guard，让队伍散开。,迷迭香,0,,,,,3秒。ガード、隊列をばらけさせて。,ローズマリー
character,,avg_npc_059,0,,,,,,
name,......我信你一回。,罗德岛近卫干员？,0,,,,,……一度だけ信じます。,ロドス近衛オペレーター？
character,,avg_npc_042,0,,,,,,
name,盾卫，撤盾。,迷迭香,0,,,,,盾衛、シールドを撤収。,ローズマリー
character,,avg_npc_058,0,,,,,,
name,你会暴露！,盾卫,0,,,,,お前は露見するぞ！,盾衛
character,,avg_npc_042,0,,,,,,
name,也没关系。,迷迭香,0,,,,,それでも構いません。,ローズマリー
character,,char_1002_nsabr_1,0,,,,,,
name,可是，游击队兄弟......,整合运动成员,0,,,,,でも、ゲリラの兄弟たち……,統合運動メンバー
character,,avg_npc_042,0,,,,,,
name,一秒。,迷迭香,0,,,,,1秒。,ローズマリー
character,,avg_npc_058,0,,,,,,
name,肯把命托付给我们的人，我们的命，当然也由她！,盾卫,0,,,,,命を託してくれる者ならば、我々の命も当然彼女に！,盾衛
character,,avg_npc_016,0,,,,,,
name,啊，那些混在整合运动里的家伙突然倒下了！,幻影弩手,0,,,,,ああ、あの統合運動に紛れた奴らが突然倒れた！,ファントムクロスボウ
character,,avg_npc_042,0,,,,,,
name,三把。,迷迭香,0,,,,,3発。,ローズマリー
dialog,,,0,,,,,,
character,,,0,,,,,,
,Guard曾经思考过很多次这个问题。,,0,,,,,ガードは何度もこの問題について考えたことがある。,
,现在他又再一次问自己，罗德岛那些拥有奇异力量的干员们，那些能够主宰战场的干员们，自己究竟该怎么看待他们？,,0,,,,,今また彼は自問する、ロドスのあの奇妙な力を持つオペレーターたち、戦場を支配する彼らを、自分はどう見ればいいのか？,
,后来，Ace给了他一个答案。Scout给了他一个答案。现在迷迭香，Rosmontis，也给了他一个答案。,,0,,,,,後に、エースが彼に答えをくれた。スカウトが答えをくれた。今、ローズマリー、ロズモンティスが答えをくれている。,
,巨剑砸向了敌人的火炮，萨卡兹雇佣兵抬起手中巨弩，Guard不禁大喊出声。,,0,,,,,巨大な剣が敵の火砲を破壊し、サカズの傭兵が手にした巨大な弩を掲げ、ガードは思わず声を上げた。,
character,,avg_npc_059,0,,,,,,
name,盾卫，举盾！保护迷迭香！,罗德岛近卫干员？,0,,,,,シールドガード、盾を掲げろ！ローズマリーを守ります！,ロドス近衛オペレーター？
dialog,,,0,,,,,,
character,,,0,,,,,,
,他们是一个小队。他们需要保护，需要协同，需要理解。,,0,,,,,彼らは一つのチームです。彼らは守ること、協力すること、理解し合うことが必要です。,
,他们是人。和自己一样奋战着的人。,,0,,,,,彼らは人間です。自分と同じように戦っている人たちです。,
dialog,,,0,,,,,,
character,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,avg_8_8,,,
blocker,,,0,,,,,,
character,,,0,,,,,,
imagetween,,,0,,,,,,
name,吃下！眼睛很尖，小兄弟！,盾卫,0,,,,,食らえ！目が鋭いな、弟よ！,シールドガード
name,谢谢你，Guard。,迷迭香,0,,,,,ありがとう、ガードさん。,ローズマリー
name,不客气。继续吧，迷迭香。,罗德岛近卫干员？,0,,,,,どういたしまして。続けてください、ローズマリーさん。,ロドス近衛オペレーター？
name,盾卫们，小队干员们，感染者们......,迷迭香,0,,,,,シールドガードの皆さん、チームのオペレーターの皆さん、感染者たち……,ローズマリー
name,朋友，家人......,迷迭香,0,,,,,友人、家族……,ローズマリー
name,我们会回家。我们打赢他们，阿米娅打败塔露拉，然后我们回家。,迷迭香,0,,,,,私たちは家に帰ります。私たちが彼らに勝ち、ドクターがタルラを倒したら、そのあと家に帰ります。,ローズマリー
dialog,,,0,,,,,,
stopmusic,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,,,,
background,,,0,,,bg_graduatecore,,,
blocker,,,0,,,,,,
delay,,,0,,,,,,
playmusic,,,0,,,,,,
,我在哪里？,,0,,,,,私はどこにいますか？,
,我该回去了。,,0,,,,,私は帰らなければなりません。,
,有一些冷......,,0,,,,,少し寒い……,
,那些黑影是怎么回事呀？,,0,,,,,あの黒い影は一体何でしょう？,
dialog,,,0,,,,,,
blocker,,,0,,,,,,
,啊，想起来了，它们快要冻死了，所以我把什么分给了它们。,,0,,,,,ああ、思い出しました。彼らは凍えそうで、だから私は何かを分けてあげました。,
,唔，好冷。,,0,,,,,うう、寒い。,
,我把什么分给了它们？,,0,,,,,私は何を彼らに分けてあげたのでしょう？,
,想不起来了。好像是很重要的东西。好像有人告诉我绝对不要把这东西交给别人。,,0,,,,,思い出せません。たしか大事なものでした。誰かに絶対にこれを渡してはいけないと言われた気がします。,
,那我为什么......会给它们？,,0,,,,,ではなぜ……渡してしまったのでしょう？,
,是因为这东西不重要吗？应该不是吧。如果太冷的话，我也会消失的。,,0,,,,,それはこれが重要でないから？そうではないでしょう。あまりに寒ければ、私だって消えてしまいます。,
,......,,0,,,,,……,
,我知道了。,,0,,,,,わかりました。,
,是因为我的朋友们一定会这样做的。,,0,,,,,私の友達ならきっとそうするからです。,
,我的朋友......,,0,,,,,私の友人……,
dialog,,,0,,,,,,
blocker,,,0,,,,,,
,有很严厉的人。他会把我当朋友吗？,,0,,,,,厳しい人がいます。彼は私を友達と思ってくれますか？,
,有会给我唱歌的人。我很久没听她唱歌了。,,0,,,,,私に歌を歌ってくれる人がいます。彼女の歌を久しく聞いていません。,
,有眼神很凶的人。但她做的东西很好吃。,,0,,,,,目つきは厳しい人もいます。でも彼女の作るものはとても美味しいです。,
,有我最重要的人。是她告诉我可以去哪里。但是......我不明白。我实在是不太明白。,,0,,,,,私にとって一番大切な人がいます。彼女がどこへ行けるか教えてくれました。でも……私はよくわからないのです。どうしてもわかりません。,
,还有不说话的人。,,0,,,,,そして、話さない人もいます。,
dialog,,,0,,,,,,
blocker,,,0,,,,,,
,有什么来了。,,0,,,,,何かが来ました。,
,好多黑色的影子。,,0,,,,,たくさんの黒い影が。,
,它们要做什么？,,0,,,,,彼らは何をするつもりですか？,
,它们也要我的生命吗？,,0,,,,,彼らは私の命も欲しいのですか？,
,对，生命。,,0,,,,,はい、命です。,
,生命是......重要的。,,0,,,,,命は……大切なものです。,
,是这样吗？,,0,,,,,そうなのでしょうか？,
,生命这东西，有用吗？,,0,,,,,命というものは、役に立つのでしょうか？,
,黑色的影子，离我好近。,,0,,,,,黒い影が私のすぐ近くにいます。,
,......它们是来夺走我的生命的吗？,,0,,,,,……彼らは私の命を奪いに来たのですか？,
dialog,,,0,,,,,,
blocker,,,0,,,,,,
background,,,0,,,bg_graduatecore,,,
blocker,,,0,,,,,,
delay,,,0,,,,,,
decision,那是......什么？,,1,1,,,1,あれは……何ですか？,
predicate,,,0,,1,,,,
character,,char_003_kalts_1,0,,,,,,
name,退后一些，博士。别上前去。,凯尔希,0,,,,,少し下がってください、ドクター。近づかないでください。,ケルシー
name,我们还是来晚了。,凯尔希,0,,,,,私たちはやはり遅すぎました。,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
dialog,,,0,,,,,,
character,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,avg_8_20,,,
blocker,,,0,,,,,,
character,,,0,,,,,,
imagetween,,,0,,,,,,
,那已经不是一个感染者了。,,0,,,,,それはもはや感染者ではありません。,
,那是另一种生物。,,0,,,,,それは別の生き物です。,
character,,char_003_kalts_1,0,,,,,,
name,......悲惨。,凯尔希,0,,,,,……悲惨です。,ケルシー
name,这种案例即使是我，也只在过去见过一次。,凯尔希,0,,,,,このようなケースは私でも過去に一度しか見たことがありません。,ケルシー
name,施术者与他的受害者连成一体，肉体与源石结成的山丘上开出易碎的花朵。,凯尔希,0,,,,,術者とその被害者は一体化し、肉体と源石でできた丘の上に脆い花が咲いています。,ケルシー
name,粉末随风飘撒，任何途经那片遭诅咒之地的人都将因沾染粉尘而感染——,凯尔希,0,,,,,粉塵は風に乗り、呪われた地を通る者すべてがその粉塵に触れて感染します――,ケルシー
name,——并且，那个不幸遭害的人将成为新的宿主，去传播更多苦痛与死亡。,凯尔希,0,,,,,――そして、不幸な被害者は新たな宿主となり、さらなる苦痛と死を広めるのです。,ケルシー
decision,你似乎不只是在描述一件往事。,,1,1,,,1,あなたはただ昔話をしているわけではなさそうですね。,
predicate,,,0,,1,,,,
character,,char_003_kalts_1,0,,,,,,
name,任何修辞对这桩惨剧而言都是侮辱，我所说的字字属实。,凯尔希,0,,,,,この惨劇に対するいかなる修辞も侮辱にあたります。私の言葉はすべて事実です。,ケルシー
name,感染源的活力如同毒药，它对生物的毒害不会自然停止。,凯尔希,0,,,,,感染源の活力はまるで毒のようで、生物に対するその毒害は自然には止まらない。,ケルシー
name,那时我暗下决心，绝不让这类事件重演。,凯尔希,0,,,,,その時、私は密かに決意しました。このような事件を二度と繰り返さないと。,ケルシー
name,然而事与愿违，我意识到，这些事情只会在我眼前一次又一次地发生。,凯尔希,0,,,,,しかし、思い通りにはいかず、これらのことは私の目の前で何度も繰り返されると気づきました。,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
name,（低吟）,？？？,0,,,,,（低いうめき）,？？？
character,,char_003_kalts_1,0,,,,,,
name,......它的意识似乎已经陷入了沉睡。它在无意识地宣泄。,凯尔希,0,,,,,……それの意識はすでに眠りに落ちているようです。無意識に感情を吐き出しています。,ケルシー
name,那些没有被它操控的牧群萨卡兹们，似乎也是因为它没有尝试去控制某个个体。,凯尔希,0,,,,,それに操られていない群れのサカズたちは、それが特定の個体を支配しようと試みていないからのようです。,ケルシー
name,自由。,凯尔希,0,,,,,自由。,ケルシー
name,很讽刺。牧群竟然会有自由。,凯尔希,0,,,,,皮肉なものですね。群れに自由があるとは。,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
name,（哼鸣）,？？？,0,,,,,（鼻歌）,？？？
character,,char_003_kalts_1,0,,,,,,
name,！,凯尔希,0,,,,,！,ケルシー
name,果然，它就是源石粉尘大规模扩散的元凶。,凯尔希,0,,,,,やはり、これが源石粉塵の大規模拡散の元凶です。,ケルシー
name,——,凯尔希,0,,,,,――,ケルシー
name,不行。如果牧群萨卡兹最后也会向这个形态转化，损失将不可估量。,凯尔希,0,,,,,ダメです。もし群れのサカズも最終的にこの形態に変化したら、損失は計り知れません。,ケルシー
name,它的粉尘已经不再是一种单纯的源石技艺。它甚至会感染普通人。,凯尔希,0,,,,,その粉塵はもはや単なる源石技術ではありません。一般人にさえ感染します。,ケルシー
name,开满了数座城市的源石花，这种景象我不想再看见。,凯尔希,0,,,,,いくつもの都市を覆う源石の花、この光景はもう見たくありません。,ケルシー
name,博士。 我们要先制服它，停止牧群的扩大，阻止感染的传播。,凯尔希,0,,,,,ドクター。まずはこれを制圧し、群れの拡大を止め、感染の拡散を阻止しなければなりません。,ケルシー
dialog,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,,,,
character,,,0,,,,,,
blocker,,,0,,,,,,
dialog,,,0,,,,,,
decision,它是......？,,1,1,,,1,それは……？,
predicate,,,0,,1,,,,
character,,char_003_kalts_1,0,,,,,,
name,你认识它？,凯尔希,0,,,,,あなたはそれを知っていますか？,ケルシー
decision,是。,,3,1,,,1;2;3,はい。,
decision,不太清楚。,,3,2,,,1;2;3,あまりわかりません。,
decision,不。,,3,3,,,1;2;3,いいえ。,
predicate,,,0,,1;2;3,,,,
name,......,凯尔希,0,,,,,……,
name,我并不清楚你在思考什么，博士。,凯尔希,0,,,,,ドクター、あなたが何を考えているのか私はわかりません。,ケルシー
name,我不是审判者，博士。 我只是个医生。,凯尔希,0,,,,,私は審判者ではありません、ドクター。ただのドクターです。,ケルシー
name,这片大地身患顽疾，如果没有人去医治它，它会产生什么样的后果？,凯尔希,0,,,,,この大地は難病を患っています。誰も治療しなければ、どんな結果になるでしょうか？,ケルシー
name,当然，生物有免疫系统，假使大地有，它也许能从病创中自我修复......,凯尔希,0,,,,,もちろん、生物には免疫システムがあります。もし大地にもそれがあれば、病巣から自己修復するかもしれません……,ケルシー
name,但我们并不能生存在一片更加贫瘠的土地上。它会因此衰弱，而我们会因此而死。,凯尔希,0,,,,,ですが、私たちはより貧しい土地で生きられません。土地が弱まれば、私たちは死に至ります。,ケルシー
name,而我们面前的感染者......,凯尔希,0,,,,,そして目の前の感染者……,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
name,（嘶声）,？？？,0,,,,,（かすれ声）,？？？
character,,char_003_kalts_1,0,,,,,,
name,首先说好，哪怕一种恶疾在现下被人视作绝症，在一个医生眼里那也绝非等同死亡。,凯尔希,0,,,,,まず言っておきますが、どんなに悪い病気が今は不治の病と言われても、ドクターの目には死と同じではありません。,ケルシー
name,“特效药还未面世，患者的生命依然受到严重的威胁”，仅此而已。,凯尔希,0,,,,,「特効薬はまだなく、患者の命は依然重大な脅威にさらされている」ただそれだけです。,ケルシー
name,医生绝不会承认——哪怕所有人都如此确信，医生也不会承认一件事。,凯尔希,0,,,,,ドクターは決して認めません──たとえ皆がそう確信しても、ドクターは一つのことを認めません。,ケルシー
name,“这病无药可医。”,凯尔希,0,,,,,「この病は治療法がない」と。,ケルシー
name,这是借口。这也绝不是医生该使用的借口。,凯尔希,0,,,,,それは言い訳です。それは決してドクターが使うべき言い訳ではありません。,ケルシー
name,无论受到怎么样的威胁，我的医学知识也不会用于与人道相违之处，而所有生命自诞生起，都有尊严。,凯尔希,0,,,,,どんな脅威があろうとも、私の医学知識は人道に反するためには使いません。そしてすべての命は生まれた時から尊厳を持つものです。,ケルシー
name,医治矿石病患者是我的天职，无论感染者被当成是什么。,凯尔希,0,,,,,鉱石病の患者を治療することは私の天職です。感染者が何とされようと。,ケルシー
name,所以，我不会放弃任何一个生命，任何一个还可能被治愈的生命。,凯尔希,0,,,,,だから、決して一つの命も、治癒の可能性がある命も諦めません。,ケルシー
name,但医生也绝不会否认，有一些措施是我们必须采取的，去阻止更多人受到疾病的侵袭。,凯尔希,0,,,,,しかしながら、ドクターは否定しません。いくつかの措置は取らなければならず、多くの人が病に侵されるのを防ぐべきだと。,ケルシー
name,感染者不能成为别人的工具，任何人都不能操控一个生命。,凯尔希,0,,,,,感染者は他人の道具となってはならず、誰もひとつの命を操ることは許されません。,ケルシー
name,......如果我什么都不做，它会成为一个目标、一种武器、一个借口，如果我们放任它的话，我们并不能向乌萨斯复仇。,凯尔希,0,,,,,……もし私が何もしなければ、それは標的となり、武器となり、口実となるでしょう。放置すれば、私たちはウルサスに復讐できません。,ケルシー
name,相反，乌萨斯的伤口会成为其他人的伤口。,凯尔希,0,,,,,むしろ、ウルサスの傷は他の者の傷へと広がるのです。,ケルシー
name,我们不能放任一种痛苦的挣扎。,凯尔希,0,,,,,私たちは苦しいもがきを放置してはなりません。,ケルシー
name,有些疾病，并不只是普通的医护人员所能医治的。,凯尔希,0,,,,,いくつかの病は、普通の医療従事者だけでは治療できません。,ケルシー
name,这片大地向他们施加的一切，只会在某些时候被变本加厉地倾泻给其他人。,凯尔希,0,,,,,この大地が彼らに与えるすべては、時に加速度的に他者に受け継がれてしまいます。,ケルシー
name,——医生所能做的也就只有这么多。,凯尔希,0,,,,,――ドクターができることはそれだけです。,ケルシー
name,想要去拯救更多生命......,凯尔希,0,,,,,もっと多くの命を救いたいなら……,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
name,（鸣叫）,？？？,0,,,,,（鳴き声）,？？？
character,,char_003_kalts_1,0,,,,,,
name,就要做下决定。,凯尔希,0,,,,,決断しなければなりません。,ケルシー
dialog,,,0,,,,,,
character,,,0,,,,,,
,静谧。,,0,,,,,静寂。,
,干员们戴着过滤系统，他们沉重的呼吸声清晰可闻。,,0,,,,,オペレーターたちはフィルターシステムを着けており、重い呼吸音がはっきりと聞こえます。,
dialog,,,0,,,,,,
character,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,avg_8_33,,,
blocker,,,0,,,,,,
character,,,0,,,,,,
imagetween,,,0,,,,,,
name,所以，我们的目标是确定无疑的。,凯尔希,0,,,,,ですから、私たちの目標は確実です。,ケルシー
name,博士，我们要停止核心城的能源供给，在这之前，我们要解决数量不断上涨的牧群，杜绝另一场灾难的发生。,凯尔希,0,,,,,ドクター、私たちはコアシティのエネルギー供給を停止しなければなりません。その前に、増え続ける群れを解決し、もう一つの災害の発生を防ぐ必要があります。,ケルシー
name,Mon3tr，起来！,凯尔希,0,,,,,Mon3tr、起きてください！,ケルシー
name,......我们的时间不多了。这种结局......甚至称不上是挽救。那些萨卡兹牧群的结局已经注定了。,凯尔希,0,,,,,……私たちの時間はもうあまりありません。この結末は……救済とは呼べないものです。あのサカズの群れの結末はすでに決まっています。,ケルシー
dialog,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,,,,
blocker,,,0,,,,,,
dialog,,,0,,,,,,
,凯尔希静静地站在那里，注视着已不能被再称作是感染者的白色结晶。,,0,,,,,ケルシーは静かに立ち、もはや感染者とは呼べない白い結晶を見つめていました。,
,你身上有多少疤痕？她问到。,,0,,,,,あなたにはどれだけの傷跡がありますか？彼女は尋ねました。,
,你并不知道她是在问那只颤抖不已的生物，还是在自问自答。,,0,,,,,あなたは彼女が震える生物に問っているのか、それとも自分自身に問いかけているのか分かりません。,
,白色的生物张开双臂。,,0,,,,,白い生物が両腕を広げました。,
dialog,,,0,,,,,,
character,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,avg_8_20,,,
blocker,,,0,,,,,,
character,,,0,,,,,,
imagetween,,,0,,,,,,
,你们想要什么？,,0,,,,,あなたたちは何を望んでいるのですか？,
,它想要向前挪行，脆弱的双翼却支不起它自己的身体。,,0,,,,,それは前に進もうとしますが、脆い翼は自分の体を支えられません。,
,声音从它的喉咙里流泻出来，像是呜咽，汇成恐怖的河。,,0,,,,,声がその喉から流れ出し、すすり泣くようで、恐ろしい川のように流れ込みました。,
dialog,,,0,,,,,,
character,,,0,,,,,,
decision,我感觉不太对。,,2,1,,,1;2,何かが正しくないと感じます。,
decision,真是......美丽的生物。,,2,2,,,1;2,本当に……美しい生き物です。,
predicate,,,0,,1,,,,
character,,char_003_kalts_1,0,,,,,,
name,你的预感是正确的。那不是一个普通的感染生物，那是......这场大规模感染的起源。,凯尔希,0,,,,,あなたの予感は正しいです。あれは普通の感染生物ではなく、これは……この大規模感染の起源です。,ケルシー
predicate,,,0,,2,,,,
character,,char_003_kalts_1,0,,,,,,
name,非自然的生物，大多出自美学。,凯尔希,0,,,,,非自然的な生物は、多くが美学から生まれています。,ケルシー
name,但是，别被外表欺骗，无论它有多美，它都是周遭这一切惨状的元凶。,凯尔希,0,,,,,しかし、外見に騙されてはいけません。どんなに美しくても、それはこの周囲のすべての惨状の元凶です。,ケルシー
predicate,,,0,,1;2,,,,
name,......,凯尔希,0,,,,,……,
name,它在唱歌。,凯尔希,0,,,,,それは歌っています。,ケルシー
dialog,,,0,,,,,,
blocker,,,0,,,,,,
image,,,0,,,,,,
