command,text_orig,name,option_number,option_value,references,focus,image,values,name2,index,text,jp_text,jp_name,text_match
name,他们都为了自己的一处容身之地粉身碎骨，我呢？,星熊,0,,,,,,,174,他们都为了自己的一处容身之地粉身碎骨，我呢？,彼らはみな自分の居場所のために粉々に砕かれ、私は？,星熊,True
name,我看着他们一个个消失，被捶打成齑粉，甚至是我动的手，他们的梦想被我亲手砸得粉碎。,星熊,0,,,,,,,175,我看着他们一个个消失，被捶打成齑粉，甚至是我动的手，他们的梦想被我亲手砸得粉碎。,私は彼らが一人また一人と消えていくのを見ました。粉々に打ちのめされ、私の手によって、彼らの夢は私の手で砕かれました。,星熊,True
name,他们不是爱着龙门。他们是无处容身。最后的最后，也是我让他们无处容身。,星熊,0,,,,,,,176,他们不是爱着龙门。他们是无处容身。最后的最后，也是我让他们无处容身。,彼らは龍門を愛しているのではありません。居場所がないのです。最後の最後には、それも私が彼らに居場所を与えなかったのです。,星熊,True
name,你不能再走了，老陈。,星熊,0,,,,,,,177,你不能再走了，老陈。,もう行くことはできませんよ、陳ドクター。,星熊,True
name,......,陈,0,,,,,,,178,......,......,陳,True
name,你连阿发的死，连那么多为了龙门城死去的人......都可以装作没看到？,陈,0,,,,,,,179,你连阿发的死，连那么多为了龙门城死去的人......都可以装作没看到？,あなたはアファの死も、龍門城のために死んだ多くの人も……見て見ぬふりができるのですか？,陳,True
name,别觉得自己很懂。,星熊,0,,,,,,,180,别觉得自己很懂。,自分がよくわかっていると思わないでください。,星熊,True
name,我和他们处的时间比你久得多，我对他们的理解比你深得多。,星熊,0,,,,,,,181,我和他们处的时间比你久得多，我对他们的理解比你深得多。,私は彼らと過ごした時間があなたよりずっと長く、彼らのことをあなたよりずっと深く理解しています。,星熊,True
name,但保护龙门是我的职责。不管谁拦在我面前，我的职责，从来没变。,陈,0,,,,,,,182,但保护龙门是我的职责。不管谁拦在我面前，我的职责，从来没变。,しかし、龍門を守るのは私の職務です。誰が目の前に立ちふさがろうと、私の職務は決して変わりません。,陳,True
name,还当自己是陈警司？你的职责是谁给你的？,星熊,0,,,,,,,183,还当自己是陈警司？你的职责是谁给你的？,まだ自分を陳警司だと思っているのですか？あなたの職務は誰が与えたのですか？,星熊,True
name,我自己。,陈,0,,,,,,,184,我自己。,自分自身です。,陳,True
name,......我都不知道你是不是想把这话说给自己听。,星熊,0,,,,,,,185,......我都不知道你是不是想把这话说给自己听。,……それは自分に言っているのか私にもわかりません。,星熊,True
name,你看看你，一个人就救得了龙门？一个人杀得了所有整合运动？耍脾气要有个限度。,星熊,0,,,,,,,186,你看看你，一个人就救得了龙门？一个人杀得了所有整合运动？耍脾气要有个限度。,よく見てください。あなた一人で龍門を救えますか？一人で全ての統合作戦を潰せますか？わがまもほどほどにしてください。,星熊,True
name,挺有意思。之前是你去执行魏先生的命令，因为你能理解他。现在，变了，是我来执行魏先生的命令，只因为现在我更理解魏先生一点。,星熊,0,,,,,,,187,挺有意思。之前是你去执行魏先生的命令，因为你能理解他。现在，变了，是我来执行魏先生的命令，只因为现在我更理解魏先生一点。,結構面白いですね。以前はあなたがドクター・ウェイの命令を実行していました、あなたが彼を理解できるからです。今は変わって、私がドクター・ウェイの命令を実行しています。ただ今の方が彼を少しでも深く理解しているからです。,星熊,True
name,我大概猜得到魏先生的办法。既然有人要死，魏先生只会想自己去。你是陈家血脉，这件事过后，你不会受牵连。,星熊,0,,,,,,,188,我大概猜得到魏先生的办法。既然有人要死，魏先生只会想自己去。你是陈家血脉，这件事过后，你不会受牵连。,ドクター・ウェイの方法は大体察しがつきます。誰かが死ぬなら、ドクター・ウェイは自分が行くことを望むでしょう。あなたは陳家の血筋です、この件が終わればあなたは巻き込まれません。,星熊,True
name,你说他——,陈,0,,,,,,,189,你说他——,彼のことをおっしゃいましたか——,陳,True
name,魏先生宁愿自己死，也不愿意你死。,星熊,0,,,,,,,190,魏先生宁愿自己死，也不愿意你死。,ドクター・ウェイは自分が死ぬことを望み、あなたが死ぬことは望んでいません。,星熊,True
name,你把他想得太好了。,陈,0,,,,,,,191,你把他想得太好了。,あなたは彼のことを良い人すぎると思い込みすぎです。,陳,True
name,你可能也把他想得太不是东西了，老陈。,星熊,0,,,,,,,192,你可能也把他想得太不是东西了，老陈。,もしかするとあなたも彼をひどい奴だと思い込みすぎているのかもしれませんよ、古参の陳さん。,星熊,True
name,如果他想死，那就去死好了。可他死了又能解决得了什么？能有什么用？难道战争就不会开始了？难道龙门就不会首当其冲了？,陈,0,,,,,,,193,如果他想死，那就去死好了。可他死了又能解决得了什么？能有什么用？难道战争就不会开始了？难道龙门就不会首当其冲了？,もし彼が死にたいなら、死ねばいい。でも彼が死んだところで何が解決する？何の意味がある？戦争は始まらないのか？龍門は先に攻撃されないのか？,陳,True
name,他死，龙门不会被人迁怒。我想所有的责任都会随着他本人的死烟消云散。,星熊,0,,,,,,,194,他死，龙门不会被人迁怒。我想所有的责任都会随着他本人的死烟消云散。,彼が死ねば、龍門が責められることはありません。すべての責任は彼の死とともに煙のように消え去ると思います。,星熊,True
name,怎么可能会这么顺利？,陈,0,,,,,,,195,怎么可能会这么顺利？,そんなに上手くいくはずがありません。,陳,True
name,当然不那么顺利。所以，他要你接班近卫局。,星熊,0,,,,,,,196,当然不那么顺利。所以，他要你接班近卫局。,もちろんそう簡単ではありません。だから彼はあなたに近衛局を引き継いでほしいのです。,星熊,True
name,你会接他的班。近卫局局长的位子迟早是你的，下一步，你会成为这座城市的主人。,星熊,0,,,,,,,197,你会接他的班。近卫局局长的位子迟早是你的，下一步，你会成为这座城市的主人。,あなたが彼の後を継ぐ。近衛局長の座は遅かれ早かれあなたのものです。次の一歩として、あなたはこの街の支配者になるでしょう。,星熊,True
name,你该去把前前后后的问题，上上下下的遗毒，全都解开。,星熊,0,,,,,,,198,你该去把前前后后的问题，上上下下的遗毒，全都解开。,あなたはこの過去の問題や根深い毒をすべて解きほぐすべきです。,星熊,True
name,我清楚魏先生想做的事。他一直在等一个时候，他的眼神和他的手段，从我认识他那天开始就没变过。,星熊,0,,,,,,,199,我清楚魏先生想做的事。他一直在等一个时候，他的眼神和他的手段，从我认识他那天开始就没变过。,私はドクター・ウェイが何をしたいのかよくわかっています。彼はずっと機会を待っていて、彼の眼差しも手段も、私が彼を知ったあの日から変わっていません。,星熊,True
dialog,,,0,,,,,,,200,,,,False
blocker,,,0,,,,,,,201,,,,False
image,,,0,,,,avg_7_3,,,202,,,,False
imagetween,,,0,,,,,,,203,,,,False
blocker,,,0,,,,,,,204,,,,False
name,......,陈,0,,,,,,,205,......,......,陳,True
name,龙门还需要你，龙门也不希望你冒这个险。,星熊,0,,,,,,,206,龙门还需要你，龙门也不希望你冒这个险。,龍門はまだあなたを必要としていますし、龍門もあなたにそんな危険を冒してほしくありません。,星熊,True
name,我只感觉到一阵恶心。,陈,0,,,,,,,207,我只感觉到一阵恶心。,私はただ吐き気を感じるだけです。,陳,True
