command,text,name,focus,image,name2,jp_text,jp_name
background,,,,bg_lungmen_o,,,
blocker,,,,,,,
character,,char_2005_weiyw_1#5,,,,,
name,出去吧。,魏彦吾,,,,出て行け。,魏彦吾
character,,avg_npc_038,,,,,
name,是，魏公。,？？？,,,,はい、魏公。,？？？
character,,char_2005_weiyw_1#5,,,,,
name,我说过......别再那么称呼我。,魏彦吾,,,,言っただろう……もうそんな呼び方はするなと。,魏彦吾
character,,avg_npc_038,,,,,
name,是。随时听候您的吩咐。,？？？,,,,はい。いつでもご命令をお待ちしております。,？？？
dialog,,,,,,,
playsound,,,,,,,
character,,,,,,,
delay,,,,,,,
playmusic,,,,,,,
character,,char_2006_weiywfmzuki_1,,,,,
name,......,文月,,,,……,
name,凯尔希小姐和阿米娅妹妹，在你们说话前，我能先和他说上两句吗？,文月,,,,ケルシーさんとアーミヤさん、お話の前に、彼に二言三言お伝えしてもよろしいでしょうか？,文月
character,,char_2006_weiywfmzuki_1,2,,char_002_amiya_1,,
name,嗯，您说吧，文月小姐。,阿米娅,,,,はい、どうぞお話しください、文月さん。,アーミヤ
character,,char_2006_weiywfmzuki_1,2,,char_003_kalts_1,,
name,请便。,凯尔希,,,,どうぞ。,ケルシー
character,,char_2006_weiywfmzuki_1,,,,,
name,我们相处很多年了，魏彦吾。,文月,,,,私たちは長い年月を共にしてきました、魏彦吾。,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,为什么说这个——为什么是现在？,魏彦吾,,,,なぜそれを言う――なぜ今なのですか？,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,我可是能从你眼睛里看出你在想什么的。,文月,,,,私はあなたの目を見れば、考えていることがわかります。,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,......文月。,魏彦吾,,,,……文月。,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,哎，哎。我向来都看得出。,文月,,,,ええ、ずっとわかっていました。,文月
name,我知道龙门对你来说是你的一切，你的心血你的梦想。,文月,,,,ロドスはあなたにとってすべて、あなたの努力と夢であることを知っています。,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,不，文月......,魏彦吾,,,,いいえ、文月……,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,但今天这一切不是你想要的吧？,文月,,,,しかし、今のこのすべてはあなたの望むものではありませんよね？,文月
name,啊，（东国语道歉）。我不是在说我们进退两难的处境。,文月,,,,あっ、（東國語で謝罪）。私が言っているのは、我々の袋小路な状況のことではありません。,文月
name,我说的是......你这拿自己一切换来的繁荣。,文月,,,,私が言いたいのは……あなたがすべてを捧げて手に入れた繁栄のことです。,文月
name,你已经失去两位亲人了。不，用你的话说，三位，甚至是十几位。,文月,,,,あなたはすでに二人の親族を失いました。いや、あなたの言葉を借りれば三人、多い時は十数人です。,文月
name,现在你总不会还想让自己的侄女也死在那吧？,文月,,,,今さら、自分の姪もあそこで死なせたいとは思っていないでしょう？,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,她痛恨影卫们。一旦让他们去抓陈，她只会拼死反抗。,魏彦吾,,,,彼女は影衛を憎んでいます。彼らにチェンを捕まえさせれば、彼女は必死に抵抗するでしょう。,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,不，魏彦吾......我也不是在说这个。,文月,,,,違います、魏彦吾……それについて言っているのではありません。,文月
name,你不后悔吗？你要让她们两个全都死在异国的城市吗？,文月,,,,後悔していませんか？あなたは彼女たち二人を外国の都市で死なせようとしているのですか？,文月
name,感染者又怎么了？成了感染者，她们就不是你的侄女了？,文月,,,,感染者だからってどうしたのですか？感染者になったからといって、彼女たちはもうあなたの姪ではないのですか？,文月
name,如果我们有了孩子，难道也会被你这样对待......？,文月,,,,もし私たちに子供ができたら、同じように扱うのですか……？,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,我所做的一切都是为了让这片土地能够变得更好，也从没要陈晖洁去做该我做的事情。,魏彦吾,,,,私がしたすべてはこの土地を良くするためであり、チェン・フェイジエに私の仕事を押し付けたことは一度もありません。,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,但她就是这个性子！,文月,,,,でも彼女はそういう性格なんです！,文月
name,不，对她隐瞒，只是在她的心上继续割肉而已。她只会觉得自己不属于这里......,文月,,,,いいえ、彼女に隠し続けることは、彼女の心にさらに傷を刻むだけです。彼女は自分がここに属していないと感じるでしょう……,文月
name,你期望她去做的那些事情，太遥远了，太难了。,文月,,,,あなたが彼女にしてほしいことは、あまりにも遠く、あまりにも難しいのです。,文月
character,,char_2005_weiyw_1#5,1,,char_2006_weiywfmzuki_1,,
name,那我能够停手吗？,魏彦吾,,,,では私が手を引くことはできますか？,魏彦吾
name,我身后的这些人，我脚下的这座城，我与他们角力了那么久，却也只能搏到这种结果。,魏彦吾,,,,私の背後にいる人々、この街で私は長い間戦ってきましたが、この結果が精一杯です。,魏彦吾
name,......龙门能允许我停手吗？,魏彦吾,,,,……ロドスは私が手を引くことを許すでしょうか？,魏彦吾
name,是她想要这么做，是她想要正本清源，是她想要这座城邦不再是我治下的模样。,魏彦吾,,,,それを望んでいるのは彼女です。彼女は本来の姿に戻したい。その都市国家が私の治める形でなくなることを望んでいます。,魏彦吾
name,我只是教她如果那么做，需要些什么，又要放弃什么。,魏彦吾,,,,私はただ、もしそうするなら何が必要で、何を捨てなければならないかを教えただけです。,魏彦吾
character,,char_2005_weiyw_1#5,2,,char_2006_weiywfmzuki_1,,
name,行了，行了。还解释些什么，耳朵都起茧子了。,文月,,,,もういい、もういい。説明はもう十分、耳がたくさんできていますよ。,文月
name,我去把她抓回来。我可不能看着她去送死。,文月,,,,私が彼女を連れ戻します。彼女を死なせるわけにはいきません。,文月
name,你做不了的事，我来做。,文月,,,,あなたにできないこと、私がやります。,文月
character,,char_2005_weiyw_1#4,1,,char_2006_weiywfmzuki_1,,
name,荒唐！不许......！,魏彦吾,,,,とんでもない！許さない……！,魏彦吾
name,我已经拟好了方案。我会把她带回来，而你，文月，你不准走出这里一步。,魏彦吾,,,,私はもう計画を立てました。彼女を連れ戻します、そしてあなた、文月、ここから一歩も出てはいけません。,魏彦吾
character,,char_2005_weiyw_1#4,2,,char_2006_weiywfmzuki_1,,
name,嚯，你要拦我？,文月,,,,ほう、私を止めるつもり？,文月
name,（东国语）？！,文月,,,,（東国語）？！,文月
character,,char_003_kalts_1,,,,,
name,唔哦。,凯尔希,,,,うーん。,ケルシー
character,,char_002_amiya_1#6,1,,char_003_kalts_1,,
name,啊？医生，文月小姐刚说了什么？,阿米娅,,,,あの、ドクター、文月さんは先ほど何とおっしゃいましたか？,アーミヤ
character,,char_002_amiya_1#6,2,,char_003_kalts_1,,
name,如果不是她提，我都快不记得东国有这么粗鲁的词汇了。,凯尔希,,,,彼女が言わなければ、東国にそんな乱暴な言葉があることすら忘れていました。,ケルシー
character,,char_2005_weiyw_1#4,2,,char_2006_weiywfmzuki_1,,
name,魏彦吾，是不是忘了我是谁？,文月,,,,魏彦吾、私が誰だか忘れたのか？,文月
character,,char_2005_weiyw_1#4,1,,char_2006_weiywfmzuki_1,,
name,文月，我有底线。,魏彦吾,,,,文月、私には限度がある。,魏彦吾
character,,char_2005_weiyw_1#4,2,,char_2006_weiywfmzuki_1,,
name,你还记不记得自己是谁？,文月,,,,自分が誰だかまだ分かっているのか？,文月
character,,char_2005_weiyw_1#4,1,,char_2006_weiywfmzuki_1,,
name,文月......！,魏彦吾,,,,文月……！,魏彦吾
character,,char_002_amiya_1,1,,char_003_kalts_1,,
name,......医生，我觉得......,阿米娅,,,,……ドクター、私、思います……,アーミヤ
name,（魏彦吾先生，是不是非常在乎文月小姐？）,阿米娅,,,,（魏彦吾さんは、文月さんのことをとても気にかけているのではないでしょうか？）,アーミヤ
character,,char_002_amiya_1,2,,char_003_kalts_1,,
name,（对文月来说亦然。也许......）,凯尔希,,,,（文月にとっても同じことでしょう。もしかすると……）,ケルシー
dialog,,,,,,,
character,,,,,,,
stopmusic,,,,,,,
blocker,,,,,,,
background,,,,bg_lungmen_o,,,
blocker,,,,,,,
character,,char_2006_weiywfmzuki_1,1,,char_003_kalts_1,,
name,好了，罗德岛的二位。请罗德岛帮助龙门城和小陈，要多少钱？,文月,,,,よし、ロドスの二人。ロドスがロドゲート城とシャオチェンを助けるなら、いくらかかりますか？,文月
name,我来出这个钱。,文月,,,,この費用は私が出します。,文月
character,,char_2005_weiyw_1#2,1,,char_2006_weiywfmzuki_1,,
name,你......,魏彦吾,,,,お前……,魏彦吾
character,,char_2006_weiywfmzuki_1,2,,char_002_amiya_1,,
name,文月小姐真要这样委托吗？,阿米娅,,,,文月さん、本当にこのようにご依頼なさいますか？,アーミヤ
character,,char_2006_weiywfmzuki_1,,,,,
name,要的。,文月,,,,はい。,文月
name,虽然这么说不大好，但我家这位今天确实不在状态。,文月,,,,こう言うのはよくありませんが、うちの者は今日は確かに調子が良くないのです。,文月
name,或者说，对方的计谋实在是有点出乎我们意料，把他看重的东西全算计到了。,文月,,,,むしろ、相手の策略は私たちの予想を超えていて、彼が大事にしているものを全て計算に入れていました。,文月
name,对方不仅了解龙门，还非常了解他。,文月,,,,相手はロドゲートだけでなく、彼のことを非常によく理解しているのです。,文月
character,,char_2005_weiyw_1#4,1,,char_2006_weiywfmzuki_1,,
name,文月，不可再多言！,魏彦吾,,,,文月、これ以上は喋るな！,魏彦吾
character,,char_2005_weiyw_1#4,2,,char_2006_weiywfmzuki_1,,
name,你管我？！,文月,,,,お前に関係あるか？！,文月
character,,char_2006_weiywfmzuki_1,,,,,
name,医生，开价吧。我付得起。,文月,,,,ドクター、値段を言ってください。私が払えます。,文月
character,,char_003_kalts_1,,,,,
playmusic,,,,,,,
name,文月小姐所说，我已经听懂了。钱不是必要的，只是二位现在，能不能稍稍听我说两句？,凯尔希,,,,文月さんの話は理解しました。お金は必要ありません。ただ、お二人は今、少しだけ私の話を聞いていただけませんか？,ケルシー
character,,char_2005_weiyw_1,1,,char_003_kalts_1,,
name,......医生。,魏彦吾,,,,……ドクター。,魏彦吾
character,,char_2005_weiyw_1,2,,char_003_kalts_1,,
name,也许我不该在这时候进言。但恕我直言，龙门需要一些外力的帮助。,凯尔希,,,,もしかすると、このタイミングで進言するのは適切ではないかもしれません。しかし失礼を承知で申し上げますと、龍門は外部の力を必要としております。,ケルシー
name,文月小姐，我可以继续说下去吗？,凯尔希,,,,文月さん、続きをお話ししてもよろしいでしょうか？,ケルシー
character,,char_2006_weiywfmzuki_1,1,,char_003_kalts_1,,
name,你说吧。我可没有管别人说什么的习惯。,文月,,,,お話しください。私は他人の言うことに左右されることはありませんから。,文月
character,,char_2005_weiyw_1,1,,char_2006_weiywfmzuki_1,,
name,......荒唐......,魏彦吾,,,,……荒唐です……,魏彦吾
character,,char_003_kalts_1,,,,,
name,罗德岛只是一家制药公司。,凯尔希,,,,ロドスはただの製薬会社です。,ケルシー
name,只是，这片大地的形势不允许任何人逍遥自在，何况是在市场、人事、政治倾向和国家利益中，均可能树敌无数的制药公司。,凯尔希,,,,しかし、この地の情勢は誰にも自由を許さず、市場、人事、政治的傾向、国家の利益の中で敵を無数に作り得る製薬会社などなおさらです。,ケルシー
name,在各个国家的夹缝间游走，对于我们而言，也是无奈之举。,凯尔希,,,,各国の狭間で立ち回ることは、我々にとってもやむを得ない選択です。,ケルシー
name,当我们面对各个势力施加给我们的巨大压力时，我们需要自己独特的制衡手段......,凯尔希,,,,各勢力からの大きな圧力に直面した時、我々は独自の均衡手段を必要とします……,ケルシー
name,不过，这些手段起效的前提是——这些出谋划策者的大脑中，切实还残留着哪怕一丝理智。,凯尔希,,,,ですが、これらの手段が機能する条件として――それらの策士たちの頭脳にわずかでも理性が残っていることが必要です。,ケルシー
name,所以，在特殊状况随时都会发生的今日，我们罗德岛也必须准备好相应的对策。,凯尔希,,,,ですので、特殊な状況がいつでも起こり得る今日、我々ロドスも相応の対策を準備しなければなりません。,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,说重点。,魏彦吾,,,,要点を話してください。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,我有一个建议。,凯尔希,,,,提案がございます。,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,希望你的建议确实有用。,魏彦吾,,,,あなたの提案が実際に役立つことを願います。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,魏先生，我不知道该不该向您透露这些信息。,凯尔希,,,,魏様、この情報をお伝えしてよいのか迷っています。,ケルシー
name,请您相信，凭龙门的实力与魏先生的本领，想消灭罗德岛只需要一个眼神。,凯尔希,,,,龍門の実力と魏様の腕前からすれば、ロドスを一瞬で消し去ることができるとお信じください。,ケルシー
name,我们的设备再先进，也没办法和魏先生手下的队伍相提并论。,凯尔希,,,,いくら設備が先進的でも、魏様の部下の隊には到底敵いません。,ケルシー
name,如果忤逆您的意思，罗德岛一定血流成河。,凯尔希,,,,もし魏様の意に背けば、ロドスは血の海になることでしょう。,ケルシー
name,......,凯尔希,,,,……,
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,请说。你与阿米娅小姐大可放心，我没有余力再去针对罗德岛。,魏彦吾,,,,話してください。あなたとアーミヤさんはご安心ください。私はロドスを再び狙う余力はありません。,魏彦吾
name,所以，没什么好忌讳的。,魏彦吾,,,,ですから、何も遠慮することはありません。,魏彦吾
character,,char_003_kalts_1,,,,,
name,好的。,凯尔希,,,,かしこまりました。,ケルシー
name,在我们与魏先生第一次交流时，魏先生也对我们拥有的武装力量十分好奇。,凯尔希,,,,私たちと魏様が初めて交流したとき、魏様は私たちの武装勢力に非常に興味を示されました。,ケルシー
name,现在我可以坦白：就像刚才我说的那样，在这方面，罗德岛根本不配与龙门比较。,凯尔希,,,,今、率直に申し上げますと、先ほど言った通り、この点でロドスは龍門と比較するに値しません。,ケルシー
name,只是，无论是多强的武装力量都会被局势束缚，之间的区别，仅在于程度不一而同。,凯尔希,,,,ただ、いかに強い武装力でも情勢に縛られるものであり、差はあれど程度の問題にすぎません。,ケルシー
name,即使是您的队伍，被人捆住手脚也一样无处发挥。哪怕是您亲自上阵，对方依然有办法拿到你的把柄。,凯尔希,,,,たとえ魏様の隊であっても手足を縛られれば力を発揮できません。魏様ご本人が出陣されても、相手には弱みを掴まれる方法があるはずです。,ケルシー
name,事实上，我的同僚曾在一场筹款晚会上遇见过科西切公爵与她的养女。,凯尔希,,,,実は、私の同僚があるチャリティ晩餐会でコシチェ公爵と彼の養女に出会いました。,ケルシー
name,不是人口买卖的会场，也并非纵欲狂欢的贵族娱乐。那一次晚会上出席的所有人，都代表着不同的诉求和权力实体。,凯尔希,,,,そこは人身売買の場でもなく、貴族の享楽的な催しでもありませんでした。その晩餐会に出席した者全てが異なる要求と権力を代表していました。,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,......,魏彦吾,,,,……,
name,......继续。,魏彦吾,,,,……続けてください。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,接下来的事情你应该已经有所预见，魏先生。那一次的晚会上，许多优秀的青年人凭他们的理论和构想，获得了他们应得的价码——,凯尔希,,,,次の出来事はお察しの通りかと思います、魏様。その晩餐会で、多くの優秀な若者たちが理論や構想によって相応の報酬を得ました――,ケルシー
name,但塔露拉没有。也正是如此，我与我的同僚都没有想到，这个少女会成长为今天的整合运动领袖。,凯尔希,,,,ですが、タルーラはそうではありませんでした。だからこそ、私も同僚も、この少女が今日の統合運動のリーダーに成長するとは思わなかったのです。,ケルシー
name,事实上......我们早该想到，因为科西切公爵只在必要的场合出现，只做必要的事，除此之外，无声无息。,凯尔希,,,,実際のところ……私たちはもっと早く気付くべきでした。コシチェ公爵は必要な場面でしか姿を現さず、必要なことだけを行い、それ以外は沈黙を守るのです。,ケルシー
name,科西切不会展示自身的力量换取协助，塔露拉也没有。之间的关联，魏先生比我们更清楚。,凯尔希,,,,コシチェは力を示して協力を得ることはせず、タルーラもそうしません。その関係については、魏様の方が私たちより詳しいでしょう。,ケルシー
name,科西切公爵并没有把她当作奴隶或是人质。,凯尔希,,,,コシチェ公爵は彼女を奴隷や人質としては扱っていません。,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#4,,
name,她是他的继承人。,魏彦吾,,,,彼女は彼の後継者です。,魏彦吾
character,,char_2005_weiyw_1#4,2,,char_2006_weiywfmzuki_1,,
name,啊？,文月,,,,あれ？,文月
character,,char_2005_weiyw_1#4,,,,,
name,凯尔希医生，你的见闻佐证了我的想法。塔露拉是科西切的继承人。,魏彦吾,,,,ケルシー博士、あなたの知見は私の考えを裏付けています。タルーラはコシチェの後継者です。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#4,,
name,没错，魏先生......,凯尔希,,,,その通りです、魏さん……,ケルシー
name,科西切公爵知道你有什么，也知道你能做什么。塔露拉也一样能。,凯尔希,,,,コシチェ公爵はあなたが何を持ち、何ができるかを知っています。タルーラも同じくそれができます。,ケルシー
name,请将这件事交给我们，魏先生。我们是最适合去解决本次事件的人。,凯尔希,,,,この件は私たちにお任せください、魏さん。私たちがこの事件を解決するに最も適した者です。,ケルシー
name,就像阿米娅之前说的那样，罗德岛与龙门间的正式合作已经结束了。,凯尔希,,,,アーミヤが以前言った通り、ロドスと龍門の正式な協力関係はすでに終了しています。,ケルシー
name,现在，罗德岛的舰船已经离开了龙门接舷区。罗德岛离开龙门之后发生的事，与龙门毫无关联。,凯尔希,,,,現在、ロドスの艦船は龍門の接岸区を離れました。ロドスが龍門を離れた後に起きることは、龍門とは一切関係がありません。,ケルシー
name,阿米娅，可以吗？,凯尔希,,,,アーミヤ、よろしいですか？,ケルシー
character,,char_002_amiya_1,,,,,
name,......没错。,阿米娅,,,,……そうです。,アーミヤ
name,魏先生。我们......并不那么关心龙门城的未来和你的私事。,阿米娅,,,,魏さん。私たちは……龍門の未来やあなたの私的なことにはあまり関心がありません。,アーミヤ
name,但阴谋家利用感染者引发的事件，它带来的那些后果是我们拼尽全力去避免的。,阿米娅,,,,しかし、陰謀者が感染者を利用して引き起こした事件、そのもたらす結果は、私たちが全力で避けようとしているものです。,アーミヤ
name,如果魏先生允许，并且能给出承诺，承诺你不会使用任何武力攻击我们的话——,阿米娅,,,,もし魏さんが許可し、そして私たちに一切の武力攻撃を行わないと約束してくださるなら——,アーミヤ
name,之后的战斗，就会是我们罗德岛的战斗。,阿米娅,,,,その後の戦いは、私たちロドスの戦いになります。,アーミヤ
character,,char_2005_weiyw_1#4,1,,char_002_amiya_1,,
name,我不依靠感染者，也不相信感染者。你们与整合运动的区别，在我看来，只是你们还没与龙门敌对，仅此而已。,魏彦吾,,,,私は感染者に頼らず、感染者を信じてはいません。あなたたちと統合運動の違いは、私の目には、ただ龍門と敵対していないというだけです。それだけのことです。,魏彦吾
name,整合运动之前又是怎么样的面貌？就算我们不记得，却有人记得。他们本不是现在这副模样。,魏彦吾,,,,統合運動は以前どんな姿だったのか？私たちは覚えていなくても、覚えている者がいます。彼らは今のような姿ではありませんでした。,魏彦吾
name,言语可以修饰，意图可以伪装，整合运动再怎么吹嘘自己是改变感染者处境的力量，如今还是成了乌萨斯的炮灰。,魏彦吾,,,,言葉は飾ることができ、意図は偽ることができる。統合運動がいかに自分たちが感染者の立場を変える力だと吹聴しても、今ではウルサスの捨て駒になってしまいました。,魏彦吾
name,此事之后，乌萨斯将会轻松地扑灭整合运动的火。,魏彦吾,,,,この件の後、ウルサスは容易く統合運動の火を消し止めるでしょう。,魏彦吾
name,你们会不会是另一个整合运动？谁能证明，谁能证伪？你们会在什么时候背叛，又会在哪里对我们亮出獠牙？,魏彦吾,,,,君たちが別の統合運動でないと誰が証明できる？誰が否定できる？いつ裏切り、どこで牙をむくのか？,魏彦吾
name,以及，我并不相信你们有解决科西切继承人的实力。,魏彦吾,,,,それに、私は君たちにコシチェ後継者を解決する力があるとは信じていません。,魏彦吾
name,那是科西切公爵......与他为敌且获胜的，这么多年来也只有龙门而已。,魏彦吾,,,,それはコシチェ公爵……彼と敵対し、勝利したのはここ数年龍門だけです。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#4,,
name,魏先生，你打算自己带领武装力量，袭击切尔诺伯格核心城，对吧？,凯尔希,,,,魏さん、あなたは自ら武装勢力を率いてチェルノボーグの中枢都市を襲撃しようとしているのですね？,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,不要妄加猜测。,魏彦吾,,,,憶測で決めつけないでください。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,方才，魏先生——你的观点已经透露了你更深层次的想法。你认为只有你自己能做到这件事。,凯尔希,,,,先ほど、魏さん——あなたの見解はより深い考えを明かしました。あなたは自分だけがこのことを成し遂げられると思っているのです。,ケルシー
name,确实，龙门有这个实力，你也有战胜乌萨斯阴谋的经验。,凯尔希,,,,確かに、龍門にはその実力があり、あなたにもウルサスの陰謀を打ち破った経験があります。,ケルシー
name,而且这一次，你还打算用自己的死来抵消龙门宣战的罪。,凯尔希,,,,そして今回、あなたは自分の死をもって龍門の宣戦布告の罪を相殺しようとしているのですね。,ケルシー
name,如文月小姐所说，你觉得自己做了许多违心的事，你打算用死亡一劳永逸地偿还所有过错。,凯尔希,,,,文月さんがおっしゃるとおり、あなたは多くの心に背くことをしてしまったと感じており、死によってすべての過ちを一気に償おうとしているのです。,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,我一生犯错无数，死亡并不足以偿还，也不知向谁偿还。,魏彦吾,,,,私は一生で数え切れないほどの過ちを犯してきた。死んだところで償いきれず、誰に償うべきかもわからない。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,即使如此，魏先生，你能保证在你死后，真的不会有人迁怒于你吗？,凯尔希,,,,そうは言っても、魏さん、あなたが死んだ後も、本当に誰もあなたに怒りを向けないと保証できますか？,ケルシー
character,,char_003_kalts_1,2,,char_2005_weiyw_1#5,,
name,龙门是大炎要地，我既保下了它，它的繁荣就依然能延续。,魏彦吾,,,,龍門は大炎の重要な拠点です。私はそれを守ってきたのだから、その繁栄は続いていくでしょう。,魏彦吾
character,,char_003_kalts_1,1,,char_2005_weiyw_1#5,,
name,我说的是，文月夫人。,凯尔希,,,,私が言っているのは、文月夫人のことです。,ケルシー
character,,char_002_amiya_1,1,,char_003_kalts_1,,
name,（凯尔希医生......好直白！）,阿米娅,,,,（ケルシー博士……なんてはっきりしているのでしょう！）,アーミヤ
character,,char_2006_weiywfmzuki_1,,,,,
name,医生？！说什么呢！,文月,,,,博士？！何をおっしゃっているのですか！,文月
character,,char_003_kalts_1,,,,,
name,没错，魏先生。我害怕尊夫人会因为你而受到伤害。就算你死了，她也依然是你的遗孀。你知道的事，尊夫人基本上也都知道。,凯尔希,,,,その通りです、魏さん。私は尊夫人があなたのせいで傷つくのを恐れています。あなたが亡くなっても、彼女はなおもあなたの未亡人です。あなたの知っていることは、尊夫人もほとんど知っています。,ケルシー
