command,text,name,focus,image,name2,jp_text,jp_name
name,我拦住了她的刀，嘶的一声，这把剑这么几年来头一次结了霜。,塔露拉,,,,私は彼女の刀を受け止め、シューッという音と共に、この剣がここ数年で初めて霜がつきました。,タルラ
name,她大概也是第一次看到有人能把她的刀切出豁口......,塔露拉,,,,彼女もおそらく、自分の刀に切り欠きを作れる人を見るのは初めてだったでしょう……。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,啊，看得出你很乐意说这段事。你是不是还挺自豪的？,阿丽娜,,,,ああ、その話を嬉しそうに話しているのがわかります。かなり誇りに思っていらっしゃるのではありませんか？,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,也没......好吧确实......呃，这个孩子，躲在牧栏后面的那个，她叫什么？,塔露拉,,,,別に……いや、確かに……えっと、あの子、柵の後ろに隠れている子は、名前は何でしたっけ？,タルラ
character,,avg_npc_079,,,,,
name,柳包芙。别在这偷听，柳巴！下节课我就读故事给你们听。,阿丽娜,,,,リュウ・パオフーです。ここで盗み聞きしないでくださいね、リュウバ！次の授業で皆さんにお話を読み聞かせますね。,アリーナ
name,没错，就讲个灰色森林里的鬼魂故事吧......很可怕的故事！,阿丽娜,,,,そうです、灰色の森の幽霊の話にしましょう……とても怖いお話ですよ！,アリーナ
name,去帮老师拿些木屑来，好吗？用篮子装。谢谢你。,阿丽娜,,,,先生に木屑を少し取ってきてくれますか？かごに入れてくださいね。ありがとうございます。,アリーナ
name,之后呢？,阿丽娜,,,,それから、どうしますか？,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,霜星......阿丽娜，你也知道，这可是霜星。她的名字比我更早在西北冻原感染者术师间传开。,塔露拉,,,,フロストスター……アリーナ、あなたもご存知の通り、彼女はフロストスター。彼女の名前は私よりも早く西北凍原の感染者の術師たちの間に広まりました。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,我以为你不喜欢别人把你的名字说来说去。,阿丽娜,,,,あなたは自分の名前があちこちで言われるのをあまり好まないと思っていました。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,如果有人拿这个名字去威胁别人，我当然不乐意。但要是战士们听到这个名字就想挑战我本人，那挺好。,塔露拉,,,,誰かがこの名前で他人を脅かすなら、もちろん気分は良くありません。でも、戦士たちがこの名前を聞いて私本人に挑戦したいと思うなら、それはいいことです。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,和你不一样，霜星可不会接受什么挑战。这样想，你真的把她惹火了。,阿丽娜,,,,あなたとは違って、フロストスターは挑戦を受け付けません。そう考えると、あなたは本当に彼女を怒らせたのですね。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,她是感染者里顶尖的术师，顶尖的那种小队指挥，也是感染者里最强的战士。,塔露拉,,,,彼女は感染者の中でもトップクラスの術師で、最高の小隊指揮官でもあり、感染者の中で最強の戦士でもあります。,タルラ
name,......不要误会，我没冲着这个目标去。,塔露拉,,,,……誤解しないでくださいね、私はその目標に向かって行ったわけではありません。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,可在很多人眼里，你们是有相像之处的。孩子们有的说想以后变得像霜星一样，也有的说想当你这样的英雄呢。,阿丽娜,,,,でも多くの人の目には、あなたたちは似ています。子どもたちは将来フロストスターのようになりたいと言う子もいれば、あなたのような英雄になりたいと言う子もいます。,アリーナ
character,,avg_npc_079,2,,avg_npc_078,,
name,停，停。我真的不喜欢这个词。你呢，阿丽娜，你又是怎么想的？,塔露拉,,,,やめて、やめて。本当にその言葉は好きじゃない。アリーナ、あなたはどう思いますか？,タルラ
character,,avg_npc_079,1,,avg_npc_078,,
name,在我眼里每个人都不一样。,阿丽娜,,,,私の目には、みんなそれぞれ違います。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,我总觉得你就是会这么说。,塔露拉,,,,あなたはそう言うだろうなといつも思っています。,タルラ
name,其实，我也不太知道霜星小时候过的是怎样的生活，她的教养很好，可能她过得还不错。,塔露拉,,,,実は、フロストスターが子どもの頃どんな生活をしていたのかよく知りませんが、彼女は教養があり、おそらくいい生活をしていたのでしょう。,タルラ
name,可别让任何一个孩子经历我经历的这些。,塔露拉,,,,でも、誰ひとりとして私と同じ経験をしてほしくはありません。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,你也很有教养。,阿丽娜,,,,あなたもとても教養がありますね。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,我不愿意提这事。,塔露拉,,,,そのことは話したくありません。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,......塔露拉，我们谁也不知道这片大地留给他们的遭遇，会不会比我们遇见过的更荒唐。,阿丽娜,,,,……タルラ、私たち誰もこの大地が彼らに与える運命が、私たちが経験したものよりもさらに理不尽かどうかはわかりません。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,丧气话。,塔露拉,,,,弱気な言葉です。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,这也是我想做老师的原因。,阿丽娜,,,,それが私が先生になりたい理由でもあります。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,我的“老师”可不是你这样子的。,塔露拉,,,,私の“先生”はあなたのような方ではありません。,タルラ
name,......我明白你的意思了。你是说霜星也许也......,塔露拉,,,,……あなたの言いたいことはわかりました。あなたはフロストスターももしかすると……。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,谁知道呢。没有一个感染者的人生是相同的。,阿丽娜,,,,誰がわかるでしょうか。同じ感染者の人生はひとつとしてありません。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,总之，和霜星争执过后，我就再也没敢在技巧训练上懈怠过。别说法术，剑术也是。这些我可都不能输给她。,塔露拉,,,,とにかく、フロストスターと争ってからは、技術訓練を絶対に怠らなくなりました。術のことは言うまでもなく、剣術もです。これらは全部、彼女には負けられませんから。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,你和她打了一架我知道了，然后呢？,阿丽娜,,,,あなたが彼女と喧嘩したことは分かりました。それからどうしたのですか？,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,撑到她气消了，她才告诉我这事她不做主。,塔露拉,,,,彼女の怒りが収まるまで待って、ようやくこの件は彼女の判断ではないと教えてくれました。,タルラ
character,,avg_npc_079,1,,avg_npc_078,,
name,那就只有一个人能做主了。,阿丽娜,,,,それなら、決定できるのは一人だけですね。,アリーナ
character,,avg_npc_079,2,,avg_npc_078,,
name,就像你说的这样，是的。在我们这场斗殴结束后没过多久......,塔露拉,,,,あなたがおっしゃった通りです。ええ。私たちの喧嘩が終わってまもなく……,タルラ
name,......从城市的另一端走来了一个......,塔露拉,,,,……街の反対側から一人の……,タルラ
name,......人。,塔露拉,,,,……人が歩いてきたのです。,タルラ
character,,avg_npc_079,1,,avg_npc_078,,
name,回想一下都那么费力？,阿丽娜,,,,思い出すのもそんなに大変なのですか？,アリーナ
character,,avg_npc_078,,,,,
name,应该说是第一眼印象太震撼，使得我只能想方设法挑一些词给你。,塔露拉,,,,一目見た印象があまりに衝撃的過ぎて、言葉を選ぶのに苦労しました。,タルラ
name,中午的阳光倾洒在他身上，居然照不化他身上淤泥一样的黑色。,塔露拉,,,,正午の太陽の光が彼の体に降り注いでいるのに、泥のように黒い彼から光を奪えなかったのです。,タルラ
name,我正和霜星说着我的计划，我说到我会联系上其他城市的感染者。,塔露拉,,,,私はシュアンシンと計画について話していて、他の街の感染者と連絡を取るつもりだと言いました。,タルラ
name,我想要调集资金建造或者谋取小型的移动城市，我邀请他们加入计划......,塔露拉,,,,資金を集めて小型の移動都市を造るか獲得し、彼らを計画に招待しようと思っていました……,タルラ
name,我看到他的影子。我说不下去了。,塔露拉,,,,その時彼の影を見て、言葉が続きませんでした。,タルラ
character,,avg_npc_079,1,,avg_npc_078,,
name,为什么停下？,阿丽娜,,,,なぜ話をやめたのですか？,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,我可不那么有自信。,塔露拉,,,,私はそんなに自信があるわけではありません。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,你也会没自信？我从来没见你不自信过。,阿丽娜,,,,あなたが自信を失うなんて？これまでそんな姿を見たことがありません。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#2,,
name,那可是......爱国者。,塔露拉,,,,それは……ドクターですから。,タルラ
character,,avg_npc_079,1,,avg_npc_078#2,,
name,你没能说服他。,阿丽娜,,,,あなたは彼を説得できなかったのですね。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#3,,
name,到现在都没有。,塔露拉,,,,今のところはまだです。,タルラ
name,后面的事你都清楚，在我和霜星那场“友善的研讨”之后，我们的队伍成功和游击队合流了。,塔露拉,,,,その後のことはあなたもご存じの通り、私とシュアンシンの“友好的な議論”の後、私たちのチームは無事にゲリラ隊と合流しました。,タルラ
character,,avg_npc_079,1,,avg_npc_078#3,,
name,挺好的。再怎么说，在听说能和游击队一起走以后，我们这里许多感染者都很高兴。,阿丽娜,,,,良かったです。何と言っても、ゲリラ隊と共に行動できると聞いて、こちらの多くの感染者は喜びました。,アリーナ
name,这两年来我们过得比以前好，你的选择没有错。这回你是对的，塔露拉。,阿丽娜,,,,この二年間、以前より良くなりました。あなたの選択は間違っていませんでした。今回あなたは正しいです、タルラさん。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#3,,
name,可......我想，游击队并不是看重我和其他的感染者战士，只是他们......无法忽视和我们一起同行的其他感染者。,塔露拉,,,,でも……私が思うに、ゲリラ隊は私たち感染者戦士自身を評価しているわけではなく、彼らは……私たちと一緒に来ている他の感染者を無視できないだけなのです。,タルラ
character,,avg_npc_079,1,,avg_npc_078#3,,
name,那更没必要丧气了。因为你也是这么想的。,阿丽娜,,,,だからこそ落ち込む必要はありません。あなたもそう思っているのですから。,アリーナ
character,,avg_npc_079,2,,avg_npc_078#3,,
name,但两年了。事情没有一点进展。,塔露拉,,,,しかし二年が経ちました。事態は少しも進展していません。,タルラ
character,,avg_npc_079,1,,avg_npc_078#3,,
name,这样吧，塔露拉，你是从什么时候开始觉得爱国者不认同你的？,阿丽娜,,,,では、タルラさん、ドクターがあなたを認めていないと感じ始めたのはいつからですか？,アリーナ
character,,avg_npc_079,2,,avg_npc_078#3,,
name,一年多前......在我们和游击队合流后不久。直到现在。,塔露拉,,,,一年以上前……私たちがゲリラ隊と合流した直後からです。今に至るまで。,タルラ
dialog,,,,,,,
blocker,,,,,,,
character,,,,,,,
background,,,,bg_snowconutry_2,,,
blocker,,,,,,,
delay,,,,,,,
character,,char_1505_frstar_1#10,,,,,
name,这不可能。,霜星,,,,これはありえません。,霜星
name,我们甚至不知道冻原上还有多少感染者活在乌萨斯的混蛋统治下，在这时候和游击队说城市的那些感染者，太早了。,霜星,,,,私たちは凍原にどれだけの感染者がウサスの野郎どもの支配下で生きているかさえ知らないのに、今の時点で遊撃隊に都市の感染者の話をするのは早すぎます。,霜星
character,,avg_npc_078,,,,,
name,我们不是要抛弃冻原的感染者。否则我怎么会带他们一起走？,塔露拉,,,,私たちは凍原の感染者を見捨てるつもりはありません。そうでなければ、どうして彼らを連れて行くでしょうか？,タルラ
name,我们迟早有一天要回来。我们的目标是让乌萨斯，不，整片大地的感染者团结起来......,塔露拉,,,,私たちは遅かれ早かれ戻ってきます。私たちの目標はウサス、いや、この大地全体の感染者を団結させることです……。,タルラ
name,也许我们身处不同的地方，但是我们对自己境遇的不甘没有区别。,塔露拉,,,,もしかすると私たちは違う場所にいますが、自分たちの境遇に対する不満は変わりません。,タルラ
name,我在某座城市中的朋友把这种行为叫做“整合”。,塔露拉,,,,ある都市の友人はその行動を「統合」と呼んでいます。,タルラ
name,他呼吁感染者团结起来，自称“整合运动”，围绕同一个信念，抗议乌萨斯现在这种对感染者的残酷统治。,塔露拉,,,,彼は感染者に団結を呼びかけ、「統合運動」と自称し、同じ信念のもとでウサスの感染者に対する残酷な支配に抗議しています。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,我们也应该找机会抗议一下冻原上乌萨斯士兵对矿场的压榨，这说不定能让他们痛改前非。,霜星,,,,私たちも凍原のウサス兵士による鉱山の搾取に抗議する機会を探すべきです。それで彼らが痛改前非するかもしれません。,霜星
name,塔露拉，不说乌萨斯的百姓，我们只说军队，乌萨斯军是不会放过我们任何人的。,霜星,,,,タルラ、ウサスの一般市民はさておき、軍隊だけでも、ウサス軍は私たちの誰も許しません。,霜星
name,如果你去南方是为了“抗议”，那我们不如直接去找一个师团送命。,霜星,,,,もし君が南に行くのが「抗議」のためなら、私たちはむしろ師団に突撃して死を覚悟する方がましだ。,霜星
character,,avg_npc_078,,,,,
name,乌萨斯不是一块铁板。这是我们的机会。整合运动所要做的是传递信念，只是我看到了更多机会。我们还要传递一个信号。,塔露拉,,,,ウサスは鉄板のように固くはありません。これは私たちのチャンスです。統合運動が伝えたいのは信念ですが、私はもっと多くのチャンスを見ています。私たちはもう一つの信号を伝える必要があります。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,什么信号？,霜星,,,,どんな信号ですか？,霜星
character,,avg_npc_078,,,,,
name,“你们并不孤单。”,塔露拉,,,,「あなたたちは一人じゃありません。」,タルラ
character,,char_1505_frstar_1#10,,,,,
name,——,霜星,,,,——,霜星
character,,avg_npc_078,,,,,
name,你很清楚我们在冻原上只是会消耗自己的力量。我们需要走出冻原。,塔露拉,,,,私たちは凍原にいるだけで力を消耗してしまうことはよくわかっています。私たちは凍原を出る必要があります。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,我不决定这种事。,霜星,,,,私はそんなことを決める立場にはありません。,霜星
character,,avg_npc_078,,,,,
name,你还不愿意决定这种事。,塔露拉,,,,あなたはまだそれを決めたくないのですね。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,如果离去的代价是死亡，我的性命除了能换一两条乌萨斯士兵的命以外也没什么用。,霜星,,,,もし離れる代償が死だとしても、私の命はウサス兵一、二人の命と交換できるだけで、他には価値がありません。,霜星
name,但我们身边的人呢？,霜星,,,,でも私たちの周りの仲間はどうでしょう？,霜星
name,塔露拉，你没有带兄弟姐妹在身边。我不会让他们送死。,霜星,,,,タルラ、あなたは兄弟姉妹を連れていません。私は彼らを死なせはしません。,霜星
name,不过我觉得那个是对的。,霜星,,,,でも、それは正しいと思います。,霜星
character,,avg_npc_078,,,,,
name,哪一个？,塔露拉,,,,どれですか？,タルラ
character,,char_1505_frstar_1#10,,,,,
name,告诉感染者他们并不孤单。,霜星,,,,感染者に彼らが一人ではないと伝えることです。,霜星
name,在雪原上我们花了太多时间在一件事上。,霜星,,,,雪原で私たちは一つのことにあまりにも多くの時間を費やしました。,霜星
name,找寻朋友。,霜星,,,,友を探すこと。,霜星
name,但是，去联合城市的感染者？,霜星,,,,しかし、都市の感染者を統合しに行く？,霜星
name,看来从大城市来的青年确实更喜欢幻想一点。,霜星,,,,大都市から来た若者は確かに夢見がちのようです。,霜星
character,,avg_npc_078,,,,,
name,我还不想被你嘲笑，霜星。,塔露拉,,,,私はまだあなたに嘲笑されるつもりはありません、霜星さん。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,我不嘲笑你。你很强，你带着他们走了很长的路，和我们一样。,霜星,,,,私はあなたを嘲笑っているわけではありません。あなたは強い。あなたは彼らを連れて長い道のりを歩いてきた。私たちと同じように。,霜星
name,但向南方去就是种幻想。,霜星,,,,しかし南へ向かうのは幻想です。,霜星
name,游击队在壮大，但我们是感染者。,霜星,,,,遊撃隊は拡大していますが、私たちは感染者です。,霜星
name,我们没剩下几年时间......而你的联合又需要多少年......,霜星,,,,私たちの時間はそう長くありません……そしてあなたの統合にはどれだけの年月が必要なのか……。,霜星
character,,avg_npc_078,,,,,
name,正因如此——,塔露拉,,,,だからこそ――,タルラ
dialog,,,,,,,
character,,char_1505_frstar_1#10,,,,,
name,爸？,霜星,,,,お父さん？,霜星
dialog,,,,,,,
character,,,,,,,
playsound,,,,,,,
character,,avg_npc_025_1#3,,,,,
delay,,,,,,,
character,,avg_npc_078,,,,,
name,啊......,塔露拉,,,,あ……,タルラ
name,爱国者先生？,塔露拉,,,,パトリオット様ですか？,タルラ
character,,,,,,,
,爱国者在篝火旁坐下。和塔露拉不断在脑海中模拟的场景一样，爱国者只是坐下，一言不发，注视着篝火。,,,,,愛国者は焚き火のそばに座った。タルーラが絶えず頭の中でシミュレーションしていた場面のように、愛国者はただ座って、何も言わず、焚き火をじっと見つめていた。,
character,,char_1505_frstar_1#10,,,,,
name,......,霜星,,,,……,霜星
name,没事的。你继续说。,霜星,,,,大丈夫です。続けてくださいませ。,霜星
image,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
image,,,,avg_8_3,,,
imagetween,,,,,,,
blocker,,,,,,,
name,正因为我们不剩下多少时间了。,塔露拉,,,,私たちに残された時間があまり多くないからこそです。,タルラ
name,南方有丰产的田地，有适宜的温度，有四季变化，有新鲜的食物。,塔露拉,,,,南には豊かな耕地があり、適した温度があり、四季があり、新鮮な食べ物があります。,タルラ
name,资源，教育，前景......,塔露拉,,,,資源、教育、展望……,タルラ
name,以及未来。,塔露拉,,,,そして未来も。,タルラ
name,——未来？,霜星,,,,――未来？,霜星
name,霜星，我很可能知道你的想法。,塔露拉,,,,霜星、私はおそらくあなたの考えがわかります。,タルラ
name,我的想法已经写在脸上了。我不知道什么叫做“未来”。,霜星,,,,私の気持ちは顔に出ています。私は「未来」というものがわかりません。,霜星
name,留给我们的时间确实不多，我们能够踏足的地方也不会有多少。,塔露拉,,,,私たちに残された時間は確かに少なく、足を踏み入れられる場所も多くはありません。,タルラ
name,但感染者应该有未来。属于未来的感染者的，属于我们之后的人的。,塔露拉,,,,しかし、感染者には未来があるべきです。未来に属する感染者の、私たちの後に続く人たちの未来です。,タルラ
name,霜星......我们给那些感染者找一个家。,塔露拉,,,,霜星……私たちはあの感染者たちに家を見つけましょう。,タルラ
name,可以不被乌萨斯的感染者纠察队骚扰的地方，不被乌萨斯军队所包围的地方。,塔露拉,,,,ウルサスの感染者監視隊に邪魔されず、ウルサス軍に包囲されない場所を。,タルラ
name,你也很清楚，带着感染者一起会让游击队的行动受阻。但我们不会放弃他们。,霜星,,,,あなたもご存じの通り、感染者を連れているとゲリラの行動は妨げられるでしょう。しかし、彼らを見捨てることはありません。,霜星
name,这将是条艰难的道路。,霜星,,,,これは困難な道になるでしょう。,霜星
dialog,,,,,,,
blocker,,,,,,,
character,,,,,,,
image,,,,,,,
blocker,,,,,,,
character,,avg_npc_078,,,,,
name,至少，我们在死前创造的那些希望，是可以留给其他人的。,塔露拉,,,,少なくとも、私たちが死ぬ前に築いた希望は、他の人に残すことができます。,タルラ
name,以及，如果我们推翻乌萨斯现在这个感染者制度......,塔露拉,,,,そして、もし私たちが今のウルサスの感染者制度を覆せば……,タルラ
name,一切都会改变。,塔露拉,,,,すべてが変わるでしょう。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,我们势单力薄。,霜星,,,,私たちは力が足りません。,霜星
name,如果你不是感染者，你会和我握手吗？,霜星,,,,もしあなたが感染者でなければ、私と握手してくださいますか？,霜星
character,,avg_npc_078,,,,,
name,那我们就从握手开始做起。,塔露拉,,,,ならば、私たちは握手から始めればいいのです。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,......你说的这些，可能......,霜星,,,,……あなたがおっしゃったことは、おそらく……,霜星
name,爸？你去哪？,霜星,,,,パパ？どこに行くのですか？,霜星
character,,,,,,,
character,,avg_npc_025_1#3,,,,,
name,已经够了。,爱国者,,,,もう十分です。,パトリオット
dialog,,,,,,,
character,,,,,,,
playsound,,,,,,,
delay,,,,,,,
character,,avg_npc_078#3,,,,,
name,先生......,塔露拉,,,,先生……,タルラ
character,,char_1505_frstar_1#10,,,,,
name,哎。,霜星,,,,ええ。,霜星
name,别太在意。,霜星,,,,あまり気にしないでください。,霜星
dialog,,,,,,,
blocker,,,,,,,
character,,,,,,,
background,,,,bg_snowconutry_1,,,
blocker,,,,,,,
delay,,,,,,,
character,,avg_npc_079#4,,,,,
name,他可能只是在考虑。,阿丽娜,,,,彼はただ考えているだけかもしれません。,アリーナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,那他也确实考虑很久了。,塔露拉,,,,確かに彼は長い間考えているのです。,タルラ
name,两年来，我和他的所有谈话也都只是关于队伍建设和接下来的安排。他从来没有一次问起我有关的计划。,塔露拉,,,,この二年間、彼とのすべての会話はチーム編成や今後の予定に関するものでした。彼は一度も私の計画について尋ねたことがありません。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,塔露拉，不管他是在嘲笑你还是在反对你——啊，我觉得他不太像是个会嘲笑别人的人——你都会等下去的。我有没有说错？,阿丽娜,,,,タルラ、彼があなたを嘲笑しているのか反対しているのかわかりませんが——ああ、彼は人を嘲笑うような人ではないと思います——あなたは待ち続けるでしょう。私の言い間違いでしょうか？,アリーナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,想走出冻原，我们不能没有游击队的力量。我会坚持。,塔露拉,,,,凍原を抜け出したいなら、私たちはゲリラ隊の力が必要です。私は諦めません。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,因为他是冻原感染者的希望？,阿丽娜,,,,彼は凍原感染者の希望だからですか？,アリーナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,我以为你不会这么说。如果是你应该......不会这么说？,塔露拉,,,,あなたはそんなこと言わないと思っていました。もしあなたなら……言わないのですか？,タルラ
character,,avg_npc_079,1,,avg_npc_078,,
name,我就是想知道你的想法。,阿丽娜,,,,ただあなたの考えを知りたかったのです。,アリーナ
character,,avg_npc_079,2,,avg_npc_078,,
name,......我想，是因为他才是那个冻原感染者团结的象征。,塔露拉,,,,……私の考えでは、彼こそが凍原感染者たちの団結の象徴だからです。,タルラ
name,这个象征是没办法被传递到下一代手里的。,塔露拉,,,,この象徴は次の世代に譲ることはできません。,タルラ
stopmusic,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
character,,,,,,,
background,,,,bg_snow_2,,,
blocker,,,,,,,
delay,,,,,,,
character,,char_1505_frstar_1#10,,,,,
playmusic,,,,,,,
name,起来！你还要在那呆到什么时候？,霜星,,,,起きて！いつまでそこにいるつもりですか？,霜星
character,,avg_npc_078#4,,,,,
name,你冻着我了，你这白兔子......！,塔露拉,,,,あなた、私を冷やしましたね、この白いうさぎ……！,タルラ
character,,char_1505_frstar_1#10,,,,,
name,就算你那只是点小火苗，可不能连这点冷气都撑不住！,霜星,,,,たとえそれが小さな火の粉でも、この寒さに耐えられないなんてことはありません！,フロストスター
character,,avg_npc_078#4,,,,,
name,在你冰封这些乌萨斯人的武器时，你可不是这么说的。,塔露拉,,,,あなたがこれらのウーサス人の武器を凍らせたときは、こんなことは言っていませんでしたよね。,タルラ
character,,char_1505_frstar_1#10,,,,,
name,兄弟姐妹，撤退！让他们追！把矿场的守军引出来！,霜星,,,,兄弟姉妹たち、撤退せよ！追わせて！鉱山の守備隊をおびき出そう！,フロストスター
character,,avg_npc_078#5,,,,,
name,撑到盾卫支援我们就好！别放弃！,塔露拉,,,,盾兵の援護が来るまで耐えましょう！諦めないでください！,タルラ
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
blocker,,,,,,,
character,,char_1505_frstar_1#10,,,,,
name,——快。快走。快点。游击队已经包夹过来了。,霜星,,,,——早く。急いで。ゲリラ部隊が包囲に来ています。,フロストスター
character,,avg_npc_078,,,,,
