command,text_orig,name,option_number,option_value,references,image,values,index,text,jp_text,jp_name,text_match
name,首先，他们感到了欣喜。,凯尔希,0,,,,,164,首先，他们感到了欣喜。,初めに彼らは喜びを感じました。,ケルシー,True
name,也许，切尔诺伯格对外在源石矿业的依赖将大大降低。,凯尔希,0,,,,,165,也许，切尔诺伯格对外在源石矿业的依赖将大大降低。,おそらくチェルノボーグの外部源石鉱業への依存は大幅に減るでしょう。,ケルシー,True
name,如果他们能复制类似的设备，乌萨斯将不再为能源所困，源石的开采与精炼过程都会大幅精简。,凯尔希,0,,,,,166,如果他们能复制类似的设备，乌萨斯将不再为能源所困，源石的开采与精炼过程都会大幅精简。,もし彼らが同様の装置を複製できれば、ウサスはエネルギーに困らず、源石の採掘と精製過程も大幅に簡略化されるでしょう。,ケルシー,True
name,再后，他们却感到恐慌。如此巨大的能量如果用来铸造武器或发动侵略，乌萨斯将重陷一片火海。,凯尔希,0,,,,,167,再后，他们却感到恐慌。如此巨大的能量如果用来铸造武器或发动侵略，乌萨斯将重陷一片火海。,その後、彼らは恐怖を感じました。これほど巨大なエネルギーが兵器の鋳造や侵略に使われれば、ウサスは再び火の海に沈むことになるでしょう。,ケルシー,True
name,幸运的是，这些科学家们都是些善良的孩子。他们想要阻止一些灾难的发生。,凯尔希,0,,,,,168,幸运的是，这些科学家们都是些善良的孩子。他们想要阻止一些灾难的发生。,幸いにも、これらの科学者たちは善良な若者たちであり、災害の発生を防ごうとしていました。,ケルシー,True
name,至于不幸......也是一样的。,凯尔希,0,,,,,169,至于不幸......也是一样的。,不幸なことも……同じです。,ケルシー,True
name,当第四集团军介入这件事的时候，科学家们已经意识到了事情的严重性。,凯尔希,0,,,,,170,当第四集团军介入这件事的时候，科学家们已经意识到了事情的严重性。,第四方面軍がこの件に介入した時、科学者たちは事の重大さをすでに理解していました。,ケルシー,True
name,然而，我的学生们刚刚做好封存设备的准备，秘密警察就已经完全摸清了科学家们的弱点。,凯尔希,0,,,,,171,然而，我的学生们刚刚做好封存设备的准备，秘密警察就已经完全摸清了科学家们的弱点。,しかし、私の学生たちが装置の封印準備をしたばかりの時、秘密警察は科学者たちの弱点を完全に把握していました。,ケルシー,True
name,伊利亚，科学家的领头人们之一，他的正义感与他的执拗相互助长。,凯尔希,0,,,,,172,伊利亚，科学家的领头人们之一，他的正义感与他的执拗相互助长。,イリヤ、科学者たちのリーダーの一人であり、彼の正義感と頑固さが互いに強め合っていました。,ケルシー,True
name,秘密警察意识到，如果他们囚禁伊利亚的亲人，伊利亚的憎恨只会愈发膨胀，所以他们选了另一个人。,凯尔希,0,,,,,173,秘密警察意识到，如果他们囚禁伊利亚的亲人，伊利亚的憎恨只会愈发膨胀，所以他们选了另一个人。,秘密警察はもしイリヤの家族を囚えば、彼の憎悪はますます増すと理解し、別の人物を選びました。,ケルシー,True
name,谢尔盖，我学生中年龄最大的那个。,凯尔希,0,,,,,174,谢尔盖，我学生中年龄最大的那个。,セルゲイ、私の学生の中で最年長の者です。,ケルシー,True
name,优柔寡断的谢尔盖，也就是碎骨与米莎之父。,凯尔希,0,,,,,175,优柔寡断的谢尔盖，也就是碎骨与米莎之父。,優柔不断なセルゲイは、スイグツとミーシャの父です。,ケルシー,True
name,秘密警察们几乎只是稍稍威胁了一下他，谢尔盖的决心就在一瞬间里烟消云散。,凯尔希,0,,,,,176,秘密警察们几乎只是稍稍威胁了一下他，谢尔盖的决心就在一瞬间里烟消云散。,秘密警察はほんの少し彼を脅しただけで、セルゲイの決意は一瞬で消え去りました。,ケルシー,True
name,对失去亲人的恐惧与对同事事业的敬重纠缠着谢尔盖，最后他选择了一个在他看来近乎折衷的方法。,凯尔希,0,,,,,177,对失去亲人的恐惧与对同事事业的敬重纠缠着谢尔盖，最后他选择了一个在他看来近乎折衷的方法。,家族を失う恐怖と同僚の事業への敬意がセルゲイを苦しめ、最終的に彼は妥協に近い方法を選びました。,ケルシー,True
name,他将实验项目的目标和数据告诉了鲍里斯侯爵。,凯尔希,0,,,,,178,他将实验项目的目标和数据告诉了鲍里斯侯爵。,彼は実験プロジェクトの目的とデータをボリス侯爵に伝えました。,ケルシー,True
name,事实上，他谁都不该信。我们的救命稻草往往是用以杀死我们的凶器。,凯尔希,0,,,,,179,事实上，他谁都不该信。我们的救命稻草往往是用以杀死我们的凶器。,実のところ、彼は誰も信じるべきではありません。我々の命綱はしばしば我々を殺す凶器になるものです。,ケルシー,True
character,,char_003_kalts_1,0,,,,,180,,,char_003_kalts_1,True
name,侯爵没有保护科学家们。他只保护了谢尔盖，接着又允许军队实施了一场突袭，突袭又演变成了一场屠杀。,凯尔希,0,,,,,181,侯爵没有保护科学家们。他只保护了谢尔盖，接着又允许军队实施了一场突袭，突袭又演变成了一场屠杀。,侯爵は科学者たちを守りませんでした。彼が守ったのはセルゲイだけで、その後軍隊に襲撃を許し、その襲撃は虐殺へと変わりました。,ケルシー,True
name,侯爵并没有保护科学家们的实力，他被军队的高级将领们压得抬不起头。,凯尔希,0,,,,,182,侯爵并没有保护科学家们的实力，他被军队的高级将领们压得抬不起头。,侯爵は科学者たちの力を守らず、高級将校たちに押さえつけられて頭が上がりませんでした。,ケルシー,True
name,即使大叛乱之后军队与旧贵族的力量已经极度衰退，鲍里斯侯爵充其量也只是个从破落贵族那里买了爵位的暴发户。,凯尔希,0,,,,,183,即使大叛乱之后军队与旧贵族的力量已经极度衰退，鲍里斯侯爵充其量也只是个从破落贵族那里买了爵位的暴发户。,大反乱後、軍と旧貴族の力が極度に衰えても、ボリス侯爵はせいぜい没落貴族から爵位を買った成金に過ぎません。,ケルシー,True
name,谢尔盖保住了自己的儿女，但他绝望地看着自己的同僚一个接一个死在了核心城的石棺之中。,凯尔希,0,,,,,184,谢尔盖保住了自己的儿女，但他绝望地看着自己的同僚一个接一个死在了核心城的石棺之中。,セルゲイは自分の子供たちを守りましたが、絶望の中、同僚たちが次々にコアシティの石棺で死んでいくのを見ました。,ケルシー,True
name,尸体和血迹被处理干净，谢尔盖的新研究所成立了，成立在他崩溃的心智之上。,凯尔希,0,,,,,185,尸体和血迹被处理干净，谢尔盖的新研究所成立了，成立在他崩溃的心智之上。,遺体と血痕は処理され、セルゲイの新しい研究所が彼の崩壊した精神の上に設立されました。,ケルシー,True
name,很明显，谢尔盖之后再也没能提供任何有益的研究成果，失去了优秀却过于正直的科学家们之后，乌萨斯对这台仪器的研究陷入了困境。,凯尔希,0,,,,,186,很明显，谢尔盖之后再也没能提供任何有益的研究成果，失去了优秀却过于正直的科学家们之后，乌萨斯对这台仪器的研究陷入了困境。,明らかにセルゲイはその後、有益な研究成果を何も提供できず、優秀だがあまりにも正直な科学者たちを失い、ウサスはこの装置の研究で窮地に立たされました。,ケルシー,True
name,而后，这里甚至被人遗忘了。没人在乎的事情，无法被解决的问题，总是会被人遗忘。,凯尔希,0,,,,,187,而后，这里甚至被人遗忘了。没人在乎的事情，无法被解决的问题，总是会被人遗忘。,その後、ここは忘れ去られました。誰も気にしないこと、解決できない問題は、つねに忘れ去られるのです。,ケルシー,True
name,秘密警察和驻扎军撤走后，侯爵与谢尔盖封存了这里......简单地封存了这里。,凯尔希,0,,,,,188,秘密警察和驻扎军撤走后，侯爵与谢尔盖封存了这里......简单地封存了这里。,秘密警察と駐留軍が撤退した後、侯爵とセルゲイはここを封印しました……ただ単に封印しただけです。,ケルシー,True
name,仪器继续运作，能量也源源不断地自石棺流向了切尔诺伯格核心城，甚至是整座城市。,凯尔希,0,,,,,189,仪器继续运作，能量也源源不断地自石棺流向了切尔诺伯格核心城，甚至是整座城市。,装置は動作を続け、エネルギーは石棺から止まることなくチェルノボーグのコアシティ、さらには全市に流れていました。,ケルシー,True
name,侯爵感慨谢尔盖的付出，提名他当了市议会的书记。,凯尔希,0,,,,,190,侯爵感慨谢尔盖的付出，提名他当了市议会的书记。,侯爵はセルゲイの尽力を称え、市議会の書記に任命しました。,ケルシー,True
name,哦。这件小事发生在谢尔盖之子，亚历克斯，被判断为是感染者并遭到流放之后。,凯尔希,0,,,,,191,哦。这件小事发生在谢尔盖之子，亚历克斯，被判断为是感染者并遭到流放之后。,ああ。この小さな出来事は、セルゲイの息子アレックスが感染者と判定され追放された後に起きました。,ケルシー,True
name,侯爵终于有了与军队叫板的底气，大小工厂在他的核心城外组建成型。,凯尔希,0,,,,,192,侯爵终于有了与军队叫板的底气，大小工厂在他的核心城外组建成型。,侯爵はついに軍と渡り合う自信を得て、大規模から小規模の工場が彼のコアシティの外に建設されました。,ケルシー,True
name,第四集团军不再能把控他的命脉，只能目送切尔诺伯格离开他们的势力范围。,凯尔希,0,,,,,193,第四集团军不再能把控他的命脉，只能目送切尔诺伯格离开他们的势力范围。,第四方面軍はもう彼の命脈を掌握できず、チェルノボーグが彼らの勢力圏から離れていくのを見送るだけでした。,ケルシー,True
