command,text_orig,key,is_skippable,fit_mode,name,image,width,height,fadetime,time,intro,volume,crossfade,delay,name2,focus,a,r,g,b,block,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,options,values,references,option_number,index,text,jp_text,jp_name,text_match
character,,,,,char_014_riope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,,,,False
name,不能怪罪他们。,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,不能怪罪他们。,彼らを責めることはできない。,エース,True
character,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,,,,False
name,头儿......,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,头儿......,隊長……,前衛オペレーター,True
blocker,,,,,,,,,,,,,,,,,1,0,0,0,true,,,,,,,,,,,,,,,,,0,37,,,,False
character,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,False
background,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,,,,False
blocker,,,,,,,,,,,,,,,,,0,0,0,0,true,,,,,,,,,,,,,,,,,0,40,,,,False
image,,,,,,bg_0_ori,,,1,,,,,,,,,,,,,-100,0,1.2,1.2,,,,,,,,,,,,,0,41,,,,False
imagetween,,,,,,,,,,,,,,,,,,,,,false,,,,,-100,0,0,0,1.2,1.2,1.2,1.2,10,,,,0,42,,,,False
name,感染者本就很难相信别人。,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,感染者本就很难相信别人。,感染者は、もともと他人を信じにくいものだ。,エース,True
name,经历过那么多苦难，当然会变得保守与顽固。,,,,Ace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,经历过那么多苦难，当然会变得保守与顽固。,数多くの苦しみを経験してきたら、当然保守的で頑固にもなるさ。,エース,True
name,至少他们那样做......我能理解，也愿意原谅他们。不提防他人，就会被他人伤害。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,至少他们那样做......我能理解，也愿意原谅他们。不提防他人，就会被他人伤害。,少なくとも、彼らの行動は理解できるし、許してあげたい。他人を警戒しなければ、傷つけられてしまうから。,アーミヤ,True
name,何况，就连感染者之间，也是没法轻易互相信任的。而且并不是每个人都愿意像我们一样冒险......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,何况，就连感染者之间，也是没法轻易互相信任的。而且并不是每个人都愿意像我们一样冒险......,それに、感染者同士だって簡単には信頼し合えないし、皆が私たちみたいにリスクを取ろうとは思わない……,アーミヤ,True
blocker,,,,,,,,,,,,,,,,,1,0,0,0,true,,,,,,,,,,,,,,,,,0,47,,,,False
blocker,,,,,,,,,,,,,,,,,0,0,0,0,true,,,,,,,,,,,,,,,,,0,48,,,,False
background,,,,,,bg_cher_1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,,,,False
decision,感染者诊所？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,感染者诊所？,1,,1,50,感染者诊所？,感染者の診療所？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,51,,,,False
character,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,,,,False
name,啊......他们是一家只医治感染者的黑市诊所。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,啊......他们是一家只医治感染者的黑市诊所。,ああ……彼らは感染者だけを診る闇診療所だったの。,アーミヤ,True
name,鉴于感染者的社会地位，大家是不可能在街道上抛头露面的。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,鉴于感染者的社会地位，大家是不可能在街道上抛头露面的。,感染者の社会的地位を考えると、みんな堂々と街に出たりできないの。,アーミヤ,True
name,有些不愿被抛进隔离区的感染者，依然也会在城市里，小心翼翼地掩藏自己的身姿，苟活着......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,有些不愿被抛进隔离区的感染者，依然也会在城市里，小心翼翼地掩藏自己的身姿，苟活着......,隔離区に入れられるのを嫌がる感染者の中には、都市の中で身を隠しながら、どうにか生きている人もいる……,アーミヤ,True
name,阿撒兹勒，就是向这些感染者提供服务的。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,阿撒兹勒，就是向这些感染者提供服务的。,アザゼルは、そうした感染者たちにサービスを提供していたのよ。,アーミヤ,True
character,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,,,,False
name,......它们，一定是拒绝了整合运动的合作要求。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,......它们，一定是拒绝了整合运动的合作要求。,……彼らは、きっと統合運動の協力要請を断ったに違いない。,アーミヤ,True
name,博士，我之前和你说过，我们得了病吧？,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,博士，我之前和你说过，我们得了病吧？,ドクター、前に私が言ったよね。私たち、病気なんだって。,アーミヤ,True
character,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,False
name,......这种病，不仅会杀死我们，也会让我们拥有不同于常人的力量。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,......这种病，不仅会杀死我们，也会让我们拥有不同于常人的力量。,……この病は、私たちを死に至らせるだけでなく、普通の人と違う力も与えてくれる。,アーミヤ,True
name,我不用法杖，就能释放源石技艺哦。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,我不用法杖，就能释放源石技艺哦。,私は杖を使わなくても、源石技術を使えるの。,アーミヤ,True
character,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,,,,False
name,然而，这种病，不止在生理上，会消磨我们的生命......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,然而，这种病，不止在生理上，会消磨我们的生命......,だけど、この病気は生理的に命を削るだけじゃなく……,アーミヤ,True
name,它也会让我们再也不能像正常人一样生活。正常人的社会，会剥去你的一切。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,它也会让我们再也不能像正常人一样生活。正常人的社会，会剥去你的一切。,普通の生活を送ることもできなくなってしまう。普通の人たちの社会は、あなたの全てを奪ってしまうんだ。,アーミヤ,True
name,这座切尔诺伯格城，已经是所有规则的象征了。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,这座切尔诺伯格城，已经是所有规则的象征了。,このチェルノボーグという都市は、すべての規則の象徴だよ。,アーミヤ,True
name,驱逐感染者，消灭感染者，鄙夷感染者，恐惧感染者......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,驱逐感染者，消灭感染者，鄙夷感染者，恐惧感染者......,感染者を追放し、殺し、蔑み、恐れる……,アーミヤ,True
character,,,,,char_148_nearl_1#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,,,,False
name,......,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,......,……,ニーアライト,True
name,最后，落到如此下场。,,,,临光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,最后，落到如此下场。,最後には、こんな結末を迎えるだけ……,ニーアライト,True
character,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,,,,False
name,可是，又有多少感染者，会有机会，选择整合运动，甚至是其他的感染者组织，或者罗德岛？,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,可是，又有多少感染者，会有机会，选择整合运动，甚至是其他的感染者组织，或者罗德岛？,でも、どれだけの感染者が統合運動や他の感染者組織、ロドスを選ぶ機会があるんだろう？,アーミヤ,True
name,大多数感染者，不过是失去了所有。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,大多数感染者，不过是失去了所有。,多くの感染者は、ただ全てを失うだけなんだ。,アーミヤ,True
name,这个诊所，大概，也曾经是最后那么几个感染者，温暖的家吧......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,这个诊所，大概，也曾经是最后那么几个感染者，温暖的家吧......,この診療所も、かつては残った感染者たちにとって、暖かな家だったのかも……,アーミヤ,True
name,矿石病是无药可医的。至少此时此刻，感染者只能在绝望中......痛苦地失去生命。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,矿石病是无药可医的。至少此时此刻，感染者只能在绝望中......痛苦地失去生命。,鉱石病は治す薬がない。少なくとも今は、感染者はただ絶望の中で……苦しみながら命を失うしかない。,アーミヤ,True
name,而后他们的遗体......也会成为新的传染源。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,而后他们的遗体......也会成为新的传染源。,そして彼らの遺体も……新たな感染源になってしまう。,アーミヤ,True
name,不同于常人的特殊力量，染上之后就必然会死去的可怕传染病——,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,不同于常人的特殊力量，染上之后就必然会死去的可怕传染病——,普通の人とは違う特別な力を与え、感染すれば必ず死に至る恐ろしい伝染病――,アーミヤ,True
name,感染者......被这片大地上的多数人所恐惧。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,感染者......被这片大地上的多数人所恐惧。,感染者は……この地の大多数の人々に恐れられている。,アーミヤ,True
name,——,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,——,——,アーミヤ,True
name,光是这么两三句话，博士大概也没法切身体会吧。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,光是这么两三句话，博士大概也没法切身体会吧。,こんな二、三の言葉だけじゃ、ドクターには実感できないかもしれない。,アーミヤ,True
name,但当你面对这些问题导致的后果时......你会明白的。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,但当你面对这些问题导致的后果时......你会明白的。,でも、これらがもたらす結果を目の当たりにすれば……あなたにもきっと分かるはず。,アーミヤ,True
character,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,,,,False
name,你会明白，感染者的处境，究竟有多现实。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,你会明白，感染者的处境，究竟有多现实。,感染者の置かれた現実が、どれほど厳しいものか分かるよ。,アーミヤ,True
character,,,,,char_002_amiya_1#4,,,,,,,,,,char_130_doberm_ex,2,,,,,,,,,,,,,,,,,,,,,,0,84,,,,False
name,像罗德岛这样不分彼此，或是整合运动那样狂热的排外拥内的感染者组织，都很少见。,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,像罗德岛这样不分彼此，或是整合运动那样狂热的排外拥内的感染者组织，都很少见。,ロドスのように誰でも受け入れる組織、あるいは統合運動のように過激な内と外を区別する感染者組織、どちらも珍しい。,ドーベルマン,True
name,我能理解你的怒气，但我也能理解那个小诊所的苦衷。,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,我能理解你的怒气，但我也能理解那个小诊所的苦衷。,あなたの怒りもわかるけど、あの小さな診療所の苦しい事情も理解できるよ。,ドーベルマン,True
character,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,,,,False
name,......我明白了。,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,......我明白了。,……わかった。,前衛オペレーター,True
name,可能，他们是真的碰上了什么问题吧......,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,可能，他们是真的碰上了什么问题吧......,きっと彼らも、本当に何か問題を抱えていたんだろう……,前衛オペレーター,True
character,,,,,char_130_doberm_ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,,,,False
name,至少现在，我们的怨气，都该和这个诊所的曾经一样，化作粉尘。,,,,杜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,至少现在，我们的怨气，都该和这个诊所的曾经一样，化作粉尘。,今は、私たちの怒りもこの診療所の過去のように、塵となるべきだ。,ドーベルマン,True
character,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,False
name,罗德岛的各位都是好人。也许会有很多人因畏惧与敌意，相互间产生了种种隔阂......,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,罗德岛的各位都是好人。也许会有很多人因畏惧与敌意，相互间产生了种种隔阂......,ロドスの皆は善い人たち。恐れや敵意から、様々な隔たりが生まれることもあるけど……,アーミヤ,True
name,但只要在罗德岛，大家一定能解开误会。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,但只要在罗德岛，大家一定能解开误会。,でも、ロドスなら必ず誤解は解けるよ。,アーミヤ,True
name,阿撒兹勒......罗德岛，又何尝不是一个阿撒兹勒呢？,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,阿撒兹勒......罗德岛，又何尝不是一个阿撒兹勒呢？,アザゼル……ロドスだって、ある意味もう一つのアザゼルなんだよ。,アーミヤ,True
character,,,,,char_013_riop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,,,,False
name,......阿米娅......,,,,近卫干员,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,......阿米娅......,……アーミヤ……,前衛オペレーター,True
character,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,,,,False
name,我们走吧，博士。,,,,阿米娅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,我们走吧，博士。,行きましょう、ドクター。,アーミヤ,True
delay,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,False
blocker,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,0,101,,,,False
