command,text_orig,key,is_skippable,fit_mode,time,image,screenadapt,fadetime,block,intro,volume,crossfade,delay,options,values,references,a,r,g,b,x,y,xScale,yScale,xFrom,yFrom,xTo,yTo,duration,name,width,height,xstrength,ystrength,vibrato,randomness,fadeout,name2,focus,xScaleFrom,yScaleFrom,afrom,rfrom,gfrom,bfrom,yT,option_number,index,text,jp_text,jp_name,text_match
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,,,,False
background,,,,,,bg_uptown_2,coverall,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,55,,,,False
playmusic,,$escape_loop,,,,,,,,$escape_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,,,,False
blocker,,,,,,,,1,true,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,,,,False
name,吵死了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,58,吵死了。,うるさい。,？？？,True
name,把那个无人机射下来！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,59,把那个无人机射下来！,あのドローンを撃ち落とせ！,？？？,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,False
blocker,,,,,,,,0.02,true,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,15,10,30,90,true,,,,,,,,,,0,63,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,,,,False
blocker,,,,,,,,0.02,true,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,15,10,30,90,true,,,,,,,,,,0,67,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,,,False
character,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,char_1507_Mephisto_1#2,,,,,,,,,,,,,,,,,0,70,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,,,,False
name,我们就只是个演习对象而已？居然想用这种把戏这种说辞，把我辛苦制造出的恐怖完全掩盖掉？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,72,我们就只是个演习对象而已？居然想用这种把戏这种说辞，把我辛苦制造出的恐怖完全掩盖掉？,私たちはただの演習対象に過ぎない？こんな手口や言い訳で、私が苦労して作り出した恐怖を完全に覆い隠そうとしているのか？,メフィスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1507_Mephisto_1#3,,,,,,,,,,,,,,,,,0,73,,,,False
name,还敢用龙门语播一遍，乌萨斯语播一遍，又播一遍！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,74,还敢用龙门语播一遍，乌萨斯语播一遍，又播一遍！,しかも龍門語で流し、ウルサス語で流し、また流すなんて！,メフィスト,True
name,别被无人机干扰，走，都走！快点，避开主干道！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,75,别被无人机干扰，走，都走！快点，避开主干道！,ドローンに邪魔されるな、行け、全員急げ！幹線を避けろ！,メフィスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_016,,,,,,,,,,,,,,,,,0,76,,,,False
name,侦查小队三号也没消息了！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,77,侦查小队三号也没消息了！,偵察隊3号からの連絡も途絶えた！,ファントムボウマン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,78,,,,False
name,突，突击手的信号都消失了......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,79,突，突击手的信号都消失了......,突、突撃手の信号が消えた……,統合運動メンバー,True
name,外围保障小队的联络通道在一个接一个地断线！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,80,外围保障小队的联络通道在一个接一个地断线！,外郭保障隊の連絡回線が次々と切れている！,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1507_Mephisto_1#3,,,,,,,,,,,,,,,,,0,81,,,,False
name,可恨，可恶！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,82,可恨，可恶！,憎たらしい、許せない！,メフィスト,True
name,这种侮辱......这是对整合运动的羞辱！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,83,这种侮辱......这是对整合运动的羞辱！,この侮辱……これは統合運動への侮辱だ！,メフィスト,True
name,怎么会这样，怎么会这样？该死的龙门，该死的龙门人！该死的非感染者！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,84,怎么会这样，怎么会这样？该死的龙门，该死的龙门人！该死的非感染者！,どうしてこうなる、どうしてこうなるんだ？クソったれの龍門、クソったれの龍門人間！クソったれの非感染者！,メフィスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,2,,,,,,,,0,85,,,,False
name,（我从没见过他这样，他似乎很不安。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,86,（我从没见过他这样，他似乎很不安。）,（彼があんなのは初めて見た、かなり不安そうだ。）,ファントムボウマン,True
name,（浮士德，我们还有机会撤离吗？）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,87,（浮士德，我们还有机会撤离吗？）,（ファウスト、まだ撤退のチャンスはある？）,ファントムボウマン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,1,,,,,,,,0,88,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,89,......,......,ファウスト,True
name,（我给你们创造空间。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,90,（我给你们创造空间。）,（君たちに撤退のスペースを作る。）,ファウスト,True
name,（如果对手只有普通警力和龙门近卫局，以及罗德岛，我们一定能安全撤退。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,91,（如果对手只有普通警力和龙门近卫局，以及罗德岛，我们一定能安全撤退。）,（相手が普通の警察と龍門近衛局、それにロドスだけなら安全に撤退できる。）,ファウスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,2,,,,,,,,0,92,,,,False
name,（什么意思？你是说，除了这些还有别的？）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,93,（什么意思？你是说，除了这些还有别的？）,（どういう意味？他に何かいるってこと？）,ファントムボウマン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,,,,False
name,烦死了......烦死了！根本说不通！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,95,烦死了......烦死了！根本说不通！！,イライラする……イライラする！全く通じない！！,メフィスト,True
name,跟不上我指挥的队伍，我要怎么样才能赢？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅菲斯特,,,,,,,,,,,,,,,,,0,96,跟不上我指挥的队伍，我要怎么样才能赢？,私の指揮に部隊が追いつけなければ、どうやって勝つっていうんだ？,メフィスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,1,,,,,,,,0,97,,,,False
name,（有人在监视我们。这座城市里有其它东西。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,98,（有人在监视我们。这座城市里有其它东西。）,（誰かが私たちを監視している。この街には他の何かがいる。）,ファウスト,True
name,（做好准备，为了生存。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,99,（做好准备，为了生存。）,（生き残るために備えろ。）,ファウスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,2,,,,,,,,0,100,,,,False
name,（明白。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,101,（明白。）,（了解。）,ファントムボウマン,True
name,（......浮士德。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,102,（......浮士德。）,（……ファウスト。）,ファントムボウマン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,1,,,,,,,,0,103,,,,False
name,（嗯？）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,104,（嗯？）,（ん？）,ファウスト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,avg_npc_016,2,,,,,,,,0,105,,,,False
name,（我们相信你。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幻影弩手,,,,,,,,,,,,,,,,,0,106,（我们相信你。）,（私たちは君を信じている。）,ファントムボウマン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1508_Faust_1#1,,,,,,,,,,,,,,,,,0,107,,,,False
name,（......）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浮士德,,,,,,,,,,,,,,,,,0,108,（......）,（……）,ファウスト,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
stopmusic,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,,,,False
blocker,,,,,,,,2,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,,,,False
background,,,,,,bg_rooftop,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,,,,False
delay,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,,,,False
blocker,,,,,,,,2,true,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,,,,False
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,,,,False
image,,,,,,avg_6_5,,0,,,,,,,,,,,,,0,0,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,0,118,,,,False
playmusic,,$darkness02_loop,,,,,,,,$darkness02_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,,,,False
blocker,,,,,,,,1,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
imagetween,,,,,,,,,false,,,,,,,,,,,,,,,,0,0,20,0,15,,,,,,,,,,,1.2,1.2,,,,,,0,122,,,,False
delay,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,,,,False
name,这种事情居然也要感染者去做？罗德岛这回还真是接了个恶毒的活。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,124,这种事情居然也要感染者去做？罗德岛这回还真是接了个恶毒的活。,こんなことまで感染者にやらせるのか？ロドスはまた酷い仕事を引き受けたな。,煌,True
name,龙门。哼，龙门，这么大的城市怎么可能没有自己对抗入侵势力的手段？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,125,龙门。哼，龙门，这么大的城市怎么可能没有自己对抗入侵势力的手段？,龍門。はあ、龍門、こんな大都市が自分たちで侵入勢力に対抗する手段を持ってないはずがないだろ？,煌,True
name,让感染者协助普通人对抗感染者......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,126,让感染者协助普通人对抗感染者......,感染者に普通人を助けて感染者と戦わせるなんて……,煌,True
name,算了，反正也不是第一次了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,127,算了，反正也不是第一次了。,まあ、初めてじゃないけどな。,煌,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,,,,False
playsound,,$rungeneral,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,,,,False
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,,,,False
image,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,131,,,,False
blocker,,,,,,,,1,false,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,133,,,,False
blocker,,,,,,,,1,true,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,,,,False
background,,,,,,bg_building_3,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,,,,False
blocker,,,,,,,,2,true,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,138,,,,False
name,快点干掉拦路的！身后的别管，突破他们的防御就行！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,139,快点干掉拦路的！身后的别管，突破他们的防御就行！,さっさと道を塞ぐやつらを倒せ！後ろはほっとけ、こいつらの防御を突破するだけだ！,統合運動メンバー,True
name,只要穿过这条街，我们就有机会和第二大队汇合！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,140,只要穿过这条街，我们就有机会和第二大队汇合！,この通りを抜ければ、第2大隊と合流できるチャンスがある！,統合運動メンバー,True
name,别给他们反击的机会，我们已经不剩下多少人了——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,141,别给他们反击的机会，我们已经不剩下多少人了——,奴らに反撃のチャンスを与えるな、もう人数がかなり少ない——,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,,,,False
name,现在不剩下多少人，一会儿可就一个都不剩了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,143,现在不剩下多少人，一会儿可就一个都不剩了。,今は少なくなったが、そのうち一人も残らなくなるだろう。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,144,,,,False
name,啊？！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,145,啊？！,あっ？！,統合運動メンバー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,,,,False
camerashake,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,3,,,,8,6,30,90,true,,,,,,,,,,0,148,,,,False
blocker,,,,,,,,0.02,true,,,,,,,,0.7,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,,,,False
playsound,,$d_sp_ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
blocker,,,,,,,,0.25,true,,,,,,,,0,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,,,,False
character,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,154,,,,False
delay,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,155,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,156,,,,False
name,什么......什么人！从天上掉下来了？！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,157,什么......什么人！从天上掉下来了？！,な、何だ……何者だ！空から落ちてきた？！,統合運動メンバー,True
name,退后，都退后！她可能......她可能会飞行！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,,0,158,退后，都退后！她可能......她可能会飞行！,下がれ、全員下がれ！あの女は……飛べるかもしれない！,統合運動メンバー,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#7,,,,,,,,,,,,,,,,,0,159,,,,False
name,......这个真不会！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,160,......这个真不会！,……それはさすがにない！,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_015_lmg,,,,,,,,,,,,,,,,,0,161,,,,False
name,识别码！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,警员,,,,,,,,,,,,,,,,,0,162,识别码！,識別コード！,警察官,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,char_015_lmg,1,,,,,,,,0,163,,,,False
name,你用仪器扫一下！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,164,你用仪器扫一下！,君、機器でスキャンしてくれ！,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,165,,,,False
name,（不好意思，我先和他们说点事！）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,166,（不好意思，我先和他们说点事！）,（すまん、先にそいつらと話をする！）,煌,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_1,,,,,,,,,,,,,,,,,0,167,,,,False
