command,text_orig,name,focus,image,name2,index,text,jp_text,jp_name,text_match
image,,,,avg_5_shot,,25,,,,True
blocker,,,,,,26,,,,True
camerashake,,,,,,27,,,,True
blocker,,,,,,28,,,,True
playsound,,,,,,29,,,,True
blocker,,,,,,30,,,,True
delay,,,,,,31,,,,True
camerashake,,,,,,32,,,,True
blocker,,,,,,33,,,,True
playsound,,,,,,34,,,,True
blocker,,,,,,35,,,,True
blocker,,,,,,36,,,,True
image,,,,,,37,,,,True
blocker,,,,,,38,,,,True
character,,char_010_chen_1#4,,,,39,,,char_010_chen_1#4,True
name,整合运动的狙击手......,陈,,,,40,整合运动的狙击手......,統合運動のスナイパー……,チェン,True
name,（虽然已经做好了防范措施，但他的火力居然强到这种地步？）,陈,,,,41,（虽然已经做好了防范措施，但他的火力居然强到这种地步？）,（すでに対策は施したのに、彼の火力はまさかここまで強いのか？）,チェン,True
name,这不能救你的命。在他伤到我之前，你就会死。,陈,,,,42,这不能救你的命。在他伤到我之前，你就会死。,これは君の命を救わない。彼が私を傷つける前に、君は死ぬだろう。,チェン,True
name,......等等。你是之前被近卫局抓获的那个感染者？,陈,,,,43,......等等。你是之前被近卫局抓获的那个感染者？,……ちょっと待て。君は以前近衛局に捕らえられたあの感染者か？,チェン,True
character,,char_1508_Faust_1#2,,,,44,,,char_1508_Faust_1#2,True
name,......,浮士德,,,,45,......,……,ファウスト,True
character,,char_1507_Mephisto_1,,,,46,,,char_1507_Mephisto_1,True
name,你们近卫局也让他受了很多苦吧。虽然这和乌萨斯烙在我们身上的相比，根本不算什么。,梅菲斯特,,,,47,你们近卫局也让他受了很多苦吧。虽然这和乌萨斯烙在我们身上的相比，根本不算什么。,君たち近衛局も彼をずいぶん苦しめたのだろう。しかしそれは、ウサスが我々に刻み込んだ苦しみに比べれば何でもない。,メフィスト,True
name,刚才他刻意没有瞄准你，近卫局的长官。这算是我礼节性地回报你，饶你一次。,梅菲斯特,,,,48,刚才他刻意没有瞄准你，近卫局的长官。这算是我礼节性地回报你，饶你一次。,さっき彼はわざと君を狙わなかった、近衛局の長官よ。これは私の礼儀としての恩赦だ。,メフィスト,True
name,现在，就连近卫局里也埋藏着不安的种子。,梅菲斯特,,,,49,现在，就连近卫局里也埋藏着不安的种子。,今や、近衛局の中にも不安の種が埋まっている。,メフィスト,True
name,也正是你们的腐坏和大意，让他有机会和我们里应外合。,梅菲斯特,,,,50,也正是你们的腐坏和大意，让他有机会和我们里应外合。,まさにあなたたちの堕落と油断が、彼に私たちと内通する機会を与えたのです。,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,51,,,char_010_chen_1#4,True
name,......整合运动，你们对你们所在的这片大地一无所知。,陈,,,,52,......整合运动，你们对你们所在的这片大地一无所知。,……統合運動よ、君たちは君たちがいるこの大地のことを何も知らない。,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,53,,,char_010_chen_1#4,True
name,这句话有什么深意吗？,梅菲斯特,,,,54,这句话有什么深意吗？,その言葉に何か深い意味でもあるのですか？,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,55,,,char_010_chen_1#4,True
name,你认为浮士德是你们整合运动营救的？,陈,,,,56,你认为浮士德是你们整合运动营救的？,君はファウストが君たち統合運動に救出されたと思っているのか？,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,57,,,char_010_chen_1#4,True
name,近卫局里有许多感染者。,梅菲斯特,,,,58,近卫局里有许多感染者。,近衛局には多くの感染者がいる。,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,59,,,char_010_chen_1#4,True
name,二十一个。,陈,,,,60,二十一个。,二十一人だ。,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,61,,,char_010_chen_1#4,True
name,......,梅菲斯特,,,,62,......,……,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,63,,,char_010_chen_1#4,True
name,你是不是觉得，至少有四个一定会是彻彻底底的整合运动？,陈,,,,64,你是不是觉得，至少有四个一定会是彻彻底底的整合运动？,君は少なくとも四人は間違いなく完全な統合運動の者がいると思っているのか？,チェン,True
name,可是连他们四个也都是我安插的。他们在接应你之后，你是不是囚禁了其中一个？,陈,,,,65,可是连他们四个也都是我安插的。他们在接应你之后，你是不是囚禁了其中一个？,しかし彼ら四人さえも私が潜入させた者だ。彼らは君を迎えた後、君はそのうちの一人を監禁したのではないか？,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,66,,,char_010_chen_1#4,True
name,很高明，长官。她逃走了。,梅菲斯特,,,,67,很高明，长官。她逃走了。,実に巧妙ですね、長官。彼女は逃げ出しました。,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,68,,,char_010_chen_1#4,True
name,所以现在你还意识不到自己的处境吗？,陈,,,,69,所以现在你还意识不到自己的处境吗？,今でも自分の置かれている状況に気づいていないのですか？,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,70,,,char_010_chen_1#4,True
name,是啊，我该意识到的。我的队伍已经溃散，只剩下我任人宰割。,梅菲斯特,,,,71,是啊，我该意识到的。我的队伍已经溃散，只剩下我任人宰割。,はい、私も認識すべきです。私の部隊は既に崩壊し、私だけが虐げられているのです。,メフィスト,True
name,近卫局内外游荡着缺乏战力的士兵，我的同胞几乎失去了抵抗能力。,梅菲斯特,,,,72,近卫局内外游荡着缺乏战力的士兵，我的同胞几乎失去了抵抗能力。,近衛局の内外には戦力を欠いた兵士たちが彷徨い、私の同胞たちはほとんど抵抗能力を失っています。,メフィスト,True
name,你是想这么说吗？,梅菲斯特,,,,73,你是想这么说吗？,そう言いたいのですか？,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,74,,,char_010_chen_1#4,True
name,还算有些自知之明。,陈,,,,75,还算有些自知之明。,少しは自己認識があるようだ。,チェン,True
character,,char_1507_Mephisto_1,,,,76,,,char_1507_Mephisto_1,True
name,那么——来，我的护卫们。,梅菲斯特,,,,77,那么——来，我的护卫们。,では——来たれ、我が護衛たちよ。,メフィスト,True
name,起来。,梅菲斯特,,,,78,起来。,立ち上がれ。,メフィスト,True
dialog,,,,,,79,,,,True
character,,,,,,80,,,,True
blocker,,,,,,81,,,,True
blocker,,,,,,82,,,,True
character,,avg_npc_014,,,,83,,,avg_npc_014,True
delay,,,,,,84,,,,True
name,唔，唔唔，呃呃呃呃呃！！！,整合运动成员,,,,85,唔，唔唔，呃呃呃呃呃！！！,うっ、うっうっ、ああああああ！！！,統合運動メンバー,True
character,,char_010_chen_1#5,,,,86,,,char_010_chen_1#5,True
name,你！,陈,,,,87,你！,お前！,チェン,True
character,,char_010_chen_1#4,,,,88,,,char_010_chen_1#4,True
name,他们身上的源石......在生长？,陈,,,,89,他们身上的源石......在生长？,彼らの体にある源石が……成長しているのか？,チェン,True
character,,char_1507_Mephisto_1,,,,90,,,char_1507_Mephisto_1,True
name,那些源石会刺穿他们原本的身体结构，成为他们新的身躯。,梅菲斯特,,,,91,那些源石会刺穿他们原本的身体结构，成为他们新的身躯。,その源石は彼ら本来の身体構造を貫き、新たな肉体となるのです。,メフィスト,True
name,看吧长官，看吧，这就是我的护卫，我不死的护卫。,梅菲斯特,,,,92,看吧长官，看吧，这就是我的护卫，我不死的护卫。,見よ、長官、これが我が護衛、不死の護衛なのだ。,メフィスト,True
character,,,,,,93,,,,True
dialog,,,,,,94,,,,True
character,,avg_npc_015,,,,95,,,avg_npc_015,True
delay,,,,,,96,,,,True
name,【嘶嚎】,梅菲斯特的护卫,,,,97,【嘶嚎】,【悲鳴】,メフィストの護衛,True
character,,char_1507_Mephisto_1,,,,98,,,char_1507_Mephisto_1,True
name,还有，我的牧群，我的同胞......,梅菲斯特,,,,99,还有，我的牧群，我的同胞......,そして、私の群れ、私の同胞たちよ……,メフィスト,True
name,呼......,梅菲斯特,,,,100,呼......,ふぅ……,メフィスト,True
dialog,,,,,,101,,,,True
blocker,,,,,,102,,,,True
image,,,,avg_5_7_shining,,103,,,,True
imagetween,,,,,,104,,,,True
blocker,,,,,,105,,,,True
name,粉尘......？,陈,,,,106,粉尘......？,粉塵……？,チェン,True
name,同胞们需要治疗。他们需要我。,梅菲斯特,,,,107,同胞们需要治疗。他们需要我。,同胞たちは治療を必要としています。彼らは私を必要としています。,メフィスト,True
name,法术？各小队，当心！敌方指挥官释放了法术，粉尘飘散的范围非常大！,陈,,,,108,法术？各小队，当心！敌方指挥官释放了法术，粉尘飘散的范围非常大！,魔法ですか？各小隊、気をつけてください！敵の指揮官が魔法を使い、粉塵が広範囲に散布されています！,チェン,True
name,放心，长官，你们不是我的同胞，这和你没有关系。,梅菲斯特,,,,109,放心，长官，你们不是我的同胞，这和你没有关系。,ご安心ください、長官。あなたたちは私の同胞ではありません。これはあなたには関係のないことです。,メフィスト,True
dialog,,,,,,110,,,,True
character,,,,,,111,,,,True
blocker,,,,,,112,,,,True
image,,,,,,113,,,,True
blocker,,,,,,114,,,,True
character,,avg_npc_014,,,,115,,,avg_npc_014,True
camerashake,,,,,,116,,,,True
name,......啊，啊——,整合运动成员,,,,117,......啊，啊——,……あっ、ああ――,統合同盟メンバー,True
name,......呃，呃！,正口运动成贝,,,,118,......呃，呃！,……うっ、うっ！,正口運動成ベイ,True
camerashake,,,,,,119,,,,True
name,呃呃，呃呃呃......,皜剜祈撠？？斤斤？伐,,,,120,呃呃，呃呃呃......,ううっ、うううう……,皜剜祈撠？？斤斤？伐,True
camerashake,,,,,,121,,,,True
name,呃呃啊啊啊啊！,？？？,,,,122,呃呃啊啊啊啊！,ううああああ！,？？？,True
name,......血！！血！！啊啊啊！！！啊！！！,每非其寺巢巢郡,,,,123,......血！！血！！啊啊啊！！！啊！！！,……血！！血！！あああ！！！ああ！！！,メイフィチシソウソウグン,True
camerashake,,,,,,124,,,,True
character,,char_1507_Mephisto_1,,,,125,,,char_1507_Mephisto_1,True
name,安静。,梅菲斯特,,,,126,安静。,静かに。,メフィスト,True
character,,avg_npc_014,,,,127,,,avg_npc_014,True
name,——,梅非斯寺的群群,,,,128,——,――,メフィストの群れ,True
character,,char_010_chen_1#5,2,,char_015_lmg,129,,,char_010_chen_1#5,True
name,陈sir，不好了......,近卫局成员,,,,130,陈sir，不好了......,チェンさん、まずいです……,近衛局メンバー,True
name,被击倒的整合运动粘上粉尘后，身体产生了巨大的变化，身体产生了巨大的变化！,近卫局成员,,,,131,被击倒的整合运动粘上粉尘后，身体产生了巨大的变化，身体产生了巨大的变化！,倒された統合同盟が粉塵に触れた後、身体に大きな変化が起こりました！,近衛局メンバー,True
name,他们重新加入了战斗，正在缓缓逼近阵线！,近卫局成员,,,,132,他们重新加入了战斗，正在缓缓逼近阵线！,彼らは再び戦闘に参加し、ゆっくりと戦線に迫っています！,近衛局メンバー,True
character,,char_010_chen_1#5,1,,char_015_lmg,133,,,char_010_chen_1#5,True
name,究竟有多少整合运动产生了变化？,陈,,,,134,究竟有多少整合运动产生了变化？,一体どれほどの統合同盟が変化したのか？,チェン,True
character,,char_010_chen_1#5,2,,char_015_lmg,135,,,char_010_chen_1#5,True
name,全部！,近卫局成员,,,,136,全部！,すべてです！,近衛局メンバー,True
character,,char_010_chen_1#5,1,,char_015_lmg,137,,,char_010_chen_1#5,True
name,——！,陈,,,,138,——！,――！,チェン,True
dialog,,,,,,139,,,,True
character,,,,,,140,,,,True
delay,,,,,,141,,,,True
character,,char_1507_Mephisto_1,,,,142,,,char_1507_Mephisto_1,True
name,他们是我的牧群，也是我的手足。,梅菲斯特,,,,143,他们是我的牧群，也是我的手足。,彼らは私の群れであり、私の兄弟です。,メフィスト,True
name,g7，g6。,梅菲斯特,,,,144,g7，g6。,G7、G6。,メフィスト,True
character,,avg_npc_014,,,,145,,,avg_npc_014,True
delay,,,,,,146,,,,True
name,——呃。,梅菲斯特的牧群,,,,147,——呃。,――うっ。,メフィストの群れ,True
character,,char_010_chen_1#5,1,,char_1507_Mephisto_1,148,,,char_010_chen_1#5,True
name,你......,陈,,,,149,你......,あなた……,チェン,True
character,,char_010_chen_1#5,2,,char_1507_Mephisto_1,150,,,char_010_chen_1#5,True
name,他们不会倒下，因为我会治愈他们所有的伤痛。,梅菲斯特,,,,151,他们不会倒下，因为我会治愈他们所有的伤痛。,彼らは倒れません。なぜなら、私が彼らのすべての傷を癒やすからです。,メフィスト,True
character,,char_010_chen_1#5,1,,char_1507_Mephisto_1,152,,,char_010_chen_1#5,True
name,你像操作自己的手指一样操作他们，他们只是你的傀儡，怎么能叫做手足？,陈,,,,153,你像操作自己的手指一样操作他们，他们只是你的傀儡，怎么能叫做手足？,あなたは自分の指を操作するように彼らを操っています。彼らはただの操り人形です。どうして兄弟と呼べるのでしょうか？,チェン,True
character,,char_010_chen_1#5,2,,char_1507_Mephisto_1,154,,,char_010_chen_1#5,True
name,在我看来两者并无区别。为了理想，我们什么都可以是。,梅菲斯特,,,,155,在我看来两者并无区别。为了理想，我们什么都可以是。,私から見れば、その二つに違いはありません。理想のためなら、私たちは何にでもなれます。,メフィスト,True
character,,char_010_chen_1#5,1,,char_1507_Mephisto_1,156,,,char_010_chen_1#5,True
name,如果你把这叫做理想的话。看来，我必须要解决掉的就只有你。,陈,,,,157,如果你把这叫做理想的话。看来，我必须要解决掉的就只有你。,それを理想と呼ぶなら、私が始末しなければならないのはあなただけのようですね。,チェン,True
character,,char_010_chen_1#5,2,,char_1507_Mephisto_1,158,,,char_010_chen_1#5,True
name,有目标，有干劲。很有魅力，长官。,梅菲斯特,,,,159,有目标，有干劲。很有魅力，长官。,目標があり、やる気もある。魅力的ですね、長官。,メフィスト,True
character,,char_015_lmg,,,,160,,,char_015_lmg,True
name,火力集中！快！目标敌方指挥官！,近卫局成员,,,,161,火力集中！快！目标敌方指挥官！,火力集中！急げ！敵の指揮官を狙え！,近衛局メンバー,True
dialog,,,,,,162,,,,True
character,,,,,,163,,,,True
blocker,,,,,,164,,,,True
blocker,,,,,,165,,,,True
playsound,,,,,,166,,,,True
camerashake,,,,,,167,,,,True
character,,avg_npc_015,,,,168,,,avg_npc_015,True
camerashake,,,,,,169,,,,True
blocker,,,,,,170,,,,True
playsound,,,,,,171,,,,True
blocker,,,,,,172,,,,True
name,——,梅菲斯特的护卫,,,,173,——,——,メフィストの護衛,True
name,（呻吟）,梅菲斯特的护卫,,,,174,（呻吟）,（うめき声）,メフィストの護衛,True
character,,char_1507_Mephisto_1,,,,175,,,char_1507_Mephisto_1,True
name,但我的护卫不是常人能撼动的。,梅菲斯特,,,,176,但我的护卫不是常人能撼动的。,しかし、私の護衛は並の者では動かせません。,メフィスト,True
character,,char_015_lmg,,,,177,,,char_015_lmg,True
name,用肉体为指挥官挡住了爆炸......还毫发无损？！,近卫局成员,,,,178,用肉体为指挥官挡住了爆炸......还毫发无损？！,肉体で指揮官の爆発を防いだ……それでいて無傷だと？！,近衛局メンバー,True
name,刚才的火力，差不多能炸穿一层城市防壁了啊！,近卫局成员,,,,179,刚才的火力，差不多能炸穿一层城市防壁了啊！,先ほどの火力は、ほぼ都市の防壁を一層破壊できるほどだ！,近衛局メンバー,True
character,,char_1507_Mephisto_1,,,,180,,,char_1507_Mephisto_1,True
name,别白费力气了。,梅菲斯特,,,,181,别白费力气了。,無駄な抵抗はやめなさい。,メフィスト,True
name,伤口会愈合，皮肉会硬化，生命会复归。,梅菲斯特,,,,182,伤口会愈合，皮肉会硬化，生命会复归。,傷は癒え、肉体は硬化し、命は戻ります。,メフィスト,True
name,这些人的武器根本没法对抗我的护卫，毕竟他们只是我为长官你一个人准备的。,梅菲斯特,,,,183,这些人的武器根本没法对抗我的护卫，毕竟他们只是我为长官你一个人准备的。,これらの者たちの武器は私の護衛には全く通じません。彼らは長官であるあなたのために私が用意したものですから。,メフィスト,True
name,同胞们，起身。别让任何人干扰我和长官之间的谈话。,梅菲斯特,,,,184,同胞们，起身。别让任何人干扰我和长官之间的谈话。,同志たちよ、立て。誰にも私と長官の会話を妨害させるな。,メフィスト,True
character,,char_015_lmg,,,,185,,,char_015_lmg,True
name,陈sir，整合运动正一波又一波地向我们涌来！常规手段没法击溃他们！,近卫局成员,,,,186,陈sir，整合运动正一波又一波地向我们涌来！常规手段没法击溃他们！,チェンsir、統合運動が次から次へと押し寄せています！通常の手段では撃退できません！,近衛局メンバー,True
name,可恶，难道他们感觉不到痛苦吗！,近卫局成员,,,,187,可恶，难道他们感觉不到痛苦吗！,くそっ、彼らは痛みを感じていないのか！,近衛局メンバー,True
name,其他小队也遭遇了相同的状况！徘徊在大楼外的整合运动也开始行动了，他们正冲向大楼，不断地撞击我们刚刚控制住的安保设施！,近卫局成员,,,,188,其他小队也遭遇了相同的状况！徘徊在大楼外的整合运动也开始行动了，他们正冲向大楼，不断地撞击我们刚刚控制住的安保设施！,他の小隊も同じ状況に遭遇しています！ビルの外を徘徊する統合運動も動き出し、ビルへ突進し、私たちがかろうじて制圧した警備設備を繰り返し襲っています！,近衛局メンバー,True
character,,char_010_chen_1#5,1,,char_015_lmg,189,,,char_010_chen_1#5,True
name,优先处理你们身边的敌人！,陈,,,,190,优先处理你们身边的敌人！,身近にいる敵から優先的に処理せよ！,チェン,True
character,,char_015_lmg,,,,191,,,char_015_lmg,True
name,给我滚开！,近卫局成员,,,,192,给我滚开！,どけ！,近衛局メンバー,True
playsound,,,,,,193,,,,True
camerashake,,,,,,194,,,,True
delay,,,,,,195,,,,True
character,,char_010_chen_1#5,2,,char_015_lmg,196,,,char_010_chen_1#5,True
name,陈sir，这些东西根本就没有知觉，近卫局大楼也被彻底包围了！,近卫局成员,,,,197,陈sir，这些东西根本就没有知觉，近卫局大楼也被彻底包围了！,チェンsir、これらの者には感覚が全くありません。近衛局のビルも完全に包囲されています！,近衛局メンバー,True
name,我们被迫进入了肉搏战，没法支援你！,近卫局成员,,,,198,我们被迫进入了肉搏战，没法支援你！,私たちは格闘戦を強いられており、支援できません！,近衛局メンバー,True
character,,char_010_chen_1#2,1,,char_015_lmg,199,,,char_010_chen_1#2,True
name,照顾好你们自己。,陈,,,,200,照顾好你们自己。,ご自身のことをしっかりと気をつけてくださいませ。,陳,True
character,,char_010_chen_1#2,2,,char_015_lmg,201,,,char_010_chen_1#2,True
name,明白！,近卫局成员,,,,202,明白！,了解しました！,近衛局のメンバー,True
character,,char_010_chen_1#2,2,,char_1507_Mephisto_1,203,,,char_010_chen_1#2,True
name,很壮观吧？他们历经了太多战斗，意识似乎有些不堪重负了，但他们的肉体依然健康强壮。,梅菲斯特,,,,204,很壮观吧？他们历经了太多战斗，意识似乎有些不堪重负了，但他们的肉体依然健康强壮。,壮観でしょう？彼らは数多くの戦いを経て、意識は少し負担に耐えかねているようですが、身体は依然として健康で強靭です。,メフィスト,True
name,实力似乎能稍稍弥补一点决策上的失误。,梅菲斯特,,,,205,实力似乎能稍稍弥补一点决策上的失误。,実力は、多少なりとも判断の誤りを補うことができるようです。,メフィスト,True
name,至少这样我们就有时间慢慢解决我们之间的问题。,梅菲斯特,,,,206,至少这样我们就有时间慢慢解决我们之间的问题。,少なくともこれで、私たちの間の問題をゆっくり解決する時間ができました。,メフィスト,True
name,我想好好和你谈谈，长官，无关这场战斗。,梅菲斯特,,,,207,我想好好和你谈谈，长官，无关这场战斗。,長官、今回の戦いとは関係なく、ぜひお話ししたいことがあります。,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,208,,,char_010_chen_1#4,True
name,没必要。,陈,,,,209,没必要。,必要ありません。,陳,True
name,我会直接解决你。,陈,,,,210,我会直接解决你。,私は直接あなたを始末するつもりです。,陳,True
character,,,,,,211,,,,True
dialog,,,,,,212,,,,True
blocker,,,,,,213,,,,True
playsound,,,,,,214,,,,True
blocker,,,,,,215,,,,True
camerashake,,,,,,216,,,,True
character,,char_010_chen_1#4,,,,217,,,char_010_chen_1#4,True
delay,,,,,,218,,,,True
blocker,,,,,,219,,,,True
playsound,,,,,,220,,,,True
blocker,,,,,,221,,,,True
camerashake,,,,,,222,,,,True
delay,,,,,,223,,,,True
character,,char_1507_Mephisto_1,,,,224,,,char_1507_Mephisto_1,True
name,很快！,梅菲斯特,,,,225,很快！,すぐに！,メフィスト,True
character,,char_1508_Faust_1#2,,,,226,,,char_1508_Faust_1#2,True
name,......,浮士德,,,,227,......,......,ファウスト,True
character,,char_1507_Mephisto_1,,,,228,,,char_1507_Mephisto_1,True
name,但还不够。,梅菲斯特,,,,229,但还不够。,しかし、まだ十分ではありません。,メフィスト,True
camerashake,,,,,,230,,,,True
character,,char_010_chen_1#4,,,,231,,,char_010_chen_1#4,True
blocker,,,,,,232,,,,True
playsound,,,,,,233,,,,True
blocker,,,,,,234,,,,True
camerashake,,,,,,235,,,,True
camerashake,,,,,,236,,,,True
blocker,,,,,,237,,,,True
playsound,,,,,,238,,,,True
blocker,,,,,,239,,,,True
name,！,陈,,,,240,！,！,陳,True
character,,char_1508_Faust_1#2,,,,241,,,char_1508_Faust_1#2,True
name,用剑锋偏移了弩弹？,浮士德,,,,242,用剑锋偏移了弩弹？,剣の刃でクロスボウの矢を逸らしたのですか？,ファウスト,True
character,,avg_npc_015,,,,243,,,avg_npc_015,True
name,——,梅菲斯特的护卫,,,,244,——,——,メフィストの護衛,True
character,,char_010_chen_1#4,,,,245,,,char_010_chen_1#4,True
name,预判得很准，黑发小子。,陈,,,,246,预判得很准，黑发小子。,読みが鋭いな、黒髪の若者よ。,陳,True
name,嘁，先用狙击阻挠我的行动，适时预测我的行动，然后填上肉盾？,陈,,,,247,嘁，先用狙击阻挠我的行动，适时预测我的行动，然后填上肉盾？,ちっ、まず狙撃で私の行動を妨害し、適時に私の行動を予測し、そして盾役を出すとは？,陳,True
character,,char_1507_Mephisto_1,,,,248,,,char_1507_Mephisto_1,True
name,抱歉，长官。我大致能估算到你基本上所有的路线，下一步不过是稍加封锁就好。,梅菲斯特,,,,249,抱歉，长官。我大致能估算到你基本上所有的路线，下一步不过是稍加封锁就好。,申し訳ありません、長官。私はあなたのほとんどのルートを大まかに予測できております。次の一手は少し封鎖するだけで十分です。,メフィスト,True
name,这样一来，你是没法靠近我的。至于尖锐的弩箭、易爆的弩弹、沉重的弩刺，你喜欢哪种？,梅菲斯特,,,,250,这样一来，你是没法靠近我的。至于尖锐的弩箭、易爆的弩弹、沉重的弩刺，你喜欢哪种？,これでは、あなたは私に近づくことはできません。鋭いクロスボウの矢、爆発しやすい弩弾、重い弩の槍、どれが好みですか？,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,251,,,char_010_chen_1#4,True
name,——,陈,,,,252,——,——,チェン,True
name,也许你准备得确实很周全。,陈,,,,253,也许你准备得确实很周全。,おそらくあなたの準備は本当に周到でしょう。,チェン,True
name,只是，一个棋手规划完了整个棋局，他就只能将对方当做异色的棋子而非奇兵。,陈,,,,254,只是，一个棋手规划完了整个棋局，他就只能将对方当做异色的棋子而非奇兵。,しかし、チェスの指し手が全盤を計画し終えた後は、相手を奇襲ではなく異なる色の駒としてしか見なせないのです。,チェン,True
character,,char_1507_Mephisto_1#2,,,,255,,,char_1507_Mephisto_1#2,True
name,（等等，粉尘怎么会粘在她身上......？）,梅菲斯特,,,,256,（等等，粉尘怎么会粘在她身上......？）,（待って、どうして粉塵が彼女に付いているのだろう……？）,メフィスト,True
name,（原来是这样，是这样呀。）,梅菲斯特,,,,257,（原来是这样，是这样呀。）,（そういうことか、そうなんだな。）,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1#2,258,,,char_010_chen_1#4,True
name,我不会像你那样纸上谈兵，我只是有备而来。,陈,,,,259,我不会像你那样纸上谈兵，我只是有备而来。,私はあなたのように机上の空論はしません。ただ準備万端で来ただけです。,チェン,True
name,棋盘不适用于我，小子。我不是谁的棋子，我是龙门的利刃。,陈,,,,260,棋盘不适用于我，小子。我不是谁的棋子，我是龙门的利刃。,盤上の駒は私には通用しない、ガキ。私は誰かの駒ではなく、龍門の鋭刃です。,チェン,True
character,,char_010_chen_1#4,2,,char_1507_Mephisto_1,261,,,char_010_chen_1#4,True
name,嗯......,梅菲斯特,,,,262,嗯......,ふむ……,メフィスト,True
name,勇敢和莽撞虽然接近，却依然留有一线之隔。,梅菲斯特,,,,263,勇敢和莽撞虽然接近，却依然留有一线之隔。,勇敢と無鉄砲は似ているけど、一線の違いがあります。,メフィスト,True
name,或者，你是想使用自己的底牌了？我似乎还没见你在战斗里使用另一把剑。,梅菲斯特,,,,264,或者，你是想使用自己的底牌了？我似乎还没见你在战斗里使用另一把剑。,あるいは、あなたは切り札を使おうとしているのか？戦闘中にもう一つの剣を使うのはまだ見ていないが。,メフィスト,True
name,那不是把装饰品，对吧。,梅菲斯特,,,,265,那不是把装饰品，对吧。,それは飾りではないよね？,メフィスト,True
character,,char_010_chen_1#4,1,,char_1507_Mephisto_1,266,,,char_010_chen_1#4,True
name,呵。,陈,,,,267,呵。,ふん。,チェン,True
name,这把剑根本不是用来对付你这种人的。,陈,,,,268,这把剑根本不是用来对付你这种人的。,この剣はそもそもお前のような者に使うものではない。,チェン,True
name,无论如何，你们都不值得我拔出这把剑。,陈,,,,269,无论如何，你们都不值得我拔出这把剑。,いずれにせよ、お前たちはこの剣を抜くに値しない。,チェン,True
name,只是，你们确实该付出代价了，为了你们对龙门、对切尔诺伯格所有无辜者所做的一切。,陈,,,,270,只是，你们确实该付出代价了，为了你们对龙门、对切尔诺伯格所有无辜者所做的一切。,ただし、あなたたちは確かに代償を払うべきだ。龍門とチェルノボーグの無実の者たちに対して行った全てのことのために。,チェン,True
character,,char_1508_Faust_1#2,,,,271,,,char_1508_Faust_1#2,True
