command,text,name,option_number,option_value,references,focus,image,values,name2,jp_text,jp_name
name,喔，喔，别动手。哇。好大的剑。罗德岛的新打手？,？？？,0,,,,,,,おっと、手を出すなよ。わあ。すごく大きな剣だ。ロドスの新しい用心棒か？,？？？
character,,avg_npc_059,0,,,,,,,,
name,......W......！,罗德岛近卫干员？,0,,,,,,,……W……！,ロドス近衛オペレーター？
name,就是你......就是你杀了Scout！,罗德岛近卫干员？,0,,,,,,,お前だ……お前がスカウトを殺した！,ロドス近衛オペレーター？
character,,avg_npc_042,0,,,,,,,,
name,就是她？,迷迭香,0,,,,,,,彼女なの？,ローズマリー
name,那Scout先生的仇就让我来报。,迷迭香,0,,,,,,,ではスカウトさんの仇は私が討ちます。,ローズマリー
character,,avg_npc_046#5,0,,,,,,,,
name,你在说什么？,W,0,,,,,,,何を言っているんだ？,W
name,等等。小白猫，杀我可以，但我做的事我会认，不是我做的事我可不会认。,W,0,,,,,,,ちょっと待てよ。子猫ちゃん、俺を殺してもいいが、俺がやったことは認めるが、やってないことは認めないからな。,W
name,我得提醒那边那个穿成整合运动样子的罗德岛小哥。,W,0,,,,,,,あそこの統合運動の格好をしたロドスの少年に言っておかなくちゃ。,W
name,我认得出你也记得你，是我放跑了你，你想一想，我完全不用把你让给老爷子的。,W,0,,,,,,,君を知ってるし君も覚えてる。俺が君を逃がしたんだ。よく考えてみろ、俺は君をあの老人に渡す必要はまったくなかった。,W
character,,avg_npc_046#4,0,,,,,,,,
name,Scout是为你们罗德岛而死的。我是被迫取走了他的命。,W,0,,,,,,,スカウトはお前たちロドスのために死んだ。俺はやむを得ず彼の命を奪っただけだ。,W
name,听好，他完全可以一个人逃掉。他为了保住你和你们其他人的命，和我演了一出戏给整合运动看。,W,0,,,,,,,よく聞け、彼は一人で逃げられたんだ。お前や他の皆の命を守るために、俺と芝居をして統合運動に見せたんだ。,W
name,你以为我愿意杀他？我愿意杀一个萨卡兹，一个萨卡兹里现在都没剩下几个的匿形大师，真正的神射手，下一个卡兹戴尔英雄胚子？,W,0,,,,,,,俺があえて彼を殺すと思うか？俺はサカズの、今はもうほとんどいない潜影の達人、本物の射手、次のカズデルの英雄候補を殺すつもりは無い。,W
character,,avg_npc_059,0,,,,,,,,
name,说谎！,罗德岛近卫干员？,0,,,,,,,嘘だ！,ロドス近衛オペレーター？
character,,avg_npc_046#4,0,,,,,,,,
name,你冲我发脾气？！,W,0,,,,,,,俺に怒るのか？！,W
character,,avg_npc_046#3,0,,,,,,,,
camerashake,,,0,,,,,,,,
name,你这家伙，也敢冲我发脾气？！,W,0,,,,,,,お前、俺に怒るとは大胆だな？！,W
name,我才要冲你发脾气！如果你本事大点，如果你们当场干死那条龙女，怎么还会死那么多人？,W,0,,,,,,,俺の方こそ怒るぞ！もしお前に腕があったら、もしお前たちがそのドラゴン女を現場で始末していたら、なぜこんなにも多くの人が死んだんだ？,W
name,怎么还要我去杀Scout，去杀我看得起的人？,W,0,,,,,,,なぜ俺がスカウトを殺さなければならなかった、俺が信頼していた者を？,W
name,你是不是以为我是战争贩子？我告诉你，我是。是，没错，但和你们不一样，人的价值在我这里是有分级的。,W,0,,,,,,,お前は俺を戦争屋だと思っているのか？教えてやる、俺はそうだ。そうだ、だがお前たちとは違う、人の価値は俺のところでは格付けされている。,W
name,Scout......你们给我听着！就算在巴别塔，Scout也是我觉得最有价值的战士。,W,0,,,,,,,スカウト……お前たちよく聞け！バベルの塔にいてもスカウトは俺が最も価値ある戦士だと思っている者だ。,W
character,,avg_npc_046#4,0,,,,,,,,
name,他比我贵。,W,0,,,,,,,彼は俺よりも尊い。,W
name,......我再问一遍，你们究竟有什么价值让他为你们死掉？啊？,W,0,,,,,,,……もう一度聞くが、お前たちは一体何の価値があるというのだ、彼が命を賭ける価値が？な？,W
character,,avg_npc_059,0,,,,,,,,
name,你......,罗德岛近卫干员？,0,,,,,,,お前……,ロドス近衛オペレーター？
character,,avg_npc_046#4,0,,,,,,,,
name,呃，咳，呸......,W,0,,,,,,,うっ、ゴホッ、ぺっ……,W
character,,avg_npc_042,0,,,1,,,avg_npc_046#4,,
name,举起手。放下武器。我不相信你。,迷迭香,0,,,,,,,手を挙げて。武器を置け。私はあなたを信じません。,ローズマリー
character,,avg_npc_042,0,,,2,,,avg_npc_046#2,,
name,......,W,0,,,,,,,……,W
name,我没被塔露拉烧个稀碎，没被凯尔希的怪物丢在墙上撞死已经很幸运了。,W,0,,,,,,,俺はタルラーに粉々に焼かれず、ケルシーの怪物に壁に叩きつけられて死ななかったのは幸運だった。,W
name,那现在，能不能别再烦我些有的没的......？不是手上的家伙大说话就更有道理的，否则炸死那么多人的我岂不是正确到爆开？,W,0,,,,,,,それでさあ、もう俺にくだらないことを言うのはやめてくれないか……？手に武器を持っているからって言いたい放題はもっとおかしいよ、そうじゃなきゃこんなに多くの人を爆破した俺は完璧になってしまうじゃないか？,W
name,顺便，凯尔希也说了，现在我和你们是站一边的。,W,0,,,,,,,ついでに言うと、ケルシーも言っていた、今俺はお前たちと同じ側にいると。,W
name,我站你们这边。,W,0,,,,,,,俺はお前たちの側にいる。,W
name,要不要听录音？,W,0,,,,,,,録音を聞くかい？,W
character,,avg_npc_042,0,,,1,,,avg_npc_046#2,,
name,......,迷迭香,0,,,,,,,……,
name,你为什么那么急躁？,迷迭香,0,,,,,,,どうしてそんなに焦っているのですか？,ローズマリー
character,,avg_npc_042,0,,,2,,,avg_npc_046#2,,
name,啊？你这小鬼也能读心吗还是怎么的？那你还不信我？,W,0,,,,,,,ああ？お前、小僧なのに読心でもできるのか？それなのに俺を信じられないのか？,W
character,,avg_npc_042,0,,,2,,,avg_npc_046#4,,
name,我当然急。再不干掉塔露拉，我的人就要都给她弄死了。,W,0,,,,,,,もちろん焦っている。もしタルラーを倒さなければ、俺の者たちは全員やられてしまう。,W
name,萨卡兹雇佣兵有个缺点，在杀人之外的时候他们是不会审时度势的。,W,0,,,,,,,サカズの傭兵には欠点がある、殺し以外の時は状況を判断しない。,W
name,你跟他们说什么，他们就会去做什么，原因无他，他们根本不在乎自己，不重视生命，自己的别人的，都无所谓。,W,0,,,,,,,お前が何を言っても、彼らはそれを実行するだけの理由は他にない、彼らは自分自身のことを気に掛けていないし、命を重んじていない、自分のも他人のも、関係ない。,W
name,如果我再不去把他们重新搞回来，他们可就都要死了。,W,0,,,,,,,もし俺が彼らを再びまとめなければ、彼らはみんな死んでしまう。,W
character,,avg_npc_058,0,,,,,,,,
name,你能说服他们？,盾卫,0,,,,,,,彼らを説得できるのか？,盾衛
character,,avg_npc_046#2,0,,,,,,,,
name,在杀了塔露拉之后吧。,W,0,,,,,,,タルラを殺してからだな。,W
name,行了，浪费更多时间了，能给我让个路吗？,W,0,,,,,,,もういい、これ以上時間を無駄にできない、どいてくれないか？,W
character,,avg_npc_059,0,,,,,,,,
name,......,罗德岛近卫干员？,0,,,,,,,……,
character,,avg_npc_046#4,0,,,,,,,,
name,小哥，我就一句话。,W,0,,,,,,,兄弟、ひと言だけ言う。,W
name,别让他白死。,W,0,,,,,,,彼の死を無駄にするな。,W
character,,avg_npc_059,0,,,,,,,,
name,——,罗德岛近卫干员？,0,,,,,,,——,ロドス近衛オペレーター？
name,我真的有这个权力吗？,罗德岛近卫干员？,0,,,,,,,本当にこの権限が私にあるのか？,ロドス近衛オペレーター？
character,,avg_npc_042,0,,,,,,,,
name,你有。,迷迭香,0,,,,,,,ありますよ。,ローズマリー
character,,avg_npc_046#2,0,,,,,,,,
name,你有的。你的命是我的老同事们堆出来的。,W,0,,,,,,,君にはある。君の命は私のかつての同僚たちの積み重ねだ。,W
character,,avg_npc_059,0,,,,,,,,
name,......啊......！,罗德岛近卫干员？,0,,,,,,,......ああ……！,ロドス近衛オペレーター？
name,够了，够了！迷迭香，让她走吧！,罗德岛近卫干员？,0,,,,,,,もう十分だ、もう十分だ！ローズマリー、彼女を行かせてやれ！,ロドス近衛オペレーター？
character,,avg_npc_042,0,,,,,,,,
name,所以她说的是真的？她保护了阿米娅她们？,迷迭香,0,,,,,,,ということは、彼女の言うことは本当なのか？アーミヤたちを守ったのか？,ローズマリー
character,,avg_npc_059,0,,,,,,,,
name,就相信我，也相信她这么一回。就这么一回。,罗德岛近卫干员？,0,,,,,,,私を信じて、彼女を信じてやれ。ただ一度だけだ。,ロドス近衛オペレーター？
character,,avg_npc_042,0,,,,,,,,
name,那好。,迷迭香,0,,,,,,,わかった。,ローズマリー
character,,avg_npc_046#5,0,,,,,,,,
name,所以我可以走了？,W,0,,,,,,,じゃあ、行っていいのか？,W
character,,avg_npc_059,0,,,,,,,,
name,......走！,罗德岛近卫干员？,0,,,,,,,……行け！,ロドス近衛オペレーター？
name,别再让我看见你。,罗德岛近卫干员？,0,,,,,,,二度とお前を見かけたくない。,ロドス近衛オペレーター？
name,——别再让我看见你！,罗德岛近卫干员？,0,,,,,,,——二度とお前を見かけたくない！,ロドス近衛オペレーター？
character,,avg_npc_046#2,0,,,,,,,,
name,那谢谢。放心吧，如果这回没杀掉这个龙女，我们肯定就没机会再见了。,W,0,,,,,,,ありがとう。安心してくれ、今回このドラゴン娘を殺せなければ、二度と会う機会はないだろう。,W
name,他们已经行了，现在，游击队兄弟们，你们呢？,W,0,,,,,,,彼らはもう行った、さて、ゲリラの兄弟たちよ、お前たちはどうする？,W
character,,avg_npc_058,0,,,,,,,,
name,......,盾卫,0,,,,,,,……,
name,大尉说过你不值得依赖。,盾卫,0,,,,,,,大尉はお前は頼りにならないと言っていた。,盾衛
character,,avg_npc_046#2,0,,,,,,,,
name,我觉得那个老头说得一点都没错。我说的真真假假的东西太多，要从中发掘点有意义的东西还挺难。,W,0,,,,,,,あの老人の言うことは間違っていないと思う。俺は嘘か本当かわからないことばかり言ってきたから、有意義なことを見つけ出すのは結構難しい。,W
name,我是没办法让你们正眼看我的，是不是？,W,0,,,,,,,俺のことをまともに見られないんだろう？,W
name,但只有把塔露拉炸成灰这件事，我比谁都想干。,W,0,,,,,,,でも、タルラを灰にすることだけは、誰よりもやりたい。,W
name,顺便，我可要说一句，你们，别老盯着别人的后背看。你根本不懂，你们不懂魔族身上发生了些什么。,W,0,,,,,,,ついでに言っておく、お前たち、他人の背後ばかり見てはいけない。お前たちは魔族に何が起こっているか全くわかっていない。,W
name,你们不知道我这几个死了的雇佣兵是为什么而死的。别用那种眼神看我。,W,0,,,,,,,お前たちは、俺の死んだあの数人の傭兵が、なぜ死んだのか知らないんだ。そんな目で俺を見るな。,W
name,哈。你们是不是就是用这种眼神看那个龙女的？,W,0,,,,,,,はあ。お前たちはまさにそんな目であのドラゴン娘を見ているのか？,W
character,,avg_npc_058,0,,,,,,,,
name,——,盾卫,0,,,,,,,——,
name,看你的伤，你已经和塔露拉交过手了。,盾卫,0,,,,,,,お前の傷を見れば、もうタルラと交戦したな。,盾衛
character,,avg_npc_046#2,0,,,,,,,,
name,哈哈，那你眼神可真好，我站在你面前才十多分钟你就发现了。,W,0,,,,,,,はは、その目は鋭いな。お前の前に立ってまだ十数分しか経ってないのに見抜いた。,W
name,对，我和她干了一架。而且我还输了。,W,0,,,,,,,そうだ、彼女と戦った。そして負けた。,W
character,,avg_npc_058,0,,,,,,,,
name,你伤得不轻，又打不赢，你想怎样？,盾卫,0,,,,,,,お前はかなりの重傷で、勝てもしない。どうするつもりだ？,盾衛
character,,avg_npc_046#2,0,,,,,,,,
name,我还活着，已经够了。如果那个罗德岛的兔子做不到，那我就要再炸塔露拉一回。,W,0,,,,,,,俺はまだ生きている、それで十分だ。あのロドスのウサギができないなら、俺がもう一度タルラを爆破する。,W
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
playsound,,,0,,,,,,,,
image,,,0,,,,avg_8_28,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
imagetween,,,0,,,,,,,,
name,你不是她的对手。,盾卫,0,,,,,,,お前は彼女の相手にはならない。,盾衛
name,你要去送死，我们不拦你。,盾卫,0,,,,,,,命を捨てに行くのなら、止めはしない。,盾衛
name,我是可以绕道走的，朋友。我完全能。,W,0,,,,,,,迂回することはできるよ、友よ。十分できる。,W
name,我没想到你们会和罗德岛在一起，但我，我是来见你们一面的，我是特意来的。为了救你们一命。,W,0,,,,,,,お前たちがロドスと一緒にいるとは思わなかったけど、俺は、お前たちに会いに来たんだ。特別に来たんだ。命を救うために。,W
name,看到我那些可怜兄弟的尸体了没？你们都该看看。,W,0,,,,,,,あの哀れな兄弟たちの遺体を見たか？みんな見ておくべきだ。,W
name,各位兄弟，在这座城市里可不止剩下平民和整合运动啊。,W,0,,,,,,,兄弟たちよ、この街にはもう一般市民と整合運動だけじゃないぞ。,W
name,乌萨斯的士兵穿着我们的衣服。,W,0,,,,,,,ウルサスの兵士が俺たちの服を着ている。,W
name,我们已经遇到过他们了。我们也已经做好了——,盾卫,0,,,,,,,もう彼らに遭遇した。こちらも準備はできている——,盾衛
name,做好了准备？你是不是想说你做好了准备？,W,0,,,,,,,準備ができている？言いたいのは本気で準備ができているってことか？,W
name,长舌。,盾卫,0,,,,,,,おしゃべりだな。,盾衛
name,我是说实话，我很少说实话。可别是做好了送死的准备。,W,0,,,,,,,本当のことを言ってるんだ、滅多に言わないがな。まさか死ぬ覚悟はできてないだろうな。,W
name,塔露拉既然敢搞这一套，说明她根本不在乎整合运动。她想整合运动死在这。,W,0,,,,,,,タルラがこんなことをするとは、整合運動などどうでもいいのだ。彼女はここで整合運動を滅ぼそうとしている。,W
name,再见，各位。只要运气好，我们就都能活下去。,W,0,,,,,,,さようなら、みんな。運が良ければ、みんな生き延びられるだろう。,W
name,你们如果不信我，就试着去相信自己的运气吧。,W,0,,,,,,,俺を信じられないなら、自分の運を信じてみろ。,W
name,祝各位好运。,W,0,,,,,,,皆さんのご健闘をお祈りします。,W
dialog,,,0,,,,,,,,
stopmusic,,,0,,,,,,,,
blocker,,,0,,,,,,,,
image,,,0,,,,,,,,
character,,,0,,,,,,,,
delay,,,0,,,,,,,,
background,,,0,,,,bg_graduate,,,,
blocker,,,0,,,,,,,,
playmusic,,,0,,,,,,,,
delay,,,0,,,,,,,,
playsound,,,0,,,,,,,,
character,,char_003_kalts_1#2,0,,,,,,,,
delay,,,0,,,,,,,,
name,我们已经十分接近石棺的核心了。,凯尔希,0,,,,,,,私たちは石棺の核心に非常に近づいています。,ケルシー
name,......,凯尔希,0,,,,,,,……,
decision,你在担心什么？,,1,1,,,,1,,何を心配しているのですか？,
predicate,,,0,,1,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,我担心自己会保护不好你。,凯尔希,0,,,,,,,私は自分があなたをうまく守れないのではと心配しています。,ケルシー
name,不，博士，总有一天我会保护不了你。,凯尔希,0,,,,,,,違います、ドクター、いつか私はあなたを守れなくなる日が来るでしょう。,ケルシー
name,首先，太多超出我们预想的力量在这大地上相互博弈，他们天灾般的暴力行径，既会带来无法预知的问题，也会带来出乎预料的死亡。,凯尔希,0,,,,,,,,
name,即使知道一切，也未必能改变一切，这是众多悲剧的根源，也是许多旅程的开始。,凯尔希,0,,,,,,,すべてを知っていても、すべてを変えられるとは限らない。それが多くの悲劇の根源であり、多くの旅の始まりでもあります。,ケルシー
name,其次，博士......,凯尔希,0,,,,,,,次に、ドクター……,ケルシー
name,你是否的确是一个值得我去保护的人？,凯尔希,0,,,,,,,あなたは本当に私が守るに値する人ですか？,ケルシー
decision,还猜谜？！,,3,1,,,,1;2;3,,まだなぞなぞを？！」,
decision,......,,3,2,,,,1;2;3,,……,
decision,我难道不值得你这么做吗，凯尔希医生？,,3,3,,,,1;2;3,,私があなたにそうする価値がないとでも、ケルシー先生？,
predicate,,,0,,1,,,,,,
name,这只是利用信息不对等对你施加压力。,凯尔希,0,,,,,,,これは情報の非対称性を利用してあなたにプレッシャーをかけているだけです。,ケルシー
name,当然，逼急了就算是卡特斯也会咬人。,凯尔希,0,,,,,,,もちろん、追い詰められればカーテスでさえ噛みつきます。,ケルシー
name,但把答案直接告诉你，只是让你更加怀疑事实。你应当自己争取真相，或者等待它直接向你打开。,凯尔希,0,,,,,,,しかし答えを直接教えてしまうと、かえって事実を疑うようになるでしょう。あなたは自ら真実を掴むべきです、あるいは真実が直接あなたに開くのを待つべきです。,ケルシー
predicate,,,0,,2,,,,,,
name,你不会回答我的。,凯尔希,0,,,,,,,あなたは私に答えないでしょう。,ケルシー
name,我很清楚......因为你以前就是这样一个人。,凯尔希,0,,,,,,,私はよく知っています……あなたは以前、まさにそういう人だったからです。,ケルシー
name,只是你不是那个人。博士，答应我，你和过去的不是同一个人。,凯尔希,0,,,,,,,ただあなたはもうその人ではありません。ドクター、約束してください、あなたは過去のあなたとは違う人だと。,ケルシー
predicate,,,0,,3,,,,,,
name,啊。,凯尔希,0,,,,,,,あっ。,ケルシー
name,我有对你下过咒吗，博士？这个咒语解开了，然后反扑在我身上？,凯尔希,0,,,,,,,私はあなたに呪いをかけたのでしょうか、ドクター？その呪いが解けて、私に返ってきたのでしょうか？,ケルシー
name,值得与否不是我来判断的。,凯尔希,0,,,,,,,価値があるかどうかは、私が判断することではありません。,ケルシー
name,即使是不值得，我也会这么做，理由的话，一会儿我也许有机会说给你听。,凯尔希,0,,,,,,,たとえ価値がなくても、私はそうします。その理由は、後でお話しする機会があるかもしれません。,ケルシー
predicate,,,0,,1;2;3,,,,,,
name,——牧群！,凯尔希,0,,,,,,,——群れ！,ケルシー
character,,avg_npc_091,0,,,,,,,,
name,你们到哪去？,萨卡兹牧群,0,,,,,,,どこへ行くのですか？,サカズ群れ
name,回家吗？回回回回家吗？,萨卡兹牧群,0,,,,,,,家に帰るのですか？帰る、帰る、帰るのですか？,サカズ群れ
character,,char_003_kalts_1,0,,,,,,,,
name,......,凯尔希,0,,,,,,,……,
name,可以断定，整个核心区的萨卡兹雇佣兵都已经遭到了转化。,凯尔希,0,,,,,,,断言できます、コアエリアのサカズ傭兵はすべて転化を受けています。,ケルシー
name,各位干员，打开自净开关。,凯尔希,0,,,,,,,各オペレーター、自浄スイッチをオンにしてください。,ケルシー
name,在拯救他人的生命之前，先保护好自己的。,凯尔希,0,,,,,,,他人の命を救う前に、まず自分の命を守ってください。,ケルシー
name,阿米娅......你真的要承载起这样不幸的种族的命运吗？,凯尔希,0,,,,,,,アーミヤ……あなたは本当にこの不幸な種族の運命を背負われるのですか？,ケルシー
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
image,,,0,,,,,,,,
