command,text,name,option_number,option_value,references,focus,image,values,name2,jp_text,jp_name
decision,是谁把你推上战场的！,,1,1,,,,1,,誰が君を戦場に送り出したんだ！,
predicate,,,0,,1,,,,,,
character,,char_002_amiya_1#4,0,,,,,,,,
name,博士！,阿米娅,0,,,,,,,ドクター！,アーミヤ
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
character,,avg_npc_042,0,,,,,,,,
decision,这么残忍的事情！,,3,1,,,,1;2;3,,なんて残酷なことだ！,
decision,......可怕......,,3,2,,,,1;2;3,,……怖い……,
decision,这绝不是你该承受的。,,3,3,,,,1;2;3,,これは君が背負うべきことじゃない。,
predicate,,,0,,1;2;3,,,,,,
decision,......为什么要让你来做？,,1,1,,,,1,,……どうして君にさせるんだ？,
predicate,,,0,,1,,,,,,
decision,凯尔希！,,3,1,,,,1;2;3,,ケルシー！,
decision,......！,,3,2,,,,1;2;3,,......！,
decision,不该这样。,,3,3,,,,1;2;3,,こんなこと、間違っている。,
predicate,,,0,,1;2;3,,,,,,
character,,,0,,,,,,,,
dialog,,,0,,,,,,,,
character,,avg_npc_042,0,,,,,,,,
name,是我自己。,迷迭香,0,,,,,,,自分で選びました。,ラベンダー
decision,你在说什么？！,,3,1,,,,1;2;3,,何を言っているんだ？！,
decision,......,,3,2,,,,1;2;3,,......,
decision,你自己是什么意思......？,,3,3,,,,1;2;3,,自分でって……どういう意味だ？,
predicate,,,0,,1;2;3,,,,,,
name,我选择了战斗。我想要战斗。,迷迭香,0,,,,,,,私は戦うことを選びました。戦いたいのです。,ラベンダー
name,有些感觉只有在战场上才能找到。,迷迭香,0,,,,,,,いくつかの感情は、戦場でしか見つけられないのです。,ラベンダー
name,保护了朋友和家人的时候才会感觉到满足。,迷迭香,0,,,,,,,友達や家族を守るときにこそ、満足感を感じます。,ラベンダー
name,......罗德岛需要我。,迷迭香,0,,,,,,,……ロドスには私が必要です。,ラベンダー
name,为了阻止更多我一样的人生出来，这片大地在叫我的名字。,迷迭香,0,,,,,,,私のような人が増えないように、この大地は私の名を呼んでいます。,ラベンダー
decision,即使如此，你也不......,,1,1,,,,1,,それでも君は……,
predicate,,,0,,1,,,,,,
decision,你不能——,,1,1,,,,1,,君には――,
predicate,,,0,,1,,,,,,
name,......死亡有把谁当作小孩吗？,迷迭香,0,,,,,,,……死は誰かを子供として扱ってくれると思いますか？,ラベンダー
name,战争和感染，会因为它们看见的是小孩，就让他们活着吗？,迷迭香,0,,,,,,,戦争や感染症は、相手が子供だからといって見逃してくれるのでしょうか？,ラベンダー
name,我和阿米娅站在战场上......看到我们，谁的第一印象是“孩子”呢？,迷迭香,0,,,,,,,私とアーミヤが戦場に立っても……私たちを見て、“子供”だと思う人がいますか？,ラベンダー
name,博士，我们是“怪物”吧？,迷迭香,0,,,,,,,ドクター、私たちは「化け物」なのでしょうか？,ラベンダー
decision,不！！,,3,1,,,,1;2;3,,いや！！,
decision,......,,3,2,,,,1;2;3,,......,
decision,这只是你自己的看法。,,3,3,,,,1;2;3,,それは君自身の考え方だ。,
predicate,,,0,,1;2;3,,,,,,
name,博士，不。,迷迭香,0,,,,,,,ドクター、違います。,ラベンダー
name,博士，不。,迷迭香,0,,,,,,,ドクター、違います。,
name,我自己是什么，没什么关系。,迷迭香,0,,,,,,,私が何者かなんて、関係ありません。,ラベンダー
name,我只想和我的家人一起做有意义的事。,迷迭香,0,,,,,,,私はただ、家族と一緒に意味のあることをしたいだけです。,ラベンダー
name,你知道Scout吗？,迷迭香,0,,,,,,,スカウトのことをご存じですか？,ラベンダー
decision,那是......？,,1,1,,,,1,,それは……？,
predicate,,,0,,1,,,,,,
name,......你知道Ace吗？,迷迭香,0,,,,,,,……エースのことを知っていますか？,ラベンダー
decision,我知道。,,1,1,,,,1,,知っています。,
predicate,,,0,,1,,,,,,
name,......我已经有几天没有看他们的事情了。,迷迭香,0,,,,,,,……ここ数日、彼らのことを見ていません。,ラベンダー
name,我已经忘了许多。,迷迭香,0,,,,,,,多くのことをもう忘れてしまいました。,ラベンダー
name,但是，我只是忘掉，我和无论什么全都丢掉的博士不一样。,迷迭香,0,,,,,,,でも、私はただ忘れるだけで、すべてを失ったというドクターとは違います。,ラベンダー
character,,avg_npc_042,0,,,2,,,char_002_amiya_1#4,,
name,迷迭香。,阿米娅,0,,,,,,,ラベンダー。,アーミヤ
character,,avg_npc_042,0,,,1,,,char_002_amiya_1#4,,
name,......不，不是这个意思。但你明白的，阿米娅。,迷迭香,0,,,,,,,……違う、そんな意味じゃありません。でも、分かってくれますよね、アーミヤ。,ラベンダー
character,,avg_npc_042,0,,,2,,,char_002_amiya_1#4,,
name,......我明白。但可以......别这么说。,阿米娅,0,,,,,,,……分かります。でも、できれば……そんなことは言わないでください。,アーミヤ
character,,avg_npc_042,0,,,1,,,char_002_amiya_1#4,,
name,嗯嗯......好。,迷迭香,0,,,,,,,うんうん……分かった。,ラベンダー
character,,avg_npc_042,0,,,,,,,,
name,我丢掉的只有零零散散的，许多看到的，许多句子。,迷迭香,0,,,,,,,私が失ったのは断片的なものや、いろんな場面、いろんな言葉だけです。,ラベンダー
name,那些感情，那些......我说不出来，只有阿米娅能懂的感情......,迷迭香,0,,,,,,,その感情、その……言葉にできなくて、アーミヤなら分かるはずの感情は……,ラベンダー
name,却从来没有离开过我。,迷迭香,0,,,,,,,決して私から離れたことはありません。,ラベンダー
decision,......,,1,1,,,,1,,......,
predicate,,,0,,1,,,,,,
name,博士......我觉得你很复杂。,迷迭香,0,,,,,,,ドクター……あなたはとても複雑な方だと思います。,ラベンダー
name,比他们说的都要复杂。,迷迭香,0,,,,,,,みんなが言うよりも、ずっと複雑です。,ラベンダー
name,有人说我也很复杂。有人看见我就会害怕。有人说我不该这样。,迷迭香,0,,,,,,,私も複雑だと言われることがあります。私を見るだけで怖がる人もいれば、私がこうあるべきじゃないと言う人もいます。,ラベンダー
name,但他们也不知道我为什么会这样，不知道我感受到了什么。,迷迭香,0,,,,,,,でも、なぜ私がこうなったのか、私が何を感じているか、誰も知りません。,ラベンダー
name,为什么在这时候突然心痛？为什么在这时候会想要哭呢？,迷迭香,0,,,,,,,どうして今この瞬間、胸が痛むのか、どうして泣きたい気持ちになるのか分かりません。,ラベンダー
name,明明什么事情都不记得了......为什么眼睛还是很酸，嘴唇也会变干呢？,迷迭香,0,,,,,,,何も覚えていないはずなのに……なぜ目がしみて、唇も乾いてしまうのでしょうか。,ラベンダー
name,走廊里那块污渍是谁留下的，为什么没被擦掉？为什么在打碎瓷瓶的时候既担心，却还有点开心？,迷迭香,0,,,,,,,廊下のあのシミは誰が残したのか、なぜ拭き取られていないのか、陶器を割ってしまったとき心配しつつ、なぜかちょっとだけ嬉しかったのか……,ラベンダー
name,看到花朵就感觉很讨厌，看到虫子反而很好奇，又是为什么？,迷迭香,0,,,,,,,花を見ると嫌な気持ちになるのに、虫を見ると逆に興味が湧くのは、なぜなのでしょう？,ラベンダー
name,在我不记得的那些事情里，到底发生了什么？为什么这一种种感情都涌了上来？,迷迭香,0,,,,,,,私が覚えていない出来事の中で、何があったのでしょうか？どうしていろんな感情が溢れてくるのでしょうか？,ラベンダー
name,我感觉到的干员们身上有着各种各样的不同。,迷迭香,0,,,,,,,私が感じるオペレーターたちにも、それぞれ違いがあります。,ラベンダー
name,到了失去大家的时候，那些感觉，当然全都消失了。,迷迭香,0,,,,,,,でも皆を失えば、それらの感覚も当然すべて消えてしまいます。,ラベンダー
name,可为什么......为什么，会有情感这种东西啊。,迷迭香,0,,,,,,,でも……でも、どうして、感情なんてものがあるんでしょう。,ラベンダー
name,为什么已经感受不到了，眼泪却一直在流、一直停不下来呢？,迷迭香,0,,,,,,,感じなくなったはずなのに、涙はずっと流れ続けて止まらないのはなぜですか？,ラベンダー
name,我不是都已经，忘记了吗？,迷迭香,0,,,,,,,私はもう、全部忘れてしまったはずなのに。,ラベンダー
character,,char_002_amiya_1#4,0,,,,,,,,
name,......,阿米娅,0,,,,,,,......,
name,但是迷迭香从来不想我拿走这些感情。,阿米娅,0,,,,,,,ですが、ラベンダーは決してわたしに感情を取り去ってほしいとは思っていません。,アーミヤ
name,这些突然缠上来的情感，无论它是什么样子，它都属于迷迭香。,阿米娅,0,,,,,,,突然湧き出てくるこの感情がどんなものであっても、それはすべてラベンダーのものです。,アーミヤ
name,......也只属于迷迭香。,阿米娅,0,,,,,,,……そして、それはラベンダーだけのものです。,アーミヤ
name,我不能干涉它们。只要在迷迭香的脑海里还有美好的希望......我就不会这么做。,阿米娅,0,,,,,,,わたしはそれに干渉できません。ラベンダーの心に美しい希望が残っているかぎり……わたしは何もしません。,アーミヤ
name,因为，要做什么，是迷迭香自己决定的，要忘记，也是迷迭香自己去忘记。,阿米娅,0,,,,,,,だって、何をするかはラベンダーが決めることですし、忘れるのもラベンダー自身が行うことですから。,アーミヤ
name,真正地忘记。,阿米娅,0,,,,,,,本当に忘れるのです。,アーミヤ
decision,迷迭香身上发生了什么？,,3,1,,,,1;2;3,,ラベンダーには何が起こったんだ？,
decision,......,,3,2,,,,1;2;3,,......,
decision,我还没有那么了解她。,,3,3,,,,1;2;3,,彼女のことはまだそこまで理解していません。,
predicate,,,0,,1;2;3,,,,,,
character,,char_002_amiya_1,0,,,,,,,,
name,博士......罗德岛会严格甄别每一个干员。,阿米娅,0,,,,,,,ドクター……ロドスは全てのオペレーターを厳しく選別しています。,アーミヤ
name,许多干员申请前往战场，都被我们拒绝了。罗德岛会从种种角度判断一个干员是否适合作战任务。,阿米娅,0,,,,,,,多くのオペレーターが戦場での任務を志願しますが、ロドスではさまざまな観点から、その適性を判断しているんです。,アーミヤ
name,作战能力，战术考虑，纪律和身体素质，都是考察的要素，但这都是浅层次的条件。,阿米娅,0,,,,,,,戦闘能力、戦術面、規律、体力なども評価基準ですが、それは基本的な条件のひとつです。,アーミヤ
name,在实际的任务中，许多人并不知道如何去信任彼此。,阿米娅,0,,,,,,,実際の任務では、お互いの信頼の築き方が分からない方も多いんです。,アーミヤ
name,迷迭香在这里，是因为她相信我们的指挥和目标，而我们相信她的能力和她的判断。,阿米娅,0,,,,,,,ラベンダーがここにいるのは、私たちの指揮や目標を信じてくれているからです。そして、私たちもラベンダーの能力と判断を信じています。,アーミヤ
name,请相信我，博士。不，请相信我们......,阿米娅,0,,,,,,,信じてください、ドクター。いいえ、私たち全員を……信じてください。,アーミヤ
name,你会慢慢看见她......感情的颜色。,阿米娅,0,,,,,,,きっと、彼女の感情の色合いが、少しずつ見えてくると思います。,アーミヤ
character,,avg_npc_042,0,,,,,,,,
name,......,迷迭香,0,,,,,,,......,
name,博士。谢谢你和煌一起战斗。,迷迭香,0,,,,,,,ドクター、煌さんと一緒に戦ってくれてありがとうございます。,ラベンダー
decision,为什么？,,3,1,,,,1;2;3,,なぜ？,
decision,......,,3,2,,,,1;2;3,,......,
decision,没什么好谢的。,,3,3,,,,1;2;3,,お礼なんていらないさ。,
predicate,,,0,,1;2;3,,,,,,
name,煌需要更多人和她一起战斗。我也想看她笑的样子。,迷迭香,0,,,,,,,煌さんにはもっと一緒に戦う仲間が必要です。私も彼女の笑顔が見たいです。,ラベンダー
name,我也想看看你的样子。我想看看，Ace和Scout一直在说的你，到底是什么样子。,迷迭香,0,,,,,,,あなたの姿も見てみたいです。AceさんやScoutさんが話してくれた、あなたがどんな方なのか知りたいです。,ラベンダー
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
background,,,0,,,,bg_cherunder,,,,
blocker,,,0,,,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,你在这。,凯尔希,0,,,,,,,ここにいたのですね。,ケルシー
decision,轮到你来找我了。,,1,1,,,,1,,今度は君が私を探す番だ。,
predicate,,,0,,1,,,,,,
name,......使用沉重的大型器械迅速而有力地摧毁敌人，同时兼具惊人的自制力和极强的应变能力。,凯尔希,0,,,,,,,……重い大型の機器を使いこなし、素早くそして力強く敵を粉砕する一方で、驚くほどの自制心と対処能力を持ち合わせている。,ケルシー
name,迷迭香是罗德岛最出类拔萃的歼灭战要员之一。,凯尔希,0,,,,,,,ラベンダーはロドスで最も優秀な殲滅作戦要員の一人です。,ケルシー
name,相应的，她的待人方式和说话语气可能会让你感到担忧，她战斗的姿态，相较她的外表，也的确很残酷。,凯尔希,0,,,,,,,その分、人に接する姿勢や話し方に不安を覚えるかもしれません。彼女の戦う姿は、その見た目に反してとても苛烈です。,ケルシー
name,也许手持电锯四处大闹的煌还算能让人接受，迷迭香战斗时飞溅的碎片，则的确会让一些人感到不安。,凯尔希,0,,,,,,,チェーンソーを振り回す煌はまだ受け入れやすいかもしれませんが、ラベンダーの戦闘時の破片の飛び散る様は、不安に思う人もいるでしょう。,ケルシー
name,如果能使你稍微感到平静一些，我可以给你一点保证作慰藉。假使你确实能被说服的话。,凯尔希,0,,,,,,,少しでも安心できるなら、保証します。もし納得してもらえるならですが。,ケルシー
name,——迷迭香很少击杀敌人。虽然看上去相当直接，但她的战术旨在解除敌人的战斗能力。,凯尔希,0,,,,,,,――ラベンダーは敵をほとんど倒していません。直接的に見えるかもしれませんが、彼女の戦術は敵の戦闘能力を無力化することにあります。,ケルシー
name,譬如说，刚才的战斗中，所有敌人都被成功解除了武装，且并没有人因为迷迭香的攻击而死去。,凯尔希,0,,,,,,,例えば先ほどの戦闘で、すべての敵は武装解除され、彼女の攻撃で命を落とした者はいませんでした。,ケルシー
name,她对武器的操控能力比起过去，已经进步了许多。,凯尔希,0,,,,,,,彼女の武器操作の腕前は昔より大いに向上しています。,ケルシー
name,当然，我们擒获的敌人是否能得救，取决于我们能否及时击溃整合运动的指挥核心。直到那时，我们才有可能派遣救援队进入核心城。,凯尔希,0,,,,,,,もちろん、捕らえた敵を救助できるかどうかは、統合運動の指揮中枢を迅速に打倒できるか次第です。それまで救援隊を核心都市に送ることはできません。,ケルシー
name,以及，当我们必须实施致死性打击以达成战术性目标的时候，伤亡不可避免。,凯尔希,0,,,,,,,また、戦術目標のために致死的な打撃が必要な場合は、犠牲が避けられないこともあります。,ケルシー
name,......你还是皱着眉头。是不是还是觉得这些表面现象依然超过了你的想象？,凯尔希,0,,,,,,,……まだ眉をひそめていますね。やはりこれらの事実があなたの想像を超えているのでしょうか？,ケルシー
decision,我不能接受。,,3,1,,,,1;2;3,,私は受け入れられません。,
decision,......,,3,2,,,,1;2;3,,......,
decision,我不能理解。,,3,3,,,,1;2;3,,私は理解できません。,
predicate,,,0,,1;2;3,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,事实可能也超乎你的想象。,凯尔希,0,,,,,,,事実もまた、あなたの想像を超えているかもしれません。,ケルシー
name,令人胆寒的源石技艺和令人惊讶的感知能力，并不是迷迭香成为精英干员的理由。,凯尔希,0,,,,,,,恐ろしいオリジニウム技術や驚異的な感知能力は、ラベンダーをエリートオペレーターにした理由ではありません。,ケルシー
name,——迷迭香正是因为成为了精英干员，才表现出了这样的素质。,凯尔希,0,,,,,,,――ラベンダーはエリートオペレーターになったからこそ、その資質を示すようになったのです。,ケルシー
name,我们不是判断“我们应该把她送上战场”，而是判断“如果不让她成为这样的战士，后果将不堪设想。”,凯尔希,0,,,,,,,私たちは「彼女を戦場へ送るべきか」ではなく、「彼女をこうした戦士にしなければ取り返しのつかない結果になる」と判断しました。,ケルシー
decision,什么样的后果？,,1,1,,,,1,,どんな結果だ？,
predicate,,,0,,1,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,说严重一点吧。她身体里渗透出的源石技艺可能会无意识或有意识地屠杀生命。,凯尔希,0,,,,,,,深刻な話をしましょう。彼女の体に染みついたオリジニウム技術は、無意識にも意識的にも命を奪う可能性があります。,ケルシー
name,人类的互相毁灭已经成为了一种常态，即使现在这种事已经相当频繁地发生在这片大地上，大多数人却依然还是自己握着兵器和法杖的。,凯尔希,0,,,,,,,人間同士の破壊はすでに常態化しています。この大地でも頻繁に起こっていますが、多くの人はまだ自ら武器や杖を手にしています。,ケルシー
name,失去自我意识的人，是否还算是人这一话题，我并不想讨论。但人类面临的正是这个问题的应用延伸。,凯尔希,0,,,,,,,自我意識を失った者を人と呼ぶべきかは語りませんが、人類はまさにその問題に直面しているのです。,ケルシー
name,“当剥夺了人类个体的自我意识时，剩下的是什么？诞生的又是什么？”,凯尔希,0,,,,,,,「人間の自己意識を奪った時、何が残り、何が生まれるのか？」,ケルシー
name,“当它剥夺我们的生命时，有罪的究竟是谁？”,凯尔希,0,,,,,,,「それが私たちから命を奪った時、一体誰が罪なのか？」,ケルシー
name,是造出武器的人，是使用武器的人，还是被当作武器的人？,凯尔希,0,,,,,,,武器を作った者か、武器を使う者か、それとも武器として扱われた者か？,ケルシー
decision,又要我猜谜？,,3,1,,,,1;2;3,,また謎解きですか？,
decision,......,,3,2,,,,1;2;3,,......,
decision,我会自己查明的。,,3,3,,,,1;2;3,,自分で確かめる。,
predicate,,,0,,1;2;3,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,随着之后战斗的继续，我也许能为你更多地解释一些事情。,凯尔希,0,,,,,,,今後戦いが続く中で、もっと多くのことを説明できるかもしれません。,ケルシー
name,顺便，年龄的问题。,凯尔希,0,,,,,,,ついでに、年齢についてですが。,ケルシー
name,阿米娅的假装成熟也许让你产生了一种错觉。当然，也许有，也许没有。,凯尔希,0,,,,,,,アーミヤの少し大人びた振る舞いで錯覚を起こしているかもしれません。もっとも、起きていないかもしれませんが。,ケルシー
name,被当作武器畏惧的幼小生命，并不会因为表现稚嫩，就可以被看作是普通孩童。,凯尔希,0,,,,,,,武器として恐れられる幼い命は、幼さゆえに普通の子どもと見るべきではありません。,ケルシー
name,——何况她们已经经历过太多了。,凯尔希,0,,,,,,,――彼女たちは、既に多くを経験しています。,ケルシー
name,......整理一下你的必备物品。我们差不多要向地面进发了。,凯尔希,0,,,,,,,……必要なものを整理してください。そろそろ地上へ向かいます。,ケルシー
decision,那阿米娅呢？她也是武器吗？,,1,1,,,,1,,じゃあアーミヤは？彼女も武器なのか？,
predicate,,,0,,1,,,,,,
character,,char_003_kalts_1,0,,,,,,,,
name,......你可以自己去问她。,凯尔希,0,,,,,,,……君自身で彼女に聞いてみなさい。,ケルシー
name,而且，这也该由她自己告诉你。,凯尔希,0,,,,,,,それに、その答えは彼女自身が伝えるべきです。,ケルシー
stopmusic,,,0,,,,,,,,
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
cameraeffect,,,0,,,,,,,,
background,,,0,,,,bg_corridor,,,,
blocker,,,0,,,,,,,,
playmusic,,,0,,,,,,,,
character,,char_171_bldsk_1,0,,,,,,,,
delay,,,0,,,,,,,,
name,凯尔希！站住！,华法琳,0,,,,,,,ケルシー！待ちなさい！,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,华法琳。我马上就要出发了，无论要说什么，你都可以直奔主题。,凯尔希,0,,,,,,,ワルファリン。私はすぐに出発します。言いたいことははっきり言ってください。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,你知道那个预言吧？不对，没有什么是你不知道的，你肯定知道。,华法琳,0,,,,,,,あの預言を知ってるよね？いや、あなたが知らないことなんてないから、きっと知ってるはず。,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,预言？,凯尔希,0,,,,,,,預言？,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,你是不是因为这个原因允许阿米娅去的？,华法琳,0,,,,,,,そのせいでアーミヤを行かせたの？,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,......阿米娅才是这场行动的总指挥和发起人。,凯尔希,0,,,,,,,……アーミヤこそがこの作戦の総指揮と発案者です。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,可阿米娅只有一点点大，怎么能做总指挥——,华法琳,0,,,,,,,でもアーミヤはあんなに小さいのに、どうして総指揮ができるの――,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,华法琳，我们离开卡兹戴尔多长时间了？,凯尔希,0,,,,,,,ワルファリン、私たちがカズデールを離れてからどれくらい経つ？,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,......,华法琳,0,,,,,,,......,
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,给我个准确的回答，否则我走了。,凯尔希,0,,,,,,,正確に答えてください。でなければ行きます。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,......两个月？,华法琳,0,,,,,,,……二か月？,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,华法琳......别开玩笑。,凯尔希,0,,,,,,,ワルファリン……冗談はよしてくれ。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,我知道你的意思。她长大了。,华法琳,0,,,,,,,あなたの言いたいことは分かる。彼女は成長したのね。,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,是的，华法琳。岁月如梭。,凯尔希,0,,,,,,,そうだ、ワルファリン。時はあっという間に過ぎてしまう。,ケルシー
name,卡特斯人的生理变化和血魔生理变化有着难以估量的差别。到现在为止，我们已经离开卡兹戴尔三年了。,凯尔希,0,,,,,,,カッツ人とブラッドデビルの生理的変化は大きく異なる。私たちはもう三年もカズデールを離れている。,ケルシー
name,也许你的时间只过去了一点点，但阿米娅已经成长了许多。,凯尔希,0,,,,,,,あなたにとっては短い時間かもしれませんが、アーミヤは大きく成長しています。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,你还是先回答我的问题。预言。,华法琳,0,,,,,,,まずは質問に答えて。預言について。,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,......“最后的温迪戈将会死在魔王手中？”,凯尔希,0,,,,,,,……「最後のウェンディゴは魔王の手で死ぬ？」,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,就是这个。我知道那个游击队，以及领袖。是他没错。,华法琳,0,,,,,,,それそれ。その遊撃隊とリーダーのことは知ってる。間違いないわ。,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,预言原本的句式是“胡尔提克茨之子，萨卡兹的背叛者和血脉末端的不荣誉者将遭萨卡兹的君主出手处决。”,凯尔希,0,,,,,,,預言の原文は「フールティクツの子、サルカズの裏切者と血脈の末端の恥ずべき者は、サルカズの君主によって裁かれる」だ。,ケルシー
name,那甚至算不上个预言。无论他们所谓的“血脉”是否得到了延续，迄今为止，依然有许多温迪戈还在乌萨斯和哥伦比亚生活着。,凯尔希,0,,,,,,,それはもはや予言と言えるものではありません。彼らが“血脈”を継いでいるかどうかに関わらず、今も多くのウェンディゴがウルサスやコロンビアで暮らしています。,ケルシー
name,......如果你允许我把几十个算作“许多”的话。,凯尔希,0,,,,,,,……あなたが“多い”と言って数十人を許してくれるならですけどね。,ケルシー
name,而且，结合当时的语境，你应该将它看作是一句威胁。很多人不希望温迪戈们离开卡兹戴尔。,凯尔希,0,,,,,,,そして当時の文脈を考えれば、それは脅しの言葉と見るべきです。多くの者がウェンディゴたちがカズデールを離れることを望んでいなかった。,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,最开始说出这句话的可不是你我，既然你也记着，就说明你也觉得很重要。对不？,华法琳,0,,,,,,,最初にこれを言い出したのは私たちじゃない。でもあなたも覚えているのは大切だと感じたからでしょ？ね？」,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
name,你是不是上年纪了，怎么会相信“预言”这种萨卡兹巫术般的说辞？,凯尔希,0,,,,,,,年を取ったのか？“予言”みたいなサルカズの魔術に今さら騙されるのか？,ケルシー
character,,char_171_bldsk_1,0,,,1,,,char_003_kalts_1,,
name,——年纪？你，你好意思说我？！,华法琳,0,,,,,,,――年齢？あなた、よくもそんなこと言えるわね？！,ワルファリン
character,,char_171_bldsk_1,0,,,2,,,char_003_kalts_1,,
