command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,a,initr,r,g,b,block,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,char_106_franka_1,char_107_liskam_1,1,,,,,,,25,,,,False
name,正面的通道，两侧的高层建筑里，也有大量的整合运动暴徒——,,,,,,,,,,,,,,芙兰卡,,,,,,,,,26,正面的通道，两侧的高层建筑里，也有大量的整合运动暴徒——,正面の通路、両側の高層ビルの中にも大量のレユニオンの暴徒がいる——,フランカ,True
name,......想要装出没发现我们的样子摸过来。,,,,,,,,,,,,,,芙兰卡,,,,,,,,,27,......想要装出没发现我们的样子摸过来。,……私たちに気づいていないふりして近付こうとしてるわね。,フランカ,True
name,这可是在......楼顶啊。,,,,,,,,,,,,,,芙兰卡,,,,,,,,,28,这可是在......楼顶啊。,ここ、屋上なんだけどね……,フランカ,True
name,无论来多少敌人，被打下去的话就会立刻完蛋了吧......,,,,,,,,,,,,,,芙兰卡,,,,,,,,,29,无论来多少敌人，被打下去的话就会立刻完蛋了吧......,敵が何人来ても、落とされたら一巻の終わりだよね……,フランカ,True
name,感觉我这聪明头脑被人小看了呢，整合运动居然选这里和我们作战......,,,,,,,,,,,,,,芙兰卡,,,,,,,,,30,感觉我这聪明头脑被人小看了呢，整合运动居然选这里和我们作战......,私の賢い頭脳をナメてるのかな、レユニオンはこんな場所で戦うなんて……,フランカ,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_002_amiya_1,2,,,,,,,31,,,,False
name,整合运动，是要发动总攻了吗？,,,,,,,,,,,,,,阿米娅,,,,,,,,,32,整合运动，是要发动总攻了吗？,レユニオン、総攻撃を仕掛けてくるの？,アーミヤ,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_002_amiya_1#7,2,,,,,,,33,,,,False
name,全体干员，重整队形！,,,,,,,,,,,,,,阿米娅,,,,,,,,,34,全体干员，重整队形！,全オペレーター、隊形を整え直して！,アーミヤ,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_002_amiya_1#7,1,,,,,,,35,,,,False
name,等等，我好像——,,,,,,,,,,,,,,芙兰卡,,,,,,,,,36,等等，我好像——,待って、私なんか——,フランカ,True
name,看到了整合运动之前那个指挥官？,,,,,,,,,,,,,,芙兰卡,,,,,,,,,37,看到了整合运动之前那个指挥官？,さっきのレユニオンの指揮官、見つけたのかな？,フランカ,True
blocker,,,,,,,,,0.6,,,,,,,,,1,2,0,0,0,true,38,,,,False
character,,,,,,,,,0,,,,,,,,,,,,,,,39,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,0,,,,,true,40,,,,False
character,,,,,,,,,,,,,,,char_1500_skulsr,,,,,,,,,41,,,,False
name,......,,,,,,,,,,,,,,碎骨,,,,,,,,,42,......,......,スカルシュレッダー,True
delay,,,,,,,,,,,,,,0.6,,,,,,,,,,43,,,,False
name,......罗德岛。,,,,,,,,,,,,,,碎骨,,,,,,,,,44,......罗德岛。,……ロドス。,スカルシュレッダー,True
name,你们，把她交给龙门了？,,,,,,,,,,,,,,碎骨,,,,,,,,,45,你们，把她交给龙门了？,貴様ら、彼女をロンメンに渡したのか？,スカルシュレッダー,True
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,46,,,,False
name,......,,,,,,,,,,,,,,阿米娅,,,,,,,,,47,......,......,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_106_franka_1,1,,,,,,,48,,,,False
name,（芙兰卡，必须先震慑整合运动的敌人！）,,,,,,,,,,,,,,阿米娅,,,,,,,,,49,（芙兰卡，必须先震慑整合运动的敌人！）,（フランカ、まずはレユニオンの敵を威嚇しないと！）,アーミヤ,True
name,（趁他们不敢继续进攻的时候，向低层转移！）,,,,,,,,,,,,,,阿米娅,,,,,,,,,50,（趁他们不敢继续进攻的时候，向低层转移！）,（彼らが攻撃をためらってる間に、低層に移動して！）,アーミヤ,True
name,（现在必须要扩大战场！）,,,,,,,,,,,,,,阿米娅,,,,,,,,,51,（现在必须要扩大战场！）,（今は戦場を拡大するしかない！）,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#7,char_106_franka_1,2,,,,,,,52,,,,False
name,（知道了，那就边跑边打吧！）,,,,,,,,,,,,,,芙兰卡,,,,,,,,,53,（知道了，那就边跑边打吧！）,（了解、それじゃ走りながら戦おう！）,フランカ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,54,,,,False
name,与你有什么关系？,,,,,,,,,,,,,,阿米娅,,,,,,,,,55,与你有什么关系？,あなたに関係ある？,アーミヤ,True
character,,,,,,,,,,,,,,,char_1500_skulsr,,,,,,,,,56,,,,False
name,......你！,,,,,,,,,,,,,,碎骨,,,,,,,,,57,......你！,……貴様！,スカルシュレッダー,True
name,......,,,,,,,,,,,,,,碎骨,,,,,,,,,58,......,......,スカルシュレッダー,True
name,我的同胞，动手吧！,,,,,,,,,,,,,,碎骨,,,,,,,,,59,我的同胞，动手吧！,同志たち、始めろ！,スカルシュレッダー,True
delay,,,,,,,,,,,,,,0.6,,,,,,,,,,60,,,,False
blocker,,,,,,,,,,,,,,,,,,,,,,,true,61,,,,False
