command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,intro,volume,crossfade,delay,image,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,screenadapt,width,height,name,name2,focus,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,但哪怕只有一点点能做的，我们也会去做。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,69,但哪怕只有一点点能做的，我们也会去做。,でも、ほんの少しでもできることがあれば、私たちはやる。,アーミヤ,True
name,我们一定会去做。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,70,我们一定会去做。,必ずやるよ。,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,71,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,0,72,,,,False
name,博士是在想过去的事情吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,73,博士是在想过去的事情吗？,ドクターは昔のことを考えているの？,アーミヤ,True
name,是在想......过去也看过许多次死亡？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,74,是在想......过去也看过许多次死亡？,……昔も何度も死を目にしたことを思い返しているの？,アーミヤ,True
name,我是猜不出博士的心思，也不想直接感知博士你的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,75,我是猜不出博士的心思，也不想直接感知博士你的。,私はドクターの気持ちは当てられないし、直接感じ取ろうとも思わない。,アーミヤ,True
name,因为......我想博士有一天能亲自告诉我。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,76,因为......我想博士有一天能亲自告诉我。,だって……いつかドクター自身が教えてくれると、私は思っているから。,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,77,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,0,78,,,,False
name,......干员们付出了许多。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,79,......干员们付出了许多。,……オペレーターたちはたくさん犠牲を払った。,アーミヤ,True
name,死亡会比拯救更令人印象深刻。任何一次死亡，都会很难忘。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,80,死亡会比拯救更令人印象深刻。任何一次死亡，都会很难忘。,死は救いよりも強烈な印象を残す。どんな死も、決して忘れられない。,アーミヤ,True
name,但是我很清楚，如果没有干员们的努力，我们会看见更多死亡。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,81,但是我很清楚，如果没有干员们的努力，我们会看见更多死亡。,でも私ははっきりわかってる。オペレーターたちの努力がなければ、もっと多くの死を見ていたはずだって。,アーミヤ,True
name,更多，更多，更多的死亡......,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,82,更多，更多，更多的死亡......,もっと、もっと、もっと多くの死を……,アーミヤ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,83,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,0,84,,,,False
name,以前我以为，罗德岛就是为了感染者去战斗的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,85,以前我以为，罗德岛就是为了感染者去战斗的。,以前は、ロドスが感染者のために戦っているんだと思っていた。,グレイソート,True
name,可是现在，倒在我们手下的却都是感染者。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,86,可是现在，倒在我们手下的却都是感染者。,でも今は、私たちの手で倒したのはみんな感染者だった。,グレイソート,True
name,阿米娅......,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,87,阿米娅......,アーミヤ……,グレイソート,True
name,罗德岛在为什么而战？,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,88,罗德岛在为什么而战？,ロドスは何のために戦っているんだ？,グレイソート,True
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,,,,False
character,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,,char_017_homura_3#9,,,,,,0,90,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,,,,False
name,你现在问这种问题？,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,92,你现在问这种问题？,今になって、そんなことを聞くのか？,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#9,char_002_amiya_1#4,2,,,,0,93,,,,False
name,煌。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,94,煌。,ホウカン。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,1,,,,0,95,,,,False
name,......你说吧。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,96,......你说吧。,……話せ。,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,0,97,,,,False
name,这个问题，我也常常问自己。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,98,这个问题，我也常常问自己。,この問いは、私もしょっちゅう自分に問いかける。,アーミヤ,True
name,感染者，普通人，每天都在我们面前死去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,99,感染者，普通人，每天都在我们面前死去。,感染者も、普通の人も、毎日私たちの前で死んでいく。,アーミヤ,True
name,......我们不会，也不应该只是“阻止一次死亡”。对于这片大地来说，这没有意义。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,100,......我们不会，也不应该只是“阻止一次死亡”。对于这片大地来说，这没有意义。,……私たちは「一つの死を止める」だけじゃダメだし、それだけじゃこの大地には意味がない。,アーミヤ,True
name,就像现在......就像我们面对的这场战斗一样。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,101,就像现在......就像我们面对的这场战斗一样。,今と同じ……私たちが直面しているこの戦いと同じ。,アーミヤ,True
name,让战斗双方死去的，绝不是一把弩，一个法术......一场爆炸或是一个伤口。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,102,让战斗双方死去的，绝不是一把弩，一个法术......一场爆炸或是一个伤口。,戦う両者を死に至らせているのは、弩や術……爆発や傷じゃない。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,0,103,,,,False
name,我们要战胜的，是催生了这一切的......普通人对感染者的仇视，感染者对普通人的仇视，他们互相厮杀的理由。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,104,我们要战胜的，是催生了这一切的......普通人对感染者的仇视，感染者对普通人的仇视，他们互相厮杀的理由。,私たちが打ち勝つべきなのは、これらすべてを生み出した……普通の人が感染者を憎む心、感染者が普通の人を憎む心、彼らが殺し合う理由なんだ。,アーミヤ,True
name,我们要铲除滋生仇恨的土壤。既用药物，也用行动。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,105,我们要铲除滋生仇恨的土壤。既用药物，也用行动。,私たちは憎しみの土壌を根絶やしにしないといけない。薬も、行動も使って。,アーミヤ,True
playsound,,$d_gen_signalbomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0,true,,,,,,,,,,,,,,,,,,,,,,,,0,107,,,,False
blocker,,,,,,0,0.95,0.95,0.95,0.3,true,,,,,,,,,,,,,,,,,,,,,,,,0,108,,,,False
delay,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
blocker,,,,,,0.7,0.95,0.95,0.95,0,true,,,,,,,,,,,,,,,,,,,,,,,,0,110,,,,False
blocker,,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,0,111,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,0,112,,,,False
name,啊——,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,113,啊——,あー,ホウカン,True
name,那是不是整合运动发射的？,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,114,那是不是整合运动发射的？,それは統合運動の発射じゃないのか？,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#7,2,,,,0,115,,,,False
name,......是施加了源石技艺的弩弹。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,116,......是施加了源石技艺的弩弹。,……オリジニウム術を付与された弩弾だ。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#7,1,,,,0,117,,,,False
name,好烂的烟火啊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,118,好烂的烟火啊。,なんてひどい花火だよ。,ホウカン,True
name,按临光说的，在切尔诺伯格的时候，这长鳞的小子还有着相当强的战斗力。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,119,按临光说的，在切尔诺伯格的时候，这长鳞的小子还有着相当强的战斗力。,リンガンの話では、チェルノボーグの時にはこの鱗の長い奴は随分と強かったそうだ。,ホウカン,True
name,她说那时候她的胳膊都差点被打断，凭我对这个女人的了解，至少我肯定是打不断的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,120,她说那时候她的胳膊都差点被打断，凭我对这个女人的了解，至少我肯定是打不断的。,彼女はあの時、自分の腕が折れそうだったと言ってたけど、俺がこの女のことを知っている限り、きっと折れないさ。,ホウカン,True
name,但刚才我只觉得他的弦已经完了，弩弹里也没剩下多少法术。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,121,但刚才我只觉得他的弦已经完了，弩弹里也没剩下多少法术。,でも今見たところ、彼の弦はもうダメで、弩弾にも術がほとんど残ってなかったな。,ホウカン,True
name,怎么回事啊，臭小子。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,122,怎么回事啊，臭小子。,どうしたんだよ、ガキ。,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,2,,,,0,123,,,,False
name,我想，他可能......没有理由再战斗下去了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,124,我想，他可能......没有理由再战斗下去了。,たぶん、彼は……もう戦う理由がなくなったのかもしれない。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,1,,,,0,125,,,,False
name,我说，阿米娅，有没有他用法术避过了攻击的可能性？,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,126,我说，阿米娅，有没有他用法术避过了攻击的可能性？,なあアーミヤ、彼が術で攻撃を避けたって可能性はないのか？,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,2,,,,0,127,,,,False
name,......抱歉。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,128,......抱歉。,……ごめんなさい。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,1,,,,0,129,,,,False
name,道什么歉啊。我只是可惜那个小子。凭我一眼看穿人的本事看，他不坏。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,130,道什么歉啊。我只是可惜那个小子。凭我一眼看穿人的本事看，他不坏。,なんで謝るんだよ。ただあの子が気の毒なだけだ。俺の人を見る目から言うと、彼は悪くないやつさ。,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,0,131,,,,False
name,现在说什么都太晚了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,132,现在说什么都太晚了。,今さら何を言っても遅い。,グレイソート,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#1,char_367_swllow_1,1,,,,0,133,,,,False
name,并不晚。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,134,并不晚。,遅くなんてない。,アーミヤ,True
name,过去埋下的悲剧，现在开花结果......而未来的悲剧，我们还有能力去阻止。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,135,过去埋下的悲剧，现在开花结果......而未来的悲剧，我们还有能力去阻止。,過去に蒔かれた悲劇は今、花開き実を結ぶ……でも、これからの悲劇は私たちで止められる。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#1,char_367_swllow_1,2,,,,0,136,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,137,......,……,グレイソート,True
name,我去回收他的弩。,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰喉,,,,,,0,138,我去回收他的弩。,彼の弩を回収しに行く。,グレイソート,True
delay,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,139,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#1,1,,,,0,140,,,,False
name,她开窍了？,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,141,她开窍了？,彼女、分かったのか？,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#1,2,,,,0,142,,,,False
name,你不知道她的过去吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,143,你不知道她的过去吗？,彼女の過去を知らないの？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#1,1,,,,0,144,,,,False
name,她没告诉我啊？我们也没那么熟。,,,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,0,145,她没告诉我啊？我们也没那么熟。,彼女は俺に話してくれなかったよ？そこまで親しいわけじゃないし。,ホウカン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#5,char_002_amiya_1#4,2,,,,0,146,,,,False
name,她的父母是矿石病学者，为了感染者研究矿石病，却死在了一场感染者与当局发生的冲突之中。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,147,她的父母是矿石病学者，为了感染者研究矿石病，却死在了一场感染者与当局发生的冲突之中。,彼女の両親は鉱石病の学者で、感染者のために鉱石病を研究していたけど、感染者と当局の衝突で亡くなったんだ。,アーミヤ,True
name,她只是认为，我们遭遇的和她遭遇的并没有区别。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,148,她只是认为，我们遭遇的和她遭遇的并没有区别。,彼女は、私たちが経験したことと彼女が経験したことは変わらないと思っているだけ。,アーミヤ,True
name,灰喉比你想的敏感得多。她大概只是不想表达。,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,0,149,灰喉比你想的敏感得多。她大概只是不想表达。,グレイソートは君が思っているよりずっと繊細だよ。きっと表現したくないだけなんだ。,アーミヤ,True
