command,text_orig,name,option_number,option_value,references,image,values,index,text,jp_text,jp_name,text_match
name,是不是因为......我把梦里的事情全说出来了？,霜星,0,,,,,68,是不是因为......我把梦里的事情全说出来了？,もしかして……私が夢の中のことを全部話してしまったからですか？,霜星,True
predicate,,,0,,3,,,69,,,,True
character,,char_1505_frstar_1,0,,,,,70,,,char_1505_frstar_1,True
name,看来我真是在昏迷中透露了些实在不怎么愉快的事情。,霜星,0,,,,,71,看来我真是在昏迷中透露了些实在不怎么愉快的事情。,どうやら私は昏睡中にあまり愉快でないことを漏らしてしまったようですね。,霜星,True
name,记忆这种东西还真是想丢也丢不掉。,霜星,0,,,,,72,记忆这种东西还真是想丢也丢不掉。,記憶というものは、捨てようとしても捨てられないものですね。,霜星,True
predicate,,,0,,1;2;3,,,73,,,,True
name,你查看过周围没有？,霜星,0,,,,,74,你查看过周围没有？,周囲を調べましたか？,霜星,True
name,没能找到出口，是吗。,霜星,0,,,,,75,没能找到出口，是吗。,出口は見つからなかったのですね。,霜星,True
name,看来一段时间里，我们是没法离开这个地方了。,霜星,0,,,,,76,看来一段时间里，我们是没法离开这个地方了。,しばらくの間、私たちはここから出られないようですね。,霜星,True
character,,char_1505_frstar_1,0,,,,,77,,,char_1505_frstar_1,True
name,......,霜星,0,,,,,78,......,……,霜星,True
playmusic,,,0,,,,,79,,,,True
character,,char_1505_frstar_1#7,0,,,,,80,,,char_1505_frstar_1#7,True
name,我所称呼的父亲，名叫博卓卡斯替，曾经是乌萨斯的一位尉官。,霜星,0,,,,,81,我所称呼的父亲，名叫博卓卡斯替，曾经是乌萨斯的一位尉官。,私が父と呼んでいた人は、ボジョカスティといい、かつてウルサスの尉官でした。,霜星,True
name,但我真正的父亲很早就死了。,霜星,0,,,,,82,但我真正的父亲很早就死了。,しかし私の本当の父は、ずっと前に亡くなりました。,霜星,True
name,小时候我依稀记得，有个男人挡住了弩箭，保护了一个女人；而女人把我抱在怀里，用脊背拦下了第二波弩箭。,霜星,0,,,,,83,小时候我依稀记得，有个男人挡住了弩箭，保护了一个女人；而女人把我抱在怀里，用脊背拦下了第二波弩箭。,幼いころ、私はかすかに覚えています。一人の男が弩の矢を受けて女性を守り、女性は私を抱きかかえ、背中で二波目の弩の矢を受け止めました。,霜星,True
decision,你亲眼目睹了......,,1,1,,,1,84,你亲眼目睹了......,あなたはそれを自分の目で見たのですね……,,True
predicate,,,0,,1,,,85,,,,True
character,,char_1505_frstar_1,0,,,,,86,,,char_1505_frstar_1,True
name,那时的我根本没法理解眼前发生的事情，这段记忆也只是恰巧没被淡忘而已。,霜星,0,,,,,87,那时的我根本没法理解眼前发生的事情，这段记忆也只是恰巧没被淡忘而已。,当時の私は目の前で起こったことを全く理解できませんでしたし、この記憶も偶然忘れずにいただけです。,霜星,True
name,至于真正发生了什么事，都是我的祖母后来才告诉我的。,霜星,0,,,,,88,至于真正发生了什么事，都是我的祖母后来才告诉我的。,実際に何が起きたのかは、後になって祖母から聞かされました。,霜星,True
name,在我追问祖母那个景象的含义，而她再也没法搪塞过去的时候，祖母她告诉了我。,霜星,0,,,,,89,在我追问祖母那个景象的含义，而她再也没法搪塞过去的时候，祖母她告诉了我。,私が祖母にその情景の意味を問い続け、もうごまかせなくなった時、祖母は私に話してくれました。,霜星,True
name,“那是你的亲生父母......在死前保护了你。”,霜星,0,,,,,90,“那是你的亲生父母......在死前保护了你。”,「それはあなたの本当のご両親が……死ぬ前にあなたを守ったのよ。」,霜星,True
name,可笑的是，我根本不认识他们。我脑海里除了这个景象以外，什么关于他们的记忆都没有。,霜星,0,,,,,91,可笑的是，我根本不认识他们。我脑海里除了这个景象以外，什么关于他们的记忆都没有。,滑稽なのは、私は彼らのことを全く知らないということです。この情景以外、彼らについての記憶は何もありません。,霜星,True
name,我的亲生父母就这样被我忘记了。我甚至很难说自己对他们有什么感情。,霜星,0,,,,,92,我的亲生父母就这样被我忘记了。我甚至很难说自己对他们有什么感情。,私は実の両親のことをこのようにして忘れてしまいました。彼らに対してどんな感情があるのか、自分でもよくわかりません。,霜星,True
name,......,霜星,0,,,,,93,......,……,霜星,True
decision,所以你的祖母养育了你。,,1,1,,,1,94,所以你的祖母养育了你。,それであなたは祖母に育てられたのですね。,,True
predicate,,,0,,1,,,95,,,,True
name,一半一半。另一半是乌萨斯感染者的血。,霜星,0,,,,,96,一半一半。另一半是乌萨斯感染者的血。,半分はそうです。もう半分はウルサスの感染者の血です。,霜星,True
decision,......什么？,,1,1,,,1,97,......什么？,……何ですか？,,True
predicate,,,0,,1,,,98,,,,True
name,呵......,霜星,0,,,,,99,呵......,ふっ……,霜星,True
dialog,,,0,,,,,100,,,,True
character,,,0,,,,,101,,,,True
blocker,,,0,,,,,102,,,,True
background,,,0,,,bg_snow_2,,103,,,,True
blocker,,,0,,,,,104,,,,True
name,我在西北冻原上的一座矿场出生。,霜星,0,,,,,105,我在西北冻原上的一座矿场出生。,私は北西の凍原にある鉱山で生まれました。,フロストノヴァ,True
name,矿场位置偏远，规模不大，不属于任何城市，周边也没有聚落。一年四季除了雪，什么也看不见。,霜星,0,,,,,106,矿场位置偏远，规模不大，不属于任何城市，周边也没有聚落。一年四季除了雪，什么也看不见。,鉱山は辺鄙な場所にあり、規模も大きくなく、どの都市にも属していません。周囲にも集落はありません。一年中、雪以外は何も見えません。,フロストノヴァ,True
name,这座矿场等同于刑场，仅仅是为了宣扬死亡与奴役才建立起来。这样的矿场在雪原上数不胜数。,霜星,0,,,,,107,这座矿场等同于刑场，仅仅是为了宣扬死亡与奴役才建立起来。这样的矿场在雪原上数不胜数。,この鉱山は処刑場と同じで、死と奴隷制を誇示するためだけに作られたものです。このような鉱山は雪原に数えきれないほどあります。,フロストノヴァ,True
name,我的亲生父母正是这座矿场的矿工。,霜星,0,,,,,108,我的亲生父母正是这座矿场的矿工。,私の実の両親は、この鉱山の鉱夫でした。,フロストノヴァ,True
name,祖母陪我度过了学习说话的年纪，却从没告诉过我父母到底是犯下了什么罪，才被判在此服刑。,霜星,0,,,,,109,祖母陪我度过了学习说话的年纪，却从没告诉过我父母到底是犯下了什么罪，才被判在此服刑。,祖母は私が話を覚える幼い時期を共に過ごしてくれましたが、両親がどんな罪を犯してここに収容されることになったのか、一度も教えてくれませんでした。,フロストノヴァ,True
name,后来，我年纪稍长，在矿场里四处打听，才知道我的父母都曾反对过乌萨斯皇帝的战时策略。,霜星,0,,,,,110,后来，我年纪稍长，在矿场里四处打听，才知道我的父母都曾反对过乌萨斯皇帝的战时策略。,やがて少し成長し、鉱山中でいろいろ尋ね回ってみたところ、両親がウルサス皇帝の戦時政策に反対したことがあったと知りました。,フロストノヴァ,True
name,他们的被捕也是个意外。逮捕名单最底下的两行是空白的，负责搜查的士官随手抄写了门牌上的名字。,霜星,0,,,,,111,他们的被捕也是个意外。逮捕名单最底下的两行是空白的，负责搜查的士官随手抄写了门牌上的名字。,彼らが逮捕されたのも偶然でした。逮捕者名簿の一番下の二行が空白で、捜索を担当した士官が戸口の表札の名前を適当に書き写したのです。,フロストノヴァ,True
name,未经审判，我的父母失去了姓名，从温暖的小城迁来了寒冷的北地，服一场长达数百年的劳役。,霜星,0,,,,,112,未经审判，我的父母失去了姓名，从温暖的小城迁来了寒冷的北地，服一场长达数百年的劳役。,裁判も受けずに、両親は名前を奪われ、暖かい小都市から寒い北の地に送り込まれ、何百年も続く労働刑に服することになりました。,フロストノヴァ,True
name,当然，根本没人能活到那时候，更别说活着离开。,霜星,0,,,,,113,当然，根本没人能活到那时候，更别说活着离开。,もちろん、誰もそんなに長く生きられるはずもなく、生きて出ていくことなど到底あり得ません。,フロストノヴァ,True
name,而我的祖母作为“包庇者”，被一同判处矿役，迁来这座矿场。,霜星,0,,,,,114,而我的祖母作为“包庇者”，被一同判处矿役，迁来这座矿场。,祖母も“匿い手”として一緒に鉱山刑を言い渡され、この鉱山に連れて来られました。,フロストノヴァ,True
name,事实上，矿场中的所有矿工，经历都十分类似。,霜星,0,,,,,115,事实上，矿场中的所有矿工，经历都十分类似。,実際、この鉱山のすべての鉱夫も、ほとんど似たような体験をしていました。,フロストノヴァ,True
name,不出所料，我的双亲在采矿过程中感染了矿石病。所有矿工都感染了矿石病。,霜星,0,,,,,116,不出所料，我的双亲在采矿过程中感染了矿石病。所有矿工都感染了矿石病。,予想通り、両親も採掘の過程で鉱石病に感染しました。他の鉱夫たちもみな同じく鉱石病に感染していました。,フロストノヴァ,True
name,现在，即使你逃出这矿场，也没有人会相信你说的话了。你只是个感染者，最可怕、最恶毒也最偏激的矿石病患者。,霜星,0,,,,,117,现在，即使你逃出这矿场，也没有人会相信你说的话了。你只是个感染者，最可怕、最恶毒也最偏激的矿石病患者。,今となっては、この鉱山から逃げ出しても、誰もあなたの言葉を信じてはくれません。あなたはただの感染者であり、最も恐ろしく、悪質で、そして最も過激な鉱石病患者に過ぎません。,フロストノヴァ,True
name,然而，矿场的监工——乌萨斯的某支驻军，认为感染者的自然死亡速度还是太慢了。,霜星,0,,,,,118,然而，矿场的监工——乌萨斯的某支驻军，认为感染者的自然死亡速度还是太慢了。,しかし、鉱山の監督であるウルサスの駐屯軍の一部部隊は、感染者の自然死の速度がまだ遅すぎると考えました。,フロストノヴァ,True
name,他们抽签决定矿石病患者的命运，他们杀人取乐。,霜星,0,,,,,119,他们抽签决定矿石病患者的命运，他们杀人取乐。,彼らはくじ引きで鉱石病患者の運命を決め、殺人を娯楽にしていました。,フロストノヴァ,True
name,也许皑皑白雪没有逼疯矿工却逼疯了他们，也许感染者在他们眼里并不算人。,霜星,0,,,,,120,也许皑皑白雪没有逼疯矿工却逼疯了他们，也许感染者在他们眼里并不算人。,恐らく、白銀の雪は鉱夫たちではなく彼らの心を狂わせたのでしょう。きっと感染者は彼らの目には人間ではなかったのでしょう。,フロストノヴァ,True
name,我五岁时，我的父母抽到了黑签。,霜星,0,,,,,121,我五岁时，我的父母抽到了黑签。,私が五歳のとき、両親は黒いくじを引き当てました。,フロストノヴァ,True
name,我十岁时，我的祖母抽到了黑签。,霜星,0,,,,,122,我十岁时，我的祖母抽到了黑签。,私が十歳のとき、祖母が黒いくじを引きました。,フロストノヴァ,True
name,十一岁时，我自己抽到了黑签，但这不重要，他们已经无所谓抽签一事。他们只想废弃整座矿场。,霜星,0,,,,,123,十一岁时，我自己抽到了黑签，但这不重要，他们已经无所谓抽签一事。他们只想废弃整座矿场。,十一歳になったとき、私も黒いくじを引きましたが、もうそんなことは重要ではありませんでした。彼らはただ、鉱山自体を廃棄したかったのです。,フロストノヴァ,True
name,那个时候，矿场里的所有成年患者已经死尽，皇帝的新型处理方式让矿场人丁匮乏。,霜星,0,,,,,124,那个时候，矿场里的所有成年患者已经死尽，皇帝的新型处理方式让矿场人丁匮乏。,その時、鉱山内の大人の感染者はすでに全て死に絶えており、皇帝の新たな処理方法によって鉱山は人手不足となっていました。,フロストノヴァ,True
name,根据命令，乌萨斯监工们准备动手处决最后一批感染者......一些感染者孩子。,霜星,0,,,,,125,根据命令，乌萨斯监工们准备动手处决最后一批感染者......一些感染者孩子。,命令に従い、ウルサスの監督たちは最後の感染者たち……つまり感染者の子供たちを処刑しようとしていました。,フロストノヴァ,True
name,之后他们会将矿场炸毁，充当感染者的坟墓，用来掩饰他们的罪恶。,霜星,0,,,,,126,之后他们会将矿场炸毁，充当感染者的坟墓，用来掩饰他们的罪恶。,その後、鉱山を爆破して感染者たちの墓にし、自分たちの罪を隠そうとしたのです。,フロストノヴァ,True
name,在后来的行军生涯中我了解到，他们一直是这样做的。,霜星,0,,,,,127,在后来的行军生涯中我了解到，他们一直是这样做的。,後の行軍の中で、彼らはずっとこのようにしてきたことを知りました。,フロストノヴァ,True
name,我感到不甘。我感到痛苦。,霜星,0,,,,,128,我感到不甘。我感到痛苦。,私は悔しさを覚えました。苦しみを感じました。,フロストノヴァ,True
name,我敲碎过许多矿石，我和矿场里其他孩子一起生活，我们情同手足，如今我们都会窝囊地死掉。,霜星,0,,,,,129,我敲碎过许多矿石，我和矿场里其他孩子一起生活，我们情同手足，如今我们都会窝囊地死掉。,私は多くの鉱石を叩き割り、鉱山の他の子供たちと共に過ごし、私たちは兄弟同然のように仲間でした。でも、今やみじめに死んでいくしかありませんでした。,フロストノヴァ,True
name,更强烈的感情在我胸膛中孵化，我双亲与祖母的死历历在目。,霜星,0,,,,,130,更强烈的感情在我胸膛中孵化，我双亲与祖母的死历历在目。,強い感情が胸の中で生まれ、両親と祖母の死がはっきりと蘇りました。,フロストノヴァ,True
name,在他们行刑时，我的法术从我体内爆发出来，当场杀掉了行刑的四个士官。,霜星,0,,,,,131,在他们行刑时，我的法术从我体内爆发出来，当场杀掉了行刑的四个士官。,処刑が行われようとしたとき、私の術が体から溢れ出し、その場で処刑を行っていた四人の士官を殺してしまいました。,フロストノヴァ,True
name,当然，我并没有扭转局势的能力。,霜星,0,,,,,132,当然，我并没有扭转局势的能力。,もちろん、私は状況を覆す力は持っていませんでした。,フロストノヴァ,True
name,孩子们在监工眼中只是牲畜，他们作为军人手持利刃，身穿坚甲，我们像是小虫，仅仅用尾刺扎了他们一下。,霜星,0,,,,,133,孩子们在监工眼中只是牲畜，他们作为军人手持利刃，身穿坚甲，我们像是小虫，仅仅用尾刺扎了他们一下。,子供たちは監督の目には家畜同然で、彼らは軍人として武器を持ち、硬い鎧を着ていました。私たちは小さな虫のようで、わずかに尾で刺したようなものでした。,フロストノヴァ,True
name,就在他们把我击倒在地，最后一波屠戮即将开始，我兄弟姐妹们的哭叫声传入我的耳朵之时......,霜星,0,,,,,134,就在他们把我击倒在地，最后一波屠戮即将开始，我兄弟姐妹们的哭叫声传入我的耳朵之时......,彼らが私を地面に叩きつけ、最後の虐殺が始まろうとし、兄弟姉妹たちの泣き声が私の耳に届いたその時……,フロストノヴァ,True
name,一支游击队来到了这里。,霜星,0,,,,,135,一支游击队来到了这里。,一つのゲリラ隊がここに現れました。,フロストノヴァ,True
dialog,,,0,,,,,136,,,,True
blocker,,,0,,,,,137,,,,True
image,,,0,,,avg_6_20,,138,,,,True
blocker,,,0,,,,,139,,,,True
character,,,0,,,,,140,,,,True
imagetween,,,0,,,,,141,,,,True
name,那就是博卓卡斯替的队伍。,霜星,0,,,,,142,那就是博卓卡斯替的队伍。,それがボジョカスティの隊でした。,フロストノヴァ,True
name,西北冻原上所有看守感染者的乌萨斯军人都会做梦，而这支队伍是他们最可怕的噩梦。,霜星,0,,,,,143,西北冻原上所有看守感染者的乌萨斯军人都会做梦，而这支队伍是他们最可怕的噩梦。,北西の凍原で感染者を監視するウルサス兵は皆夢を見ますが、その部隊こそが彼らの最も恐ろしい悪夢でした。,フロストノヴァ,True
dialog,,,0,,,,,144,,,,True
decision,你似乎......为他们感到自豪。,,1,1,,,1,145,你似乎......为他们感到自豪。,あなたは……彼らを誇りに思っているようですね。,,True
predicate,,,0,,1,,,146,,,,True
name,如果我能的话，我会。,霜星,0,,,,,147,如果我能的话，我会。,もしできるなら、私はそう思います。,フロストノヴァ,True
name,他们彻底地消灭了我们面前的刽子手，矿场中的感染者孩子们逃过了一劫。,霜星,0,,,,,148,他们彻底地消灭了我们面前的刽子手，矿场中的感染者孩子们逃过了一劫。,彼らは私たちの前に立ちはだかっていた処刑人を完全に倒し、鉱山にいた感染者の子供たちは危機を逃れることができました。,フロストノヴァ,True
name,只是......,霜星,0,,,,,149,只是......,ただ……,フロストノヴァ,True
name,在那毫无人性的白色大地上，我那些不够幸运的同伴们，他们身体里的热血和乌萨斯军人体内的暗红流至一处，冻结成冰。,霜星,0,,,,,150,在那毫无人性的白色大地上，我那些不够幸运的同伴们，他们身体里的热血和乌萨斯军人体内的暗红流至一处，冻结成冰。,あの非人間的な白い大地で、不運だった私の仲間たちの熱い血と、ウルサス兵たちの体内の暗紅が一つになって流れ、氷となって凍りつきました。,霜星,True
name,我突然意识到一件事情......,霜星,0,,,,,151,我突然意识到一件事情......,私はふと、あることに気がつきました……,霜星,True
name,这些乌萨斯士兵最开始只是在听从命令。他们流着和我们相同的血。,霜星,0,,,,,152,这些乌萨斯士兵最开始只是在听从命令。他们流着和我们相同的血。,これらのウルサス兵たちは、最初はただ命令に従っていただけでした。彼らも私たちと同じ血が流れています。,霜星,True
name,铺天盖地的言论，添油加醋的事迹，刻意制造的敌意使得残忍和冷漠在他们身体里生根发芽。,霜星,0,,,,,153,铺天盖地的言论，添油加醋的事迹，刻意制造的敌意使得残忍和冷漠在他们身体里生根发芽。,溢れんばかりの言論、誇張された事実、意図的に作られた敵意が、彼らの中に残忍さと冷淡さを根付かせたのです。,霜星,True
name,把他们变成这样的，是这个乌萨斯。,霜星,0,,,,,154,把他们变成这样的，是这个乌萨斯。,彼らをこうしてしまったのは、このウルサスという国なのです。,霜星,True
dialog,,,0,,,,,155,,,,True
blocker,,,0,,,,,156,,,,True
image,,,0,,,,,157,,,,True
blocker,,,0,,,,,158,,,,True
dialog,,,0,,,,,159,,,,True
character,,,0,,,,,160,,,,True
blocker,,,0,,,,,161,,,,True
background,,,0,,,bg_undergroud_u_2,,162,,,,True
blocker,,,0,,,,,163,,,,True
delay,,,0,,,,,164,,,,True
character,,char_1505_frstar_1,0,,,,,165,,,char_1505_frstar_1,True
name,嘶，唔......,霜星,0,,,,,166,嘶，唔......,すっ、うぅ……,霜星,True
name,请你......帮我个忙。,霜星,0,,,,,167,请你......帮我个忙。,お願いします……ちょっと手伝っていただけますか。,霜星,True
name,我外套左边口袋，有几颗糖。拿一颗。,霜星,0,,,,,168,我外套左边口袋，有几颗糖。拿一颗。,私のコートの左側のポケットに飴がいくつかあります。一つ取っていただけますか。,霜星,True
name,......你想尝尝的话，也可以为自己拿一颗。,霜星,0,,,,,169,......你想尝尝的话，也可以为自己拿一颗。,……もしよろしければ、ご自身のためにも一つ取ってみてください。,霜星,True
dialog,,,0,,,,,170,,,,True
character,,,0,,,,,171,,,,True
hideitem,,,0,,,,,172,,,,True
decision,拿一颗糖,,2,1,,,1;2,173,拿一颗糖,飴を一つ取る,,True
decision,拿两颗糖,,2,2,,,1;2,174,拿两颗糖,飴を二つ取る,,True
predicate,,,0,,1,,,175,,,,True
character,,char_1505_frstar_1,0,,,,,176,,,char_1505_frstar_1,True
name,......害怕糖果有毒？,霜星,0,,,,,177,......害怕糖果有毒？,……飴が毒だと心配ですか？,霜星,True
name,也许你不喜欢糖果，但你可以试试。这种糖在龙门是吃不到的。,霜星,0,,,,,178,也许你不喜欢糖果，但你可以试试。这种糖在龙门是吃不到的。,もしかしたら飴はお好きではないかもしれませんが、よかったら試してみてください。この飴は龍門では手に入りません。,霜星,True
name,这是乌萨斯特有的糖，吃一颗，也少一颗。,霜星,0,,,,,179,这是乌萨斯特有的糖，吃一颗，也少一颗。,これはウルサス特有の飴で、一つ食べると、残りも一つ減ります。,霜星,True
name,就当作帮我拿糖的回礼吧，只是试试。,霜星,0,,,,,180,就当作帮我拿糖的回礼吧，只是试试。,私のために取ってくださったお礼です。ぜひ一度お試しください。,霜星,True
predicate,,,0,,2,,,181,,,,True
character,,char_1505_frstar_1,0,,,,,182,,,char_1505_frstar_1,True
name,哦？看来你也对点心感兴趣。,霜星,0,,,,,183,哦？看来你也对点心感兴趣。,あら？あなたもお菓子に興味があるのですね。,霜星,True
name,事先提醒，这糖可能和你以前吃过的糖完全不同。,霜星,0,,,,,184,事先提醒，这糖可能和你以前吃过的糖完全不同。,先に申し上げますが、この飴は今まで食べたものと全く違うかもしれません。,霜星,True
name,但是，人生很短，总该试试新鲜事物，不是吗？,霜星,0,,,,,185,但是，人生很短，总该试试新鲜事物，不是吗？,ですが、人生は短いですから、新しいものにも挑戦してみるべきではないでしょうか？,霜星,True
predicate,,,0,,1;2,,,186,,,,True
decision,然后呢？,,1,1,,,1,187,然后呢？,それから？,,True
predicate,,,0,,1,,,188,,,,True
name,请把糖放进我的嘴里。小心，不要碰到皮肤。,霜星,0,,,,,189,请把糖放进我的嘴里。小心，不要碰到皮肤。,その飴を私の口に入れてください。気を付けて、肌に触れないように。,霜星,True
decision,不合适吧？,,3,1,,,1;2;3,190,不合适吧？,不適切では？,,True
decision,......,,3,2,,,1;2;3,191,......,......,,True
decision,这样好吗？,,3,3,,,1;2;3,192,这样好吗？,これでいい？,,True
predicate,,,0,,1;2;3,,,193,,,,True
name,从指尖到脖子，我的身体全都麻痹了。现在我也只有脖子以上能动。,霜星,0,,,,,194,从指尖到脖子，我的身体全都麻痹了。现在我也只有脖子以上能动。,指先から首まで、私の体は全て麻痺しています。今は首から上しか動かせません。,霜星,True
name,但是，我只要稍稍动一下舌头，也依然能立刻冻死你。,霜星,0,,,,,195,但是，我只要稍稍动一下舌头，也依然能立刻冻死你。,ですが、舌を少し動かすだけでも、すぐにあなたを凍らせてしまうことができます。,霜星,True
name,所以不用担心其他事情。如果你真的冒犯到我，你很快就会死。,霜星,0,,,,,196,所以不用担心其他事情。如果你真的冒犯到我，你很快就会死。,ですから、他のことを心配しなくて大丈夫です。本当に私に無礼をした場合は、すぐに死ぬことになるでしょう。,霜星,True
decision,（给霜星糖）,,1,1,,,1,197,（给霜星糖）,（霜星に飴をあげる）,,True
predicate,,,0,,1,,,198,,,,True
name,谢谢。,霜星,0,,,,,199,谢谢。,ありがとうございます。,霜星,True
decision,（自己吃糖）,,3,1,,,1;2;3,200,（自己吃糖）,（自分でキャンディーを食べる）,,True
decision,（自己吃糖）,,3,2,,,1;2;3,201,（自己吃糖）,（自分でキャンディーを食べる）,,True
