command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,intro,volume,crossfade,delay,time,name,name2,focus,a,initr,r,g,b,block,index,text,jp_text,jp_name,text_match
character,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,30,,,,False
name,......,,,,,,,,,,,,,,阿米娅,,,,,,,,,31,......,......,アーミヤ,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1,2,,,,,,,32,,,,False
name,陈长官，这个孩子，我不知道龙门究竟需要她做什么——,,,,,,,,,,,,,,阿米娅,,,,,,,,,33,陈长官，这个孩子，我不知道龙门究竟需要她做什么——,チェン長官、この子が龍門で何を必要とされているのか、私には分かりません——,アーミヤ,True
name,但我希望龙门能保护好她的安全。,,,,,,,,,,,,,,阿米娅,,,,,,,,,34,但我希望龙门能保护好她的安全。,でも、龍門が彼女の安全を守ってくれることを願っています。,アーミヤ,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1,1,,,,,,,35,,,,False
name,龙门对感染者已经很宽厚了。,,,,,,,,,,,,,,陈,,,,,,,,,36,龙门对感染者已经很宽厚了。,龍門は感染者にはもう十分に寛大だ。,チェン,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1,2,,,,,,,37,,,,False
name,......我明白。,,,,,,,,,,,,,,阿米娅,,,,,,,,,38,......我明白。,......分かりました。,アーミヤ,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1,2,,,,,,,39,,,,False
name,但米莎的身体状况并不好。,,,,,,,,,,,,,,阿米娅,,,,,,,,,40,但米莎的身体状况并不好。,でもミーシャの体調はあまり良くありません。,アーミヤ,True
name,我希望龙门在解决事件后，能让米莎在罗德岛生活。,,,,,,,,,,,,,,阿米娅,,,,,,,,,41,我希望龙门在解决事件后，能让米莎在罗德岛生活。,できれば事件が解決したら、ミーシャをロドス島に住まわせてほしいです。,アーミヤ,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1,1,,,,,,,42,,,,False
name,——我会向魏长官申请的。,,,,,,,,,,,,,,陈,,,,,,,,,43,——我会向魏长官申请的。,——私はウェイ長官に申請してみます。,チェン,True
name,检查后如果没有其他问题，龙门就会把她移交给罗德岛。,,,,,,,,,,,,,,陈,,,,,,,,,44,检查后如果没有其他问题，龙门就会把她移交给罗德岛。,検査して問題がなければ、龍門は彼女をロドス島に引き渡します。,チェン,True
name,......如果，真的没有问题的话。,,,,,,,,,,,,,,陈,,,,,,,,,45,......如果，真的没有问题的话。,......もし本当に問題がなければ。,チェン,True
name,用不了太久。,,,,,,,,,,,,,,陈,,,,,,,,,46,用不了太久。,そう長くはかかりません。,チェン,True
character,,,,,,,,,,,,,,,char_010_chen_1,char_002_amiya_1#2,2,,,,,,,47,,,,False
name,明白。,,,,,,,,,,,,,,阿米娅,,,,,,,,,48,明白。,分かりました。,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#2,,,,,,,,,49,,,,False
name,......就在这里暂时告别吧，米莎。,,,,,,,,,,,,,,阿米娅,,,,,,,,,50,......就在这里暂时告别吧，米莎。,......ここでしばらくお別れしましょう、ミーシャ。,アーミヤ,True
name,罗德岛欢迎你。,,,,,,,,,,,,,,阿米娅,,,,,,,,,51,罗德岛欢迎你。,ロドス島はあなたを歓迎します。,アーミヤ,True
character,,,,,,,,,,,,,,,char_012_misa_1,,,,,,,,,52,,,,False
name,......,,,,,,,,,,,,,,米莎,,,,,,,,,53,......,......,ミーシャ,True
name,阿米娅，我不在这段时间里，请你保护贫民区的孩子们。,,,,,,,,,,,,,,米莎,,,,,,,,,54,阿米娅，我不在这段时间里，请你保护贫民区的孩子们。,アーミヤ、私がいない間、スラムの子供たちを守ってください。,ミーシャ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#2,char_012_misa_1,1,,,,,,,55,,,,False
name,啊？,,,,,,,,,,,,,,阿米娅,,,,,,,,,56,啊？,えっ？,アーミヤ,True
name,......哦，明白。,,,,,,,,,,,,,,阿米娅,,,,,,,,,57,......哦，明白。,......うん、分かった。,アーミヤ,True
name,没问题！我答应你！,,,,,,,,,,,,,,阿米娅,,,,,,,,,58,没问题！我答应你！,大丈夫！約束します！,アーミヤ,True
name,......我说，米莎。,,,,,,,,,,,,,,阿米娅,,,,,,,,,59,......我说，米莎。,......ねえ、ミーシャ。,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#2,char_012_misa_1,2,,,,,,,60,,,,False
name,嗯？,,,,,,,,,,,,,,米莎,,,,,,,,,61,嗯？,ん？,ミーシャ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#2,char_012_misa_1,1,,,,,,,62,,,,False
name,以后可以教我......怎么做娃娃吗？,,,,,,,,,,,,,,阿米娅,,,,,,,,,63,以后可以教我......怎么做娃娃吗？,今度……人形の作り方を教えてくれる？,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1#2,char_012_misa_1,2,,,,,,,64,,,,False
name,......呵呵。,,,,,,,,,,,,,,米莎,,,,,,,,,65,......呵呵。,......ふふ。,ミーシャ,True
name,嗯，好。,,,,,,,,,,,,,,米莎,,,,,,,,,66,嗯，好。,うん、いいよ。,ミーシャ,True
blocker,,,,,,,,,0.6,,,,,,,,,1,2,0,0,0,true,67,,,,False
character,,,,,,,,,0,,,,,,,,,,,,,,,68,,,,False
blocker,,,,,,,,,0.6,,,,,,,,,0,,,,,true,69,,,,False
character,,,,,,,,,,,,,,,char_106_franka_1,char_102_texas_1,1,,,,,,,70,,,,False
name,我们的任务就这样结束了？,,,,,,,,,,,,,,芙兰卡,,,,,,,,,71,我们的任务就这样结束了？,これで私たちの任務は終わり？,フランカ,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_102_texas_1,2,,,,,,,72,,,,False
name,牵扯的事情越多，罗德岛越会陷入被动。,,,,,,,,,,,,,,德克萨斯,,,,,,,,,73,牵扯的事情越多，罗德岛越会陷入被动。,関わることが多くなればなるほど、ロドス島は受け身になってしまう。,テキサス,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_102_texas_1,1,,,,,,,74,,,,False
name,但龙门还把我们蒙在鼓里呢。,,,,,,,,,,,,,,芙兰卡,,,,,,,,,75,但龙门还把我们蒙在鼓里呢。,でも龍門はまだ私たちに隠し事をしてるわ。,フランカ,True
character,,,,,,,,,,,,,,,char_106_franka_1,char_107_liskam_1,2,,,,,,,76,,,,False
name,龙门对我们很冷淡——,,,,,,,,,,,,,,雷蛇,,,,,,,,,77,龙门对我们很冷淡——,龍門は私たちにとても冷たい——,レイズ,True
name,但整合运动可是十分热情。,,,,,,,,,,,,,,雷蛇,,,,,,,,,78,但整合运动可是十分热情。,でもレユニオンはとても熱心だ。,レイズ,True
playsound,,$d_gen_soldiersrun,,,,,,,,,0.7,,,,,,,,,,,,,79,,,,False
name,......,,,,,,,,,,,,,,雷蛇,,,,,,,,,80,......,......,レイズ,True
name,阿米娅。,,,,,,,,,,,,,,雷蛇,,,,,,,,,81,阿米娅。,アーミヤ。,レイズ,True
name,敌人想要攻击我们所在的街道。,,,,,,,,,,,,,,雷蛇,,,,,,,,,82,敌人想要攻击我们所在的街道。,敵は私たちのいる通りを攻撃しようとしている。,レイズ,True
name,虽然早有耳闻，但龙门的建筑风格，果然很复杂呢！,,,,,,,,,,,,,,芙兰卡,,,,,,,,,83,虽然早有耳闻，但龙门的建筑风格，果然很复杂呢！,噂には聞いていたけど、龍門の建築様式はやっぱり複雑ね！,フランカ,True
name,明明是条街，却建在楼顶.....,,,,,,,,,,,,,,芙兰卡,,,,,,,,,84,明明是条街，却建在楼顶.....,通りなのに屋上に建てられているなんて.....,フランカ,True
name,完全是让敌人有机可乘嘛！,,,,,,,,,,,,,,芙兰卡,,,,,,,,,85,完全是让敌人有机可乘嘛！,これじゃ敵に付け入る隙を与えてるよ！,フランカ,True
character,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,86,,,,False
name,又是整合运动......！,,,,,,,,,,,,,,阿米娅,,,,,,,,,87,又是整合运动......！,またレユニオン……！,アーミヤ,True
name,——追到这里来了吗！,,,,,,,,,,,,,,阿米娅,,,,,,,,,88,——追到这里来了吗！,——ここまで追ってきたの！？,アーミヤ,True
character,,,,,,,,,,,,,,,char_002_amiya_1,,,,,,,,,89,,,,False
name,他们究竟要米莎......做什么？,,,,,,,,,,,,,,阿米娅,,,,,,,,,90,他们究竟要米莎......做什么？,彼らはいったいミーシャに……何をさせるつもりなの？,アーミヤ,True
delay,,,,,,,,,,,,,,0.6,,,,,,,,,,91,,,,False
blocker,,,,,,,,,,,,,,,,,,,,,,,true,92,,,,False
