command,text,name,focus,image,name2,jp_text,jp_name
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,我不清楚。像这个医生一样的人，很少有不说谎的。罗德岛善于掩藏自己。他们对我们示弱，不会透露一点秘密。,魏彦吾,,,,分からない。こういうタイプのドクターは、嘘をつかない方が珍しい。ロドスは自分たちを隠すのが得意だ。弱さを見せても秘密は明かさない。,魏彦吾
name,但我宁可相信科西切塑造了现在的塔露拉。轻敌的恶果我们承担不起。,魏彦吾,,,,だが、今のタルラを作ったのがコシチェだと思っていた方がいい。敵を甘く見て失敗したくはない。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,......小塔......,文月,,,,……タワー……,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,也正因如此，我不能让陈晖洁去做这件事。,魏彦吾,,,,だからこそ、陳晖潔をこの件に関わらせることはできない。,魏彦吾
name,科西切......事情正无疑向他期待的那样发展。即使他死了，他的愿景也可能被他的继承人塑造成型。,魏彦吾,,,,コシチェ……事態は間違いなく彼の思惑通りに進んでいる。たとえ彼がもういなくても、彼の願いは後継者によって形になる可能性がある。,魏彦吾
name,这一切绝不能如他所愿。,魏彦吾,,,,絶対に彼の思い通りにはさせない。,魏彦吾
name,侦察队回报，一部分从龙门离开的感染者正往核心城的方向移动。,魏彦吾,,,,偵察隊からの報告によると、龍門を離れた感染者の一部が中心都市に向かっているらしい。,魏彦吾
name,核心城必须停靠一段时间，这时间里他们会接收感染者难民。,魏彦吾,,,,中心都市はしばらく停泊する必要がある。その間、感染者の難民を受け入れることになるだろう。,魏彦吾
name,纵使塔露拉露出了属于乌萨斯恶毒的尖牙，她也不会当着所有人的面背叛整合运动。这是最好的机会。,魏彦吾,,,,たとえタルラがウルサスの冷酷な牙を見せたとしても、皆の前で統合運動を裏切ることはないだろう。今が最大の機会だ。,魏彦吾
name,我会带上影卫。,魏彦吾,,,,影の衛士を連れて行く。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,你？！,文月,,,,あなたが？！,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,他们已经为我做得太多。,魏彦吾,,,,彼らにはもう十分やってもらった。,魏彦吾
name,我答应过他们，不会再让他们手沾血腥，之后却一次次地打破承诺。,魏彦吾,,,,もうこれ以上、彼らに血を流させないと約束したのに……何度も約束を破ってしまった。,魏彦吾
name,现在又要让他们再为龙门而死？,魏彦吾,,,,また彼らを龍門のために死なせるのか？,魏彦吾
name,......那我也必与他们一同。,魏彦吾,,,,……だったら、私も彼らとともにいる。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,不行。,文月,,,,だめです。,文月
name,你这样做，也是科西切想看的。你这样根本不算赢。,文月,,,,そんなことをしたら、コシチェの思うつぼです。それは勝利とは言えません。,文月
name,......难道从我们夺回龙门开始，一切就滑向了科西切的陷阱吗？,文月,,,,……私たちが龍門を奪還したその時から、すべてがコシチェの罠にはまっていたのでしょうか？,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,......,魏彦吾,,,,......,
name,我们胜利过。,魏彦吾,,,,我々は勝利したことがある。,魏彦吾
name,最初是我们的胜利。即使惨痛，我、你、爱德华、舸瑞，没有我们，他将会把这座城市蚕食干净。,魏彦吾,,,,最初は我々の勝利だった。どんなに辛くても、私、君、エドワード、ガルイ、私たちがいなければ、奴はこの街を食い尽くしていただろう。,魏彦吾
name,我从来没有把这件事当成一个不幸的开始。,魏彦吾,,,,私はこれを不幸の始まりだと思ったことはない。,魏彦吾
name,......我也不会把爱德华的死算在科西切的头上。,魏彦吾,,,,……エドワードの死をコシチェのせいにはしない。,魏彦吾
character,,char_2006_weiywfmzuki_1,,,,,
name,你想把它当一场噩梦吗？,文月,,,,それを悪夢扱いしたいのですか？,文月
stopmusic,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
character,,,,,,,
image,,,,avg_7_10,,,
blocker,,,,,,,
playmusic,,,,,,,
name,不。,魏彦吾,,,,違う。,魏彦吾
name,噩梦在科西切死的时候就该结束了。,魏彦吾,,,,悪夢なら、コシチェが死んだときに終わっているはずだ。,魏彦吾
name,他真的死了吗？,文月,,,,本当に彼は死んだのですか？,文月
name,也许他活在塔露拉的身上。一个合格的继承者能让他混沌的生命得到延续。,魏彦吾,,,,もしかしたら彼はタルラに生きているのかもしれない。優れた継承者がいれば、彼の曖昧な命も続くことができる。,魏彦吾
name,塔露拉太像他了。没有子嗣的科西切得到了最适合的种子。,魏彦吾,,,,タルラは彼にあまりにも似ている。子がいないコシチェが最高の後継者を得たのだ。,魏彦吾
dialog,,,,,,,
blocker,,,,,,,
image,,,,,,,
blocker,,,,,,,
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,......即使我可以把凯尔希的话当成谎言，我也无法否认事实。那就是针对龙门的阴谋，实在是太像科西切的手笔了。,魏彦吾,,,,……ケルシーの言葉を嘘だと思い込もうとしても、事実は否定できない。龍門を狙った今回の陰謀は、あまりにもコシチェらしいやり口だ。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,我不相信。小塔从来都不是那种人。她为什么要这么做？,文月,,,,私は信じません。小塔はそんな子ではありません。どうして彼女がそんなことをするのでしょうか？,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,你我现在不得不信。这一切都是塔露拉一手策划。,魏彦吾,,,,今となっては認めるしかない。これらはすべてタルラの仕業だ。,魏彦吾
name,可如果她要觉得龙门会坐以待毙，她就大错特错。,魏彦吾,,,,だが彼女が龍門がただ黙ってやられると思っているなら、それは大間違いだ。,魏彦吾
name,龙门不会失败。我不会让龙门受到丁点伤害。,魏彦吾,,,,龍門は負けない。龍門に一切の傷をつけさせはしない。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,却也不能阻止战争。,文月,,,,でも戦争を止めることもできません。,文月
name,......你想让我与你共死吗？,文月,,,,……私に一緒に死んでほしいのですか？,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,文月？！,魏彦吾,,,,文月？！,魏彦吾
name,——你在威胁我？,魏彦吾,,,,——脅しているのか？,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,唉哟。不是。哎我不是这个意思。我是说......,文月,,,,あら、違いますよ。そんなつもりはありません。私が言いたいのは……,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,不！绝不。,魏彦吾,,,,違う！絶対にない。,魏彦吾
name,......懦夫才要搭上别人的性命。,魏彦吾,,,,……臆病者だけが他人の命を道連れにするんだ。,魏彦吾
name,何况是你！我不可能.....,魏彦吾,,,,まして君を！そんなことは……できない。,魏彦吾
name,也许我曾懦弱过，但是，不，文月。,魏彦吾,,,,かつては弱かったかもしれない。だが、違う、文月。,魏彦吾
name,我不允许任何人动你。,魏彦吾,,,,誰にも君に手出しはさせない。,魏彦吾
name,我会把你藏起来。无论是莱塔尼亚还是萨尔贡，萨米......,魏彦吾,,,,君を隠してみせる。ラターニャでもサルゴンでも、サーミでも……,魏彦吾
name,你不能回东国，我把你送到遥远的国家去，送到那些没有人知道的宁静的小城去。,魏彦吾,,,,東国へは戻れないが、遠い国、誰も知らない静かな町に君を連れて行く。,魏彦吾
name,我会把你藏在无人知晓的地方。胞弟......他再怎么恨我也不会追杀你到那么远的地方......他不会。对，他不会。,魏彦吾,,,,誰にも知られていない場所に君を隠す。弟がどれほど私を憎んでいても、君を追ってそこまで来たりはしない……しないはずだ。そう、しない。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,可我也活不了。,文月,,,,でも、それでは私は生きられません。,文月
name,你要我一个人独活吗，彦吾？,文月,,,,私に一人だけで生きていろというのですか、彦吾？,文月
name,你想用你的死来折磨我吗？你难道不记得你的妹妹是为什么在忧郁中死去吗？,文月,,,,あなたの死で私を苦しめたいのですか？自分の妹がなぜ憂いの中で亡くなったのかを忘れたのですか？,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,不，不......文月，不，我想你活着。我......,魏彦吾,,,,違う、違う……文月、違う、私は君に生きてほしい。私は……,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,魏彦吾，我是说......我可以的。,文月,,,,魏彦吾、私は……大丈夫です。,文月
name,和你一起死，已经是我能想象到的糟糕结局里最好的一种。或者，它尽管很糟糕，对我来说，也是好结局。,文月,,,,あなたと一緒に死ぬ、それは私が想像できる最悪な結末の中で、一番マシなものです。たとえ酷くても、私にとっては良い結末なのです。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,文月，不......,魏彦吾,,,,文月、だめだ……,魏彦吾
name,我不会做这种人。我也不许你这么做。,魏彦吾,,,,私はそんな人間にはならない。君にもそんなことはさせない。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,但你知道，你拦不住我的。我要做什么，你从来没拦住过我。,文月,,,,でも、あなたは私を止めたことがありませんよね。私がやろうと思えば、いつも止められなかったでしょう。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,文月......！,魏彦吾,,,,文月……！,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,彦吾，你一直对我说真心话的。你有时候会什么都不说，但你只要说了，我知道你只会对我说真心话。,文月,,,,彦吾、あなたはいつも私には本心しか言いません。何も言わないときもありますが、口を開けば私には必ず本心を話してくれます。,文月
name,我不想你死。我也不想小塔死。我不想我们里任何一个人死。,文月,,,,私はあなたに死んでほしくありません。タワーにも死んでほしくありません。私たちの誰一人として、死んでほしくないのです。,文月
name,我想小塔了，她的面相和你的妹妹是那么像，但她的眼睛又像爱德华，小时候那脾气也不知道像谁......这么多年了，我这么多年没见她了。,文月,,,,タワーに会いたいです。顔立ちはあなたの妹にそっくりなのに、目だけはエドワードみたいで、子供のころの気性は誰に似たのか……ずいぶん会っていませんね、本当に何年も会っていません。,文月
name,这一切是我们欠她的。,文月,,,,これらはすべて、私たちが彼女に負っているものです。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,......还有晖洁。,魏彦吾,,,,……それに、晖潔も。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,对。还有小陈。,文月,,,,ええ、小陳もです。,文月
name,小陈已经走了，我以后再也看不见她，再也没法给她买漂亮的衣服，给她梳些适合她的发型了。,文月,,,,小陳はもういません。これからはもう会うこともできませんし、きれいな服を買ってあげたり、似合う髪型にしてあげたりすることもできません。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,她......她没那么喜欢传统的打扮。,魏彦吾,,,,彼女は……それほど伝統的な服装は好きではなかった。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,可是我喜欢啊。那有多漂亮，她会有多漂亮啊。,文月,,,,でも私は好きなんです。どれだけ素敵で、どれだけ彼女が美しくなるか……。,文月
name,......可我还是想，哪怕这样，哪怕是就此永别，我也希望小陈在另一个地方好好活着，好好地活着。我就这么想。,文月,,,,……それでも、たとえこれで二度と会うことがなくなっても、小陳にはどこか違う場所で元気に生きていてほしいのです。本当に、私はそう思うんですよ。,文月
name,我知道你不想倚仗罗德岛，也清楚你不会把宝全部押在他们身上。,文月,,,,あなたがロドスに頼りたくないことも、全てを彼らに託すつもりがないことも、私は分かっています。,文月
name,但我想你等上一等。,文月,,,,でも、私は待ってほしいです。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,......,魏彦吾,,,,......,
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,让他们去做吧，彦吾。,文月,,,,やらせてみませんか、彦吾。,文月
name,如果他们没做到，我们再一起去。你不想再沾上亲人的血了吧？,文月,,,,もし彼らができなかったら、その時は一緒に向かいましょう。もう身内の血で手を汚したくないでしょう？,文月
name,那我来帮你取走小塔的性命。然后我再和你共死。,文月,,,,それなら私がタワーを殺してあげます。そして、私もあなたと一緒に死にます。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,文月......！,魏彦吾,,,,文月……！,
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,你也更想她也活着吧？这座龙门城，难道是想我们所有人都去死吗？,文月,,,,あなたも、彼女には生きていてほしいのでしょう？この龍門の街は、私たちみんなに死んでほしいとでも言うのですか？,文月
name,我宁可再也见不到她们了。我宁可永远看不到小陈和小塔，把她们都忘了......我也想她们活着。,文月,,,,私はもう二度と彼女たちに会えなくてもいいんです。ずっと小陳やタワーを見なくても、二人のことも全部忘れてしまっても……それでも生きていてほしいんです。,文月
name,就像你一样。就像你也希望我这么选一样。,文月,,,,あなたと同じです。あなたも私にそうしてほしいのと同じです。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,文月。一旦事情陷入不可回转的境地，你必须听我的安排。我们的生命......不是不可分割的。,魏彦吾,,,,文月。もうどうしようもなくなったときは、必ず私の言う通りにしてくれ。我々の命は……切り離せるものだ。,魏彦吾
character,,char_2006_weiywfmzuki_1,1,,char_2005_weiyw_1#5,,
name,当然不是。彦吾，我并不只是为了你才站在这里的。,文月,,,,もちろん違います。彦吾、私は何もあなたのためだけにここにいるのではありません。,文月
name,......我所做的一切，从头至尾，也不全是为了你。,文月,,,,……私がしてきたことは、初めから終わりまで全部が全部、あなたのためというわけではありません。,文月
name,你要看到我在坚持什么。,文月,,,,私が何を貫こうとしているのか、見てほしいのです。,文月
name,别再躲躲闪闪了。看着我。,文月,,,,もうごまかさないで。私を見てください。,文月
character,,char_2006_weiywfmzuki_1,2,,char_2005_weiyw_1#5,,
name,......,魏彦吾,,,,......,
name,我会坚持自己的决定......,魏彦吾,,,,私は自分の決断を貫く……,魏彦吾
character,,char_2006_weiywfmzuki_1,,,,,
name,你想哭吗？,文月,,,,泣きたいのですか？,文月
character,,char_2005_weiyw_1#5,,,,,
name,......,魏彦吾,,,,......,
character,,char_2006_weiywfmzuki_1,,,,,
name,要哭吗，彦吾？,文月,,,,泣きますか、彦吾？,文月
character,,char_2005_weiyw_1#5,,,,,
name,不。不，文月。,魏彦吾,,,,違う。違う、文月。,魏彦吾
name,......不。,魏彦吾,,,,……違う。,魏彦吾
character,,char_2006_weiywfmzuki_1,,,,,
name,说真心话。,文月,,,,本心を言ってください。,文月
character,,char_2005_weiyw_1#5,,,,,
name,......,魏彦吾,,,,......,
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
,只是想在一座城市里休养生息的人，凭什么要遭遇无谓的死亡？,,,,,ただ一つの都市で静かに暮らしたいだけの人が、なぜ無意味な死に遭わなければならないのか？,
,我们不就只是想给他们一个家？我们不是想让所有和我们一样无处可去的人，有一个温暖的地方可以歇脚？,,,,,私たちは彼らにただ家を与えたいだけではありませんか？私たちと同じように行き場のないすべての人に、温かく休める場所を持ってもらいたいのではありませんか？,
,我不就只是想建一座小城，一座能够让所有人安心住下的小城？,,,,,私はただ、小さな街を作りたいだけなんだ。みんなが安心して住める街を。,
,现在这龙门城，又是为谁而建？,,,,,今のこの龍門城は、一体誰のために建てられたのか？,
blocker,,,,,,,
character,,char_2005_weiyw_1#5,,,,,
name,我不是个道德家。但文月，我细细看来，该死的还是只有一个人。,魏彦吾,,,,私は道徳家ではない。だが文月、よく考えてみると、死ぬべきなのは結局一人だけだ。,魏彦吾
name,——我。,魏彦吾,,,,——私だ。,魏彦吾
character,,char_2006_weiywfmzuki_1,,,,,
name,......不要这样......别这样！,文月,,,,……そんなこと言わないでください……やめてください！,文月
character,,char_2005_weiyw_1#5,,,,,
name,我会让影卫送你去萨尔贡。,魏彦吾,,,,影の衛士に君をサルゴンまで連れて行かせる。,魏彦吾
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
,龙门是什么时候变成这样？,,,,,龍門はいつこうなったのですか？,
,我是究竟什么时候，变成了现在这样？,,,,,私は一体いつ、今のこんな自分になってしまったのだろう？,
dialog,,,,,,,
blocker,,,,,,,
image,,,,,,,
