command,text_orig,key,is_skippable,fit_mode,screenadapt,image,width,height,fadetime,block,intro,volume,crossfade,delay,time,name,a,r,g,b,name2,focus,duration,xstrength,ystrength,vibrato,randomness,fadeout,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,罗德岛！你知道有什么东西潜藏在这里吗？,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,51,罗德岛！你知道有什么东西潜藏在这里吗？,ロドス！ここに何が潜んでいるか分かっているのか？,レユニオン隊員,True
name,我们好不容易设置好的埋伏......不引诱他们出来，不杀掉他们，我们就会被杀！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,52,我们好不容易设置好的埋伏......不引诱他们出来，不杀掉他们，我们就会被杀！,俺たちが苦労して設置した伏兵……奴らを誘い出して倒さなければ、俺たちが殺される！,レユニオン隊員,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_1002_nsabr_1,1,,,,,,,,,,0,53,,,,False
name,拿孩子做埋伏的诱饵，你们不如被杀算了。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,54,拿孩子做埋伏的诱饵，你们不如被杀算了。,子供を餌にして伏兵を張るなんて、お前たちが殺された方がマシだ。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_1002_nsabr_1,2,,,,,,,,,,0,55,,,,False
name,......你在想什么？你以为我们被杀就了结了吗？,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,56,......你在想什么？你以为我们被杀就了结了吗？,……何を考えてる？俺たちが殺されたら終わると思ってるのか？,レユニオン隊員,True
name,就算我们被杀，他们也不会放过孩子，他们谁都不会放过！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,57,就算我们被杀，他们也不会放过孩子，他们谁都不会放过！,俺たちが殺されても、奴らは子供も決して許さない、誰も見逃さない！,レユニオン隊員,True
name,如果能这么简单就结束了，我们甘愿被杀也不会把孩子当做诱饵！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,58,如果能这么简单就结束了，我们甘愿被杀也不会把孩子当做诱饵！,そんなに簡単に終わるなら、俺たちは喜んで死ぬが、子供は餌にしなかった！,レユニオン隊員,True
name,我们甚至没有攻击你！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,59,我们甚至没有攻击你！,俺たちはお前を攻撃していない！,レユニオン隊員,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_1002_nsabr_1,1,,,,,,,,,,0,60,,,,False
name,谁会这么做......你是说穿黑色雨披的人？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,61,谁会这么做......你是说穿黑色雨披的人？,そんなことをするのは……黒いレインコートを着ている人のことか？,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_1002_nsabr_1,2,,,,,,,,,,0,62,,,,False
name,你见过他们了，你怎么会不明白！他们是要斩尽杀绝！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,63,你见过他们了，你怎么会不明白！他们是要斩尽杀绝！,あいつらを見たなら分かるだろう！やつらは皆殺しにする気だ！,レユニオン隊員,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_1002_nsabr_1,1,,,,,,,,,,0,64,,,,False
name,这不是借口。等我制服你们以后，我会为你们申请保护。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,65,这不是借口。等我制服你们以后，我会为你们申请保护。,それは言い訳にならない。お前たちを制圧した後で、保護を申請してやる。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_1002_nsabr_1,2,,,,,,,,,,0,66,,,,False
name,谁信你？！被你那弩箭射中，人都已经死了，还保护什么？,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,67,谁信你？！被你那弩箭射中，人都已经死了，还保护什么？,誰がお前を信じる？！お前のボルトに当たったらもう死んでるのに、何を保護するって言うんだ？,レユニオン隊員,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_1002_nsabr_1,1,,,,,,,,,,0,68,,,,False
name,暂时保护你们的生命。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,69,暂时保护你们的生命。,今はお前たちの命を守るだけだ。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_1002_nsabr_1,2,,,,,,,,,,0,70,,,,False
name,不要管了，先把她解决掉，我们重来一遍！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,71,不要管了，先把她解决掉，我们重来一遍！,もういい、まずは彼女を倒して、もう一度やり直すんだ！,レユニオン隊員,True
name,明明已经听见集合命令和撤退点了，要是就这样死在这里，我们怎么对得起为了保护孩子而死的他们的父母，他们可是我们的队友！,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,,,,0,72,明明已经听见集合命令和撤退点了，要是就这样死在这里，我们怎么对得起为了保护孩子而死的他们的父母，他们可是我们的队友！,集合命令も撤退地点も聞いてるけど、ここで死んだら、子供のために命を落とした仲間――あの子の親に顔向けできない！,レユニオン隊員,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,,,,,,,,,,,,0,73,,,,False
name,......孩子，躲远些！,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,74,......孩子，躲远些！,……子供、遠くへ隠れて！,グレイソー,True
stopmusic,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,75,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,,,,False
blocker,,,,,,,,,1,true,,,,,,,1,0,0,0,,,,,,,,,,,,0,78,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,,,,,1,10,12,30,90,true,,,,0,79,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,0,80,,,,False
delay,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,0,81,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,0,83,,,,False
delay,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0,84,,,,False
playsound,,$e_atk_arrow_h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,,,,False
camerashake,,,,,,,,,,,,,,,,,,,,,,,1,15,10,30,90,true,,,,0,86,,,,False
delay,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,87,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,,,,,1,10,12,30,90,true,,,,0,88,,,,False
playsound,,$e_skill_skulsrsword,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,0,89,,,,False
delay,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,90,,,,False
blocker,,,,,,,,,3,true,,,,,,,0,0,0,0,,,,,,,,,,,,0,91,,,,False
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,,,,,,,,,,,0,92,,,,False
name,唔......,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,93,唔......,うっ……,グレイソー,True
name,我还活着？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,94,我还活着？,まだ……生きているのか？,グレイソー,True
playmusic,,$darkness02_loop,,,,,,,,,$darkness02_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,0,95,,,,False
character,,,,,,,,,,,,,,,,char_017_homura_3#3,,,,,,,,,,,,,,,,0,96,,,,False
name,不然呢，你觉得你死了会好点吗？,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,0,97,不然呢，你觉得你死了会好点吗？,他に何があるの？死んだ方がマシだと思う？,？？？,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,,,,,,,,,,,,0,98,,,,False
name,煌干员？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,99,煌干员？,煌オペレーターか？,グレイソー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,,,,False
character,,,,,,,,,1,true,,,,,,char_017_homura_3#5,,,,,,,,,,,,,,,,0,102,,,,False
delay,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,103,,,,False
name,就算你死了，这些事情也不会从大地上消失的。还是活着比较好。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,104,就算你死了，这些事情也不会从大地上消失的。还是活着比较好。,たとえ君が死んでも、こういうことは地上から消えない。生きていた方がまだいい。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#5,1,,,,,,,,,,0,105,,,,False
name,那些......整合运动呢？那几个孩子呢？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,106,那些......整合运动呢？那几个孩子呢？,あの……レユニオンは？あの子供たちは？,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#5,2,,,,,,,,,,0,107,,,,False
name,......,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,108,......,……,ホウ,True
name,干员灰喉，之前误解了你，很抱歉。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,109,干员灰喉，之前误解了你，很抱歉。,グレイソーオペレーター、先ほどは誤解してすまなかった。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_017_homura_3#5,1,,,,,,,,,,0,110,,,,False
name,孩子呢！,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,111,孩子呢！,子供はどうした！,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#4,,,,,char_017_homura_3#9,2,,,,,,,,,,0,112,,,,False
name,整合运动我干掉了！孩子我藏起来了！你就不能好好听我说完！,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,113,整合运动我干掉了！孩子我藏起来了！你就不能好好听我说完！,レユニオンは私が片付けた！子供たちは隠してある！ちゃんと話を最後まで聞けないのか！,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#3,,,,,char_017_homura_3#9,1,,,,,,,,,,0,114,,,,False
name,没必要......只要孩子安全就好。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,115,没必要......只要孩子安全就好。,必要ない……子供が無事ならそれでいい。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#3,,,,,char_017_homura_3#5,2,,,,,,,,,,0,116,,,,False
name,......你真是不气别人一两下就不开心啊？,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,117,......你真是不气别人一两下就不开心啊？,……本当に君は、誰かを怒らせないと気が済まないんだな？,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#5,1,,,,,,,,,,0,118,,,,False
name,你误解我什么了？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,119,你误解我什么了？,何を誤解したんだ？,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,2,,,,,,,,,,0,120,,,,False
name,我已经看到你为了感染者孩子们奋勇作战的样子了。哗，好靓女。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,121,我已经看到你为了感染者孩子们奋勇作战的样子了。哗，好靓女。,感染者の子供たちのために君が勇敢に戦う姿を見たよ。わあ、かっこいい女だな。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,1,,,,,,,,,,0,122,,,,False
name,你龙门话讲得很烂。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,123,你龙门话讲得很烂。,君の龍門語はひどいな。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,2,,,,,,,,,,0,124,,,,False
name,我就触景生情随便说的！我以前觉得你是个无血无泪的非感染者，加入罗德岛说不定是为了刺探情报，我误解你了。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,125,我就触景生情随便说的！我以前觉得你是个无血无泪的非感染者，加入罗德岛说不定是为了刺探情报，我误解你了。,ただ思ったままを適当に言っただけだ！前は君を冷酷な非感染者だと思って、ロドスに入ったのもスパイかと思っていた。誤解だったな。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,1,,,,,,,,,,0,126,,,,False
name,如果我是间谍，我就会用这种手段让你信任我。只要你不是太傻让我流血致死......,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,127,如果我是间谍，我就会用这种手段让你信任我。只要你不是太傻让我流血致死......,もし私がスパイなら、こんなやり方で君を信用させる。君がバカじゃなきゃ、私を致命傷にはしないが……,グレイソー,True
name,你帮我包扎了？,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,128,你帮我包扎了？,手当てしてくれたのか？,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,2,,,,,,,,,,0,129,,,,False
name,我好歹是精英干员，这是我该做的。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,130,我好歹是精英干员，这是我该做的。,私は一応エリートオペレーターだからね。それくらい当然だ。,ホウ,True
name,你说的可能对。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,131,你说的可能对。,君の言うことも一理ある。,ホウ,True
name,但哪怕我知道你是间谍......你做了对的事，这点变不了。如果你是间谍，我会先救你，然后送你进法务处。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,132,但哪怕我知道你是间谍......你做了对的事，这点变不了。如果你是间谍，我会先救你，然后送你进法务处。,仮に君がスパイだと分かっても、正しいことをした事実は変わらない。もしスパイなら、まず助けてから法務部に渡すさ。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,1,,,,,,,,,,0,133,,,,False
name,我可能会逃走。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,134,我可能会逃走。,私は逃げるかもしれない。,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,2,,,,,,,,,,0,135,,,,False
name,别老幻想些有的没的了。你怎么跑得过我呢？,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,136,别老幻想些有的没的了。你怎么跑得过我呢？,そんな妄想ばかりするなよ。君が私から逃げ切れると思うのか？,ホウ,True
name,“信任”这个词儿，不意味着没有防范。信任是指，知道你会做什么事，不会做什么事。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,137,“信任”这个词儿，不意味着没有防范。信任是指，知道你会做什么事，不会做什么事。,『信頼』という言葉は、警戒がないことではない。君が何をするか、何をしないかを理解していることだ。,ホウ,True
name,你做的对的，我全力支持；你做的错的，我要纠正，甚至阻止。这就是信任。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,138,你做的对的，我全力支持；你做的错的，我要纠正，甚至阻止。这就是信任。,君が正しいことをしたら全力で支援する、間違ったら正すし、阻止もする。それが信頼だ。,ホウ,True
name,谢谢你，灰喉，你信任了我，你用行动纠正了我的想法。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,139,谢谢你，灰喉，你信任了我，你用行动纠正了我的想法。,ありがとう、グレイソー。君は私を信じてくれ、行動で私の考えを正してくれた。,ホウ,True
name,我很抱歉。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,140,我很抱歉。,すまなかった。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,1,,,,,,,,,,0,141,,,,False
name,......,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,142,......,……,グレイソー,True
character,,,,,,,,,,,,,,,,char_367_swllow_1,,,,,char_017_homura_3#4,2,,,,,,,,,,0,143,,,,False
name,但你的劝说方式真的很烂。他们不是想要负隅顽抗，那是求生的表现。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,144,但你的劝说方式真的很烂。他们不是想要负隅顽抗，那是求生的表现。,でも君の説得の仕方はひどいよ。彼らは抵抗したいんじゃなく、生き延びようとしているだけだ。,ホウ,True
name,如果造成了意外，你还是得进法务处。,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,0,145,如果造成了意外，你还是得进法务处。,もし事故が起きたら、君は法務部に行くことになるぞ。,ホウ,True
character,,,,,,,,,,,,,,,,char_367_swllow_1#3,,,,,char_017_homura_3#4,1,,,,,,,,,,0,146,,,,False
name,那随你的便。,,,,,,,,,,,,,,,灰喉,,,,,,,,,,,,,,,,0,147,那随你的便。,好きにしろ。,グレイソー,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,,,,False
blocker,,,,,,,,,0.5,true,,,,,,,1,0,0,0,,,,,,,,,,,,0,150,,,,False
blocker,,,,,,,,,0.5,true,,,,,,,0,0,0,0,,,,,,,,,,,,0,151,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,,,,False
decision,她们之间关系，是不是缓和一点了？,,,,,,,,,,,,,,,,,,,,,,,,,,,,还不错哦！;......;她们之间关系，是不是缓和一点了？,1;2;3,,3,154,她们之间关系，是不是缓和一点了？,二人の関係、少しは和らいだかな？,,True
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,还不错哦！;......;她们之间关系，是不是缓和一点了？,1;2;3,,3,155,......,……,,True
decision,还不错哦！,,,,,,,,,,,,,,,,,,,,,,,,,,,,还不错哦！;......;她们之间关系，是不是缓和一点了？,1;2;3,,3,156,还不错哦！,悪くないよ！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,157,,,,False
character,,,,,,,,,,,,,,,,char_002_amiya_1#3,,,,,,,,,,,,,,,,0,158,,,,False
name,大概吧......至少煌这么尝试了。也就只有她能这么快放下成见去就事论事。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,159,大概吧......至少煌这么尝试了。也就只有她能这么快放下成见去就事论事。,多分そうですね……少なくとも煌は努力していました。偏見をすぐに捨てて、その場に集中できるのは彼女くらいです。,アーミヤ,True
name,罗德岛的精英干员不只拥有出色的战斗能力。煌融入团体、和他人交流的主动性，也是非常专业的。只不过，她也有自己的立场。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,160,罗德岛的精英干员不只拥有出色的战斗能力。煌融入团体、和他人交流的主动性，也是非常专业的。只不过，她也有自己的立场。,ロドスのエリートオペレーターは優れた戦闘能力だけではありません。煌さんがチームに溶け込み、他の人と積極的に交流する姿も、とても専門的です。ただし、彼女にも彼女なりの立場はあります。,アーミヤ,True
name,想指挥好她，获取她的支持，就应该取得她的信任，更应该学会怎么去信任她。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,161,想指挥好她，获取她的支持，就应该取得她的信任，更应该学会怎么去信任她。,うまく彼女を指揮し、支援を得るには、まず彼女の信頼を得るべきですし、同時に彼女をどう信じるかも学ぶ必要があります。,アーミヤ,True
name,我和煌已经共同战斗了很长时间，我想......我想博士也可以试试。,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,162,我和煌已经共同战斗了很长时间，我想......我想博士也可以试试。,私と煌はもうずっと一緒に戦ってきました。ですから……ドクターもぜひ試してみてください。,アーミヤ,True
decision,我做的还行啊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,我做的还行啊。;......;那也得她配合才行。,1;2;3,,3,163,我做的还行啊。,僕も悪くはなかったよ。,,True
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,我做的还行啊。;......;那也得她配合才行。,1;2;3,,3,164,......,……,,True
decision,那也得她配合才行。,,,,,,,,,,,,,,,,,,,,,,,,,,,,我做的还行啊。;......;那也得她配合才行。,1;2;3,,3,165,那也得她配合才行。,それには彼女が協力してくれないと。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,166,,,,False
name,应该......还不太够吧？,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,0,167,应该......还不太够吧？,たぶん……まだ十分じゃないかもしれません。,アーミヤ,True
