command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,x,y,xScale,yScale,intro,volume,crossfade,delay,xFrom,yFrom,xTo,yTo,duration,screenadapt,time,name,name2,focus,width,height,options,values,references,xstrength,ystrength,vibrato,randomness,fadeout,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,option_number,index,text,jp_text,jp_name,text_match
name,行行行，知道了知道了，“坏家伙”号，哈？取名时候能不能用点心？,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,47,行行行，知道了知道了，“坏家伙”号，哈？取名时候能不能用点心？,はいはい、分かったよ。「悪いヤツ」号って？命名するときもう少し考えてくれないか？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,48,,,,False
name,你给我下去！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,49,你给我下去！,さっさと降りて！,パイロット,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,,,,False
blocker,,,,,1,0,0,0,0.7,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,,,,False
blocker,,,,,0,0,0,0,0.7,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,54,,,,False
name,敌人估计发现我们了。煌，就送你到这了。,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,55,敌人估计发现我们了。煌，就送你到这了。,敵に見つかったかもしれません。コウ、ここまでしか送れません。,パイロット,True
playsound,,$d_gen_walk_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,57,,,,False
name,可以了。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,58,可以了。,大丈夫。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,59,,,,False
name,我在废城出口等你们。动作快点！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,60,我在废城出口等你们。动作快点！,廃墟の出口で待っています。急いでください！,パイロット,True
name,啊，有联络。,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,61,啊，有联络。,あ、通信が来ています。,パイロット,True
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,,,,False
name,喂！！,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,64,喂！！,おーい！！,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,65,,,,False
name,......我听得到！声音别那么大！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,66,......我听得到！声音别那么大！,……聞こえてます！声が大きすぎますよ！,パイロット,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,,,,False
name,啊，罗德岛频道的干员，你好！我是近卫局的，已经在废城出口处和你们的小队汇合了！,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,68,啊，罗德岛频道的干员，你好！我是近卫局的，已经在废城出口处和你们的小队汇合了！,あ、ロドスチャンネルのオペレーターさん、こんにちは！警備局の者ですが、すでに廃墟の出口であなたたちの部隊と合流しています！,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,,,,,0,69,,,,False
name,近卫局不是撤离了吗？现在又是演什么戏？,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,70,近卫局不是撤离了吗？现在又是演什么戏？,警備局は撤退したんじゃなかったのか？今度は何の芝居だ？,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,,,,False
name,我和另外那个姓陈的可不一样！相信我，我是来帮你们的。,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,72,我和另外那个姓陈的可不一样！相信我，我是来帮你们的。,私はあのチェンというやつとは違うよ！信じて、助けに来たんだ。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,73,,,,False
name,请问贵姓？,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,74,请问贵姓？,お名前を伺っても？,パイロット,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,,,,False
name,免贵，叫代号吧，诗怀雅长官好了！,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,76,免贵，叫代号吧，诗怀雅长官好了！,名前はいいとして、コードネームで呼んでくれ、「スワイヤー上官」で！,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,77,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,78,......,……,パイロット,True
name,那不就是姓？！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,79,那不就是姓？！,それ、名字じゃないですか？！,パイロット,True
name,煌，你来处理下，我不知道怎么对付官员......,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,80,煌，你来处理下，我不知道怎么对付官员......,コウ、あなたが対応してよ。私は役人の扱い方がわかりません……,パイロット,True
name,......煌？,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,81,......煌？,……コウ？,パイロット,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,char_017_homura_3#4,2,,,,,,,,,,,,,,,0,82,,,,False
name,我也不会啊。,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,83,我也不会啊。,私も無理だよ。,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,char_017_homura_3#4,1,,,,,,,,,,,,,,,0,84,,,,False
name,回来！别跳！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,85,回来！别跳！,戻って来い！飛び降りるな！,パイロット,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,char_017_homura_3#4,2,,,,,,,,,,,,,,,0,86,,,,False
name,你刚才不是叫我下去吗？交给你了！相信你！（飞吻）,,,,,,,,,,,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,,,,,0,87,你刚才不是叫我下去吗？交给你了！相信你！（飞吻）,さっき私に降りろって言ったじゃん。あとは頼んだよ！信じてるよ！（投げキッス）,コウ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,,,,,,0,88,,,,False
name,飞吻个鬼啊！！,,,,,,,,,,,,,,,,,,,,,,,,,,飞行员,,,,,,,,,,,,,,,,,0,89,飞吻个鬼啊！！,キスなんていらない！！,パイロット,True
stopmusic,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,90,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,,,,False
background,,,,,,,,,,,bg_cher_11,,,,,,,,,,,,,,coverall,,,,,1,1,,,,,,,,,,,,,0,94,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,,,,False
playmusic,,$mist_loop,,,,,,,,,,,,,,$mist_intro,0.8,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0,96,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_193_frostl_1#5,,,,,,,,,,,,,,,,,0,97,,,,False
name,呼，呼......,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,98,呼，呼......,はぁ、はぁ……,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,char_219_meteo_1#7,2,,,,,,,,,,,,,,,0,99,,,,False
name,......她还好吧？,,,,,,,,,,,,,,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,0,100,......她还好吧？,……彼女は大丈夫か？,ユンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,char_219_meteo_1#7,1,,,,,,,,,,,,,,,0,101,,,,False
name,嗯，已经没有大碍，只是体温还有点低。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,102,嗯，已经没有大碍，只是体温还有点低。,はい、もう大丈夫です。ただ、まだ少し体温が低いです。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,0,103,,,,False
name,从来......就都很低。我没事了，让我......,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,104,从来......就都很低。我没事了，让我......,ずっと……体温は低いんだ。私は大丈夫、だから……,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#4,,,,,,,,,,,,,,,,,0,105,,,,False
name,霜叶......别急。你现在的体温，和平常比还是低了一点。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,106,霜叶......别急。你现在的体温，和平常比还是低了一点。,シュワイエ……慌てないでください。今の体温は普段より少し低いですよ。,アーミヤ,True
name,博士，请帮我拿一下绷带。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,107,博士，请帮我拿一下绷带。,ドクター、包帯を取っていただけますか。,アーミヤ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,,,,False
decision,好的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,好的。,1,,,,,,,,,,,1,109,好的。,わかりました。,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,110,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,0,111,,,,False
name,说了，我很好。陨星的伤才更重。,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,112,说了，我很好。陨星的伤才更重。,言っただろ、私は平気だ。ユンシンのほうが傷が重いんだ。,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_219_meteo_1,,,,,,,,,,,,,,,,,0,113,,,,False
name,不要紧。怎么说我也是个萨卡兹人，我还是更担心你一点。,,,,,,,,,,,,,,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,0,114,不要紧。怎么说我也是个萨卡兹人，我还是更担心你一点。,大丈夫だ。なんといってもサルカズだし、でも君のことがやっぱり心配だ。,ユンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,char_259_Jessica_1#1,1,,,,,,,,,,,,,,,0,115,,,,False
name,杰西卡，雪怪小队的动向呢？,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,116,杰西卡，雪怪小队的动向呢？,ジェシカ、スノーストーカー小隊の動きはどうですか。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,char_259_Jessica_1#1,2,,,,,,,,,,,,,,,0,117,,,,False
name,正，正在向我们的位置靠近！还有五百米左右！,,,,,,,,,,,,,,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,0,118,正，正在向我们的位置靠近！还有五百米左右！,い、今こちらに接近中です！あと約500メートルです！,ジェシカ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,119,,,,False
name,排障作业还没完成吗？,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,120,排障作业还没完成吗？,障害物の除去作業はまだ終わっていませんか。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
name,还要至少十五分钟！这里倒塌的建筑，结构比较复杂，我们不敢直接进行爆破作业。,,,,,,,,,,,,,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,0,122,还要至少十五分钟！这里倒塌的建筑，结构比较复杂，我们不敢直接进行爆破作业。,あと最低15分はかかります！ここに倒壊した建物は構造が複雑で、直接爆破作業は敢行できません。,ロドスオペレーター,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,char_219_meteo_1,1,,,,,,,,,,,,,,,0,123,,,,False
name,......陨星，做好战斗准备。我们要再维持一会儿防线。,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,124,......陨星，做好战斗准备。我们要再维持一会儿防线。,……ユンシン、戦闘の準備をしてください。もう少し防衛線を維持しましょう。,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,char_219_meteo_1,2,,,,,,,,,,,,,,,0,125,,,,False
name,明白。你们带弩弹储备了吗？,,,,,,,,,,,,,,,,,,,,,,,,,,陨星,,,,,,,,,,,,,,,,,0,126,明白。你们带弩弹储备了吗？,了解。クロスボウの弾は持ってきたか？,ユンシン,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,char_219_meteo_1,1,,,,,,,,,,,,,,,0,127,,,,False
name,有的，让后勤干员给你......,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,128,有的，让后勤干员给你......,あります、後方支援オペレーターに渡してもらいます……,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,,,,False
name,阿米娅在不在？,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,131,阿米娅在不在？,アーミヤいる？,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#7,,,,,,,,,,,,,,,,,0,132,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,133,......,……,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_259_Jessica_1#1,,,,,,,,,,,,,,,,,0,134,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,0,135,......,……,ジェシカ,True
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,,,,False
name,......呃。,,,,,,,,,,,,,,,,,,,,,,,,,,罗德岛干员,,,,,,,,,,,,,,,,,0,138,......呃。,……あの。,ロドスオペレーター,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_002_amiya_1#1,,,,,,,,,,,,,,,,,0,139,,,,False
name,是不是有谁的通讯频道是一直开着的？,,,,,,,,,,,,,,,,,,,,,,,,,,阿米娅,,,,,,,,,,,,,,,,,0,140,是不是有谁的通讯频道是一直开着的？,誰かの通信チャンネルがずっと開いたままなんですか？,アーミヤ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,,,,False
name,这可是精英干员专用频道，我是能从我这边直接打开的。,,,,,,,,,,,,,,,,,,,,,,,,,,？？？,,,,,,,,,,,,,,,,,0,143,这可是精英干员专用频道，我是能从我这边直接打开的。,これはエリートオペレーター専用チャンネルだ。こっちから直接開けるぜ。,？？？,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_259_Jessica_1#2,,,,,,,,,,,,,,,,,0,144,,,,False
name,这个声音是......？,,,,,,,,,,,,,,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,0,145,这个声音是......？,この声は……？,ジェシカ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_193_frostl_1#5,,,,,,,,,,,,,,,,,0,146,,,,False
name,完了。居然派了她。,,,,,,,,,,,,,,,,,,,,,,,,,,霜叶,,,,,,,,,,,,,,,,,0,147,完了。居然派了她。,終わった……まさか彼女が来るとは。,シュワイエ,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_259_Jessica_1#2,char_193_frostl_1#5,1,,,,,,,,,,,,,,,0,148,,,,False
name,请问......是谁？,,,,,,,,,,,,,,,,,,,,,,,,,,杰西卡,,,,,,,,,,,,,,,,,0,149,请问......是谁？,すみません……どなたですか？,ジェシカ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,,,,False
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是啊，这是哪个干员，怎么这么激情？;......;她真能改善现在的局势吗？,1;2;3,,,,,,,,,,,3,152,......,……,,True
decision,是啊，这是哪个干员，怎么这么激情？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是啊，这是哪个干员，怎么这么激情？;......;她真能改善现在的局势吗？,1;2;3,,,,,,,,,,,3,153,是啊，这是哪个干员，怎么这么激情？,そうだな、誰のオペレーターだ、なんでこんなに情熱的なんだ？,,True
decision,她真能改善现在的局势吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是啊，这是哪个干员，怎么这么激情？;......;她真能改善现在的局势吗？,1;2;3,,,,,,,,,,,3,154,她真能改善现在的局势吗？,本当にこの状況を良くできるのか？,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,0,155,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,char_193_frostl_1,,,,,,,,,,,,,,,,,0,156,,,,False
