command,text_orig,name,option_number,option_value,references,focus,image,values,index,text,jp_text,jp_name,text_match
name,卡特斯人，这是，战争。,爱国者,0,,,,,,164,卡特斯人，这是，战争。,カトラス人よ、これは戦争だ。,パトリオット,True
name,你要我停手。我为什么要，停手？,爱国者,0,,,,,,165,你要我停手。我为什么要，停手？,お前は私に止まれと言う。なぜ私が止まらなければならない？,パトリオット,True
name,我已经打过，太多的仗。,爱国者,0,,,,,,166,我已经打过，太多的仗。,私はもう、あまりにも多くの戦いを経験してきた。,パトリオット,True
name,身为，乌萨斯的，温迪戈时......蛮族。剥皮者，拆骨食肉，恶毒的畜群，我们净化。,爱国者,0,,,,,,167,身为，乌萨斯的，温迪戈时......蛮族。剥皮者，拆骨食肉，恶毒的畜群，我们净化。,ウルサスのウェンディゴとして……蛮族。皮を剥ぎ、骨を裂き肉を貪る、邪悪な群れを、我々は浄化した。,パトリオット,True
name,怪物。生长扭曲，腥臭长肢，百眼，千指，我们屠戮。,爱国者,0,,,,,,168,怪物。生长扭曲，腥臭长肢，百眼，千指，我们屠戮。,怪物。ねじれ成長した、悪臭を放つ長い手足、百の目、千の指、我々は殺戮した。,パトリオット,True
name,战士。维多利亚，蒸汽的甲胄，卡西米尔，银枪的天马，拉特兰城，教宗的铳骑，我们，统统战胜。,爱国者,0,,,,,,169,战士。维多利亚，蒸汽的甲胄，卡西米尔，银枪的天马，拉特兰城，教宗的铳骑，我们，统统战胜。,戦士。ヴィクトリア、蒸気の鎧、カジミエーシュ、銀槍のペガサス、ラテランド、教皇の銃騎兵、我々はすべてに勝利した。,パトリオット,True
name,但我们，战胜不了自己。战胜不了，帝国的贪欲。战胜不了，同胞的死。,爱国者,0,,,,,,170,但我们，战胜不了自己。战胜不了，帝国的贪欲。战胜不了，同胞的死。,だが、我々は自分自身には勝てなかった。帝国の貪欲にも打ち勝てなかった。同胞の死にも勝てなかった。,パトリオット,True
name,我们温迪戈，在萨卡兹中，离死亡最近。,爱国者,0,,,,,,171,我们温迪戈，在萨卡兹中，离死亡最近。,我々ウェンディゴは、サルカズの中でも死に最も近い存在だ。,パトリオット,True
name,你们沾上了，我女儿的死。,爱国者,0,,,,,,172,你们沾上了，我女儿的死。,お前たちは、私の娘の死に関わっている。,パトリオット,True
name,这大地上，有比死亡，更糟的命运。,爱国者,0,,,,,,173,这大地上，有比死亡，更糟的命运。,この大地には、死よりも悪い運命がある。,パトリオット,True
name,我为何该停手？谁胆敢考验我，作为人的道德？,爱国者,0,,,,,,174,我为何该停手？谁胆敢考验我，作为人的道德？,なぜ私が手を止めなければならない？誰が私の人としての道徳を試そうとするのか？,パトリオット,True
name,我被认定是，正直，所以我该，坦然接受？,爱国者,0,,,,,,175,我被认定是，正直，所以我该，坦然接受？,私は正直だと認められたから、平然と受け入れなければならないのか？,パトリオット,True
name,我被命运，当作弱者，所以我该，逆来顺受？！我被当作强者，我就该，全部承担？,爱国者,0,,,,,,176,我被命运，当作弱者，所以我该，逆来顺受？！我被当作强者，我就该，全部承担？,運命によって弱者とされたから、従わねばならないのか？！強者と見なされたから、すべてを背負うべきなのか？,パトリオット,True
name,背叛者，反抗者，屠杀者，坚守者......,爱国者,0,,,,,,177,背叛者，反抗者，屠杀者，坚守者......,裏切り者、反抗者、虐殺者、守りし者……,パトリオット,True
name,所有称号，都如“爱国者”般，只是，战场的零碎。,爱国者,0,,,,,,178,所有称号，都如“爱国者”般，只是，战场的零碎。,すべての称号は“パトリオット”のように、戦場の断片にすぎない。,パトリオット,True
name,罗德岛......,爱国者,0,,,,,,179,罗德岛......,ロドス……,パトリオット,True
name,你们杀了她。我也将杀了你们。,爱国者,0,,,,,,180,你们杀了她。我也将杀了你们。,お前たちは彼女を殺した。私もお前たちを殺すだろう。,パトリオット,True
name,我并非，寻求报复；我毫无，复仇之心。,爱国者,0,,,,,,181,我并非，寻求报复；我毫无，复仇之心。,私は復讐を求めているわけではない。復讐心などない。,パトリオット,True
name,我女儿只是，放弃了斗争。,爱国者,0,,,,,,182,我女儿只是，放弃了斗争。,私の娘はただ、戦いを諦めただけだ。,パトリオット,True
decision,不对！,,3,1,,,,1;2;3,183,不对！,違う！,,True
decision,......,,3,2,,,,1;2;3,184,......,……,,True
decision,不是你说的那样，老先生。,,3,3,,,,1;2;3,185,不是你说的那样，老先生。,あなたのおっしゃる通りではありません、おじいさん。,,True
predicate,,,0,,1;2;3,,,,186,,,,False
name,如果她没放弃，她怎会，耗尽生命，容你们活着？！,爱国者,0,,,,,,187,如果她没放弃，她怎会，耗尽生命，容你们活着？！,もし彼女が諦めていなければ、命を使い果たしてお前たちを生かすはずがないだろう？！,パトリオット,True
name,我，不会。,爱国者,0,,,,,,188,我，不会。,私は、しない。,パトリオット,True
name,我只相信，双目所见。我只相信，一手所握。,爱国者,0,,,,,,189,我只相信，双目所见。我只相信，一手所握。,私は自分の目で見たものだけを信じる。自分の手で掴んだものだけを信じる。,パトリオット,True
name,我不因为，我的女儿，而与你们敌对。,爱国者,0,,,,,,190,我不因为，我的女儿，而与你们敌对。,私は娘のためにお前たちと敵対しているわけではない。,パトリオット,True
name,......但我厌恨命运。,爱国者,0,,,,,,191,......但我厌恨命运。,……だが私は運命を憎んでいる。,パトリオット,True
name,我要将它，击坠，揉碎，磨至尘灰。,爱国者,0,,,,,,192,我要将它，击坠，揉碎，磨至尘灰。,私はそれを撃ち落とし、粉々にし、塵にしてやる。,パトリオット,True
name,如果命运，让你们，逼我转向。,爱国者,0,,,,,,193,如果命运，让你们，逼我转向。,もし運命が、お前たちによって私を方向転換させるというのなら。,パトリオット,True
name,我宁可，永不回头。,爱国者,0,,,,,,194,我宁可，永不回头。,私は、決して振り返らないことを選ぶ。,パトリオット,True
character,,avg_npc_058,0,,,,,,195,,,,False
name,......大尉！你真的要......,盾卫,0,,,,,,196,......大尉！你真的要......,……大尉！本当にやるおつもりですか……,シールド衛兵,True
character,,avg_npc_025_1,0,,,,,,197,,,,False
name,有谁觉得，我不荣誉，现在就，向我挑战。,爱国者,0,,,,,,198,有谁觉得，我不荣誉，现在就，向我挑战。,私を名誉なき者だと思う者は、今すぐ私に挑戦しろ。,パトリオット,True
name,但你们如果，觉得生命可贵......我们，在此分别。,爱国者,0,,,,,,199,但你们如果，觉得生命可贵......我们，在此分别。,だが、もし命が大事だと思うなら……ここで別れよう。,パトリオット,True
name,我不想你们，愚昧地死。 我胜过太多次。这个道理，我太清楚。,爱国者,0,,,,,,200,我不想你们，愚昧地死。 我胜过太多次。这个道理，我太清楚。,私は、お前たちが愚かに死ぬのを望まない。私は何度も勝ってきた。その道理がよく分かっている。,パトリオット,True
character,,char_002_amiya_1#4,0,,,,,,201,,,,False
name,难道......,阿米娅,0,,,,,,202,难道......,まさか……,アーミヤ,True
character,,char_003_kalts_1,0,,,1,,,203,,,,False
name,博卓卡斯替，你可以活下去，不要做傻事。,凯尔希,0,,,,,,204,博卓卡斯替，你可以活下去，不要做傻事。,ボードロカスティ、あなたは生きていける。無茶をしないで。,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,205,,,,False
