command,text_orig,name,option_number,option_value,references,focus,image,values,index,text,jp_text,jp_name,text_match
decision,得凭自己的意志坚持到最后。,,3,3,,,,1;2;3,192,得凭自己的意志坚持到最后。,自分の意志で最後まで貫いてください。,,True
predicate,,,0,,1;2;3,,,,193,,,,False
name,......,盾卫,0,,,,,,194,......,......,シールドガード,True
name,不。,盾卫,0,,,,,,195,不。,いや。,シールドガード,True
name,罗德岛的，你有些话，我们能理解。但有些我们不会同意。,盾卫,0,,,,,,196,罗德岛的，你有些话，我们能理解。但有些我们不会同意。,ロドスの者よ、あなたの言葉には理解できる部分もある。だが、すべてには同意できない。,シールドガード,True
name,我们追随大尉一生，也不是完全是追随他这个人。,盾卫,0,,,,,,197,我们追随大尉一生，也不是完全是追随他这个人。,私たちが大尉に一生ついていったのは、必ずしも彼自身というわけではない。,シールドガード,True
name,如果——如果哪一天，你身边的卡特斯女孩真的也成为塔露拉的这般暴君......,盾卫,0,,,,,,198,如果——如果哪一天，你身边的卡特斯女孩真的也成为塔露拉的这般暴君......,もし、もしもいつか、お前の傍らのカトスの少女がタルラのような暴君になったなら……,シールドガード,True
name,我们会送你们上路。,盾卫,0,,,,,,199,我们会送你们上路。,我々はお前たちをこの世から送ることになるだろう。,シールドガード,True
name,大尉反抗的所有人......所有奴役者，所有恶王，所有压迫他人者，所有造成灾难者，都逃不过。,盾卫,0,,,,,,200,大尉反抗的所有人......所有奴役者，所有恶王，所有压迫他人者，所有造成灾难者，都逃不过。,大尉に反抗する者――すべての奴隷主、悪王、他人を圧迫する者、災厄をもたらす者は、誰も逃れられない。,シールドガード,True
name,大尉想过。大尉知道天灾杀死的切尔诺伯格人，大尉知道枉死的感染者战士，大尉知道不明就里牺牲的整合运动。,盾卫,0,,,,,,201,大尉想过。大尉知道天灾杀死的切尔诺伯格人，大尉知道枉死的感染者战士，大尉知道不明就里牺牲的整合运动。,大尉は考えていた。天災により命を失ったチェルノボーグ人、無念のまま死んでいった感染者戦士、理由もわからず犠牲になった統合運動の者たち、すべてを知っている。,シールドガード,True
name,他悔恨，但他终归无法逃开。现在的我们不一样了。我们只属于大尉和他的信念，而不是什么整合运动。,盾卫,0,,,,,,202,他悔恨，但他终归无法逃开。现在的我们不一样了。我们只属于大尉和他的信念，而不是什么整合运动。,彼は悔いている。だが、結局逃れることはできなかった。今の私たちは違う。私たちは大尉とその信念にのみ属し、統合運動のものではない。,シールドガード,True
name,我们日后就是“盾”。不只是感染者之盾。我们是受奴役者之盾。,盾卫,0,,,,,,203,我们日后就是“盾”。不只是感染者之盾。我们是受奴役者之盾。,今後、私たちは「盾」として生きる。ただの感染者の盾ではない。奴隷とされた者たちの盾だ。,シールドガード,True
name,我们会监视你，卡特斯人。只要你有一点差错，我们绝不会放过你。,盾卫,0,,,,,,204,我们会监视你，卡特斯人。只要你有一点差错，我们绝不会放过你。,私たちはお前を監視する、カトスの者よ。少しでも過ちを犯せば、絶対に許さない。,シールドガード,True
name,这些预言......就让它成为秘密。,盾卫,0,,,,,,205,这些预言......就让它成为秘密。,この預言は……秘密にしておこう。,シールドガード,True
name,因为在这之前，还有一个暴君在指挥塔等着我们。,盾卫,0,,,,,,206,因为在这之前，还有一个暴君在指挥塔等着我们。,その前に、もう一人の暴君が指揮塔で我々を待ち構えているのだからな。,シールドガード,True
character,,char_003_kalts_1,0,,,,,,207,,,,False
name,......导致各位与我们开战，造成一系列惨剧的人，正是整合运动的领袖，塔露拉。,凯尔希,0,,,,,,208,......导致各位与我们开战，造成一系列惨剧的人，正是整合运动的领袖，塔露拉。,……皆さまが我々と戦争を始め、一連の悲劇を引き起こした張本人は、統合運動のリーダーであるタルラなのです。,ケルシー,True
character,,avg_npc_058,0,,,,,,209,,,,False
name,我们去重整队伍。我们要告诉游击队这个消息。,盾卫,0,,,,,,210,我们去重整队伍。我们要告诉游击队这个消息。,我々は部隊を立て直す。この情報をゲリラ隊にも伝えなくてはならない。,シールドガード,True
name,至于你们......你们愿意的话，就继续执行你们的任务。,盾卫,0,,,,,,211,至于你们......你们愿意的话，就继续执行你们的任务。,君たちのことは……好きに任務を続けてくれ。,シールドガード,True
name,雪花......,盾卫,0,,,,,,212,雪花......,雪……,シールドガード,True
name,这场大雪......是叶莲娜来接走大尉了吗......？,盾卫,0,,,,,,213,这场大雪......是叶莲娜来接走大尉了吗......？,この大雪は……エレナが大尉を迎えに来たのか……？,シールドガード,True
character,,char_003_kalts_1,0,,,,,,214,,,,False
name,......,凯尔希,0,,,,,,215,......,……,ケルシー,True
name,阿米娅，别太放在心上。,凯尔希,0,,,,,,216,阿米娅，别太放在心上。,アーミヤ、あまり気にしないでください。,ケルシー,True
name,萨卡兹人长时间接触源石，他们的一些生体记忆会和源石晶体混合，不断地在大地上流传，在萨卡兹人体内累积。,凯尔希,0,,,,,,217,萨卡兹人长时间接触源石，他们的一些生体记忆会和源石晶体混合，不断地在大地上流传，在萨卡兹人体内累积。,サルカズは長く源石と接しているため、彼らの生体記憶の一部は源石結晶と混ざり合い、常に大地に広がって、サルカズの身体に蓄積されます。,ケルシー,True
name,有的时候，一些一直传递着源石结晶的种群会将一些信息规划到一起。,凯尔希,0,,,,,,218,有的时候，一些一直传递着源石结晶的种群会将一些信息规划到一起。,ときには、源石結晶を運び続ける一部の種族が、情報をまとめて伝えることもあります。,ケルシー,True
name,在不断使用法术的过程中，这些信息阴差阳错地，被通过各种方式呈现出来。,凯尔希,0,,,,,,219,在不断使用法术的过程中，这些信息阴差阳错地，被通过各种方式呈现出来。,魔法を使い続ける際に、これらの情報は様々な方法で、意図せず表れることもあるのです。,ケルシー,True
name,它们大多数无意义，而少数则是过时的信息。预言并无可参考性。,凯尔希,0,,,,,,220,它们大多数无意义，而少数则是过时的信息。预言并无可参考性。,それらの多くは意味がなく、わずかにあるものは古い情報です。予言には参考になるものはありません。,ケルシー,True
character,,char_002_amiya_1#4,0,,,,,,221,,,,False
name,但它也会直接对人产生影响。,阿米娅,0,,,,,,222,但它也会直接对人产生影响。,ですが、それが人に直接影響を与えることもございます。,アーミヤ,True
name,其中一个原因就是......这一切让听到预言的人，向预言的方向发展了，是不是？,阿米娅,0,,,,,,223,其中一个原因就是......这一切让听到预言的人，向预言的方向发展了，是不是？,その一因は……予言を聞いた人が、予言の方向へと導かれてしまうこと、ですよね？,アーミヤ,True
character,,char_003_kalts_1,0,,,,,,224,,,,False
name,......,凯尔希,0,,,,,,225,......,……,ケルシー,True
character,,char_002_amiya_1#4,0,,,,,,226,,,,False
name,我分不清那是暗示......还是真的将结果带到了现在。我不清楚。只是......,阿米娅,0,,,,,,227,我分不清那是暗示......还是真的将结果带到了现在。我不清楚。只是......,それがただの暗示なのか……本当に結果を今にもたらしたのか、私には分かりません。ただ……,アーミヤ,True
name,他本可以杀我。,阿米娅,0,,,,,,228,他本可以杀我。,本来なら、私を殺すこともできたのに。,アーミヤ,True
name,但他想起......他想起......,阿米娅,0,,,,,,229,但他想起......他想起......,でも彼は思い出したのです……思い出して……,アーミヤ,True
dialog,,,0,,,,,,230,,,,False
