command,text_orig,name,option_number,option_value,references,focus,image,values,name2,index,text,jp_text,jp_name,text_match
playsound,,,0,,,,,,,80,,,,True
character,,char_010_chen_1#1,0,,,,,,,81,,,char_010_chen_1#1,True
delay,,,0,,,,,,,82,,,,True
name,你们还没有调查我合作伙伴的权限。,陈,0,,,,,,,83,你们还没有调查我合作伙伴的权限。,あなたたちは、まだ私の協力者を調査する権限を持っていない。,チェン,True
character,,avg_npc_041,0,,,1,,,char_010_chen_1#1,84,,,avg_npc_041,True
name,但我们已经知道有一艘属于“感染者对策专家”的舰船停在龙门泊区，陈警司。这也是这位煌小姐尚未收到伤害的唯一理由。,？？？,0,,,,,,,85,但我们已经知道有一艘属于“感染者对策专家”的舰船停在龙门泊区，陈警司。这也是这位煌小姐尚未收到伤害的唯一理由。,しかし、『感染者対策の専門家』の船が龍門の港に停泊しているのはすでに知っている、チェン警司。それが煌嬢がまだ傷を負わずにいる唯一の理由だ。,？？？,True
character,,avg_npc_041,0,,,2,,,char_010_chen_1#5,86,,,avg_npc_041,True
name,那诸位还要看到什么时候？还要再给龙门人的出生入死打几次分？,陈,0,,,,,,,87,那诸位还要看到什么时候？还要再给龙门人的出生入死打几次分？,それで皆さんはいつまで見物するおつもりですか？龍門の者たちの命のやり取りに、あと何回点数を付けるつもりですか？,チェン,True
character,,avg_npc_039_1,0,,,,,,,88,,,avg_npc_039_1,True
name,说话放尊重点。龙门风险控制能力的评估，本来就是因为重视你们才做的。,监察司,0,,,,,,,89,说话放尊重点。龙门风险控制能力的评估，本来就是因为重视你们才做的。,言葉に気をつけろ。龍門のリスク管理能力を評価するのは、そもそもお前たちを重視しているからだぞ。,監察司,True
character,,char_010_chen_1#1,0,,,,,,,90,,,char_010_chen_1#1,True
name,那真抱歉，我换种说法吧。,陈,0,,,,,,,91,那真抱歉，我换种说法吧。,それは失礼。では言い方を変えましょう。,チェン,True
character,,char_010_chen_1#4,0,,,,,,,92,,,char_010_chen_1#4,True
name,我们这场闹剧，三位看得尽兴不？,陈,0,,,,,,,93,我们这场闹剧，三位看得尽兴不？,この茶番、三名の方々は楽しめましたか？,チェン,True
character,,avg_npc_039_1,0,,,,,,,94,,,avg_npc_039_1,True
name,嘁。,监察司,0,,,,,,,95,嘁。,チッ。,監察司,True
character,,char_010_chen_1#4,0,,,,,,,96,,,char_010_chen_1#4,True
name,煌，收手吧，这三位贵人不是你我该伺候的，穿雨披的那些也确实不是他们的同行人。,陈,0,,,,,,,97,煌，收手吧，这三位贵人不是你我该伺候的，穿雨披的那些也确实不是他们的同行人。,煌、もうやめておこう。この三名の方は私たちが相手にするような人たちじゃない。それにポンチョを着た連中も彼らとは本当に無関係なんだ。,チェン,True
character,,char_017_homura_3#5,0,,,2,,,avg_npc_041,98,,,char_017_homura_3#5,True
name,抱歉，煌小姐。希望我刚刚没有让你产生不快。,？？？,0,,,,,,,99,抱歉，煌小姐。希望我刚刚没有让你产生不快。,すみません、煌さん。先ほど、気分を害させてしまっていないと良いのですが。,？？？,True
character,,char_017_homura_3#5,0,,,1,,,avg_npc_041,100,,,char_017_homura_3#5,True
name,......你挺有礼貌的。但我很讨厌你说话的语气。,煌,0,,,,,,,101,......你挺有礼貌的。但我很讨厌你说话的语气。,……お前は礼儀正しいな。でも、お前の話し方の口調がすごく嫌いだ。,煌,True
character,,char_017_homura_3#5,0,,,2,,,avg_npc_041,102,,,char_017_homura_3#5,True
name,你的炎腔味道很正。,？？？,0,,,,,,,103,你的炎腔味道很正。,お前の炎の匂いは、しっかりしているな。,？？？,True
name,你的确继承了你父亲不少东西。只不过，现在的你只是个感染者，路很难走，也很短。,？？？,0,,,,,,,104,你的确继承了你父亲不少东西。只不过，现在的你只是个感染者，路很难走，也很短。,お前は確かに父親から多くを受け継いでいる。ただし、今のお前はただの感染者であり、これからの道は厳しく、そして短い。,？？？,True
character,,char_017_homura_3#6,0,,,1,,,avg_npc_041,105,,,char_017_homura_3#6,True
name,......你......？,煌,0,,,,,,,106,......你......？,……お前は……？,煌,True
character,,avg_npc_040,0,,,,,,,107,,,avg_npc_040,True
name,走。,太合,0,,,,,,,108,走。,行こう。,太合,True
character,,avg_npc_041,0,,,,,,,109,,,avg_npc_041,True
name,那么再会，煌小姐，陈警司。,？？？,0,,,,,,,110,那么再会，煌小姐，陈警司。,ではまた会おう、煌さん、チェン警司。,？？？,True
playsound,,,0,,,,,,,111,,,null,True
character,,char_017_homura_3#6,0,,,,,,,112,,,char_017_homura_3#6,True
name,等一下！你刚才说我爸什么！,煌,0,,,,,,,113,等一下！你刚才说我爸什么！,待てよ！さっき父さんのこと、何て言った！,煌,True
name,站住！,煌,0,,,,,,,114,站住！,止まれ！,煌,True
character,,char_002_amiya_1#7,0,,,,,,,115,,,char_002_amiya_1#7,True
name,煌！,阿米娅,0,,,,,,,116,煌！,煌さん！,アーミヤ,True
character,,char_017_homura_3#5,0,,,,,,,117,,,char_017_homura_3#5,True
name,......,煌,0,,,,,,,118,......,……,煌,True
character,,char_002_amiya_1#7,0,,,,,,,119,,,char_002_amiya_1#7,True
name,不要忘了任务！,阿米娅,0,,,,,,,120,不要忘了任务！,任務を忘れないでください！,アーミヤ,True
character,,char_017_homura_3#5,0,,,,,,,121,,,char_017_homura_3#5,True
name,我知道。,煌,0,,,,,,,122,我知道。,分かってる。,煌,True
character,,char_002_amiya_1#7,0,,,1,,,char_010_chen_1#1,123,,,char_002_amiya_1#7,True
name,陈长官。,阿米娅,0,,,,,,,124,陈长官。,チェン長官。,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_010_chen_1#1,125,,,char_002_amiya_1#7,True
name,我们没发现敌人指挥官的踪迹。,陈,0,,,,,,,126,我们没发现敌人指挥官的踪迹。,敵の指揮官の痕跡は見つからなかった。,チェン,True
character,,char_002_amiya_1#7,0,,,1,,,char_010_chen_1#1,127,,,char_002_amiya_1#7,True
name,哪一位？,阿米娅,0,,,,,,,128,哪一位？,どちらのことでしょうか？,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_010_chen_1#1,129,,,char_002_amiya_1#7,True
name,我们只知道梅菲斯特。,陈,0,,,,,,,130,我们只知道梅菲斯特。,私たちが知っているのはメフィストだけだ。,チェン,True
character,,char_002_amiya_1#7,0,,,1,,,char_010_chen_1#1,131,,,char_002_amiya_1#7,True
name,接下来的追击，就由我们罗德岛来完成。,阿米娅,0,,,,,,,132,接下来的追击，就由我们罗德岛来完成。,この後の追撃は、私たちロドスにお任せください。,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_010_chen_1#1,133,,,char_002_amiya_1#7,True
name,不用太冒进。这场战役实质上已经结束了。,陈,0,,,,,,,134,不用太冒进。这场战役实质上已经结束了。,無理に突き進まなくてもいい。この戦いは、実質的にもう終わっている。,チェン,True
character,,char_002_amiya_1#7,0,,,1,,,char_010_chen_1#1,135,,,char_002_amiya_1#7,True
name,但他犯下的暴行......必须要被偿还。,阿米娅,0,,,,,,,136,但他犯下的暴行......必须要被偿还。,ですが、彼の犯した暴行は……必ず償われなければなりません。,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_010_chen_1#1,137,,,char_002_amiya_1#7,True
name,交给你们了。,陈,0,,,,,,,138,交给你们了。,任せたぞ。,チェン,True
name,那么我们就各自出发吧。我还有件必须要去亲眼验证的事。,陈,0,,,,,,,139,那么我们就各自出发吧。我还有件必须要去亲眼验证的事。,それじゃ、それぞれ出発しよう。私はまだ自分の目で確かめなければならないことがある。,チェン,True
character,,char_017_homura_3#5,0,,,,,,,140,,,char_017_homura_3#5,True
name,等等，近卫局的。,煌,0,,,,,,,141,等等，近卫局的。,待て、近衛局の。,煌,True
character,,char_010_chen_1#1,0,,,1,,,char_017_homura_3#5,142,,,char_010_chen_1#1,True
name,有什么事？,陈,0,,,,,,,143,有什么事？,何か用か？,チェン,True
character,,char_010_chen_1#1,0,,,2,,,char_017_homura_3#4,144,,,char_010_chen_1#1,True
name,......刚才谢谢你了。,煌,0,,,,,,,145,......刚才谢谢你了。,……さっきはありがとう。,煌,True
name,没别的。,煌,0,,,,,,,146,没别的。,それだけだ。,煌,True
character,,char_010_chen_1#1,0,,,1,,,char_017_homura_3#4,147,,,char_010_chen_1#1,True
name,呵，彼此彼此。,陈,0,,,,,,,148,呵，彼此彼此。,ふっ、お互い様だ。,チェン,True
dialog,,,0,,,,,,,149,,,null,True
character,,,0,,,,,,,150,,,,True
blocker,,,0,,,,,,,151,,,,True
blocker,,,0,,,,,,,152,,,,True
character,,char_002_amiya_1#7,0,,,,,,,153,,,char_002_amiya_1#7,True
name,为什么一定要挑刚才的时机行动？煌......你不是在这种时候做出错误判断的人。,阿米娅,0,,,,,,,154,为什么一定要挑刚才的时机行动？煌......你不是在这种时候做出错误判断的人。,どうしてさっきのタイミングで行動しなければならなかったのですか？ホウ……あなたはこういう時に間違った判断をする人ではありません。,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_017_homura_3#5,155,,,char_002_amiya_1#7,True
name,一是我真的很火......,煌,0,,,,,,,156,一是我真的很火......,一つは、私が本当に怒っていたから……,ホウ,True
name,二是我一早就看出来，近卫局那个姓陈的也会很火。,煌,0,,,,,,,157,二是我一早就看出来，近卫局那个姓陈的也会很火。,二つ目は、朝から警備局のあのチェンってやつも怒るって分かってたからだ。,ホウ,True
character,,char_002_amiya_1#7,0,,,1,,,char_017_homura_3#5,158,,,char_002_amiya_1#7,True
name,我们也没法判断出两方谁究竟更有话语权。,阿米娅,0,,,,,,,159,我们也没法判断出两方谁究竟更有话语权。,私たちにも、どちらの側が実際により強い発言権を持っているのか判断できません。,アーミヤ,True
character,,char_002_amiya_1#7,0,,,2,,,char_017_homura_3#4,160,,,char_002_amiya_1#7,True
name,所以我就挑我乐意的那个来。,煌,0,,,,,,,161,所以我就挑我乐意的那个来。,だから私は好きな方を選んだだけさ。,ホウ,True
name,不好意思，下次不会了。,煌,0,,,,,,,162,不好意思，下次不会了。,悪かったよ、次はしない。,ホウ,True
character,,char_002_amiya_1#4,0,,,1,,,char_017_homura_3#4,163,,,char_002_amiya_1#4,True
name,......不，煌。这句话该我说。我想说，“下次不会了”。,阿米娅,0,,,,,,,164,......不，煌。这句话该我说。我想说，“下次不会了”。,……いいえ、ホウ。その言葉は私が言うべきです。「次はしません」と言いたいのです。,アーミヤ,True
name,但我不敢这么说。我不敢......不敢这么承诺。,阿米娅,0,,,,,,,165,但我不敢这么说。我不敢......不敢这么承诺。,でも、私はそう言う勇気がありません。……こう約束する勇気がありません。,アーミヤ,True
name,雪怪......,阿米娅,0,,,,,,,166,雪怪......,イエティ……,アーミヤ,True
character,,char_002_amiya_1#4,0,,,2,,,char_017_homura_3#4,167,,,char_002_amiya_1#4,True
name,......,煌,0,,,,,,,168,......,……,ホウ,True
name,傻兔子。,煌,0,,,,,,,169,傻兔子。,おバカなウサギ。,ホウ,True
character,,char_002_amiya_1#1,0,,,1,,,char_017_homura_3#4,170,,,char_002_amiya_1#1,True
name,哎，不要摸头，会长不高......,阿米娅,0,,,,,,,171,哎，不要摸头，会长不高......,あっ、頭を撫でないでください、背が伸びなくなります……,アーミヤ,True
name,......别摸太长时间吧。,阿米娅,0,,,,,,,172,......别摸太长时间吧。,……あまり長時間は撫でないでくださいね。,アーミヤ,True
character,,char_002_amiya_1#1,0,,,2,,,char_017_homura_3#4,173,,,char_002_amiya_1#1,True
name,我知道，我知道。,煌,0,,,,,,,174,我知道，我知道。,分かってる、分かってる。,ホウ,True
dialog,,,0,,,,,,,175,,,,True
character,,,0,,,,,,,176,,,,True
blocker,,,0,,,,,,,177,,,,True
blocker,,,0,,,,,,,178,,,,True
name,感觉如何？,？？？,0,,,,,,,179,感觉如何？,どう感じた？,？？？,True
decision,是你。,,3,1,,,,1;2;3,,180,是你。,あなたか。,,True
decision,......,,3,2,,,,1;2;3,,181,......,……,,True
decision,有何贵干？,,3,3,,,,1;2;3,,182,有何贵干？,ご用件は？,,True
predicate,,,0,,1;2;3,,,,,183,,,,True
dialog,,,0,,,,,,,184,,,,True
character,,char_003_kalts_1,0,,,,,,,185,,,char_003_kalts_1,True
delay,,,0,,,,,,,186,,,,True
name,恰巧路过。,凯尔希,0,,,,,,,187,恰巧路过。,たまたま通りかかっただけだ。,ケルシー,True
name,你们的情感状态有些起伏不定。看来在切城废城，你们和这支整合运动的小队有过更深层次的交流。,凯尔希,0,,,,,,,188,你们的情感状态有些起伏不定。看来在切城废城，你们和这支整合运动的小队有过更深层次的交流。,君たちの感情は少し動揺しているようだ。切城の廃墟で、君たちはこのレユニオンの小隊とより深い交流を持ったようだな。,ケルシー,True
name,据我观察，这支小队的队长没有参与这场战斗。,凯尔希,0,,,,,,,189,据我观察，这支小队的队长没有参与这场战斗。,私の観察によれば、この小隊の隊長はこの戦闘に参加していなかった。,ケルシー,True
decision,你的意思是......,,1,1,,,,1,,190,你的意思是......,つまり……,,True
predicate,,,0,,1,,,,,191,,,,True
name,龙门的视线不会再继续跟着感染者走，但罗德岛的视野远比单一一座城邦要广阔。,凯尔希,0,,,,,,,192,龙门的视线不会再继续跟着感染者走，但罗德岛的视野远比单一一座城邦要广阔。,龍門の視線はこれ以上感染者を追わないだろう。しかし、ロドスの視野は一つの都市よりも遥かに広い。,ケルシー,True
name,接下来发生的事情，龙门不会干涉，你们也可以选择不去参与。,凯尔希,0,,,,,,,193,接下来发生的事情，龙门不会干涉，你们也可以选择不去参与。,これから起こることに龍門は干渉しない。君たちも参加しない選択肢がある。,ケルシー,True
name,......但你们会的。无论是代号“梅菲斯特”的感染者，还是代号“霜星”的感染者。,凯尔希,0,,,,,,,194,......但你们会的。无论是代号“梅菲斯特”的感染者，还是代号“霜星”的感染者。,……だが、君たちはきっと関わるだろう。“メフィスト”と“フロストノヴァ”、どちらの感染者であってもな。,ケルシー,True
decision,你去哪？,,1,1,,,,1,,195,你去哪？,どこへ行く？,,True
predicate,,,0,,1,,,,,196,,,,True
name,我有我要做的事情。,凯尔希,0,,,,,,,197,我有我要做的事情。,私はやるべきことがある。,ケルシー,True
name,还有，博士......,凯尔希,0,,,,,,,198,还有，博士......,それと、ドクター……,ケルシー,True
name,别用那种眼神看着我。,凯尔希,0,,,,,,,199,别用那种眼神看着我。,そんな目で私を見るな。,ケルシー,True
decision,别再遮遮掩掩的了。,,3,1,,,,1;2;3,,200,别再遮遮掩掩的了。,もうこれ以上隠さないで。,,True
decision,......,,3,2,,,,1;2;3,,201,......,......,,True
decision,阿米娅说了，罗德岛需要信任关系。,,3,3,,,,1;2;3,,202,阿米娅说了，罗德岛需要信任关系。,アーミヤが言いました、ロドスには信頼関係が必要なんです。,,True
predicate,,,0,,1;2;3,,,,,203,,,,True
name,但你我之间不需要信任。,凯尔希,0,,,,,,,204,但你我之间不需要信任。,しかし、あなたと私の間に信頼は必要ない。,ケルシー,True
name,你需要罗德岛干员们的信任，不是我的。,凯尔希,0,,,,,,,205,你需要罗德岛干员们的信任，不是我的。,あなたに必要なのは、ロドスのオペレーター達の信頼であって、私のではない。,ケルシー,True
name,——我太了解你了，所以我不会信任你。这就像过去的你也不会信任我一样。,凯尔希,0,,,,,,,206,——我太了解你了，所以我不会信任你。这就像过去的你也不会信任我一样。,——私はあなたのことをよく知りすぎているから、あなたを信頼しない。それはかつてのあなたが私を信頼しなかったのと同じだ。,ケルシー,True
decision,我又怎么知道以前的事情？,,3,1,,,,1;2;3,,207,我又怎么知道以前的事情？,私はどうやって過去のことを知るというの？,,True
decision,过去？,,3,2,,,,1;2;3,,208,过去？,過去？,,True
decision,现在的我有什么能做的吗？,,3,3,,,,1;2;3,,209,现在的我有什么能做的吗？,今の私に何かできることがありますか？,,True
predicate,,,0,,1;2;3,,,,,210,,,,True
name,......,凯尔希,0,,,,,,,211,......,......,ケルシー,True
name,对。,凯尔希,0,,,,,,,212,对。,ああ。,ケルシー,True
name,......,凯尔希,0,,,,,,,213,......,......,ケルシー,True
name,我失言了。不用理会我之前的话。,凯尔希,0,,,,,,,214,我失言了。不用理会我之前的话。,言いすぎた。私の先ほどの言葉は気にしなくていい。,ケルシー,True
name,接下来的行动，小心一点。只有最危险的指挥官才会训练出这种奋战至死都没有退后半寸的感染者小队。,凯尔希,0,,,,,,,215,接下来的行动，小心一点。只有最危险的指挥官才会训练出这种奋战至死都没有退后半寸的感染者小队。,これからの行動には気を付けてほしい。死ぬまで一歩も退かないような感染者の小隊を鍛えられるのは、最も危険な指揮官だけだ。,ケルシー,True
name,当然，要不要看到最后，由你们决定。,凯尔希,0,,,,,,,216,当然，要不要看到最后，由你们决定。,もちろん、最後まで見るかどうかはあなたたち次第だ。,ケルシー,True
name,以及，节省体力。之后我们可能没什么时间休息。,凯尔希,0,,,,,,,217,以及，节省体力。之后我们可能没什么时间休息。,それと、体力を温存しておけ。今後は休める時間がほとんどないかもしれない。,ケルシー,True
decision,龙门的战斗已经结束了。,,1,1,,,,1,,218,龙门的战斗已经结束了。,龍門での戦闘はすでに終わりました。,,True
predicate,,,0,,1,,,,,219,,,,True
name,事情并没有那么简单，至少我是这么认为的。,凯尔希,0,,,,,,,220,事情并没有那么简单，至少我是这么认为的。,事態はそれほど単純ではない、少なくとも私はそう考えている。,ケルシー,True
name,博士，现在开始，你是否肩负着罗德岛的责任，由你自己决定......,凯尔希,0,,,,,,,221,博士，现在开始，你是否肩负着罗德岛的责任，由你自己决定......,ドクター、これからは、あなたがロドスの責任を背負うかどうか、自分自身で決めてください......,ケルシー,True
name,......“是否要成为一个值得罗德岛干员信任的人。”,凯尔希,0,,,,,,,222,......“是否要成为一个值得罗德岛干员信任的人。”,......「ロドスのオペレーターに信頼されるに値する人間になるかどうか。」,ケルシー,True
dialog,,,0,,,,,,,223,,,,True
character,,,0,,,,,,,224,,,,True
blocker,,,0,,,,,,,225,,,,True
background,,,0,,,,bg_undergroud_n,,,226,,,,True
blocker,,,0,,,,,,,227,,,,True
character,,avg_npc_016,0,,,,,,,228,,,avg_npc_016,True
name,啊，霜星小姐，你醒了......,幻影弩手,0,,,,,,,229,啊，霜星小姐，你醒了......,あっ、霜星さん、目が覚めましたね......,ファントムクロスボウマン,True
name,......慢慢来！我来帮你。,幻影弩手,0,,,,,,,230,......慢慢来！我来帮你。,......ゆっくりでいい！私が手伝います。,ファントムクロスボウマン,True
character,,char_1505_frstar_1,0,,,,,,,231,,,char_1505_frstar_1,True
name,没事。不用......太拘谨。,霜星,0,,,,,,,232,没事。不用......太拘谨。,大丈夫。そんなに......かしこまらなくていい。,霜星,True
character,,avg_npc_016,0,,,1,,,char_1505_frstar_1,233,,,avg_npc_016,True
name,——,幻影弩手,0,,,,,,,234,——,——,ファントムクロスボウマン,True
