command,text,name,option_number,option_value,references,focus,image,values,name2,jp_text,jp_name
name,你让他们同时曝光在近卫局、罗德岛，甚至是监察司面前！,诗怀雅,0,,,,,,,あなたは彼らを近衛局にも、ロドスにも、はては監察司の前にもさらしたのよ！,スワイヤー
name,你已经阻止他们了！,诗怀雅,0,,,,,,,もう彼らを止めたじゃない！,スワイヤー
character,,char_308_swire_1#6,0,,,2,,,char_010_chen_1#2,,
name,让开！,陈,0,,,,,,,どけ！,チェン
character,,char_308_swire_1#5,0,,,1,,,char_010_chen_1#2,,
name,你作为特别督查组组长，已经做得够好了。,诗怀雅,0,,,,,,,あなたは特別監察組の組長として、もう十分やったわ。,スワイヤー
character,,char_308_swire_1#6,0,,,1,,,char_010_chen_1#2,,
name,不要再查下去了！你想知道什么？没有什么好知道的了！,诗怀雅,0,,,,,,,もうこれ以上調べないで！何を知りたいの？もう知るべきことなんてないわ！,スワイヤー
character,,char_308_swire_1#6,0,,,2,,,char_010_chen_1#5,,
name,我要知道发生了什么。,陈,0,,,,,,,何が起きたか知りたいんだ。,チェン
character,,char_308_swire_1#5,0,,,1,,,char_010_chen_1#5,,
name,这个排水系统，你知道意味着什么吗？,诗怀雅,0,,,,,,,この排水システムが何を意味しているか、分かってる？,スワイヤー
character,,char_308_swire_1#6,0,,,1,,,char_010_chen_1#5,,
name,现在你做的一切已经够可以了，再踏出一步，你就会走向龙门反面！,诗怀雅,0,,,,,,,今のあなたがしたことはもう十分。これ以上踏み出せば、龍門の敵になるのよ！,スワイヤー
name,我们完全可以让龙门变得更好，我们重新建设，我们去把过去的那些东西全都清除掉！,诗怀雅,0,,,,,,,私たちは龍門をもっと良くできるわ。再建して、過去のものは全部排除できるのよ！,スワイヤー
name,但是，陈，别下去，不要看！,诗怀雅,0,,,,,,,でも、チェン、下に降りないで、見ないで！,スワイヤー
name,正义感，责任感，归属感，每一种你都达到了，你这次真是干得无懈可击！,诗怀雅,0,,,,,,,正義感も責任感も帰属意識も、全部あなたは満たしてるわ。今回、本当に完璧な働きだったのよ！,スワイヤー
name,阿陈！,诗怀雅,0,,,,,,,アチェン！,スワイヤー
character,,char_010_chen_1#4,0,,,,,,,,
name,......,陈,0,,,,,,,……,
name,让开。,陈,0,,,,,,,どいてくれ。,チェン
character,,char_308_swire_1#5,0,,,1,,,char_010_chen_1#4,,
name,你是这样的人，所以你不能看！,诗怀雅,0,,,,,,,あなたはそういう人なのよ、だから見てはいけない！,スワイヤー
character,,char_308_swire_1#5,0,,,2,,,char_010_chen_1#4,,
name,有人和你说了，“不要去查排水系统”，对吧。,陈,0,,,,,,,誰かが君に「排水システムを調べるな」と言ったんだろう。,チェン
character,,char_308_swire_1#5,0,,,1,,,char_010_chen_1#4,,
name,......,诗怀雅,0,,,,,,,……,
character,,char_308_swire_1#5,0,,,2,,,char_010_chen_1#4,,
name,有人和我说了一样的话。,陈,0,,,,,,,私にも同じことを言った人がいる。,チェン
character,,char_308_swire_1#6,0,,,1,,,char_010_chen_1#4,,
name,那你为什么还要查下去！没有人希望你看到这些的，没有！,诗怀雅,0,,,,,,,それなのに、なぜまだ調べ続けるの！誰もあなたにこれを見て欲しくなんてないのよ、誰も！,スワイヤー
character,,char_308_swire_1#6,0,,,2,,,char_010_chen_1#5,,
name,不。,陈,0,,,,,,,違う。,チェン
name,龙门城希望我看见。我是这样的人，所以我必须要看。,陈,0,,,,,,,龍門市が私に見て欲しいと思っている。私はそういう人だから、見ないといけない。,チェン
name,诗怀雅。不要逼我拔剑。,陈,0,,,,,,,スワイヤー。私に剣を抜かせないでくれ。,チェン
character,,char_308_swire_1#1,0,,,,,,,,
name,......,诗怀雅,0,,,,,,,……,
name,呜......,诗怀雅,0,,,,,,,うぅ……,スワイヤー
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
background,,,0,,,,,,,,
blocker,,,0,,,,,,,,
playsound,,,0,,,,,,,,
character,,char_010_chen_1#1,0,,,,,,,,
delay,,,0,,,,,,,,
name,这是什么味道？,陈,0,,,,,,,これは何の臭いだ？,チェン
character,,char_010_chen_1#3,0,,,,,,,,
name,这......,陈,0,,,,,,,これは……,チェン
character,,char_010_chen_1#4,0,,,,,,,,
name,.......,陈,0,,,,,,,……,チェン
name,...................,陈,0,,,,,,,…………………,チェン
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
background,,,0,,,,bg_indoor_f,,,,
delay,,,0,,,,,,,,
blocker,,,0,,,,,,,,
playsound,,,0,,,,,,,,
delay,,,0,,,,,,,,
character,,char_015_lmg,0,,,,,,,,
name,啊，你上来了。,近卫局成员,0,,,,,,,ああ、上がってきたのか。,近衛局メンバー
name,敌人的指挥官，叫做梅菲斯特的感染者，抓住了吗？,近卫局成员,0,,,,,,,敵の指揮官、メフィストという感染者は捕まったか？,近衛局メンバー
decision,不关你事。,,3,1,,,,1;2;3,,あなたには関係ない。,
decision,......,,3,2,,,,1;2;3,,……,
decision,已经死了。,,3,3,,,,1;2;3,,もう死んだ。,
predicate,,,0,,1,,,,,,
name,这......你说什么？你这是合作的态度吗......,近卫局成员,0,,,,,,,え……何て？これが協力的な態度か……,近衛局メンバー
name,怎么回事，你们罗德岛不是追下去了吗？,近卫局成员,0,,,,,,,どういうことだ？お前たちロドスは追わなかったのか？,近衛局メンバー
predicate,,,0,,2,,,,,,
name,......能给个准确的说法吗？,近卫局成员,0,,,,,,,……正確に説明してくれないか？,近衛局メンバー
name,我们是要交差的，而且，没击杀掉敌方的指挥官的话......,近卫局成员,0,,,,,,,報告しないといけないし、敵の指揮官を討っていなければ……,近衛局メンバー
predicate,,,0,,3,,,,,,
name,死了？怎么死的？,近卫局成员,0,,,,,,,死んだ？どうやって死んだんだ？,近衛局メンバー
name,你确定？只有结晶死亡鉴定和解剖才能确定感染者的身份，矿石病会抹消初级的生物信息......,近卫局成员,0,,,,,,,本当に確かなのか？結晶死の鑑定や解剖でないと感染者かどうか分からない。鉱石病は初期の生体情報も消すんだぞ……,近衛局メンバー
name,这些你不会不懂吧？,近卫局成员,0,,,,,,,そんなこと、まさか分からないわけじゃないよな？,近衛局メンバー
predicate,,,0,,1;2;3,,,,,,
name,啊？等等，你去哪？你抱着的是谁？,近卫局成员,0,,,,,,,あ？ちょっと待て、どこへ行く？抱えてるのは誰だ？,近衛局メンバー
name,......下面究竟发生什么事了？,近卫局成员,0,,,,,,,……下では一体何があったんだ？,近衛局メンバー
decision,死了一个感染者。,,1,1,,,,1,,感染者が一人死んだ。,
predicate,,,0,,1,,,,,,
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
background,,,0,,,,bg_indoor_f,,,,
blocker,,,0,,,,,,,,
character,,char_017_homura_3#5,0,,,,,,,,
name,整合运动的残余小队，应该已经成功撤退了吧。,煌,0,,,,,,,レユニオンの残党はもう無事に撤退できたはずだ。,スルト
name,我不知道这算不算白毛兔子想要的战果......虽然最后的她应该已经不在乎这个了。,煌,0,,,,,,,これはあの白うさぎが望んだ成果だったのか分からない……けど、最後の彼女にはもうどうでもよかったはずだ。,スルト
name,不管怎么样，她做到了。,煌,0,,,,,,,どっちにしろ、彼女はやり遂げた。,スルト
name,白毛兔子......你可真倔。,煌,0,,,,,,,白うさぎ……本当に頑固だな。,スルト
name,“赢得漂亮”？赢个鬼啊......你要不是快死掉了，我们现在已经是一地冰碎了。,煌,0,,,,,,,「見事に勝った」？冗談じゃない……お前が死にかけてなかったら、今ごろ私たちは氷の破片になってただろうに。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,你不是活下来了吗？你也得到了宝贵的战斗经验。,灰喉,0,,,,,,,でも、生き残ったじゃないか？貴重な戦闘経験も得たでしょ。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,经验增长只会在以后才凸显作用。死在面前的人是回不来的。,煌,0,,,,,,,経験なんて後になってからしか意味がない。目の前で死んだ人はもう戻ってこない。,スルト
name,我本可以救下她的。,煌,0,,,,,,,私は彼女を助けられたはずなのに。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,......,灰喉,0,,,,,,,……,
name,阿米娅已经去找龙门的负责人了吗？,灰喉,0,,,,,,,アーミヤはもう龍門の責任者のところに行った？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,是吧，大概。交给她们就好，我不关心。,煌,0,,,,,,,そうだな、多分。あとは彼女たちに任せて、私は興味ない。,スルト
name,灰喉，搭把手。,煌,0,,,,,,,グレイソース、ちょっと手を貸してくれ。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,嗯？为什么？,灰喉,0,,,,,,,ん？なんで？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,你是不是在作弄我？我什么情况你难道看不出？,煌,0,,,,,,,からかってるのか？私のこの状況、見て分からないか？,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,你是站不起来了吗？我看你气色很好啊。,灰喉,0,,,,,,,立てないの？顔色は良さそうだけど。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,......灰喉干员，能不能请你扶我起来，我失血过多而且全身失温，虽然看起来我完好无损但我快要死了麻烦你赶紧扶我回本舰！,煌,0,,,,,,,……グレイソースオペレーター、お願いだから私を立たせてくれ。大量出血と全身低体温で死にそうだ。見た目は無傷だけど、もう本当にやばいから早く基地まで連れて行ってくれ！,スルト
name,哦......对。算了，不麻烦你了。,煌,0,,,,,,,ああ……そうか。やっぱりいい、もう面倒かけない。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,为什么？,灰喉,0,,,,,,,どうして？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,你不是要离开罗德岛吗？没必要勉强自己再为罗德岛工作了。,煌,0,,,,,,,お前はロドスを離れるつもりだろ？無理にまたロドスのために働く必要なんてないさ。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,......为什么？,灰喉,0,,,,,,,……どうして？,グレイソース
character,,char_017_homura_3#9,0,,,1,,,char_367_swllow_1,,
name,啊？？,煌,0,,,,,,,あぁ？？,スルト
character,,char_017_homura_3#9,0,,,2,,,char_367_swllow_1,,
name,经历了刚才那场战斗，我已经感受到了感染者的痛苦。,灰喉,0,,,,,,,さっきの戦いを経験して、私は感染者の苦しみを感じた。,グレイソース
name,那比我们身边发生的事情，更令人沮丧，也更无奈。,灰喉,0,,,,,,,私たちの周囲で起きてることよりも、もっと辛くて、もっと無力に思える。,グレイソース
name,我理解了感染者的痛苦，我觉得我们可以阻止这些事情发生。,灰喉,0,,,,,,,感染者の苦しみが分かった。これを止められるはずだって思う。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,我怀疑你看过的悲剧太少了。灰喉，说说，你我有什么不同？,煌,0,,,,,,,お前、悲劇を見た数が少なすぎるんじゃないのか。グレイソース、私とお前の違いは？,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,你是感染者？,灰喉,0,,,,,,,君は感染者？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,如果刚刚我们真的战死了，还分什么普通人和感染者？只不过是几个人简单地死掉了而已。,煌,0,,,,,,,今の戦いで私たちが死んでいたら、普通の人も感染者も関係ない。ただ何人かが死ぬだけだ。,スルト
name,有的人在乎自己是神民还是先民，有的人在意自己出身的国家，有的人重视种族血统，也有的人看重财产......,煌,0,,,,,,,自分が神民だとか先民だとか、国籍や血統や財産にこだわる奴もいる……,スルト
name,作为一个感染者，我从来没对别人说过“我过的比人惨”、“感染者一直在被压迫”这种废话。没人爱听。,煌,0,,,,,,,私は感染者だけど、自分が誰より不幸だとか、『感染者は常に迫害されている』なんてくだらないことは一度も言ったことがない。誰も聞きたくないだろう。,スルト
name,这座贫民窟里，你看见的每一个人，无论感染者还是非感染者，没人愿意听。,煌,0,,,,,,,このスラムで見かける誰もが、感染者だろうが違おうが、そんな話を聞きたくない。,スルト
name,痛苦并没有程度上的区别，我只是希望感染者的这种痛苦能被正视而已。,煌,0,,,,,,,苦しみに程度なんてない。ただ、感染者のこの苦しみをちゃんと見てほしいだけだ。,スルト
name,“感染者也是人”，就这么简单。我想要的不是看小动物一样的怜悯眼光，我个人争取的是一种平视。,煌,0,,,,,,,『感染者も人間だ』。それだけだ。小動物みたいな憐れみなんかいらない。私は対等な目で見てほしいだけだ。,スルト
name,屠杀、隔离、囚禁、苦役，我什么都见过了，却不知道该拿出些什么出来，才能对它们全都说“不”。,煌,0,,,,,,,虐殺、隔離、監禁、苦役、全部経験した。でも、それにどう『ノー』と言えばいいのか分からない。,スルト
name,白毛兔子做到了我做不到的事。,煌,0,,,,,,,白うさぎは、私にできなかったことを成し遂げた。,スルト
name,我见识到了真正的垂死挣扎......即使只剩下一丁点时间，她也要向我们展示的那种恐怖。这种坚毅足够超越任何身份了。,煌,0,,,,,,,私は本物の死に際のあがきを見た……最後のわずかな時間でも、私たちに恐ろしさを見せる。これだけの強さは、身分すら超えている。,スルト
name,现在就算让我去跟龙门那些无血无泪的黑雨披干一架都没问题。毕竟比起这只白兔子，他们也不过如此。,煌,0,,,,,,,今なら、龍門の冷酷な黒いレインコートどもと戦ってもいいと思える。白うさぎほどの人間にはなれなくても、あいつらなんて大したことない。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,真的吗？,灰喉,0,,,,,,,本当に？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,我说说的，会死的。,煌,0,,,,,,,冗談さ。本当にやったら死ぬ。,スルト
name,不过，为了自己的信念奋战致死，真是不错的结局。算是我的人生理想之一了。,煌,0,,,,,,,でも自分の信念のために戦って死ぬのは悪くない。人生の理想の一つだ。,スルト
name,......你见到这两个人现在这种样子了吗？,煌,0,,,,,,,……お前、あの二人の今の様子を見たか？,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,谁？,灰喉,0,,,,,,,誰？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,博士和阿米娅。,煌,0,,,,,,,ドクターとアーミヤだ。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,博士要去哪里？,灰喉,0,,,,,,,ドクターはどこに行くの？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,去罗德岛安葬白兔子。,煌,0,,,,,,,ロドスで白うさぎを埋葬しに行く。,スルト
name,呵，说是安葬，其实只是处理尸体，防止她的结晶粉尘化，造成二次感染。我们感染者总要走那么一遭的。,煌,0,,,,,,,埋葬と言っても、実際は遺体を処理して、結晶化して二次感染を防ぐだけさ。感染者はいつかみなこうなる。,スルト
name,至少，作为一个罗德岛干员，我已经开始信任博士了。灰喉，你看到博士的眼神了吗？,煌,0,,,,,,,少なくとも、ロドスオペレーターとして私はドクターを信頼し始めてる。グレイソース、ドクターの目を見たか？,スルト
name,就是这个，这个眼神，让我觉得自己可以信任这个人。,煌,0,,,,,,,あの目だ。あの目を見ると、この人は信じていいと思えるんだ。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,我看见了。,灰喉,0,,,,,,,見たよ。,グレイソース
name,......我觉得，还是阿米娅现在的眼神更可怕。,灰喉,0,,,,,,,……でも、今のアーミヤの目の方が怖いと思う。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,因为这两人要去的地方是不一样的。,煌,0,,,,,,,この二人が行く場所は違うからな。,スルト
name,博士走向了感染者的焚炉，而阿米娅要去龙门，这座感染者新的墓场。,煌,0,,,,,,,ドクターは感染者の火葬場へ、アーミヤは龍門、感染者の新たな墓場へ向かう。,スルト
name,我总算明白为什么Ace说博士和阿米娅、凯尔希一样神奇。,煌,0,,,,,,,やっとわかったよ。なぜエースがドクターとアーミヤ、それにケルシーを不思議だと言ってたのか。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,那凯尔希在哪里？,灰喉,0,,,,,,,じゃあ、ケルシーはどこにいるの？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,凯尔希会在她该在的地方。,煌,0,,,,,,,ケルシーはいるべき場所にいるさ。,スルト
name,行了，走吧。既然你不准备离开罗德岛，那我再求你一次，拉我起来吧。,煌,0,,,,,,,もういい、行こう。ロドスを離れる気がないなら、もう一回頼む、私を起こしてくれ。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,你为什么不等医疗干员过来？,灰喉,0,,,,,,,なんで医療オペレーターを待たなかったの？,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,因为我现在这副样子真的很衰。精英干员......得看起来更坚强些才行。,煌,0,,,,,,,だって今の私、本当に情けない姿だもん。エリートオペレーターなんだから、もっとしっかり見せないと。,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1#3,,
name,......死要面子活受罪。,灰喉,0,,,,,,,……見栄を張って苦しむだけだよ。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1#3,,
name,这时候就别把伤人的话拿出来随口说了好吗......！,煌,0,,,,,,,今はそんな傷つくこと、口にしないでくれよ……！,スルト
name,而且，我们的随行医疗干员是谁你知道吗，不是别人，正是嘉维尔，是嘉维尔啊她刚才说洗洗手就来，马上就来！,煌,0,,,,,,,それに、俺たちの同行医療オペレーターが誰か分かるか？ガヴィルだぞ、ガヴィル！さっき手を洗ってすぐ来るって言ってた！,スルト
name,你喜不喜欢被血溅一脸的感觉？,煌,0,,,,,,,顔に血しぶきがかかるのが好きか？,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,手给我。,灰喉,0,,,,,,,手を貸せ。,グレイソース
name,血的话，我不喜欢。,灰喉,0,,,,,,,血は、あまり好きじゃない。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,那我们就得走快点......,煌,0,,,,,,,じゃあ、早く行こう……,スルト
character,,char_017_homura_3#5,0,,,2,,,char_367_swllow_1,,
name,对了。,灰喉,0,,,,,,,そうだ。,グレイソース
name,如果我没救那两个感染者孩子，你也不会救我，我就不会有机会改变对感染者的看法。,灰喉,0,,,,,,,もしあの二人の感染者の子供たちを助けなかったら、君も私を助けてくれなかったし、私は感染者への見方を変えることもなかった。,グレイソース
name,这也是感染者给我的启示。,灰喉,0,,,,,,,これも感染者が私にくれた気づきだった。,グレイソース
character,,char_017_homura_3#5,0,,,1,,,char_367_swllow_1,,
name,啊？,煌,0,,,,,,,え？,スルト
name,......你又搞错了啊。,煌,0,,,,,,,……また勘違いしてるな。,スルト
name,那和我救你又有什么关系？,煌,0,,,,,,,それと私が君を助けたことはどう関係あるんだ？,スルト
dialog,,,0,,,,,,,,
stopmusic,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,,0,,,,,,,,
background,,,0,,,,,,,,
blocker,,,0,,,,,,,,
,龙门上城区 行政长官办事处,,0,,,,,,,龍門上城区 行政長官事務所,
character,,,0,,,,,,,,
name,您好。我与魏先生有约，麻烦您帮我带路了。,阿米娅,0,,,,,,,こんにちは。私はウェイ様との約束がございますので、道案内をお願いいたします。,アーミヤ
character,,,0,,,,,,,,
name,啊，魏长官上一场会面正好刚刚结束，请这边走，小姐。,接待员,0,,,,,,,ああ、ウェイ長官の前の面会がちょうど終わったところです。こちらへどうぞ、お嬢様。,受付係
name,呃......您是.......,接待员,0,,,,,,,えぇ……あなたは……。,受付係
character,,,0,,,,,,,,
name,阿米娅。感染者阿米娅。,阿米娅,0,,,,,,,アーミヤです。感染者のアーミヤです。,アーミヤ
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
background,,,0,,,,bg_lungmen_o,,,,
playsound,,,0,,,,,,,,
playmusic,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,avg_npc_040,0,,,,,,,,
name,我等就此先行告退。,太合,0,,,,,,,我々はこれで失礼いたします。,タイハ
character,,,0,,,,,,,,
name,不送。,苍老的男声,0,,,,,,,お見送りはしません。,老いた男の声
playsound,,,0,,,,,,,,
dialog,,,0,,,,,,,,
blocker,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,avg_npc_041,0,,,1,,,avg_npc_040,,
name,感觉怎么样？,？？？,0,,,,,,,どんな気分だ？,？？？
character,,avg_npc_041,0,,,2,,,avg_npc_040,,
name,已见他雷霆手段。,太合,0,,,,,,,彼の雷のような手腕は見た。,タイハ
character,,avg_npc_039_1,0,,,,,,,,
name,表面上看起来不过尔尔，实际上，你知我知。,监察司,0,,,,,,,表面はたいしたことなさそうに見えるが、本当は…俺もお前もわかっているだろう。,監察司
character,,avg_npc_041,0,,,1,,,avg_npc_040,,
name,他们这种人总这样。我是能理解为什么是镇守龙门的是他了。,？？？,0,,,,,,,こういう連中はみんなそうだ。なぜあいつが龍門を守る立場なのか分かった気がする。,？？？
character,,avg_npc_041,0,,,,,,,,
name,......,？？？,0,,,,,,,……,
playsound,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
name,......,阿米娅,0,,,,,,,……,
character,,avg_npc_041,0,,,,,,,,
name,感染者？怎么在这？,？？？,0,,,,,,,感染者か？ここに何しに？,？？？
character,,,0,,,,,,,,
name,啊，贵客请别见怪，这位也是有求于魏先生......,接待员,0,,,,,,,ああ、お客様、どうぞお気になさらず。この方もウェイ様に用がある者で……,受付係
character,,char_002_amiya_1#7,0,,,,,,,,
name,我并没有什么事是想求魏先生的。,阿米娅,0,,,,,,,私はウェイ様に何かお願いするようなことはありません。,アーミヤ
character,,,0,,,,,,,,
name,（阿米娅小姐，至少先避一避......！）,接待员,0,,,,,,,（アーミヤ様、とりあえず身を引いて……！）,受付係
character,,avg_npc_041,0,,,,,,,,
name,你这身衣服......是与龙门合作的罗德岛吧。,？？？,0,,,,,,,その服……龍門と協力してるロドスだろう。,？？？
name,感染者别在这停留太长时间。龙门，可是会吃人的。,？？？,0,,,,,,,感染者はここに長く留まるな。龍門は危険な場所だぞ。,？？？
character,,char_002_amiya_1#7,0,,,,,,,,
name,谢谢你的提醒。不过这片大地吃人的时候从不挑食。,阿米娅,0,,,,,,,ご忠告ありがとうございます。でも、この大地は誰でも平等に呑み込むものですから。,アーミヤ
character,,avg_npc_041,0,,,,,,,,
name,哦......,？？？,0,,,,,,,おぉ……,？？？
name,那我也该谢谢你的提醒。,？？？,0,,,,,,,じゃあ、私も君の忠告に感謝しよう。,？？？
dialog,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
delay,,,0,,,,,,,,
playsound,,,0,,,,,,,,
character,,,0,,,,,,,,
delay,,,0,,,,,,,,
character,,avg_npc_041,0,,,,,,,,
name,......,？？？,0,,,,,,,……,
name,知道她的身份吗？,？？？,0,,,,,,,あいつの身元を知っているか？,？？？
character,,avg_npc_039_1,0,,,,,,,,
name,你又在打什么算盘？,监察司,0,,,,,,,また何か企んでいるのか？,監察司
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
blocker,,,0,,,,,,,,
blocker,,,0,,,,,,,,
character,,char_002_amiya_1#7,0,,,,,,,,
name,魏先生。,阿米娅,0,,,,,,,ウェイ様。,アーミヤ
dialog,,,0,,,,,,,,
character,,,0,,,,,,,,
character,,char_2005_weiyw_1,0,,,,,,,,
delay,,,0,,,,,,,,
name,哦......阿米娅小姐，我猜你会来。作战很成功，罗德岛功不可没。,魏彦吾,0,,,,,,,おお……アーミヤさん、来ると思っていました。作戦は大成功です。ロドスの功績は大きい。,ウェイ・イェンウー
name,接下来，龙门会履行合约上的义务，为罗德岛提供必要的商业援助，以及其他......,魏彦吾,0,,,,,,,今後、龍門は契約上の義務を果たし、ロドスに必要な商業支援やその他を提供します……,ウェイ・イェンウー
character,,char_002_amiya_1#7,0,,,1,,,char_2005_weiyw_1,,
name,不用了，魏先生。,阿米娅,0,,,,,,,結構です、ウェイ様。,アーミヤ
name,我只是来解除合约的。,阿米娅,0,,,,,,,私はこちらに契約解除のために来ました。,アーミヤ
character,,char_002_amiya_1#7,0,,,2,,,char_2005_weiyw_1,,
