command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,effect,amount,keep,volume,time,slot ,duration,isblock,name,end,layer,id,x,y,alignment,size,delay,width,xstrength,ystrength,vibrato,randomness,fadeout,loop,channel,options,values,references,slot,posfrom,posto,afrom,ato,intro,focus,xScale,yScale,xFrom,xTo,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,imagegroup,solidwidth,solidheight,duration ,ease,type,from,to,style,sfrom,sto,sduration,option_number,index,text,jp_text,jp_name,text_match
name,源石是我们最后的希望，我们几乎别无他法。我们必须要明确谨慎地选择道路。,,,,,,,,,,,,,,,,,,,,预言家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,源石是我们最后的希望，我们几乎别无他法。我们必须要明确谨慎地选择道路。,源石は私たちの最後の希望だ。他の選択肢はほとんどない。私たちは慎重に道を選ばなければならない。,予言者,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#8$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,,,False
name,......,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,......,……,プライセス,True
charslot,,,,,,,,,,,,,,,,,,,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,,,,False
name,{@nickname}，我从来没有忘记我们的辩题。我们之间也不应存在任何保留。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,{@nickname}，我从来没有忘记我们的辩题。我们之间也不应存在任何保留。,{@nickname}、私は私たちの論題を決して忘れていませんし、私たちの間に隠しごとがあってはいけません。,プライセス,True
name,看，当我们谈及属于我们的未来时，这就是我心中所想。我们应该是怀着同样的期待的。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,看，当我们谈及属于我们的未来时，这就是我心中所想。我们应该是怀着同样的期待的。,ほら、私たちの未来について語る時、これが私の思いです。私たちは同じ期待を抱いているはずです。,プライセス,True
name,嵌于我们思维中的同样的灰质销钉，也是将我们连接在一起的纽带。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,嵌于我们思维中的同样的灰质销钉，也是将我们连接在一起的纽带。,私たちの思考に刺さった同じグレーなピン、それが私たちをつなぐ絆でもあるのです。,プライセス,True
name,你我的思维因此得以紧密相连，直到我们的意识随整个宇宙共同寂灭。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,你我的思维因此得以紧密相连，直到我们的意识随整个宇宙共同寂灭。,だからこそ、私たちの思考は密接に結びつき、私たちの意識が宇宙と共に消え去るその時まで繋がり続けます。,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#9$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,,,,False
name,我们的思想交互碰撞，争论不休，却正因如此，我们才最能理解彼此的本性。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,我们的思想交互碰撞，争论不休，却正因如此，我们才最能理解彼此的本性。,私たちは思想をぶつけ合い、議論し続けるからこそ、お互いの本質を深く理解できるのです。,プライセス,True
name,我很确信，对未来怀有期冀是我们的秉性，我们是彼此在这片虚无的星海中的锚点。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,我很确信，对未来怀有期冀是我们的秉性，我们是彼此在这片虚无的星海中的锚点。,私は確信しています。未来に希望を持つことが私たちの本質であり、この虚無の星海でお互いがアンカーなのです。,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1360_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,False
name,哪怕我们对于源石的分歧终究无法统一？我们所选择的道路终究无法共存......,,,,,,,,,,,,,,,,,,,,预言家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,哪怕我们对于源石的分歧终究无法统一？我们所选择的道路终究无法共存......,たとえ私たちが源石についての意見を統一できず、選んだ道が共存できなくとも……,予言者,True
name,普瑞赛斯，我不确定......,,,,,,,,,,,,,,,,,,,,预言家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,普瑞赛斯，我不确定......,プライセス、私は……自信がありません。,予言者,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,,,,False
name,既然如此，我们就继续等待吧。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,既然如此，我们就继续等待吧。,それなら、もう少し待つことにしましょう。,プライセス,True
name,你现在还不愿意进入休眠，没有关系，我们还有一些时间。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,你现在还不愿意进入休眠，没有关系，我们还有一些时间。,今はまだ休眠する気になれないのですね。大丈夫、まだ少し時間があります。,プライセス,True
name,我们可以一起阅览DWDB中保存的典籍，宇宙间也还有不少可供我们解读的死去的行星留下的诗句。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,我们可以一起阅览DWDB中保存的典籍，宇宙间也还有不少可供我们解读的死去的行星留下的诗句。,一緒にDWDBに保存された書を読んだり、宇宙の中の死んだ星々の詩を解き明かしたりすることもできます。,プライセス,True
multiline,在你自己下定决心之前，我都不会强求你——,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,,,,False
multiline,我永远不会将自己的意志强加于你。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#8$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,,,,False
name,{@nickname}，我会等待，等到你自己做出与我站在一起的选择。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,{@nickname}，我会等待，等到你自己做出与我站在一起的选择。,{@nickname}、あなたが私と同じ選択を自分でできるその時まで、私は待ちます。,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1360_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,,,,False
name,普瑞赛斯......,,,,,,,,,,,,,,,,,,,,预言家,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,普瑞赛斯......,プライセス……,予言者,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#8$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,,,,False
name,放轻松一点，{@nickname}，最近的观测工作让你过于疲惫了。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,放轻松一点，{@nickname}，最近的观测工作让你过于疲惫了。,もっとリラックスしてください、{@nickname}。最近の観測であなたはとても疲れているようです。,プライセス,True
name,闭上眼休息一会吧，我来帮你播放一段遥远的恒星用引力弹奏的和弦，你会有一个好梦的。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,闭上眼休息一会吧，我来帮你播放一段遥远的恒星用引力弹奏的和弦，你会有一个好梦的。,目を閉じて少し休んでください。私が遠い恒星の重力で奏でられる和音を流します。きっと良い夢が見られますよ。,プライセス,True
stopmusic,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,,,,False
bgeffect,,,,,,,,,,,,,,,,,,,,,$eb_dim_closeeye,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,,,,False
blocker,,,,,0,255,255,255,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,,,,False
blocker,,,,,1,255,255,255,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,,,,False
sticker,<color=#000000>晚安，{@nickname}。,,,,,,,,,,,,,,,,,,1,,,,,"st1"", multi = true",250,300,center,24,0.04,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,False
sticker,,,,,,,,,,,,,,,,,,,"1, block = false",,,,,st1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,,,,False
sticker,<color=#000000>直到时间的尽头，我们跨过了归于静寂的宇宙。,,,,,,,,,,,,,,,,,,1,,,,,"st2"", multi = true",250,300,center,24,0.04,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,,,,False
sticker,"<color=#000000>\n\n我会在那个世界等你。"", block = true",,,,,,,,,,,,,,,,,,,,,,,"st2"", multi = true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,,,,False
sticker,,,,,,,,,,,,,,,,,,,"2, block = false",,,,,st2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,,,,False
blocker,,,,,0,255,255,255,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,,,False
background,,,,,,,,,,,60_g13_rhodesdeck_origin,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,,,,False
playmusic,,$m_bat_wdslm_loop,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,,,,False
blocker,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,0.5,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,,,,False
playsound,,$char_Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""npc_10002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,,,,False
name,（兴奋的咆哮）,,,,,,,,,,,,,,,,,,,,Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,（兴奋的咆哮）,（興奮の咆哮）,Mon3tr,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#2$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,,,,False
name,......,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,......,……,プライセス,True
playsound,,$d_avg_scrystalroad,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,true,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,,,,False
delay,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,,,,False
stopsound,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,1,,,,,,,,,,,,30,30,30,90,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,,,,False
playsound,,$char_Mon3tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,,,,False
delay,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,,,,False
playsound,,$d_avg_rockbreakout,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,,,,False
decision,凯尔希！当心——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,凯尔希！当心——,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,凯尔希！当心——,ケルシー！気をつけて——,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_npc_1718_1#1$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,,,,False
name,你很让我惊喜，AMa-10。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,你很让我惊喜，AMa-10。,あなたには驚かされました、AMa-10。,プライセス,True
name,你以切断自己双生循环的系统为代价来脱离我的控制，哪怕这样会使你的生命变得脆弱不堪。,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,你以切断自己双生循环的系统为代价来脱离我的控制，哪怕这样会使你的生命变得脆弱不堪。,自身の双生ループシステムを断ち切ることで私の支配から逃れたのですね。それによってあなたの命が脆くなることさえ厭わず。,プライセス,True
name,不过，你真的打算用这样的方式杀了我吗？,,,,,,,,,,,,,,,,,,,,普瑞赛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,不过，你真的打算用这样的方式杀了我吗？,でも、そんな方法で本当に私を殺すつもりですか？,プライセス,True
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,,,,False
name,我知道，在很久之前，你的意识已经与源石中的信息海洋同化。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,我知道，在很久之前，你的意识已经与源石中的信息海洋同化。,知っています、ずっと前にあなたの意識は源石の情報の海と同化してしまったことを。,ケルシー,True
playsound,,$d_avg_humanchange,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,,,,False
delay,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0.8,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,,,,False
image,,,,,,,,,,,50_i16,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,102,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,,,,False
delay,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,,,,False
blocker,,,,,0,0,0,0,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,105,,,,False
blocker,,,,,1,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,106,,,,False
cameraeffect,,,,,,,,,,,,,Grayscale,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,,,,False
background,,,,,,,,,,,60_g13_rhodesdeck_origin,coverall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,,,,False
charslot,,,,,,,,,,,,,,,,,,"m"", name = ""avg_003_kalts_1#6$1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
blocker,,,,,0,0,0,0,0.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,,,,False
name,在这种情况下，真正杀死你已经是不可能的事。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,在这种情况下，真正杀死你已经是不可能的事。,この状況では、あなたを本当に殺すことはもう不可能です。,ケルシー,True
name,但是特蕾西娅和特雷西斯做到的事，让我确信了一点。,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,但是特蕾西娅和特雷西斯做到的事，让我确信了一点。,でもテレシアとテレシスの成し遂げたことから、私は確信しました。,ケルシー,True
