command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,crossfade,delay,name,time,duration,xstrength,ystrength,vibrato,randomness,fadeout,name2,focus,options,values,references,option_number,index,text,jp_text,jp_name,text_match
name,但这也可能是我们最后的机会。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,70,但这也可能是我们最后的机会。,でも、これが僕たちの最後のチャンスかもしれない。,エース,True
name,为了躲避这次天灾，切尔诺伯格很可能会在驶离这里后，转向乌萨斯腹地。在乌萨斯内部展开营救，成功的概率趋近于零。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,71,为了躲避这次天灾，切尔诺伯格很可能会在驶离这里后，转向乌萨斯腹地。在乌萨斯内部展开营救，成功的概率趋近于零。,この災害を避けるため、チェルノボーグはここから離れた後、ウルサスの内部へ向かう可能性が高い。ウルサスの奥深くでの救出作戦は、成功の確率がほとんどゼロに等しい。,エース,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,,,,False
,听你们说了那么多回，这个博士真有那么神奇吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,75,,,,False
name,和阿米娅与凯尔希一样神奇。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,76,和阿米娅与凯尔希一样神奇。,アーミヤやケルシーと同じくらい不思議だよ。,エース,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,avg_npc_042,2,,,,0,77,,,,False
name,我见过博士吗？,,,,,,,,,,,,,,,,Rosmontis,,,,,,,,,,,,,0,78,我见过博士吗？,わたし、ドクターに会ったことありましたっけ？,ロスモンティス,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,avg_npc_042,1,,,,0,79,,,,False
name,没有。不过很快你就能见到了。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,80,没有。不过很快你就能见到了。,いや、でももうすぐ会えるさ。,エース,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,avg_npc_042,2,,,,0,81,,,,False
name,嗯。我也很想感受一下博士的样子。,,,,,,,,,,,,,,,,Rosmontis,,,,,,,,,,,,,0,82,嗯。我也很想感受一下博士的样子。,はい。わたしもドクターがどんな人か、感じてみたいです。,ロスモンティス,True
name,很想。,,,,,,,,,,,,,,,,Rosmontis,,,,,,,,,,,,,0,83,很想。,とても、そう思います。,ロスモンティス,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,avg_npc_042,1,,,,0,84,,,,False
name,你会的，小猫。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,85,你会的，小猫。,きっと会えるよ、子猫ちゃん。,スカウト,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,,,,False
,对了，Ace。 你下辖小队里，有个叫灰喉的非患者。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,89,,,,False
name,这事我记得。她应该还在单独舱室接受指导。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,90,这事我记得。她应该还在单独舱室接受指导。,そのことは覚えている。彼女はまだ個室で指導を受けているはずだ。,エース,True
name,煌，听我一句。我带着她几个月了，她也许不太会表达，但绝对没有恶意。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,91,煌，听我一句。我带着她几个月了，她也许不太会表达，但绝对没有恶意。,ファイヤーウォッチ、一言言わせてくれ。彼女を数ヶ月見てきたが、表現は下手かもしれないが、決して悪意はない。,エース,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,,,,False
,但她对我的队员说：“我不知道你们感染者有多痛苦。”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,94,,,,False
name,我清楚。但她可能真的只是很疑惑，她想要去问这个问题。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,95,我清楚。但她可能真的只是很疑惑，她想要去问这个问题。,わかっている。でも、彼女は本当にただ困惑しているんだ。その疑問をぶつけたかっただけなんだ。,エース,True
name,我没资格要求干员立即明白我们的处境，而且，灰喉从没质疑过罗德岛的命令。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,96,我没资格要求干员立即明白我们的处境，而且，灰喉从没质疑过罗德岛的命令。,オペレーターにすぐに我々の状況を理解してもらう資格はないし、グレイソース（灰喉）はロドスの命令を決して疑ったことがない。,エース,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,,,,False
,其他我不管，我绝对不允许任何人侮辱我的队员，更别说诋毁罗德岛感染者们的奋斗了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,99,,,,False
name,不是现在。我知道你在克制怒意，但真的，不是现在。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,100,不是现在。我知道你在克制怒意，但真的，不是现在。,今じゃない。君が怒りを抑えているのは分かるが、本当に、今じゃない。,エース,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,101,,,,False
camerashake,,,,,,,,,,true,,,,,,,,,0.4,10,12,30,90,true,,,,,,0,102,,,,False
,她当着我的面这么说！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,103,,,,False
character,,,,,,,,,,,,,,,,,avg_npc_026,,,,,,,,,,,,,0,104,,,,False
name,大猫，消停些。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,105,大猫，消停些。,大きな猫、落ち着いてくれ。,スカウト,True
name,你也有任务在身。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,106,你也有任务在身。,君にも任務があるんだ。,スカウト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,,,,False
,......是啊。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,,,,False
,行吧，回来再处理。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,,,,False
,谁叫Ace资历比我老呢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,,,,False
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,111,,,,False
name,一旦你开始用这种口气说话，我就怀疑你是想戏弄别人。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,112,一旦你开始用这种口气说话，我就怀疑你是想戏弄别人。,そういう口調になると、君が誰かをからかおうとしているんじゃないかと疑ってしまう。,エース,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,avg_npc_026,2,,,,0,113,,,,False
name,她可能真的在取笑你。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,114,她可能真的在取笑你。,彼女は本当に君をからかっているのかもな。,スカウト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,,,,False
,他只要有两天没修胡子，我就一定会觉得他资历特别老。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,,,,False
character,,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,char_014_riope,1,,,,0,117,,,,False
name,Ace，胡子很硬。,,,,,,,,,,,,,,,,Rosmontis,,,,,,,,,,,,,0,118,Ace，胡子很硬。,エースさんのヒゲ、とてもかたいです。,ロスモンティス,True
character,,,,,,,,,,,,,,,,,char_014_riope,,,,,,,,,,,,,0,119,,,,False
name,......啊。,,,,,,,,,,,,,,,,Ace,,,,,,,,,,,,,0,120,......啊。,……ああ。,エース,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,,,,False
,哈哈哈。那我去帮她送东西了。我也有任务在身，先走啦。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,,,,False
,等我任务结束回来，我们再去好好喝一场吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,,,,False
character,,,,,,,,,,,,,,,,,avg_npc_026,,,,,,,,,,,,,0,124,,,,False
name,可别再喝得吐一地了。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,125,可别再喝得吐一地了。,今度はもう、一面に吐かないでくれよ。,スカウト,True
name,Misery擦了两小时地板，再让他见那种场面，他恐怕也要吐出来。,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,126,Misery擦了两小时地板，再让他见那种场面，他恐怕也要吐出来。,ミザリーは2時間も床を掃除したんだ。もう一度あんな場面を見せたら、きっと彼も吐くだろう。,スカウト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,127,,,,False
,谁知道你酒量那么好啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,,,,False
,Rosmontis，机械师过会儿就把终端给你送过来。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,129,,,,False
,乖乖等着就好了，别把这事儿忘了哦！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,130,,,,False
character,,,,,,,,,,,,,,,,,avg_npc_042,,,,,,,,,,,,,0,131,,,,False
name,嗯，我不会忘的！再见！,,,,,,,,,,,,,,,,Rosmontis,,,,,,,,,,,,,0,132,嗯，我不会忘的！再见！,うん、絶対に忘れません！それじゃ、また！,ロスモンティス,True
character,,,,,,,,,,,,,,,,,avg_npc_026,,,,,,,,,,,,,0,133,,,,False
name,小心烫伤！,,,,,,,,,,,,,,,,Scout,,,,,,,,,,,,,0,134,小心烫伤！,やけどに気をつけて！,スカウト,True
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,,,,False
,不会啦，自己的法术，我有分寸的啦！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,136,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,,,,False
stopmusic,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,139,,,,False
blocker,,,,,1,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,0,140,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,,,,False
background,,,,,,,,,,,bg_building_3,coverall,,,,,,,,,,,,,,,,,,0,142,,,,False
blocker,,,,,0,,,,2,true,,,,,,,,,,,,,,,,,,,,0,143,,,,False
playmusic,,$darkness02_loop,,,,,,,,,,,$darkness02_intro,0.8,3,0.5,,,,,,,,,,,,,,0,144,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#5,,,,,,,,,,,,,0,145,,,,False
name,......怎么会变成你们先走一步？,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,146,......怎么会变成你们先走一步？,……どうして君たちの方が先に行くことになるんだ？,ファイヤーウォッチ,True
name,Ace，灰喉这样的非感染者，真的值得你去培育吗？,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,147,Ace，灰喉这样的非感染者，真的值得你去培育吗？,エース、グレイソースみたいな未感染者を本当に育てる価値があるのか？,ファイヤーウォッチ,True
name,我们能得到多少信任，又能奉献出多少信任？,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,148,我们能得到多少信任，又能奉献出多少信任？,私たちはどれだけ信頼を得て、どれだけ信頼を与えることができる？,ファイヤーウォッチ,True
name,如果博士......,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,149,如果博士......,もしドクターが……,ファイヤーウォッチ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,,,,False
playsound,,$rungeneral,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,0,152,,,,False
delay,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,153,,,,False
decision,如果我也不相信罗德岛的话？,,,,,,,,,,,,,,,,,,,,,,,,,,你要说什么？！;......;如果我也不相信罗德岛的话？,1;2;3,,3,154,如果我也不相信罗德岛的话？,もし私もロドスを信じられなかったら？,,True
decision,......,,,,,,,,,,,,,,,,,,,,,,,,,,你要说什么？！;......;如果我也不相信罗德岛的话？,1;2;3,,3,155,......,……,,True
decision,你要说什么？！,,,,,,,,,,,,,,,,,,,,,,,,,,你要说什么？！;......;如果我也不相信罗德岛的话？,1;2;3,,3,156,你要说什么？！,何を言いたいんだ？！,,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,157,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,0,158,,,,False
name,要说你的坏话。当面说。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,159,要说你的坏话。当面说。,君の悪口を言うつもりだ。面と向かってな。,ファイヤーウォッチ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,160,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,0,161,,,,False
name,如果博士已经来了，那就赶紧出来，别偷偷摸摸的，想躲在墙角不被发现是需要技术的。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,162,如果博士已经来了，那就赶紧出来，别偷偷摸摸的，想躲在墙角不被发现是需要技术的。,もしドクターがもう来てるなら、さっさと出てこいよ。こそこそ隠れて、壁の隅で見つからないようにするなんて、それなりの技術が必要なんだぜ。,ファイヤーウォッチ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,163,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,0,164,,,,False
name,那我就把你吊在电线杆上做整合运动的诱饵。放心！不会死的，也就多中几箭吧，开个刀就好了！,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,165,那我就把你吊在电线杆上做整合运动的诱饵。放心！不会死的，也就多中几箭吧，开个刀就好了！,じゃあお前を電信柱に吊るして整合運動の囮にしてやるよ。安心しろ！死にはしない、ちょっと矢に刺されるくらいで、ナイフでちょっと切ればいいだけさ！,ファイヤーウォッチ,True
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;2;3,0,166,,,,False
character,,,,,,,,,,,,,,,,,char_017_homura_3#4,,,,,,,,,,,,,0,167,,,,False
name,......唉。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,168,......唉。,……はあ。,ファイヤーウォッチ,True
name,唉！,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,169,唉！,はあっ！,ファイヤーウォッチ,True
name,阿米娅让你来的？,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,170,阿米娅让你来的？,アーミヤが君を呼んだのか？,ファイヤーウォッチ,True
name,好了别说了。她就这点最好，也就这点最不好......,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,171,好了别说了。她就这点最好，也就这点最不好......,もういい、言うな。彼女はこの点が一番いいし、でもそれが一番悪いんだ……。,ファイヤーウォッチ,True
name,我时时想做些什么提醒下她，让她想想“她还只是个孩子”这种事......每每都适得其反。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,172,我时时想做些什么提醒下她，让她想想“她还只是个孩子”这种事......每每都适得其反。,私だって、彼女がまだ子どもだって気付かせてあげたくて、何かしようとするけど……いつも裏目に出るんだ。,ファイヤーウォッチ,True
name,只要她还领导着罗德岛，是不是就不可能把她那个小大人架子放下来？哎。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,173,只要她还领导着罗德岛，是不是就不可能把她那个小大人架子放下来？哎。,彼女がロドスを率いる限り、あの“子どもなのに大人っぽい”態度をやめることはできないんだろうな。はあ。,ファイヤーウォッチ,True
name,当然，如果不是阿米娅让你来，而是你主动要来陪我什么的，我是不会反感的。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,174,当然，如果不是阿米娅让你来，而是你主动要来陪我什么的，我是不会反感的。,もちろん、アーミヤに頼まれたんじゃなくて、君が自分から私に付き合いたいってことであれば、私は気にしないさ。,ファイヤーウォッチ,True
name,......拖后腿？放心吧，带着三个你我都能行动自如，别说只一个博士了。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,175,......拖后腿？放心吧，带着三个你我都能行动自如，别说只一个博士了。,……足を引っ張る？心配するな、君が三人いても私は普通に動けるし、ドクターが一人くらいどうってことないさ。,ファイヤーウォッチ,True
name,哎，你看那边。,,,,,,,,,,,,,,,,煌,,,,,,,,,,,,,0,176,哎，你看那边。,なあ、あっちを見てみろ。,ファイヤーウォッチ,True
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,0,179,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,,,,False
background,,,,,,,,,,,bg_building_3,coverall,,,,,,,,,,,,,,,,,,0,181,,,,False
blocker,,,,,0,,,,1,true,,,,,,,,,,,,,,,,,,,,0,182,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,,,,False
name,为什么不走！你们走啊！我们不想打了！,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,0,184,为什么不走！你们走啊！我们不想打了！,どうして行かないんだ！さっさと行けよ！もう戦いたくないんだ！,レユニオンの構成員,True
name,唔......我们不会向感染者屈服！,,,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,0,185,唔......我们不会向感染者屈服！,うっ……私たちは感染者に屈しない！,近衛局のメンバー,True
name,你们就几个人，为什么要这么做，有什么好处！,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,,0,186,你们就几个人，为什么要这么做，有什么好处！,お前ら数人しかいないのに、なぜわざわざそんなことをするんだ、何のメリットがある！,レユニオンの構成員,True
name,这是职责！,,,,,,,,,,,,,,,,近卫局成员,,,,,,,,,,,,,0,187,这是职责！,それが私たちの責務だ！,近衛局のメンバー,True
