command,text_orig,name,focus,image,name2,index,text,jp_text,jp_name,text_match
name,我似乎......似乎不属于那个家。我偷听说，我妈妈......我妈妈根本不在家里。,伊诺,,,,43,我似乎......似乎不属于那个家。我偷听说，我妈妈......我妈妈根本不在家里。,私は……あの家にいるべきではないような気がします。こっそり聞いたのですが、私の母は……母は家にはいないそうです。,イーノ,True
name,他们看我的眼神，都很可怕，我不想回去了。我不想再回去了......,伊诺,,,,44,他们看我的眼神，都很可怕，我不想回去了。我不想再回去了......,みんな私を見る目がとても怖くて、私はもう帰りたくありません。もう二度と帰りたくありません……,イーノ,True
name,可是，这里既没有吃的，也没有可以住的地方，这里只是......只是下水道。,萨沙,,,,45,可是，这里既没有吃的，也没有可以住的地方，这里只是......只是下水道。,でもここには食べ物も、住める場所もない。ここは……下水道だから。,サーシャ,True
name,我不在意的。,伊诺,,,,46,我不在意的。,私は気にしません。,イーノ,True
name,但是......,萨沙,,,,47,但是......,でも……,サーシャ,True
name,......,伊诺,,,,48,......,……,イーノ,True
name,你也讨厌我吗？,伊诺,,,,49,你也讨厌我吗？,あなたも私のことが嫌いですか？,イーノ,True
name,什么？......为什么？,萨沙,,,,50,什么？......为什么？,何？……どうして？,サーシャ,True
name,因为我喜欢笑？,伊诺,,,,51,因为我喜欢笑？,私が笑うのが好きだからですか？,イーノ,True
name,不......不。为什么会这样？,萨沙,,,,52,不......不。为什么会这样？,違う……違う。どうしてこうなったんだ？,サーシャ,True
name,因为我不该笑。,伊诺,,,,53,因为我不该笑。,私は笑うべきではないからです。,イーノ,True
name,没有这回事！伊诺就应该笑下去。,萨沙,,,,54,没有这回事！伊诺就应该笑下去。,そんなことない！イーノはずっと笑っていればいいんだ。,サーシャ,True
name,是这样吗？,伊诺,,,,55,是这样吗？,そうですか？,イーノ,True
name,是这样的。,萨沙,,,,56,是这样的。,そうだよ。,サーシャ,True
dialog,,,,,,57,,,,True
character,,,,,,58,,,,True
blocker,,,,,,59,,,,True
,是不是那天他不回去，事情就会改变？,,,,,60,是不是那天他不回去，事情就会改变？,あの日、彼が帰らなければ、何かが変わっていたのだろうか？,,True
,只因为我觉得我这里太脏了，太冷了，就让他回去？,,,,,61,只因为我觉得我这里太脏了，太冷了，就让他回去？,私がここを汚くて寒いと思ったから、彼を帰らせたの？,,True
,如果他没有回去，是不是能改变一切？,,,,,62,如果他没有回去，是不是能改变一切？,もし彼が帰らなかったら、すべてが変わっていたのだろうか？,,True
dialog,,,,,,63,,,,True
cameraeffect,,,,,,64,,,,True
background,,,,bg_indoor_u,,65,,,,True
blocker,,,,,,66,,,,True
name,你的伤！你肚子上的伤......发生什么，发生什么了？！,萨沙,,,,67,你的伤！你肚子上的伤......发生什么，发生什么了？！,君の傷！お腹の傷……何が、何があったんだ？！,サーシャ,True
name,萨沙......我一直在笑啊。,伊诺,,,,68,萨沙......我一直在笑啊。,サーシャ……私はずっと笑っていましたよ。,イーノ,True
name,你看，你和我说可以笑的，我就一直笑。,伊诺,,,,69,你看，你和我说可以笑的，我就一直笑。,ほら、あなたが笑っていいと言ってくださったので、私はずっと笑っていました。,イーノ,True
name,一直在笑......,伊诺,,,,70,一直在笑......,ずっと笑っていました……,イーノ,True
name,萨沙，还要听我唱歌吗？,伊诺,,,,71,萨沙，还要听我唱歌吗？,サーシャ、私の歌をまだ聴きたいですか？,イーノ,True
dialog,,,,,,72,,,,True
character,,,,,,73,,,,True
blocker,,,,,,74,,,,True
,之后，他依然时常来看我。,,,,,75,之后，他依然时常来看我。,その後も、彼はよく私に会いにきてくれた。,,True
,只是他身上的伤疤越来越多......,,,,,76,只是他身上的伤疤越来越多......,ただ、彼の体の傷跡はどんどん増えていった……,,True
,越来越多。,,,,,77,越来越多。,ますます増えていった。,,True
,我也知道自己说的话会影响他，也减少了张口的次数。,,,,,78,我也知道自己说的话会影响他，也减少了张口的次数。,私の言葉が彼に影響を与えることもわかっていたし、口数も減った。,,True
,这会让事情变好吗？,,,,,79,这会让事情变好吗？,これで、物事はよくなるのだろうか？,,True
dialog,,,,,,80,,,,True
cameraeffect,,,,,,81,,,,True
background,,,,bg_cherbefore_1,,82,,,,True
blocker,,,,,,83,,,,True
name,你的背！,萨沙,,,,84,你的背！,君の背中！,サーシャ,True
name,你的背......,萨沙,,,,85,你的背......,君の背中……,サーシャ,True
name,......,伊诺,,,,86,......,……,イーノ,True
name,......很痛？,萨沙,,,,87,......很痛？,……すごく痛いのか？,サーシャ,True
name,......,伊诺,,,,88,......,……,イーノ,True
name,不能再这样下去了。,萨沙,,,,89,不能再这样下去了。,もうこんなことは続けられない。,サーシャ,True
name,究竟是谁做了这些事！为什么要这么虐待你！,萨沙,,,,90,究竟是谁做了这些事！为什么要这么虐待你！,一体誰がこんなことをしたんだ！どうして君をこんなに虐待するんだ！,サーシャ,True
name,不管是什么......这种人都该被毁掉！无论是什么东西，都该被毁掉！,萨沙,,,,91,不管是什么......这种人都该被毁掉！无论是什么东西，都该被毁掉！,どんなものであれ……こんな奴は滅ぼさなければならない！どんなものでも、滅ぼすべきだ！,サーシャ,True
name,伊诺，带我去！,萨沙,,,,92,伊诺，带我去！,イーノ、連れて行ってくれ！,サーシャ,True
name,......我知道了。,伊诺,,,,93,......我知道了。,……わかりました。,イーノ,True
name,嗯？,萨沙,,,,94,嗯？,ん？,サーシャ,True
name,我会做到的。,伊诺,,,,95,我会做到的。,私がやります。,イーノ,True
dialog,,,,,,96,,,,True
character,,,,,,97,,,,True
blocker,,,,,,98,,,,True
,我不知道自己说了什么。,,,,,99,我不知道自己说了什么。,自分が何を言ったのかわからない。,,True
,也不知道自己是不是什么都不能再说了。,,,,,100,也不知道自己是不是什么都不能再说了。,自分がもう何も言えなくなったのかどうかも、わかりません。,,True
,我做了什么？我究竟做了什么？,,,,,101,我做了什么？我究竟做了什么？,私は何をしたの？私は一体何をしたんですか？,,True
,我也读了许多书了，但没有书告诉过我。,,,,,102,我也读了许多书了，但没有书告诉过我。,私もたくさん本を読みましたが、本は何も教えてくれませんでした。,,True
,什么都没告诉我。,,,,,103,什么都没告诉我。,何も教えてくれませんでした。,,True
dialog,,,,,,104,,,,True
background,,,,,,105,,,,True
background,,,,bg_cherbefore_1,,106,,,,True
blocker,,,,,,107,,,,True
name,看啊，看啊萨沙......,伊诺,,,,108,看啊，看啊萨沙......,見て、見てサーシャ……,イーノ,True
name,你和我说过，希望把伤害我的东西全都毁掉吧？,伊诺,,,,109,你和我说过，希望把伤害我的东西全都毁掉吧？,あなた、私に言ったでしょ？私を傷つけるものは全部壊したいって。,イーノ,True
name,......,萨沙,,,,110,......,……,サーシャ,True
name,快过来。,萨沙,,,,111,快过来。,早く来て。,サーシャ,True
name,你的伤......,萨沙,,,,112,你的伤......,君の怪我が……,サーシャ,True
name,不要紧。不要紧的。,伊诺,,,,113,不要紧。不要紧的。,大丈夫です。大丈夫ですから。,イーノ,True
name,你看，只要轻轻一吹......就都好了。全都会好呀。,伊诺,,,,114,你看，只要轻轻一吹......就都好了。全都会好呀。,見てください、そっと吹いたら……全部治りますよ。全部、良くなりますから。,イーノ,True
name,快过来，我给你包扎！布，剩下的布在哪......！,萨沙,,,,115,快过来，我给你包扎！布，剩下的布在哪......！,早く来い！僕が君の傷を包帯する！布、残りの布はどこだ……！,サーシャ,True
name,那个男人切了我的脚......只要一吹，就好了。,伊诺,,,,116,那个男人切了我的脚......只要一吹，就好了。,あの男に足を切られたけど……一吹きすれば、治ります。,イーノ,True
name,有个老头划了我的背，抚摸一下，也就好了。,伊诺,,,,117,有个老头划了我的背，抚摸一下，也就好了。,おじいさんに背中を切られても、撫でてあげれば、すぐ治ります。,イーノ,True
name,这都是因为那个胖女人往我嗓子里塞的那块源石！,伊诺,,,,118,这都是因为那个胖女人往我嗓子里塞的那块源石！,全部、あの太った女が私の喉に源石を詰めたせいなんです！,イーノ,True
name,别说了，伊诺，别说了......,萨沙,,,,119,别说了，伊诺，别说了......,やめてくれ、イーノ、もう言わないで……,サーシャ,True
name,我没办法再唱歌了，但你看，你看，都亏了这块源石！,伊诺,,,,120,我没办法再唱歌了，但你看，你看，都亏了这块源石！,私はもう歌えなくなりました。でも見てください、全部この源石のせいです！,イーノ,True
name,我现在什么都能做到！,伊诺,,,,121,我现在什么都能做到！,今の私は何だってできますよ！,イーノ,True
name,伊诺！,萨沙,,,,122,伊诺！,イーノ！,サーシャ,True
name,......你很不开心。为什么？我明明按你说的去做了。,伊诺,,,,123,......你很不开心。为什么？我明明按你说的去做了。,……あなたは全然嬉しそうじゃありませんね。どうしてですか？私はちゃんと言われた通りにしたんです。,イーノ,True
name,为什么你不开心？,伊诺,,,,124,为什么你不开心？,どうして、あなたは嬉しくないんですか？,イーノ,True
name,明明他们都开心的。只要按他们说的去做，他们就都会开心的......,伊诺,,,,125,明明他们都开心的。只要按他们说的去做，他们就都会开心的......,あの人たちはみんな嬉しそうだったのに。みんなの言う通りにすれば、みんな嬉しくなるのに……,イーノ,True
name,......因为你的所有家人都是混蛋。全部都是。,萨沙,,,,126,......因为你的所有家人都是混蛋。全部都是。,……君の家族は全員クズだからだ。みんなだ。,サーシャ,True
name,是啊！,伊诺,,,,127,是啊！,そうです！,イーノ,True
name,所以孩子们把他们杀了。,伊诺,,,,128,所以孩子们把他们杀了。,だから子供たちは、みんな殺しました。,イーノ,True
name,......什么？,萨沙,,,,129,......什么？,……なんだって？,サーシャ,True
name,那些感染的孩子们，还没被赶到城外的孩子们......,伊诺,,,,130,那些感染的孩子们，还没被赶到城外的孩子们......,あの感染した子たち、まだ町の外に追いやられていない子たち……,イーノ,True
name,你把他们怎么了？,萨沙,,,,131,你把他们怎么了？,君は彼らに何をしたんだ？,サーシャ,True
name,他们也打过我啊。他们还弄伤过你。,伊诺,,,,132,他们也打过我啊。他们还弄伤过你。,彼らも私を叩きました。あなたのことも傷つけましたよ。,イーノ,True
name,现在，他们简直就像是棋盘上的棋子一样。棋子。,伊诺,,,,133,现在，他们简直就像是棋盘上的棋子一样。棋子。,今の彼らは、まるでチェス盤の駒みたいです。駒なんです。,イーノ,True
name,只要我给他们治过身上的伤，让他们怎么做，他们就会怎么做。,伊诺,,,,134,只要我给他们治过身上的伤，让他们怎么做，他们就会怎么做。,私が彼らの傷を治してあげれば、私が命じた通りに動いてくれます。,イーノ,True
name,我把那群又丑又恶心的人，全都......全部都！,伊诺,,,,135,我把那群又丑又恶心的人，全都......全部都！,あの醜くて気持ち悪い人たちを全部……全部！」,イーノ,True
name,萨沙，你看，我做的怎么样？,伊诺,,,,136,萨沙，你看，我做的怎么样？,サーシャ、見てください、私、どうでしたか？,イーノ,True
name,一把火全部烧掉了！全部！,伊诺,,,,137,一把火全部烧掉了！全部！,全部火で焼き払いました！全部です！,イーノ,True
name,......,萨沙,,,,138,......,……,サーシャ,True
name,萨沙，你怎么了？,伊诺,,,,139,萨沙，你怎么了？,サーシャ、どうしたんですか？,イーノ,True
name,别再做这种事了。,萨沙,,,,140,别再做这种事了。,もうこんなことはやめてくれ。,サーシャ,True
name,可你不是说......,伊诺,,,,141,可你不是说......,でも、あなたは……,イーノ,True
name,我没想到会变成这样。,萨沙,,,,142,我没想到会变成这样。,こんなことになるとは思わなかった。,サーシャ,True
name,伊诺，做你真正想做的吧。不是这种事。,萨沙,,,,143,伊诺，做你真正想做的吧。不是这种事。,イーノ、本当にしたいことをしてくれ。こんなことじゃない。,サーシャ,True
name,我会帮你的。别再这样了。,萨沙,,,,144,我会帮你的。别再这样了。,僕が助けるから。もうやめてくれ。,サーシャ,True
name,可我......,伊诺,,,,145,可我......,でも私は……,イーノ,True
name,别再这样了！做你真正想做的事！,萨沙,,,,146,别再这样了！做你真正想做的事！,もうこんなことはやめろ！本当にやりたいことをやれ！,サーシャ,True
name,不是被逼着做什么，不是流血流泪，也不是什么复仇！,萨沙,,,,147,不是被逼着做什么，不是流血流泪，也不是什么复仇！,強制されることでもない、血を流すことでも、涙を流すことでも、復讐でもない！,サーシャ,True
name,你根本不喜欢这种事......！,萨沙,,,,148,你根本不喜欢这种事......！,君は本当はこんなこと、好きじゃないだろ……！,サーシャ,True
name,......萨沙......,伊诺,,,,149,......萨沙......,……サーシャ……,イーノ,True
name,我......,伊诺,,,,150,我......,私……,イーノ,True
name,我想......唱歌......,伊诺,,,,151,我想......唱歌......,私は……歌いたい……,イーノ,True
name,呜......,伊诺,,,,152,呜......,うう……,イーノ,True
name,......,萨沙,,,,153,......,......,サーシャ,True
dialog,,,,,,154,,,,True
character,,,,,,155,,,,True
blocker,,,,,,156,,,,True
,我什么也做不到。,,,,,157,我什么也做不到。,私は何もできない。,,True
,我真是没用。,,,,,158,我真是没用。,私は本当に役立たずだ。,,True
dialog,,,,,,159,,,,True
background,,,,,,160,,,,True
background,,,,bg_indoor_u,,161,,,,True
blocker,,,,,,162,,,,True
name,伊诺......,萨沙,,,,163,伊诺......,イーノ……,サーシャ,True
name,我不能再唱歌了。,伊诺,,,,164,我不能再唱歌了。,私はもう歌えない。,イーノ,True
name,我们一起走吧。我们会活下去的。,萨沙,,,,165,我们一起走吧。我们会活下去的。,一緒に行こう。私たちは生きていける。,サーシャ,True
name,活下去？,伊诺,,,,166,活下去？,生きていく？,イーノ,True
name,......有什么好的呢？,伊诺,,,,167,......有什么好的呢？,……それの何がいいの？,イーノ,True
name,......,萨沙,,,,168,......,......,サーシャ,True
name,没有。,萨沙,,,,169,没有。,何もない。,サーシャ,True
name,但我们可以一起活下去。,萨沙,,,,170,但我们可以一起活下去。,でも、私たちは一緒に生きていける。,サーシャ,True
name,你要做什么？,伊诺,,,,171,你要做什么？,あなたは何をするの？,イーノ,True
name,这是我从矿场偷来的源石，本来想要卖掉换些吃的。,萨沙,,,,172,这是我从矿场偷来的源石，本来想要卖掉换些吃的。,これは鉱山から盗んできた源石なんだ。本当は売って食べ物を手に入れようと思ってたんだ。,サーシャ,True
name,萨沙！,伊诺,,,,173,萨沙！,サーシャ！,イーノ,True
camerashake,,,,,,174,,,,True
name,唔！,萨沙,,,,175,唔！,うっ！,サーシャ,True
delay,,,,,,176,,,,True
name,这样，我们就都是感染者了。,萨沙,,,,177,这样，我们就都是感染者了。,これで、私たちは二人とも感染者だ。,サーシャ,True
name,让我们一起活下去。,萨沙,,,,178,让我们一起活下去。,一緒に生きていこう。,サーシャ,True
dialog,,,,,,179,,,,True
character,,,,,,180,,,,True
blocker,,,,,,181,,,,True
background,,,,,,182,,,,True
blocker,,,,,,183,,,,True
name,那些事情？我不会过问。,？？？,,,,184,那些事情？我不会过问。,そのこと？私は問いません。,？？？,True
name,你所做的一切都没有理由。你不是为了什么理由才活在大地上的。,？？？,,,,185,你所做的一切都没有理由。你不是为了什么理由才活在大地上的。,あなたのしたことには理由なんてない。あなたは何かの理由のためにこの大地に生きているわけじゃない。,？？？,True
name,不，你根本不需要谁去拯救......,？？？,,,,186,不，你根本不需要谁去拯救......,いや、あなたは誰かに救われる必要なんてない……,？？？,True
name,选一个你喜欢的名字吧。,？？？,,,,187,选一个你喜欢的名字吧。,好きな名前を選びなさい。,？？？,True
name,这个？好。,？？？,,,,188,这个？好。,これ？いいでしょう。,？？？,True
name,梅菲斯特......,？？？,,,,189,梅菲斯特......,メフィスト……,？？？,True
name,梅菲斯特。从今以后，你就是梅菲斯特。你和以前的你再无瓜葛。,？？？,,,,190,梅菲斯特。从今以后，你就是梅菲斯特。你和以前的你再无瓜葛。,メフィスト。これからあなたはメフィストよ。もう以前のあなたとは何の関係もない。,？？？,True
name,我不相信你。我没有权力相信你。能相信你的从来就只有你自己。,？？？,,,,191,我不相信你。我没有权力相信你。能相信你的从来就只有你自己。,私はあなたを信じません。あなたを信じる権利は私にはない。あなたを信じることができるのは、いつだってあなただけです。,？？？,True
name,你的所作所为不能一笔勾销，你会永远背负着你做过的一切，哪怕你忘记了，哪怕你不能理解你做了什么。,？？？,,,,192,你的所作所为不能一笔勾销，你会永远背负着你做过的一切，哪怕你忘记了，哪怕你不能理解你做了什么。,あなたの行いは帳消しになりません。あなたが何をしたかを忘れても、理解できなくても、それは一生背負うことになるでしょう。,？？？,True
name,你做的一切，你经历的一切，都该成为你的薪柴。它们要逼迫着你，要你内心的火继续燃烧下去......,？？？,,,,193,你做的一切，你经历的一切，都该成为你的薪柴。它们要逼迫着你，要你内心的火继续燃烧下去......,あなたがしたこと、経験したこと、それら全てがあなたの薪になります。それらはあなたを駆り立て、心の炎を燃やし続けさせるでしょう……,？？？,True
name,直到整片大地都解放，直到你抛弃所有别人给你的东西，直到你终于理解你自己。,？？？,,,,194,直到整片大地都解放，直到你抛弃所有别人给你的东西，直到你终于理解你自己。,大地の全てが解放され、他人から与えられた全てを捨て、あなたが自分自身を理解できるその時まで。,？？？,True
name,到那时候，你连这个名字都可以抛弃。是去是留是生是死，你自己选。,？？？,,,,195,到那时候，你连这个名字都可以抛弃。是去是留是生是死，你自己选。,その時になれば、この名前すら捨てることができる。残るも去るも、生きるも死ぬも、あなたが自分で選びなさい。,？？？,True
name,梅菲斯特，我不能改变你的理想。如果你没有，就去找它。我们自己拯救自己。,？？？,,,,196,梅菲斯特，我不能改变你的理想。如果你没有，就去找它。我们自己拯救自己。,メフィスト、私はあなたの理想を変えることはできません。もしそれがないなら、見つけに行きなさい。私たちは自分自身を救います。,？？？,True
name,我是谁？这不重要。,？？？,,,,197,我是谁？这不重要。,私は誰か？それは重要ではありません。,？？？,True
name,想知道怎么叫我？,？？？,,,,198,想知道怎么叫我？,私をどう呼びたいのですか？,？？？,True
name,......塔露拉。,？？？,,,,199,......塔露拉。,……タルラ。,？？？,True
dialog,,,,,,200,,,,True
character,,char_011_talula_1,,,,201,,,char_011_talula_1,True
delay,,,,,,202,,,,True
name,我只是个反抗者，一个普通的人。我谁也不是。只是现在，你可以叫我塔露拉。,塔露拉,,,,203,我只是个反抗者，一个普通的人。我谁也不是。只是现在，你可以叫我塔露拉。,私はただの反抗者、普通の人間です。私は誰でもありません。ただ、今は、私のことをタルラと呼んでください。,タルラ,True
dialog,,,,,,204,,,,True
blocker,,,,,,205,,,,True
character,,,,,,206,,,,True
,而塔露拉没有和我说太多。,,,,,207,而塔露拉没有和我说太多。,そしてタルラは私に多くを語らなかった。,,True
,她抱紧了我。在我的背上叩了三下。,,,,,208,她抱紧了我。在我的背上叩了三下。,彼女は私を強く抱きしめ、私の背中を三回叩いた。,,True
,塔露拉相信我。叶莲娜，博卓卡斯替，柳德米拉。他们都相信我。,,,,,209,塔露拉相信我。叶莲娜，博卓卡斯替，柳德米拉。他们都相信我。,タルラは私を信じている。イェレナ、ボジョカスティ、リュドミラ。彼らもみな私を信じている。,,True
,我本以为我可以把在那座城市度过的童年抛到脑后。,,,,,210,我本以为我可以把在那座城市度过的童年抛到脑后。,私はかつて、あの街で過ごした幼少期を忘れられると思っていた。,,True
,只是，事情很快就变了。从那个村庄的事情开始。,,,,,211,只是，事情很快就变了。从那个村庄的事情开始。,しかし、すぐに状況は変わった。あの村での出来事から始まった。,,True
,那是一桩惨剧。但为什么这种惨剧会让她变成这样？,,,,,212,那是一桩惨剧。但为什么这种惨剧会让她变成这样？,それは悲劇だった。しかし、なぜその悲劇が彼女をこんな風にしてしまったのだろうか？,,True
,为什么变成这样？,,,,,213,为什么变成这样？,なぜこうなったのか？,,True
dialog,,,,,,214,,,,True
background,,,,bg_windows,,215,,,,True
dialog,,,,,,216,,,,True
character,,,,,,217,,,,True
blocker,,,,,,218,,,,True
character,,char_1507_Mephisto_1#1,,,,219,,,char_1507_Mephisto_1#1,True
name,你要我做什么，我就会做什么......,梅菲斯特,,,,220,你要我做什么，我就会做什么......,あなたが私に何をさせたいのか、私はその通りにします……,メフィスト,True
character,,char_1507_Mephisto_1#1,2,,char_011_talula_1,221,,,char_1507_Mephisto_1#1,True
name,没关系的。只要你想做，就去做吧。,塔露拉,,,,222,没关系的。只要你想做，就去做吧。,大丈夫です。やりたいことがあれば、やってください。,タルラ,True
name,我允许了。毕竟你是梅菲斯特。,塔露拉,,,,223,我允许了。毕竟你是梅菲斯特。,許可します。結局、あなたはメフィストですから。,タルラ,True
character,,char_1507_Mephisto_1#2,1,,char_011_talula_1,224,,,char_1507_Mephisto_1#2,True
name,可是，你以前说过......,梅菲斯特,,,,225,可是，你以前说过......,でも、あなたは以前言っていた……,メフィスト,True
character,,char_1507_Mephisto_1#2,2,,char_011_talula_1,226,,,char_1507_Mephisto_1#2,True
name,那是几年前的事情了。,塔露拉,,,,227,那是几年前的事情了。,それは数年前のことです。,タルラ,True
name,随着我们事业的进步，有些事情会自然而然地改变。,塔露拉,,,,228,随着我们事业的进步，有些事情会自然而然地改变。,私たちの事業の進展とともに、いくつかのことは自然と変わっていきます。,タルラ,True
name,如果不跟上形势，我们就会被淘汰。,塔露拉,,,,229,如果不跟上形势，我们就会被淘汰。,情勢についていかなければ、私たちは淘汰されます。,タルラ,True
name,所以，我们和我们的感染者同胞，必须争取一个未来。,塔露拉,,,,230,所以，我们和我们的感染者同胞，必须争取一个未来。,だから、私たちと感染者の同志は、未来のために戦わなければなりません。,タルラ,True
name,所有人都可以为了这个理想牺牲。,塔露拉,,,,231,所有人都可以为了这个理想牺牲。,この理想のためなら、誰でも犠牲になれるのです。,タルラ,True
character,,char_1507_Mephisto_1#1,1,,char_011_talula_1,232,,,char_1507_Mephisto_1#1,True
name,我可以信任你，对吧，领袖？,梅菲斯特,,,,233,我可以信任你，对吧，领袖？,あなたを信じてもいいですね、リーダー？,メフィスト,True
character,,char_1507_Mephisto_1#1,2,,char_011_talula_1,234,,,char_1507_Mephisto_1#1,True
name,对。因为我是塔露拉。,塔露拉,,,,235,对。因为我是塔露拉。,はい。私はタルラですから。,タルラ,True
character,,char_1507_Mephisto_1#1,1,,char_011_talula_1,236,,,char_1507_Mephisto_1#1,True
name,我会做到的！,梅菲斯特,,,,237,我会做到的！,私はやり遂げます！,メフィスト,True
character,,char_1507_Mephisto_1#1,2,,char_011_talula_1,238,,,char_1507_Mephisto_1#1,True
name,你一定会，我相信你。,塔露拉,,,,239,你一定会，我相信你。,きっとできます、私はあなたを信じています。,タルラ,True
name,没有你，我们做不到。你什么都可以做，也什么都可以做到。,塔露拉,,,,240,没有你，我们做不到。你什么都可以做，也什么都可以做到。,あなたがいなければ、私たちはできません。あなたなら何でもできて、やり遂げることができます。,タルラ,True
dialog,,,,,,241,,,,True
character,,,,,,242,,,,True
blocker,,,,,,243,,,,True
blocker,,,,,,244,,,,True
character,,char_011_talula_1,,,,245,,,char_011_talula_1,True
name,进来吧。,塔露拉,,,,246,进来吧。,どうぞお入りください。,タルラ,True
