command,text,name,focus,image,name2,jp_text,jp_name
character,,avg_npc_082,,,,,
name,......又穷又破。体格也很差。送军队矿场去也没什么油水赚。,感染者纠察队,,,,……貧乏でボロボロだな。体も弱い。軍隊の鉱山に送っても稼ぎにならん。,感染者巡察隊
name,你是要怎么个死法？痛快的还是慢慢的？,感染者纠察队,,,,どうやって死にたい？一思いか、じわじわか？,感染者巡察隊
character,,avg_npc_094,,,,,
camerashake,,,,,,,
name,......老爷！你看我这样，留我一命对你们没什么坏处！,感染者,,,,……旦那様！俺のこの姿を見てよ、命を助けても損はしないだろ！,感染者
character,,avg_npc_082,,,,,
name,手上拿着武器，还在说这个？,感染者纠察队,,,,武器持ったままで、よくそんなこと言えるな？,感染者巡察隊
character,,avg_npc_094,,,,,
camerashake,,,,,,,
name,......对不起，老爷！这是用来对付刚才那个家伙的！她现在不知道跑哪去了......,感染者,,,,……すみません、旦那様！これはさっきの奴に対抗するためだったんだ！今どこに行ったか分からなくて……,感染者
character,,avg_npc_082,,,,,
name,感染者比驮兽还不如。驮兽还能装运货物，你们活着只是浪费陛下的土地！,感染者纠察队,,,,感染者なんて荷獣より役に立たん。荷獣は物を運べるが、お前らは生きているだけで陛下の土地の無駄だ！,感染者巡察隊
dialog,,,,,,,
character,,,,,,,
character,,avg_npc_078,,,,,
delay,,,,,,,
name,为什么？,塔露拉,,,,なぜ？,タルラ
character,,avg_npc_082,,,,,
name,——,感染者纠察队,,,,——,感染者巡察隊
name,你是哪来的？,感染者纠察队,,,,どこから来た？,感染者巡察隊
character,,avg_npc_078,,,,,
name,从很远的东方来的。,塔露拉,,,,とても遠い東方から来ました。,タルラ
character,,avg_npc_082,,,,,
name,说什么东西......你，也是感染者？,感染者纠察队,,,,何を言ってる……お前も感染者か？,感染者巡察隊
character,,avg_npc_078,,,,,
name,是。,塔露拉,,,,そうです。,タルラ
name,我能思想，也能说话。,塔露拉,,,,私は考えることも話すこともできます。,タルラ
name,我们感染者有生有死，这生死为什么要你来定？,塔露拉,,,,私たち感染者にも生があれば死もある。その生死をなぜあなたが決めるのですか？,タルラ
character,,avg_npc_082,,,,,
name,说什么！,感染者纠察队,,,,何を言うか！,感染者巡察隊
character,,avg_npc_078#4,,,,,
name,如果能给我们一个安稳的场合自行死去，我们甚至都不会有这么愤怒......,塔露拉,,,,もし私たちに静かに死ねる場所をくれるなら、ここまで怒ることもなかった……,タルラ
character,,avg_npc_078#5,,,,,
name,但是，感染者兄弟，抬起头来看看！看看他的眼神，他的嘴，他的笑！,塔露拉,,,,でも、感染者の兄弟たちよ、顔を上げて見て！彼の目を、口を、その笑みを！,タルラ
name,他们想决定我们怎么死，他们想操控我们。也许我们的命不值几个钱，但你难道就能值一枚金币？,塔露拉,,,,彼らは私たちをどうやって死なせるか決めたい、私たちを操りたい。私たちの命には値がつかないかもしれない、でもお前の命は金貨一枚の価値でもあるのか？,タルラ
character,,avg_npc_082,,,,,
name,你！,感染者纠察队,,,,貴様！,感染者巡察隊
character,,avg_npc_078#4,,,,,
name,兄弟，在他们以前的暴行里，他们有因为谁态度好就放过谁吗，有因为别人做得对就让他们活吗？,塔露拉,,,,兄弟たちよ、彼らは過去の暴虐で、誰かの態度が良いからといって見逃したことがあるか？誰かが正しいことをしたからといって生かしたことがあるか？,タルラ
character,,avg_npc_078#5,,,,,
name,不对！他们以前让你们活着，只是因为你们还有油水可榨！,塔露拉,,,,違う！彼らが今まで生かしてきたのは、お前たちからまだ搾り取れるからだ！,タルラ
name,当你们没了钱没了土地，他们就会把你们一脚踢开，因为在城市里，感染者甚至都不能活下去！,塔露拉,,,,金も土地もなくなれば、お前たちは捨てられる。都市では感染者は生きることすらできない！,タルラ
name,我们感染者，怎么活，怎么死，只该我们自己决定！,塔露拉,,,,私たち感染者の生き方も死に方も、自分たちで決めるべきだ！,タルラ
character,,avg_npc_078#5,2,,avg_npc_094,,
name,......！,感染者,,,,……！,感染者
name,你......究竟是谁？,感染者,,,,お前は……一体誰だ？,感染者
character,,avg_npc_082,,,,,
name,混账东西！你叫什么名字......,感染者纠察队,,,,ふざけた奴め！名前はなんだ……,感染者巡察隊
name,以皇帝的名义！居然用这些歪理邪说蛊惑他的子民，我们这就处死你！,感染者纠察队,,,,皇帝陛下の名の下に！そんな邪説で民を惑わすとは、今すぐ処刑してやる！,感染者巡察隊
character,,avg_npc_078,,,,,
name,对于兄弟们，我是没有名字的。你们想怎么叫我都可以，如果一定要叫名字，你们可以叫我塔露拉。,塔露拉,,,,兄弟たちにとって、私には名前などない。好きに呼べばいい。それでも必要なら、タルラと呼べばいい。,タルラ
name,对于敌人，你们不需要知道我的名字。,塔露拉,,,,敵に対しては、私の名を知る必要はない。,タルラ
name,但我的火会点燃你们。,塔露拉,,,,しかし、私の炎がお前たちを燃やす。,タルラ
dialog,,,,,,,
blocker,,,,,,,
image,,,,,,,
